Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-23,AK,AKA,Alaska,731545,304875,239927,41675,32797,154392,21105,84984,11617,21.1,11.6,Report,239942,154618,84746,153859,84451,27.9,15.3,551562,55275,238872,43308,,,
2021-02-23,AL,ALA,Alabama,4903185,1084440,815108,22117,16624,580477,11839,233073,4754,12.1,4.9,Report,835020,593936,239425,593734,239406,15.6,6.3,3814879,28427,814893,21361,,,
2021-02-23,AR,ARA,Arkansas,3017804,794230,540192,26318,17900,372786,12353,163848,5429,12.4,5.4,Report,541059,373476,164064,373313,164036,16.1,7.1,2317649,34269,540003,23300,,,
2021-02-23,AS,ASA,American Samoa,55689,29450,18816,52883,33788,10978,19713,7818,14039,19.8,14.1,Report,18933,11054,7859,10916,7781,25.1,17.9,43437,67799,18600,42821,,,
2021-02-23,AZ,AZA,Arizona,7278717,1755635,1525794,24120,20962,1121773,15412,398472,5474,15.1,5.4,Report,1494243,1095494,393019,1094381,392851,19.4,7,5638481,31137,1524293,27034,,,
2021-02-23,BP2,BP2,Bureau of Prisons,0,49475,52743,0,0,32628,0,19996,0,0,0,Report,52743,32628,19996,32626,19995,0,0,0,0,52740,0,,,
2021-02-23,CA,CAA,California,39512223,10168620,7728120,25735,19559,5569473,14096,2105613,5329,14.1,5.3,Report,7715921,5560177,2102729,5557285,2101982,18.2,6.9,30617582,33212,7724412,25229,,,
2021-02-23,CO,COA,Colorado,5758736,1417245,1233466,24610,21419,832798,14461,393719,6837,14.5,6.8,Report,1232904,832723,393198,832401,393108,18.5,8.7,4499217,31500,1233054,27406,,,
2021-02-23,CT,CTA,Connecticut,3565287,1025755,892882,28771,25044,602697,16905,279804,7848,16.8,7.9,Report,891436,600303,280425,599604,280183,21.1,9.9,2837847,36146,891856,31427,,,
2021-02-23,DC,DCA,District of Columbia,705749,249315,166724,35326,23624,110923,15717,55413,7852,10.2,4.5,Report,104314,72181,31845,72177,31844,12.5,5.5,577581,43165,166713,28864,,,
2021-02-23,DD2,DD2,Dept of Defense,0,1208685,868322,0,0,618732,0,238976,0,0,0,Report,868322,618732,238976,618548,238960,0,0,0,0,868122,0,,,
2021-02-23,DE,DEA,Delaware,973764,247115,186619,25377,19165,135175,13882,50546,5191,13.6,5,Report,182244,132655,48778,132605,48764,17.2,6.3,770192,32085,186554,24222,,,
2021-02-23,FL,FLA,Florida,21477737,5483265,4406005,25530,20514,2884231,13429,1492758,6950,13.2,6.8,Report,4329231,2829480,1470763,2826493,1470441,16.4,8.5,17247808,31791,4402633,25526,,,
2021-02-23,FM,FMA,Federated States of Micronesia,103643,30000,12196,28946,11767,9715,9374,2425,2340,9.5,2.4,Report,12333,9821,2454,9817,2454,12.1,3,80842,37109,12192,15081,,,
2021-02-23,GA,GAA,Georgia,10617423,2369305,1880429,22315,17711,1213224,11427,627968,5915,11.2,5.9,Report,1854070,1191004,624352,1190617,624230,14.7,7.7,8113542,29202,1879925,23170,,,
2021-02-23,GU,GUA,Guam,165768,51300,50500,30947,30464,32809,19792,17341,10461,19.8,10.5,Report,50483,32799,17334,32789,17329,25.4,13.4,129299,39675,50484,39044,,,
2021-02-23,HI,HIA,Hawaii,1415872,449460,333599,31744,23561,224806,15878,108525,7665,16,7.7,Report,335774,226376,109100,226250,109046,20.3,9.8,1116004,40274,333420,29876,,,
