Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-08-26,US,USA,United States,331996199,Report,434582185,365767674,130900,110172,144290127,206901538,14230266,345743,202961676,61.1,47.6,189867800,73.5,342859492,132758,168273,50137537,91.7,94442934,172667,794533,158180381,148555108,57.5,177394700,235683735,21484400,19350,65087379,92937751,14049623,96256,64628689,83639471,13937373,94616,21098246,21195640,2193813,41860,172171009,51.9,162300150,62.8,44529559,81.4,94442934,283545812,365411395,128872,153267,202734109,71.5,158053099,55.7,172039638,60.7,65083587,92813092,14046755,96203,365411395,28,642861,,,,
2021-08-26,AK,AKA,Alaska,731545,Report,917465,723342,125415,98879,295700,397096,30343,203,392662,53.7,43.1,364845,66.1,674343,122261,166339,77067,84.1,145789,159179,1001730,315023,293944,53.3,381720,476445,59300,0,135804,179007,28411,52,135431,158307,28283,48,40445,28948,2843,24,343274,46.9,322069,58.4,72260,78.9,139250,608877,721260,118457,150682,391377,64.3,314229,51.6,342478,56.2,135800,178217,28409,52,676673,,,,,,
2021-08-26,AL,ALA,Alabama,4903185,Report,5962240,3988529,121599,81346,1786561,2072356,129608,4,2380869,48.6,34.3,2268992,59.5,3814700,99995,156289,710920,83.7,1264063,148742,701575,1681134,1618078,42.4,2706980,2973960,281300,0,778582,901776,132594,304,778279,839024,132523,303,317693,252729,33298,187,1813256,37,1750129,45.9,603907,71.1,1218537,4186880,3988170,95254,142403,2380509,56.9,1681101,40.2,1813217,43.3,778570,901755,132588,304,3847741,,,,,,
2021-08-26,AR,ARA,Arkansas,3017804,Report,3651950,2745701,121013,90983,1217480,1433821,92876,1524,1585195,52.5,37.6,1481956,63.9,2577900,111229,157571,437461,83.5,798733,152464,697094,1135027,1071082,46.2,1629400,1843650,178900,0,531791,602437,91126,408,530783,539533,90630,393,209071,144003,13701,236,1225762,40.6,1161339,50.1,367011,70.1,762488,2557248,2740538,107167,142808,1581446,61.8,1133671,44.3,1224290,47.9,531784,601089,91010,407,2657671,,,,,,
2021-08-26,AS,ASA,American Samoa,55689,Report,58530,55562,105102,99772,13680,41336,545,1,30598,54.9,44.9,26280,60.6,48251,111241,134939,2783,29.5,5221,55331,620284,25010,22046,50.8,15600,42330,600,0,6181,18828,553,0,6167,15878,552,0,1045,1464,25,0,25562,45.9,22597,52.1,2534,26.9,5221,47557,55549,116805,123073,30589,64.3,25006,52.6,25558,53.7,6180,18825,553,0,55549,,,,,,
2021-08-26,AZ,AZA,Arizona,7278717,Report,9235110,7489034,126878,102889,3113516,4095718,269183,10617,4085580,56.1,43.8,3821880,67.8,7017717,124461,163787,1143021,87.3,2189150,167285,705707,3189120,2992079,53.1,3832000,4972110,431000,0,1369373,1815099,260988,3311,1368888,1618581,260606,3276,488287,454633,43957,1773,3448771,47.4,3251351,57.7,988650,75.5,2055292,6206060,7488099,120658,148808,4084746,65.8,3189001,51.4,3448420,55.6,1369352,1815003,260755,3310,7009975,,,,,,
2021-08-26,BP2,BP2,Bureau of Prisons,0,Report,223920,213799,0,0,86868,116569,10362,0,115679,0,0,115678,0,213798,0,0,3464,0,6705,0,0,97898,97898,0,93980,119340,10600,0,41697,56169,10336,0,41697,56169,10336,0,1645,1589,148,0,108202,0,108202,0,3382,0,6705,0,213798,0,0,115678,0,97898,0,108202,0,41697,56169,10336,0,213798,,,,,,
2021-08-26,CA,CAA,California,39512223,Report,54444425,47513370,137791,120250,18592144,27149972,1758868,12386,26974994,68.3,50.9,25020949,81.7,44064485,143919,177821,5685245,97.4,10251041,175588,932569,20115945,18626470,60.8,21771280,30057345,2615800,0,8176891,11924615,1747903,3775,8151854,10460485,1740554,3532,2332711,2079213,176374,1227,21853184,55.3,20356425,66.5,4589525,78.6,9984907,33646265,47384946,140833,161814,26895421,79.9,20067683,59.6,21804592,64.8,8176467,11876787,1747571,3767,46511051,,,,,,
2021-08-26,CO,COA,Colorado,5758736,Report,7714915,6754208,133969,117286,2723520,3774762,251533,4393,3623747,62.9,52.2,3364325,74.8,6277602,139527,171472,756045,89.7,1464262,173818,915813,3004878,2789947,62,3157500,4217115,340300,0,1266610,1735592,247556,1336,1263004,1524326,246418,1291,337972,327433,22693,465,3251094,56.5,3035039,67.5,688563,81.7,1421036,4936061,6734195,136429,156297,3611964,73.2,2996837,60.7,3243032,65.7,1266596,1727566,247535,1335,6535481,,,,,,
2021-08-26,CT,CTA,Connecticut,3565287,Report,5257055,4778412,147451,134026,1802056,2779312,196213,831,2602094,73,60,2413575,85,4433568,156230,185248,614327,97.5,1188377,188558,834130,2138800,1987005,70,2147680,2859375,250000,0,847668,1290312,195608,292,847290,1138966,195441,233,226444,327377,19740,61,2333880,65.5,2181930,76.9,573622,91,1158593,3105947,4776728,153793,169258,2600796,83.7,2138417,68.8,2333420,75.1,847463,1290135,195531,291,4696989,,,,,,
