Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-28,AK,AKA,Alaska,731545,178075,105858,24342,14470,85672,11711,20045,2740,11.71,2.74,,,
2021-01-28,AL,ALA,Alabama,4903185,655275,278993,13364,5690,241337,4922,37431,763,4.92,0.76,,,
2021-01-28,AR,ARA,Arkansas,3017804,453300,252824,15021,8378,209445,6940,40910,1356,6.94,1.36,,,
2021-01-28,AS,ASA,American Samoa,55689,18450,9085,33130,16314,8133,14604,950,1706,14.6,1.71,,,
2021-01-28,AZ,AZA,Arizona,7278717,1011375,487149,13895,6693,412841,5672,73927,1016,5.67,1.02,,,
2021-01-28,BP2,BP2,Bureau of Prisons,0,30050,28514,0,0,21081,0,7368,0,0,0,,,
2021-01-28,CA,CAA,California,39512223,5547100,2746876,14039,6952,2281453,5774,458585,1161,5.77,1.16,,,
2021-01-28,CO,COA,Colorado,5758736,806950,495706,14013,8608,394156,6844,98663,1713,6.84,1.71,,,
2021-01-28,CT,CTA,Connecticut,3565287,571775,381160,16037,10691,315317,8844,59437,1667,8.84,1.67,,,
2021-01-28,DC,DCA,District of Columbia,705749,144425,70839,20464,10037,55599,7878,15177,2150,7.88,2.15,,,
2021-01-28,DD2,DD2,Dept of Defense,0,794200,389927,0,0,335627,0,46561,0,0,0,,,
2021-01-28,DE,DEA,Delaware,973764,141825,82289,14565,8451,68959,7082,13121,1347,7.08,1.35,,,
2021-01-28,FL,FLA,Florida,21477737,3095850,1707251,14414,7949,1497903,6974,204623,953,6.97,0.95,,,
2021-01-28,FM,FMA,Federated States of Micronesia,103643,19400,3502,18718,3379,3471,3349,4,4,3.35,0,,,
2021-01-28,GA,GAA,Georgia,10617423,1441025,764211,13572,7198,659212,6209,89305,841,6.21,0.84,,,
2021-01-28,GU,GUA,Guam,165768,34300,19520,20692,11775,15405,9293,3969,2394,9.29,2.39,,,
2021-01-28,HI,HIA,Hawaii,1415872,226700,103944,16011,7341,84139,5943,19804,1399,5.94,1.4,,,
2021-01-28,IA,IAA,Iowa,3155070,391575,212497,12411,6735,169341,5367,40477,1283,5.37,1.28,,,
2021-01-28,ID,IDA,Idaho,1787065,210750,102800,11793,5752,85373,4777,16724,936,4.78,0.94,,,
2021-01-28,IH2,IH2,Indian Health Svc,0,406525,180226,0,0,144908,0,33645,0,0,0,,,
2021-01-28,IL,ILA,Illinois,12671821,1631775,823325,12877,6497,643555,5079,162086,1279,5.08,1.28,,,
2021-01-28,IN,INA,Indiana,6732219,925300,552144,13744,8202,454380,6749,97614,1450,6.75,1.45,,,
2021-01-28,KS,KSA,Kansas,2913314,405550,190301,13921,6532,157536,5407,31429,1079,5.41,1.08,,,
2021-01-28,KY,KYA,Kentucky,4467673,611050,342200,13677,7659,297108,6650,43142,966,6.65,0.97,,,
2021-01-28,LA,LAA,Louisiana,4648794,620425,375895,13346,8086,323609,6961,51583,1110,6.96,1.11,,,
2021-01-28,MA,MAA,Massachusetts,6892503,1018975,490332,14784,7114,406024,5891,83637,1213,5.89,1.21,,,
2021-01-28,MD,MDA,Maryland,6045680,851250,412206,14080,6818,355484,5880,56274,931,5.88,0.93,,,
2021-01-28,ME,MEA,Maine,1344212,208225,115191,15490,8569,88878,6612,24925,1854,6.61,1.85,,,
2021-01-28,MH,MHA,Marshall Islands,58413,13600,3755,23282,6428,3594,6153,129,221,6.15,0.22,,,
2021-01-28,MI,MIA,Michigan,9986857,1359700,814416,13615,8155,659118,6600,143757,1439,6.6,1.44,,,
2021-01-28,MN,MNA,Minnesota,5639632,801775,403640,14217,7157,315664,5597,87269,1547,5.6,1.55,,,
2021-01-28,MO,MOA,Missouri,6137428,822850,382552,13407,6233,294872,4804,85827,1398,4.8,1.4,,,
2021-01-28,MP,MPA,Northern Mariana Islands,56882,18650,9251,32787,16263,6189,10880,3058,5376,10.88,5.38,,,
2021-01-28,MS,MSA,Mississippi,2976149,418050,201247,14047,6762,181550,6100,19475,654,6.1,0.65,,,
2021-01-28,MT,MTA,Montana,1068778,138725,86213,12980,8067,68032,6365,18149,1698,6.37,1.7,,,
2021-01-28,NC,NCA,North Carolina,10488084,1399775,849801,13346,8103,728551,6946,120480,1149,6.95,1.15,,,
2021-01-28,ND,NDA,North Dakota,762062,105900,80051,13897,10505,60164,7895,18244,2394,7.89,2.39,,,
2021-01-28,NE,NEA,Nebraska,1934408,287400,150019,14857,7755,116769,6036,32380,1674,6.04,1.67,,,
2021-01-28,NH,NHA,New Hampshire,1359711,200625,110451,14755,8123,88624,6518,21781,1602,6.52,1.6,,,
2021-01-28,NJ,NJA,New Jersey,8882190,1230550,648215,13854,7298,558156,6284,88198,993,6.28,0.99,,,
2021-01-28,NM,NMA,New Mexico,2096829,314750,224692,15011,10716,180272,8597,41669,1987,8.6,1.99,,,
2021-01-28,NV,NVA,Nevada,3080156,339500,194942,11022,6329,167481,5437,26327,855,5.44,0.85,,,
2021-01-28,NY,NYA,New York State,19453561,2812625,1630504,14458,8382,1320572,6788,238722,1227,6.79,1.23,,,
2021-01-28,OH,OHA,Ohio,11689100,1532450,789869,13110,6757,683323,5846,106035,907,5.85,0.91,,,
2021-01-28,OK,OKA,Oklahoma,3956971,592975,363253,14986,9180,308458,7795,52465,1326,7.8,1.33,,,
2021-01-28,OR,ORA,Oregon,4217737,606725,340383,14385,8070,285528,6770,53662,1272,6.77,1.27,,,
2021-01-28,PA,PAA,Pennsylvania,12801989,1915350,856371,14961,6689,695656,5434,159259,1244,5.43,1.24,,,
2021-01-28,PR,PRA,Puerto Rico,3193694,525000,212179,16439,6644,165862,5193,45057,1411,5.19,1.41,,,
2021-01-28,RI,RIA,Rhode Island,1059361,153625,80138,14502,7565,61554,5810,18562,1752,5.81,1.75,,,
2021-01-28,RP,RPA,Republic of Palau,17907,6000,3067,33506,17127,3067,17127,0,0,17.13,0,,,
2021-01-28,SC,SCA,South Carolina,5148714,548750,359949,10658,6991,302890,5883,55183,1072,5.88,1.07,,,
2021-01-28,SD,SDA,South Dakota,884659,123800,91776,13994,10374,67171,7593,24543,2774,7.59,2.77,,,
2021-01-28,TN,TNA,Tennessee,6829174,939650,510050,13759,7469,385682,5648,123116,1803,5.65,1.8,,,
2021-01-28,TX,TXA,Texas,28995881,3513450,2107005,12117,7267,1731725,5972,373624,1289,5.97,1.29,,,
2021-01-28,UT,UTA,Utah,3205958,399425,239807,12459,7480,201134,6274,30065,938,6.27,0.94,,,
2021-01-28,VA,VAA,Virginia,8535519,1171750,668401,13728,7831,552909,6478,89645,1050,6.48,1.05,,,
2021-01-28,VA2,VA2,Veterans Health,0,1367700,792348,0,0,655236,0,136319,0,0,0,,,
2021-01-28,VI,VIA,Virgin Islands,104680,17075,4620,16312,4413,3901,3727,719,687,3.73,0.69,,,
2021-01-28,VT,VTA,Vermont,623989,98775,58871,15830,9435,46376,7432,12418,1990,7.43,1.99,,,
2021-01-28,WA,WAA,Washington,7614893,1003550,571135,13179,7500,468528,6153,91733,1205,6.15,1.2,,,
2021-01-28,WI,WIA,Wisconsin,5822434,793050,361917,13621,6216,302339,5193,57508,988,5.19,0.99,,,
2021-01-28,WV,WVA,West Virginia,1792147,278400,224604,15534,12533,173750,9695,50843,2837,9.7,2.84,,,
2021-01-28,WY,WYA,Wyoming,578759,82825,43425,14311,7503,37963,6559,5419,936,6.56,0.94,,,
2021-01-28,US,USA,United States,331996199,48386275,26193682,,,21698606,,4263056,,6.54,1.28,11737592,14355980,100110
2021-01-28,LTC,LTC,Long Term Care,,,3102134,,,,,,,0,0,,,
