Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-09-18,US,USA,United States,331996199,Report,466569635,384911290,140535,115938,149586411,220137971,14812351,374557,211489242,63.7,50.2,197206987,76.4,359202418,139086,180659,50940793,93.1,97096013,177518,853014,166515261,155323130,60.1,186446280,258011205,22092800,19350,67518080,98811466,14601451,104025,67004225,88034742,14478432,102058,21407991,21626357,2238144,45372,181035022,54.5,169619458,65.7,45317864,82.9,97096013,283545812,384550349,135622,164548,211258819,74.5,166386693,58.7,180902189,63.8,67514114,98685615,14598499,103961,384550349,37,2107167,,,,
2021-09-18,AK,AKA,Alaska,731545,Report,1025415,765238,140171,104606,306896,424849,33146,347,412682,56.4,44.7,382252,69.3,710461,128809,185911,78336,85.5,151350,165251,1119600,327133,303086,55,416760,544755,63900,0,138950,187915,30892,63,138570,164255,30758,59,40849,29378,3024,27,357820,48.9,333642,60.5,73278,80,144590,608877,763057,125322,168411,411344,67.6,326300,53.6,356985,58.6,138946,187086,30890,63,712433,,,,,,
2021-09-18,AL,ALA,Alabama,4903185,Report,6545280,4386893,133490,89470,1946157,2304451,136264,21,2537329,51.7,38.3,2406646,63.1,4167280,109238,171572,728355,85.7,1327834,156246,770181,1875482,1786363,46.8,2934940,3317040,293300,0,862826,1011374,138458,365,862421,922662,138380,364,333222,261737,34204,235,2013023,41.1,1923827,50.4,629398,74.1,1281288,4186880,4386495,104768,156328,2536946,60.6,1875433,44.8,2012967,48.1,862815,1011336,138451,365,4239407,,,,,,
2021-09-18,AR,ARA,Arkansas,3017804,Report,3956700,2946305,131112,97631,1286920,1560185,96491,2709,1659290,55,41.3,1545337,66.7,2747047,118527,170720,444244,84.8,823625,157216,755265,1246744,1162329,50.2,1753840,2019060,183800,0,575538,669950,94654,685,574492,586633,94145,664,215274,148408,14036,397,1340827,44.4,1255934,54.2,378115,72.2,786639,2557248,2941087,115010,154725,1655496,64.7,1245377,48.7,1339343,52.4,575531,668592,94537,683,2854517,,,,,,
2021-09-18,AS,ASA,American Samoa,55689,Report,62040,58827,111404,105635,15068,43212,546,1,32610,58.6,47.1,27377,63.1,49969,115202,143032,2825,29.9,5283,55988,657482,26252,22660,52.2,15600,45840,600,0,6563,19688,554,0,6549,16110,553,0,1055,1474,25,0,26805,48.1,23212,53.5,2554,27.1,5283,47557,58812,123666,130454,32600,68.5,26247,55.2,26800,56.4,6562,19684,554,0,58812,,,,,,
2021-09-18,AZ,AZA,Arizona,7278717,Report,9752500,8058815,133987,110718,3301696,4460191,284468,12460,4257887,58.5,46.4,3964259,70.3,7516685,133310,172963,1157421,88.4,2313429,176782,745243,3380574,3144952,55.8,3997280,5314920,440300,0,1433050,1941797,275107,3847,1432513,1706767,274706,3801,496971,466591,45407,2051,3653801,50.2,3417787,60.6,1011020,77.3,2177146,6206060,8057756,129837,157145,4256959,68.6,3380437,54.5,3653431,58.9,1433026,1941686,274873,3846,7560171,,,,,,
2021-09-18,BP2,BP2,Bureau of Prisons,0,Report,236000,224361,0,0,90343,122667,11351,0,120463,0,0,120461,0,224359,0,0,3517,0,6860,0,0,103411,103411,0,98140,126360,11500,0,43716,59649,11322,0,43716,59649,11321,0,1661,1638,163,0,114687,0,114686,0,3462,0,6860,0,224359,0,0,120461,0,103411,0,114686,0,43716,59649,11321,0,224359,,,,,,
2021-09-18,CA,CAA,California,39512223,Report,57624305,49538267,145839,125375,19102670,28598001,1824839,12757,27894626,70.6,53.2,25791921,84.2,45757244,149448,188207,5762542,98.7,10508094,179991,987036,21014009,19342432,63.2,22450360,32514345,2659600,0,8406916,12587963,1812789,3843,8381753,10941883,1805365,3593,2361168,2115287,181808,1236,22811511,57.7,21132594,69,4659499,79.8,10236741,33646265,49409052,146849,171265,27814415,82.7,20965598,62.3,22762762,67.7,8406489,12539990,1812448,3835,48483714,,,,,,
2021-09-18,CO,COA,Colorado,5758736,Report,8085375,7034638,140402,122156,2795862,3970424,263565,4787,3732469,64.8,54,3459912,76.9,6524715,145019,179706,764319,90.7,1510042,179252,959789,3110378,2875705,63.9,3271960,4461015,352400,0,1293831,1812880,259124,1427,1290197,1581933,257935,1378,341177,332726,23557,498,3367262,58.5,3131443,69.6,697958,82.9,1465841,4936061,7014550,142108,163802,3720644,75.4,3102306,62.8,3359167,68.1,1293815,1804825,259101,1426,6801686,,,,,,
2021-09-18,CT,CTA,Connecticut,3565287,Report,5546085,4949318,155558,138820,1846918,2898824,202661,915,2681578,75.2,62.1,2480946,87.4,4576013,161249,195433,621648,98.6,1211028,192152,879990,2213520,2045521,72.1,2248620,3041265,256200,0,867709,1344714,201838,318,867322,1177181,201667,251,228560,330248,20218,69,2414579,67.7,2246421,79.2,579095,91.9,1180826,3105947,4947600,159294,178563,2680252,86.3,2213132,71.3,2414111,77.7,867504,1344533,201758,316,4865769,,,,,,
