Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-03-04,AK,AKA,Alaska,731545,409125,276891,55926,37850,172050,23519,104193,14243,23.6,14.2,Report,277222,172414,104129,171492,103631,31.1,18.8,551562,74176,275468,49943,,,
2021-03-04,AL,ALA,Alabama,4903185,1530470,1032171,31214,21051,672546,13717,357384,7289,14,7.5,Report,1056612,688791,365456,688542,365430,18,9.6,3814879,40118,1031902,27049,,,
2021-03-04,AR,ARA,Arkansas,3017804,990640,704368,32827,23340,451127,14949,249244,8259,15,8.3,Report,706599,452615,249956,452414,249915,19.5,10.8,2317649,42743,704137,30382,,,
2021-03-04,AS,ASA,American Samoa,55689,38810,21625,69691,38832,13386,24037,8208,14739,24.2,14.8,Report,21750,13467,8252,13257,8165,30.5,18.8,43437,89348,21328,49101,,,
2021-03-04,AZ,AZA,Arizona,7278717,2453985,1979929,33715,27202,1329996,18272,640078,8794,17.8,8.6,Report,1936293,1298827,627446,1296891,626939,23,11.1,5638481,43522,1977081,35064,,,
2021-03-04,BP2,BP2,Bureau of Prisons,0,65335,66375,0,0,40290,0,25853,0,0,0,Report,66375,40290,25853,40288,25852,0,0,0,0,66372,0,,,
2021-03-04,CA,CAA,California,39512223,13233190,9860209,33491,24955,6751368,17087,3047327,7712,17.1,7.7,Report,9843595,6739681,3042381,6735351,3041289,22,9.9,30617582,43221,9854715,32186,,,
2021-03-04,CO,COA,Colorado,5758736,1933440,1494910,33574,25959,972301,16884,513187,8911,16.9,8.9,Report,1494890,972060,513386,971625,513259,21.6,11.4,4499217,42973,1494346,33213,,,
2021-03-04,CT,CTA,Connecticut,3565287,1345595,1087313,37742,30497,763026,21402,313603,8796,21.3,8.8,Report,1085230,759702,314508,758885,314248,26.7,11.1,2837847,47416,1086154,38274,,,
2021-03-04,DC,DCA,District of Columbia,705749,324505,207421,45980,29390,135292,19170,71591,10144,12.8,6.2,Report,134692,90190,44086,90183,44084,15.6,7.6,577581,56183,207406,35909,,,
2021-03-04,DD2,DD2,Dept of Defense,0,1628105,1039783,0,0,706316,0,322651,0,0,0,Report,1039783,706316,322651,706064,322615,0,0,0,0,1039495,0,,,
2021-03-04,DE,DEA,Delaware,973764,347965,246194,35734,25283,157521,16177,87485,8984,15.9,8.7,Report,240552,154498,84956,154443,84940,20.1,11,770192,45179,246120,31956,,,
2021-03-04,FL,FLA,Florida,21477737,7200465,5314200,33525,24743,3391582,15791,1886028,8781,15.5,8.7,Report,5224327,3328742,1859056,3325571,1858711,19.3,10.8,17247808,41747,5310623,30790,,,
2021-03-04,FM,FMA,Federated States of Micronesia,103643,34000,16578,32805,15995,10815,10435,5658,5459,10.5,5.5,Report,16724,10928,5689,10924,5689,13.5,7,80842,42057,16574,20502,,,
2021-03-04,GA,GAA,Georgia,10617423,3339265,2187289,31451,20601,1333071,12556,810091,7630,12.3,7.6,Report,2158965,1310024,805346,1309591,805197,16.1,9.9,8113542,41157,2186715,26951,,,
2021-03-04,GU,GUA,Guam,165768,86560,56131,52218,33861,34950,21084,20686,12479,21.1,12.5,Report,56123,34944,20683,34934,20677,27,16,129299,66946,56114,43399,,,
2021-03-04,HI,HIA,Hawaii,1415872,571340,411264,40353,29047,257320,18174,153655,10852,18.3,10.9,Report,414028,259210,154495,259047,154432,23.2,13.8,1116004,51195,411041,36831,,,
2021-03-04,IA,IAA,Iowa,3155070,1020845,773314,32356,24510,563586,17863,202916,6431,18,6.5,Report,780356,567609,206008,567184,205846,23.4,8.5,2428229,42041,772734,31823,,,
2021-03-04,ID,IDA,Idaho,1787065,546405,428196,30576,23961,271981,15219,143369,8023,15.4,8.1,Report,432858,275118,145396,275109,145393,20.5,10.9,1338864,40811,428190,31982,,,
2021-03-04,IH2,IH2,Indian Health Svc,2082813,1102700,603339,52943,28968,407135,19547,190131,9129,19.5,9.1,Report,603339,407135,190131,404744,189549,0,0,0,0,600332,0,,,
2021-03-04,IL,ILA,Illinois,12671821,4093855,3107699,32307,24524,2135813,16855,925816,7306,17,7.4,Report,3138982,2153991,939034,2152350,938603,21.8,9.5,9853946,41545,3105597,31516,,,
2021-03-04,IN,INA,Indiana,6732219,2132730,1697536,31679,25215,1053442,15648,626414,9305,15.6,9.3,Report,1698251,1053529,626952,1053296,626861,20.4,12.1,5164245,41298,1697211,32865,,,
2021-03-04,KS,KSA,Kansas,2913314,1044425,661143,35850,22694,439753,15095,216611,7435,15.9,7.9,Report,696291,462106,229206,461758,229027,20.9,10.3,2213064,47194,660632,29851,,,
2021-03-04,KY,KYA,Kentucky,4467673,1449775,1117369,32450,25010,737786,16514,375152,8397,17,8.6,Report,1146290,759350,382469,759035,382383,21.9,11,3464802,41843,1116990,32238,,,
2021-03-04,LA,LAA,Louisiana,4648794,1515740,1139071,32605,24503,728267,15666,407880,8774,15.4,8.6,Report,1122540,717682,401946,717506,401909,20.1,11.3,3561164,42563,1138852,31980,,,
2021-03-04,MA,MAA,Massachusetts,6892503,2381160,1941018,34547,28161,1352002,19616,583872,8471,19.5,8.4,Report,1925044,1341520,578386,1340449,578044,24.2,10.4,5539703,42984,1939598,35013,,,
2021-03-04,MD,MDA,Maryland,6045680,2110295,1497538,34906,24770,961636,15906,532972,8816,16.4,9.1,Report,1546328,992264,550801,991838,550652,21.1,11.7,4710993,44795,1496982,31776,,,
2021-03-04,ME,MEA,Maine,1344212,487680,334528,36280,24887,225751,16794,106465,7920,17.1,8.1,Report,340820,229456,109024,229345,108970,20.9,9.9,1095370,44522,334368,30526,,,
2021-03-04,MH,MHA,Marshall Islands,58413,35000,12111,59918,20733,9386,16068,2668,4567,16.1,4.6,Report,12120,9394,2669,9385,2668,20.6,5.9,45562,76818,12103,26564,,,
2021-03-04,MI,MIA,Michigan,9986857,3179160,2476796,31833,24801,1562258,15643,890515,8917,15.9,9.1,Report,2519576,1590980,904341,1590603,904168,20.3,11.5,7842924,40535,2476246,31573,,,
2021-03-04,MN,MNA,Minnesota,5639632,1861010,1512877,32999,26826,1005910,17836,501368,8890,18,8.9,Report,1523211,1013705,503513,1013171,503269,23.4,11.6,4336475,42915,1512110,34870,,,
2021-03-04,MO,MOA,Missouri,6137428,1900855,1458439,30972,23763,945839,15411,495859,8079,15,7.7,Report,1409564,917676,475411,917265,475287,19.2,10,4766843,39877,1457867,30583,,,
2021-03-04,MP,MPA,Northern Mariana Islands,56882,43610,19580,76667,34422,11427,20089,8142,14314,20.1,14.3,Report,19578,11423,8144,11419,8143,25.7,18.4,44368,98292,19575,44120,,,
2021-03-04,MS,MSA,Mississippi,2976149,1005145,685610,33773,23037,446777,15012,237488,7980,15.1,8.1,Report,691721,448882,241445,448783,241409,19.7,10.6,2277566,44132,685474,30097,,,
2021-03-04,MT,MTA,Montana,1068778,387485,301007,36255,28164,198533,18576,101513,9498,18.7,9.5,Report,302295,199610,101700,199373,101644,23.7,12.1,840190,46119,300710,35791,,,
2021-03-04,NC,NCA,North Carolina,10488084,3301865,2661523,31482,25377,1713861,16341,943505,8996,16.1,8.9,Report,2627961,1692968,930616,1691879,930020,20.7,11.4,8187369,40329,2659840,32487,,,
2021-03-04,ND,NDA,North Dakota,762062,289160,246289,37944,32319,158151,20753,85789,11257,20.1,10.9,Report,238428,153398,82964,153219,82911,26.3,14.2,581891,49693,246045,42284,,,
