Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Additional_Doses_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-10-04,US,USA,United States,331996199,Report,478392765,396919564,144096,119555,152089746,229356695,15073515,399608,215502382,64.9,51.5,200778736,77.7,370083383,143299,185237,51598503,94.3,100569971,183869,874630,171028950,159057340,61.6,189388980,265964235,23020200,19350,68743486,102081004,14853778,109830,68664833,90191017,14826468,107670,21867203,21646735,2171888,47912,185788098,56,173789988,67.3,45733738,83.6,100569971,283545812,396555235,139856,168718,215270050,75.9,170899410,60.3,185655515,65.5,68740052,101954991,14850713,109759,396555235,40,5711774,3.1,4778321,5.2,5692817,3.3,3660445,8,1391435,4308384,8403,3552,,,,
2021-10-04,AK,AKA,Alaska,731545,Report,1075325,803283,146994,109806,315253,453072,34467,491,421324,57.6,46.5,389917,70.7,745226,135112,194960,79238,86.5,158815,173402,1174090,340496,314456,57,426800,581025,67500,0,142292,197910,32139,66,141905,172265,32004,61,41161,29883,3091,28,372407,50.9,346235,62.8,74163,81,151894,608877,801060,131564,176608,419981,69,339632,55.8,371541,61,142288,197050,32137,66,747558,,,,,,,,,,,,,,,,,
2021-10-04,AL,ALA,Alabama,4903185,Report,6736230,4579477,137385,93398,2011499,2429251,138662,65,2595947,52.9,40.2,2459586,64.5,4343252,113850,176578,736936,86.7,1372938,161553,792650,1969648,1869857,49,3013080,3417750,305400,0,902340,1065817,140793,399,901919,966450,140713,398,338445,266244,34400,259,2109349,43,2009480,52.7,639348,75.2,1325539,4186880,4579053,109367,160889,2595551,62,1969587,47,2109281,50.4,902329,1065768,140785,399,4428020,,,,,,,,,,,,,,,,,
2021-10-04,AR,ARA,Arkansas,3017804,Report,4111730,3055319,136249,101243,1313442,1639844,99136,2897,1690014,56,42.8,1572743,67.9,2846882,122835,177410,449111,85.7,854817,163170,784858,1290320,1200159,51.8,1791680,2127150,192900,0,591142,697805,97268,726,590079,608764,96756,700,217255,151942,14168,412,1386941,46,1296299,55.9,383777,73.3,817291,2557248,3050080,119272,160787,1686203,65.9,1288950,50.4,1385453,54.2,591134,696445,97150,724,2961643,,,,,,,,,,,,,,,,,
2021-10-04,AS,ASA,American Samoa,55689,Report,66550,62461,119503,112160,16414,45500,546,1,34269,61.5,50.7,28512,65.7,52050,120000,153429,2872,30.4,5366,56867,705278,28211,23592,54.4,16600,49350,600,0,7243,20966,554,0,7228,16362,553,0,1082,1482,25,0,28763,51.6,24143,55.7,2589,27.4,5366,47557,62444,131303,139937,34259,72,28204,59.3,28756,60.5,7242,20960,554,0,62444,,,,,,,,,,,,,,,,,
2021-10-04,AZ,AZA,Arizona,7278717,Report,9972750,8301993,137012,114058,3354969,4642638,290359,14027,4336974,59.6,47.6,4032648,71.5,7735380,137189,176869,1168011,89.3,2390654,182683,762074,3464313,3215421,57,4048540,5467110,457100,0,1457820,2000113,280652,4199,1457244,1751859,280242,4150,500017,475459,45875,2239,3742784,51.4,3493495,62,1023590,78.2,2250723,6206060,8300894,133755,160694,4336018,69.9,3464167,55.8,3742404,60.3,1457795,1999994,280417,4198,7790367,,,,,,,,,,,,,,,,,
2021-10-04,BP2,BP2,Bureau of Prisons,0,Report,250090,229158,0,0,92297,125225,11636,0,122681,0,0,122679,0,229156,0,0,3537,0,6917,0,0,105828,105828,0,108220,129870,12000,0,44713,61064,11603,0,44713,61064,11602,0,1671,1647,168,0,117380,0,117379,0,3486,0,6917,0,229156,0,0,122679,0,105828,0,117379,0,44713,61064,11602,0,229156,,,,,,,,,,,,,,,,,
2021-10-04,CA,CAA,California,39512223,Report,58777865,51173040,148759,129512,19475414,29816884,1867377,13365,28512116,72.2,54.7,26334279,86,47229487,154256,191974,5857820,99.9,10931065,187236,1006800,21620445,19862280,64.9,22608600,33387165,2782100,0,8573736,13025157,1854504,4003,8548325,11292755,1847018,3738,2387781,2156367,185354,1264,23457400,59.4,21691836,70.8,4730766,81,10654898,33646265,51043270,151706,174694,28431535,84.5,21571854,64.1,23408461,69.6,8573306,12977008,1854153,3994,50090189,,,,,,,,,,,,,,,,,
2021-10-04,CO,COA,Colorado,5758736,Report,8226595,7251270,142854,125918,2844251,4131887,270092,5040,3794362,65.9,55.2,3515562,78.1,6726343,149500,182845,771762,91.6,1583496,187972,976552,3177232,2933977,65.2,3283000,4572795,370800,0,1309236,1863875,265395,1482,1305588,1624373,264199,1429,342839,339738,23987,519,3439988,59.7,3195589,71,707083,83.9,1538246,4936061,7231136,146496,166663,3782510,76.6,3169141,64.2,3431872,69.5,1309219,1855802,265370,1481,7010382,,,,,,,,,,,,,,,,,
2021-10-04,CT,CTA,Connecticut,3565287,Report,5656635,5098528,158659,143005,1873466,3018145,205954,963,2734914,76.7,63.4,2528676,89.1,4711989,166041,199328,633449,99.9,1267203,201065,897531,2258883,2083286,73.4,2276720,3113715,266200,0,879597,1378031,205138,338,879207,1202914,204964,261,229632,332358,20468,71,2463104,69.1,2287346,80.6,582529,92.4,1235706,3105947,5096798,164098,182123,2733580,88,2258491,72.7,2462632,79.3,879392,1377847,205058,335,5012532,,,,,,,,,,,,,,,,,
