Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-16,AK,AKA,Alaska,731545,271550,191008,37120,26110,129658,17724,60964,8334,17.7,8.3,,,
2021-02-16,AL,ALA,Alabama,4903185,1015775,636682,20717,12985,486206,9916,149288,3045,10.1,3.1,,,
2021-02-16,AR,ARA,Arkansas,3017804,631675,483438,20932,16020,343637,11387,136415,4520,11.4,4.5,,,
2021-02-16,AS,ASA,American Samoa,55689,29450,16109,52883,28927,10236,18381,5860,10523,18.4,10.5,,,
2021-02-16,AZ,AZA,Arizona,7278717,1396475,1154583,19186,15862,886107,12174,264416,3633,11.8,3.6,,,
2021-02-16,BP2,BP2,Bureau of Prisons,0,44750,48090,0,0,30719,0,17256,0,0,0,,,
2021-02-16,CA,CAA,California,39512223,8250650,6210992,20881,15719,4708607,11917,1456222,3685,11.9,3.7,,,
2021-02-16,CO,COA,Colorado,5758736,1224575,1000597,21265,17375,686889,11928,308992,5366,11.9,5.4,,,
2021-02-16,CT,CTA,Connecticut,3565287,914075,711142,25638,19946,494373,13866,206920,5804,13.8,5.8,,,
2021-02-16,DC,DCA,District of Columbia,705749,193900,126500,27474,17924,87243,12362,39060,5535,8.6,3.1,,,
2021-02-16,DD2,DD2,Dept of Defense,0,1096375,754935,0,0,563839,0,180770,0,0,0,,,
2021-02-16,DE,DEA,Delaware,973764,189050,152387,19414,15649,117600,12077,34002,3492,11.8,3.3,,,
2021-02-16,FL,FLA,Florida,21477737,4597575,3598996,21406,16757,2441429,11367,1134793,5284,11.2,5.2,,,
2021-02-16,FM,FMA,Federated States of Micronesia,103643,30000,9980,28946,9629,8825,8515,1121,1082,8.6,1.1,,,
2021-02-16,GA,GAA,Georgia,10617423,2130100,1473440,20062,13878,1040075,9796,402578,3792,9.6,3.8,,,
2021-02-16,GU,GUA,Guam,165768,51300,39504,30947,23831,27946,16859,11266,6796,16.8,6.8,,,
2021-02-16,HI,HIA,Hawaii,1415872,311200,237172,21979,16751,168479,11899,68688,4851,12,4.9,,,
2021-02-16,IA,IAA,Iowa,3155070,615100,485710,19496,15395,360301,11420,119865,3799,11.5,3.8,,,
2021-02-16,ID,IDA,Idaho,1787065,333575,263625,18666,14752,187653,10501,64687,3620,10.7,3.7,,,
2021-02-16,IH2,IH2,Indian Health Svc,0,697025,385284,0,0,278647,0,100756,0,0,0,,,
2021-02-16,IL,ILA,Illinois,12671821,2661550,1954382,21004,15423,1498639,11827,422981,3338,11.9,3.4,,,
2021-02-16,IN,INA,Indiana,6732219,1445100,1091762,21465,16217,787050,11691,303183,4503,11.7,4.5,,,
2021-02-16,KS,KSA,Kansas,2913314,581975,397247,19976,13636,291726,10014,102601,3522,10.6,3.8,,,
2021-02-16,KY,KYA,Kentucky,4467673,903775,711588,20229,15927,510373,11424,198180,4436,11.8,4.5,,,
2021-02-16,LA,LAA,Louisiana,4648794,895350,784976,19260,16886,528052,11359,255269,5491,11.2,5.4,,,
2021-02-16,MA,MAA,Massachusetts,6892503,1517375,1146860,22015,16639,863806,12533,280622,4071,12.4,4,,,
2021-02-16,MD,MDA,Maryland,6045680,1231825,887943,20375,14687,642662,10630,244272,4040,10.9,4.2,,,
2021-02-16,ME,MEA,Maine,1344212,317850,238137,23646,17716,171975,12794,64236,4779,13,4.9,,,
2021-02-16,MH,MHA,Marshall Islands,58413,21000,6455,35951,11051,5684,9731,726,1243,9.7,1.2,,,
2021-02-16,MI,MIA,Michigan,9986857,2134425,1657007,21372,16592,1124024,11255,515237,5159,11.5,5.2,,,
2021-02-16,MN,MNA,Minnesota,5639632,1165050,908875,20658,16116,669293,11868,236228,4189,11.9,4.2,,,
2021-02-16,MO,MOA,Missouri,6137428,1138575,878941,18551,14321,630838,10279,238767,3890,9.9,3.7,,,
