Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-06-04,US,USA,United States,331996199,Report,369159075,299120522,111194,90098,125990795,161890897,11014773,224057,169735441,51.1,38.1,163088346,63.2,290193745,112421,143013,47121353,86.1,87672461,160288,674918,126574315,124363244,48.2,152762660,195030615,21365800,0,55914615,70597177,10884243,59332,55722758,68429313,10838633,59037,19761602,19507740,1850644,25646,137455367,41.4,135049742,52.3,41145633,75.2,87672461,280216744,298973628,106694,131741,169595656,60.5,126567363,45.2,137445750,49,55911380,70592528,10882537,59305,298973628,13,,,,
2021-06-04,AK,AKA,Alaska,731545,Report,811285,616473,110900,84270,269567,325591,21222,93,340100,46.5,37,323873,58.7,593245,107557,147089,73442,80.2,138335,151041,885798,270353,263331,47.7,350300,402285,58700,0,124399,145926,19743,28,124086,139217,19654,28,39162,27513,2132,15,290096,39.7,282985,51.3,68822,75.1,132655,608877,615757,101130,133243,339401,55.7,270329,44.4,290070,47.6,124397,145904,19741,28,588891,,,,,
2021-06-04,AL,ALA,Alabama,4903185,Report,4606930,3032765,93958,61853,1464594,1468455,99716,0,1771964,36.1,27.3,1751457,45.9,3004093,78747,120762,646627,76.1,1151709,135521,542096,1338200,1329389,34.8,2083640,2242890,280400,0,657321,680787,101901,92,657139,672158,101856,92,295407,231620,28695,57,1440101,29.4,1431245,37.5,555779,65.4,1107959,4186880,3032465,72428,110033,1771663,42.3,1338186,32,1440083,34.4,657313,680781,101897,92,2904181,,,,,
2021-06-04,AR,ARA,Arkansas,3017804,Report,2780620,2095644,92141,69443,988999,1036589,69498,558,1202166,39.8,29.2,1168229,50.4,2049333,88423,119976,398958,76.2,724760,138344,530772,882379,869961,37.5,1242480,1359540,178600,0,440830,441412,67910,137,440117,429714,67566,130,193373,129615,10839,85,950289,31.5,937527,40.5,333912,63.7,690038,2557248,2093169,81852,108735,1199787,46.9,882308,34.5,950108,37.2,440826,441345,67800,137,2017381,,,,,
2021-06-04,AS,ASA,American Samoa,55689,Report,54030,43052,97021,77308,10464,32562,26,0,23807,42.7,34.8,22831,52.6,41410,95333,124387,2576,27.2,4788,50576,570719,19369,18707,43.1,15600,37830,600,0,4507,14862,34,0,4494,14213,34,0,920,1373,7,0,19403,34.8,18741,43.1,2300,24.3,4788,47557,43050,90523,113611,23806,50.1,19368,40.7,19402,40.8,4506,14862,34,0,43050,,,,,
2021-06-04,AZ,AZA,Arizona,7278717,Report,7855035,6015930,107918,82651,2630169,3188145,192915,4701,3396807,46.7,33.8,3275557,58.1,5847228,103702,139311,1079457,82.5,2032975,155351,600247,2462894,2420116,42.9,3269100,4156035,429900,0,1113715,1347637,185765,1542,1113436,1305143,185654,1537,447766,422884,34796,935,2648659,36.4,2605770,46.2,906381,69.3,1903454,6206060,6015493,96929,126570,3396455,54.7,2462857,39.7,2648586,42.7,1113702,1347613,185729,1542,5600453,,,,,
2021-06-04,BP2,BP2,Bureau of Prisons,0,Report,192980,183751,0,0,74442,102753,6556,0,101155,0,0,101154,0,183750,0,0,3248,0,6172,0,0,81703,81703,0,79020,102960,11000,0,33662,48041,6523,0,33662,48041,6523,0,1435,1453,84,0,88226,0,88226,0,2972,0,6172,0,183750,0,0,101154,0,81703,0,88226,0,33662,48041,6523,0,183750,,,,,
2021-06-04,CA,CAA,California,39512223,Report,47669160,38825789,120644,98263,16330061,21113783,1376619,5326,22679601,57.4,40.3,21596052,70.5,37357141,122012,155692,5315643,91.1,9477329,162335,816516,15932350,15548202,50.8,19521900,25534860,2612400,0,7040459,8890373,1365053,1518,7021914,8524807,1359411,1481,2178106,1900560,142088,610,17297403,43.8,16907613,55.2,4221364,72.3,9226203,33646265,38779461,115256,141677,22634278,67.3,15931477,47.3,17296265,51.4,7040075,8889885,1364788,1517,38052810,,,,,
2021-06-04,CO,COA,Colorado,5758736,Report,6805360,5688458,118175,98780,2452348,3035502,197919,2689,3158783,54.9,42.7,3001635,66.7,5471602,121612,151257,725699,86.1,1385721,164494,807842,2456796,2397867,53.3,2814280,3651180,339900,0,1119465,1336477,195203,854,1116668,1280351,194342,848,325183,309811,17838,264,2651999,46.1,2592209,57.6,653096,77.5,1343918,4936061,5681151,115095,137870,3151691,63.9,2456621,49.8,2651806,53.7,1119454,1336313,195185,854,5505666,,,,,
2021-06-04,CT,CTA,Connecticut,3565287,Report,4590675,4071439,128760,114197,1614467,2297731,158857,384,2273295,63.8,49.7,2155494,76,3909670,137769,161766,589660,93.6,1132262,179655,728396,1771369,1730526,61,1868960,2472015,249700,0,746071,1025197,158736,101,745731,984702,158602,93,215349,313837,16297,26,1930105,54.1,1889128,66.6,545509,86.6,1102822,3105947,4069911,131036,147803,2272135,73.2,1771041,57,1929708,62.1,745873,1025067,158667,101,3994034,,,,,
2021-06-04,DC,DCA,District of Columbia,705749,Report,1038545,795113,147155,112662,315808,453968,25117,220,405393,57.4,42.7,396479,68.6,785380,135977,179809,72337,82.8,163571,187274,1189040,301515,299297,51.8,415240,569205,54100,0,127197,174160,28677,158,127165,171976,28659,156,36010,25371,1968,21,330192,46.8,327956,56.8,63370,72.6,141956,609754,795045,130388,170322,405326,66.5,301503,49.4,330178,54.1,127193,174152,28675,158,707421,,,,,
2021-06-04,DD2,DD2,Dept of Defense,0,Report,4351970,3699937,0,0,1582264,1994467,122807,399,2186450,0,0,2129387,0,3628618,0,0,176255,0,313361,0,0,1422450,1408629,0,1816800,2348970,186200,0,621438,801012,119890,0,621372,787257,119855,0,45826,76981,4996,0,1542340,0,1528484,0,127803,0,313361,0,3697385,0,0,2183993,0,1422356,0,1542232,0,621416,800940,119876,0,3697385,,,,,
2021-06-04,DE,DEA,Delaware,973764,Report,1240955,951447,127439,97708,385130,524673,41312,332,537663,55.2,39.7,515978,67,920545,119521,161123,173291,91.7,325181,172139,656917,387020,380171,49.4,505720,669435,65800,0,163918,222945,40726,157,163831,216183,40698,157,62307,81096,7996,96,427746,43.9,420869,54.6,151495,80.2,309375,839807,951282,113274,147767,537523,64,387002,46.1,427722,50.9,163914,222931,40720,157,918746,,,,,
2021-06-04,FL,FLA,Florida,21477737,Report,23851035,18982387,111050,88382,7982994,10128289,833581,37523,10667209,49.7,35.8,10400397,60.3,18629988,108014,138284,3962810,88.1,7623191,169505,530337,7688933,7608132,44.1,9680860,12477075,1693100,0,3423766,4252989,821518,12178,3422916,4173047,821077,12169,1686972,1519108,163125,8797,8510451,39.6,8429209,48.9,3378002,75.1,7320264,18696028,18975140,101493,127573,10660693,57,7688277,41.1,8509592,45.5,3423187,4252912,821315,12178,18295989,,,,,
2021-06-04,FM,FMA,Federated States of Micronesia,103643,Report,77800,44326,75065,42768,41969,0,2357,0,25797,24.9,17.8,25770,31.9,44298,54796,96237,2180,12.4,3832,21749,441569,18461,18457,22.8,67600,0,10200,0,18423,38,2340,0,18419,38,2336,0,1660,5,257,0,20801,20.1,20793,25.7,1922,10.9,3832,88509,44316,50069,87901,25788,29.1,18460,20.9,20797,23.5,18422,38,2337,0,44316,,,,,
2021-06-04,GA,GAA,Georgia,10617423,Report,10798395,7783684,101704,73310,3408697,4174252,200083,652,4304247,40.5,31.2,4175406,51.5,7605379,93737,133091,1207479,79.6,2326653,153377,711847,3316000,3266284,40.3,4570680,5631015,596700,0,1504440,1811175,196913,385,1504023,1761889,196664,372,584361,438125,25065,183,3512913,33.1,3462948,42.7,1047734,69.1,2259344,8988102,7782095,86582,120141,4302761,47.9,3315885,36.9,3512711,39.1,1504399,1811101,196826,385,7479061,,,,,
