Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-09,US,USA,United States,331996199,Report,329843825,259716989,99352,78229,111933191,138657097,8933802,192899,152116936,45.8,31.7,149694264,58,256223766,99261,127782,45733728,83.6,84124248,153801,603039,105403279,104342819,40.4,138491880,171785445,19566500,0,46657407,58694994,8856963,48880,46575726,57716381,8832809,48744,18760968,18605002,1602719,20694,114258244,34.4,113173661,43.8,38989383,71.3,,,,
2021-05-09,AK,AKA,Alaska,731545,Report,777945,571368,106343,78104,254986,300616,15683,83,312535,42.7,34.7,304936,55.3,557954,101159,141044,71892,78.5,135464,147906,849396,253924,248122,45,337540,385905,54500,0,116247,137655,14481,22,115983,132117,14413,22,38353,26962,1648,13,268405,36.7,262535,47.6,66976,73.1,,,,
2021-05-09,AL,ALA,Alabama,4903185,Report,4277330,2768204,87236,56457,1324729,1359601,83874,0,1654267,33.7,24.2,1642745,43.1,2750978,72112,112122,630073,74.1,1106891,130247,503312,1185194,1179188,30.9,1903780,2111850,261700,0,569804,615320,85664,70,569674,609444,85624,70,277251,220946,25944,45,1270858,25.9,1264812,33.2,524186,61.7,,,,
2021-05-09,AR,ARA,Arkansas,3017804,Report,2677170,1900002,88713,62960,897882,944248,57388,484,1107515,36.7,26,1092135,47.1,1876928,80984,115512,388333,74.1,698022,133240,511025,784097,776324,33.5,1186520,1327950,162700,0,384229,399751,56095,117,383821,392388,55825,115,182903,124728,9103,81,840192,27.8,832149,35.9,316815,60.5,,,,
2021-05-09,AS,ASA,American Samoa,55689,Report,54030,39666,97021,71228,9004,30640,22,0,22122,39.7,31.7,21349,49.1,38321,88222,124387,2485,26.2,4599,48579,570719,17666,17097,39.4,15600,37830,600,0,3911,13755,29,0,3900,13197,29,0,879,1315,6,0,17695,31.8,17126,39.4,2200,23.2,,,,
2021-05-09,AZ,AZA,Arizona,7278717,Report,7081205,5372605,97286,73813,2363541,2857369,148251,3444,3077983,42.3,29.6,3030154,53.7,5293973,93890,125587,1049267,80.2,1959790,149759,541115,2154104,2125873,37.7,3048040,3628365,404800,0,949641,1203326,142974,1137,949458,1175280,142880,1135,423286,409409,27604,724,2297078,31.6,2268753,40.2,861023,65.8,,,,
2021-05-09,BP2,BP2,Bureau of Prisons,0,Report,169240,163752,0,0,64091,96143,3518,0,92403,0,0,92402,0,163751,0,0,3123,0,5841,0,0,70586,70586,0,65900,95940,7400,0,27258,43328,3502,0,27258,43328,3502,0,1302,1381,48,0,74088,0,74088,0,2731,0,,,,
2021-05-09,CA,CAA,California,39512223,Report,42020680,33109680,106349,83796,14382056,17554006,1169720,3898,20284982,51.3,32,19861235,64.9,32527368,106238,137244,5168385,88.5,9111760,156074,719765,12636992,12479405,40.8,17539300,22008480,2472900,0,5690875,6945178,1160000,939,5683161,6795312,1155777,932,2073179,1793166,121382,440,13796992,34.9,13635182,44.5,3988167,68.3,,,,
2021-05-09,CO,COA,Colorado,5758736,Report,5861710,4880920,101788,84757,2171194,2552560,155900,1266,2804920,48.7,35.1,2746738,61,4792608,106521,130283,707878,84,1340030,159071,695825,2018557,1988559,44.2,2482620,3069690,309400,0,924864,1093331,153924,362,923508,1064694,153299,357,312867,296367,13965,157,2172481,37.7,2141858,47.6,623356,74,,,,
2021-05-09,CT,CTA,Connecticut,3565287,Report,4077035,3512139,114354,98509,1419397,1959666,132800,276,2043434,57.3,40.6,1998039,70.4,3448188,121507,143666,576371,91.5,1097701,174171,646898,1448994,1431410,50.4,1667400,2174835,234800,0,605632,843300,132891,62,605352,825997,132784,61,204810,304005,13276,20,1581885,44.4,1564194,55.1,522111,82.8,,,,
2021-05-09,DC,DCA,District of Columbia,705749,Report,918975,655560,130213,92889,256284,377612,21612,52,360914,51.1,30.6,358134,62,652587,112986,159108,68978,79,149923,171649,1052150,216192,215229,37.3,364620,504855,49500,0,88188,127967,25438,37,88173,127021,25423,35,29503,22552,1729,11,241630,34.2,240652,41.7,53795,61.6,,,,
2021-05-09,DD2,DD2,Dept of Defense,0,Report,3975510,3150155,0,0,1386176,1676971,86609,399,1898107,0,0,1879566,0,3124574,0,0,166575,0,288773,0,0,1173777,1167093,0,1671500,2129010,175000,0,511449,662328,83694,0,511399,655694,83669,0,41188,72401,3614,0,1257471,0,1250762,0,117203,0,,,,
2021-05-09,DE,DEA,Delaware,973764,Report,1057915,825352,108642,84759,333098,455881,36115,258,478333,49.1,33.2,471382,61.2,814540,105758,137357,168428,89.2,312838,165605,560022,322870,320253,41.6,450320,550095,57500,0,132053,190697,35515,120,132007,188126,35490,120,58537,77684,7241,77,358385,36.8,355743,46.2,143539,76,,,,
