Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-11,AK,AKA,Alaska,731545,270250,162273,36942,22182,116001,15857,46006,6289,15.9,6.3,,,
2021-02-11,AL,ALA,Alabama,4903185,911875,543237,18598,11079,431259,8795,111036,2265,9,2.3,,,
2021-02-11,AR,ARA,Arkansas,3017804,593775,430803,19676,14275,316972,10503,110751,3670,10.5,3.7,,,
2021-02-11,AS,ASA,American Samoa,55689,29450,13513,52883,24265,9822,17637,3685,6617,17.7,6.6,,,
2021-02-11,AZ,AZA,Arizona,7278717,1391475,941575,19117,12936,747599,10271,192542,2645,10,2.6,,,
2021-02-11,BP2,BP2,Bureau of Prisons,0,42475,44177,0,0,28139,0,15931,0,0,0,,,
2021-02-11,CA,CAA,California,39512223,7822300,5134864,19797,12996,4108216,10397,990128,2506,10.4,2.5,,,
2021-02-11,CO,COA,Colorado,5758736,1162775,815108,20191,14154,570979,9915,239804,4164,9.9,4.2,,,
2021-02-11,CT,CTA,Connecticut,3565287,812325,600249,22784,16836,437058,12259,154639,4337,12.2,4.4,,,
2021-02-11,DC,DCA,District of Columbia,705749,193600,111720,27432,15830,79776,11304,31786,4504,7.7,2.2,,,
2021-02-11,DD2,DD2,Dept of Defense,0,1037725,679431,0,0,525007,0,144383,0,0,0,,,
2021-02-11,DE,DEA,Delaware,973764,182225,133370,18713,13696,105760,10861,26864,2759,10.6,2.6,,,
2021-02-11,FL,FLA,Florida,21477737,4318675,2957730,20108,13771,2118750,9865,823514,3834,9.7,3.8,,,
2021-02-11,FM,FMA,Federated States of Micronesia,103643,30000,8365,28946,8071,7991,7710,346,334,7.8,0.3,,,
2021-02-11,GA,GAA,Georgia,10617423,2017525,1273015,19002,11990,967179,9109,279546,2633,9,2.6,,,
2021-02-11,GU,GUA,Guam,165768,51300,33993,30947,20506,26019,15696,7711,4652,15.7,4.6,,,
2021-02-11,HI,HIA,Hawaii,1415872,308300,200618,21775,14169,150648,10640,49969,3529,10.7,3.6,,,
2021-02-11,IA,IAA,Iowa,3155070,579200,387370,18358,12278,282596,8957,99986,3169,9,3.2,,,
2021-02-11,ID,IDA,Idaho,1787065,319825,214063,17897,11978,159796,8942,43231,2419,9.1,2.5,,,
2021-02-11,IH2,IH2,Indian Health Svc,0,679350,325336,0,0,236970,0,83614,0,0,0,,,
2021-02-11,IL,ILA,Illinois,12671821,2455500,1604830,19378,12665,1243706,9815,330108,2605,9.9,2.6,,,
2021-02-11,IN,INA,Indiana,6732219,1351325,832031,20073,12359,637068,9463,194281,2886,9.5,2.9,,,
2021-02-11,KS,KSA,Kansas,2913314,564000,332923,19359,11428,248979,8546,81948,2813,8.9,3,,,
2021-02-11,KY,KYA,Kentucky,4467673,882200,608198,19746,13613,454145,10165,151297,3386,10.6,3.5,,,
2021-02-11,LA,LAA,Louisiana,4648794,894850,639019,19249,13746,448139,9640,189574,4078,9.5,4,,,
2021-02-11,MA,MAA,Massachusetts,6892503,1445425,924612,20971,13415,715308,10378,207392,3009,10.3,3,,,
2021-02-11,MD,MDA,Maryland,6045680,1188600,745478,19660,12331,563324,9318,181380,3000,9.6,3.2,,,
2021-02-11,ME,MEA,Maine,1344212,299375,193246,22271,14376,141778,10547,49721,3699,10.7,3.8,,,
2021-02-11,MH,MHA,Marshall Islands,58413,21000,5433,35951,9301,4868,8334,527,902,8.3,0.9,,,
2021-02-11,MI,MIA,Michigan,9986857,1895500,1412047,18980,14139,997466,9988,398177,3987,10.2,4,,,
