Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-18,AK,AKA,Alaska,731545,271550,199151,37120,27223,133491,18248,65245,8919,18.3,8.9,,,
2021-02-18,AL,ALA,Alabama,4903185,1032175,672038,21051,13706,505660,10313,165104,3367,10.5,3.5,,,
2021-02-18,AR,ARA,Arkansas,3017804,664225,490737,22010,16261,346623,11486,140662,4661,11.5,4.7,,,
2021-02-18,AS,ASA,American Samoa,55689,29450,16269,52883,29214,10267,18436,5989,10754,18.5,10.8,,,
2021-02-18,AZ,AZA,Arizona,7278717,1396475,1202770,19186,16524,914468,12564,283955,3901,12.2,3.8,,,
2021-02-18,BP2,BP2,Bureau of Prisons,0,45725,49050,0,0,31146,0,17789,0,0,0,,,
2021-02-18,CA,CAA,California,39512223,8722400,6496140,22075,16441,4865151,12313,1581541,4003,12.3,4,,,
2021-02-18,CO,COA,Colorado,5758736,1282300,1053041,22267,18286,724699,12584,322769,5605,12.6,5.6,,,
2021-02-18,CT,CTA,Connecticut,3565287,922075,767183,25863,21518,525133,14729,231795,6501,14.6,6.5,,,
2021-02-18,DC,DCA,District of Columbia,705749,193900,130437,27474,18482,88924,12600,41311,5853,8.8,3.4,,,
2021-02-18,DD2,DD2,Dept of Defense,0,1146200,791494,0,0,580821,0,200272,0,0,0,,,
2021-02-18,DE,DEA,Delaware,973764,189050,159845,19414,16415,121487,12476,37499,3851,12.2,3.7,,,
2021-02-18,FL,FLA,Florida,21477737,4700950,3819224,21888,17782,2562863,11933,1231696,5735,11.7,5.7,,,
2021-02-18,FM,FMA,Federated States of Micronesia,103643,30000,11119,28946,10728,9321,8993,1761,1699,9.1,1.7,,,
2021-02-18,GA,GAA,Georgia,10617423,2145525,1569216,20208,14780,1073929,10115,462570,4357,9.9,4.3,,,
2021-02-18,GU,GUA,Guam,165768,51300,42671,30947,25741,29055,17528,13311,8030,17.5,8,,,
2021-02-18,HI,HIA,Hawaii,1415872,320950,247392,22668,17473,174151,12300,73236,5173,12.4,5.2,,,
2021-02-18,IA,IAA,Iowa,3155070,648600,507650,20557,16090,377848,11976,124111,3934,12,3.9,,,
2021-02-18,ID,IDA,Idaho,1787065,336650,278474,18838,15583,195596,10945,71408,3996,11.1,4.1,,,
2021-02-18,IH2,IH2,Indian Health Svc,2033753,698000,401516,34321,19743,289605,14240,106026,5213,0,0,,,
2021-02-18,IL,ILA,Illinois,12671821,2706400,2037388,21358,16078,1557154,12288,446598,3524,12.4,3.6,,,
2021-02-18,IN,INA,Indiana,6732219,1452900,1125976,21581,16725,803800,11940,320425,4760,11.9,4.8,,,
2021-02-18,KS,KSA,Kansas,2913314,581975,417825,19976,14342,302165,10372,112651,3867,11,4.2,,,
2021-02-18,KY,KYA,Kentucky,4467673,950600,726168,21277,16254,517316,11579,205575,4601,12,4.7,,,
2021-02-18,LA,LAA,Louisiana,4648794,928425,795511,19971,17112,533933,11485,259851,5590,11.3,5.5,,,
2021-02-18,MA,MAA,Massachusetts,6892503,1526150,1214821,22142,17625,912258,13236,299871,4351,13.1,4.3,,,
2021-02-18,MD,MDA,Maryland,6045680,1249925,930567,20675,15392,664228,10987,265183,4386,11.3,4.6,,,
2021-02-18,ME,MEA,Maine,1344212,321850,242445,23943,18036,174543,12985,65928,4905,13.2,5,,,
2021-02-18,MH,MHA,Marshall Islands,58413,21000,6760,35951,11573,5858,10029,856,1465,10,1.5,,,
2021-02-18,MI,MIA,Michigan,9986857,2174800,1718790,21777,17211,1155117,11566,545553,5463,11.8,5.6,,,
2021-02-18,MN,MNA,Minnesota,5639632,1200250,957275,21282,16974,696510,12350,257283,4562,12.4,4.6,,,
2021-02-18,MO,MOA,Missouri,6137428,1144775,915475,18652,14916,646707,10537,259295,4225,10.2,4,,,
2021-02-18,MP,MPA,Northern Mariana Islands,56882,29650,15112,52125,26567,9187,16151,5915,10399,16.1,10.4,,,
2021-02-18,MS,MSA,Mississippi,2976149,616050,438364,20700,14729,318006,10685,119684,4021,10.8,4.1,,,
2021-02-18,MT,MTA,Montana,1068778,208225,190070,19483,17784,136359,12758,53250,4982,12.8,5,,,
2021-02-18,NC,NCA,North Carolina,10488084,2119250,1782267,20206,16993,1238992,11813,540933,5158,11.6,5.1,,,
2021-02-18,ND,NDA,North Dakota,762062,163150,156751,21409,20569,104196,13673,50438,6619,13.6,6.5,,,
2021-02-18,NE,NEA,Nebraska,1934408,427000,305057,22074,15770,206790,10690,96439,4985,10.7,5,,,
2021-02-18,NH,NHA,New Hampshire,1359711,321625,226863,23654,16685,157078,11552,69617,5120,11.9,5.2,,,
2021-02-18,NJ,NJA,New Jersey,8882190,1790200,1542174,20155,17363,1103016,12418,433066,4876,12.9,5.2,,,
2021-02-18,NM,NMA,New Mexico,2096829,454450,456034,21673,21749,306504,14618,144049,6870,15,6.9,,,
2021-02-18,NV,NVA,Nevada,3080156,593275,466981,19261,15161,346585,11252,117870,3827,11.2,3.8,,,
2021-02-18,NY,NYA,New York State,19453561,4022525,3253874,20678,16726,2176004,11186,993790,5109,11.1,5,,,
2021-02-18,OH,OHA,Ohio,11689100,2402050,1861434,20549,15925,1343458,11493,514513,4402,11.5,4.4,,,
2021-02-18,OK,OKA,Oklahoma,3956971,816650,700440,20638,17701,487252,12314,209203,5287,12.3,5.3,,,
2021-02-18,OR,ORA,Oregon,4217737,878600,708570,20831,16800,496092,11762,209930,4977,11.7,4.9,,,
2021-02-18,PA,PAA,Pennsylvania,12801989,2731050,2002786,21333,15644,1478146,11546,518285,4048,11.6,4.1,,,
2021-02-18,PR,PRA,Puerto Rico,3193694,733200,408058,22958,12777,284163,8898,122443,3834,8.9,3.8,,,
2021-02-18,RI,RIA,Rhode Island,1059361,234500,159931,22136,15097,108152,10209,51711,4881,10.4,4.8,,,
2021-02-18,RP,RPA,Republic of Palau,17907,9200,5314,51377,29676,3347,18691,1967,10985,0,0,,,
2021-02-18,SC,SCA,South Carolina,5148714,939350,778113,18244,15113,562999,10935,201703,3918,11.1,4,,,
2021-02-18,SD,SDA,South Dakota,884659,197050,171175,22274,19349,116461,13165,54611,6173,13.4,6.2,,,
2021-02-18,TN,TNA,Tennessee,6829174,1410500,1014351,20654,14853,691486,10125,318673,4666,10.1,4.6,,,
2021-02-18,TX,TXA,Texas,28995881,5258675,4333726,18136,14946,3071010,10591,1259237,4343,0,0,,,
2021-02-18,UT,UTA,Utah,3205958,618325,551742,19287,17210,322861,10071,126080,3933,10.1,3.9,,,
2021-02-18,VA,VAA,Virginia,8535519,1714800,1503786,20090,17618,1076555,12613,396059,4640,12.6,4.7,,,
2021-02-18,VA2,VA2,Veterans Health,0,2111750,1773677,0,0,1251428,0,521010,0,0,0,,,
2021-02-18,VI,VIA,Virgin Islands,104680,26425,13648,25244,13038,9473,9049,4175,3988,8.9,3.9,,,
2021-02-18,VT,VTA,Vermont,623989,151350,118184,24255,18940,79606,12758,38381,6151,12.7,6.1,,,
2021-02-18,WA,WAA,Washington,7614893,1500325,1255764,19703,16491,914138,12005,327192,4297,12.1,4.3,,,
2021-02-18,WI,WIA,Wisconsin,5822434,1243125,1040145,21351,17864,762117,13089,266163,4571,13.1,4.6,,,
2021-02-18,WV,WVA,West Virginia,1792147,441500,403532,24635,22517,254778,14216,148742,8300,14.2,8.1,,,
2021-02-18,WY,WYA,Wyoming,578759,127075,105426,21956,18216,74983,12956,30110,5203,13,5.2,,,
2021-02-18,US,USA,United States,331996199,73377450,57737767,,,41021049,,16162358,,10.8,4.2,28043413,29585627,108727
2021-02-18,LTC,LTC,Long Term Care,,,6181996,,,,,,,0,0,,,
