Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-21,US,USA,United States,331996199,Report,354914965,281595351,106903,84819,119668669,151668003,10051548,207131,161278336,48.6,35.5,156852134,60.8,275353272,106672,137494,46524478,85.1,86094707,157403,648876,117829095,116120816,45,147829140,186485325,20600500,0,51727326,66045496,9951785,53643,51592365,64387165,9917742,53434,19291719,19138157,1742200,23008,127778250,38.5,125950707,48.8,40195084,73.5,86094707,280216744,281508909,100461,126657,161197822,57.5,117823155,42,127769851,45.6,51724264,66041748,9950223,53616,281508909,,,,
2021-05-21,AK,AKA,Alaska,731545,Report,801405,595885,109550,81456,262927,314375,18494,89,327119,44.7,36,314555,57,576900,104594,145297,72746,79.4,137076,149666,875011,263315,256897,46.6,348140,395265,58000,0,120681,142609,17194,25,120386,136486,17118,25,38800,27282,1933,15,280509,38.3,274015,49.7,68030,74.3,131459,608877,595493,97802,131620,326724,53.7,263311,43.2,280503,46.1,120679,142607,17192,25,570531,,,,
2021-05-21,AL,ALA,Alabama,4903185,Report,4449370,2945488,90744,60073,1415732,1436136,93620,0,1727437,35.2,26.3,1710117,44.8,2920485,76555,116632,641031,75.4,1138553,133973,523556,1291834,1283701,33.6,2002000,2177370,270000,0,628055,663697,95522,82,627885,655734,95480,82,289531,229408,27727,50,1387356,28.3,1379181,36.2,546716,64.3,1095245,4186880,2945203,70344,106269,1727153,41.3,1291822,30.9,1387342,33.1,628049,663691,95520,82,2819814,,,,
2021-05-21,AR,ARA,Arkansas,3017804,Report,2737020,2002891,90696,66369,947316,991801,63264,510,1154071,38.2,27.8,1129934,48.8,1968588,84939,118095,393800,75.2,712223,135951,522450,839396,829186,35.8,1216120,1345500,175400,0,416409,422862,61794,125,415829,413235,61493,122,188654,127398,9973,86,901190,29.9,890679,38.4,326111,62.2,677997,2557248,2001096,78252,107030,1152335,45.1,839357,32.8,901045,35.2,416405,422827,61688,125,1927205,,,,
2021-05-21,AS,ASA,American Samoa,55689,Report,54030,41907,97021,75252,9959,31922,26,0,23160,41.6,33.9,22289,51.3,40401,93011,124387,2531,26.7,4717,49826,570719,18867,18236,42,15600,37830,600,0,4293,14574,33,0,4281,13955,33,0,907,1360,7,0,18900,33.9,18269,42.1,2274,24,4717,47557,41905,88115,113611,23159,48.7,18866,39.7,18899,39.7,4292,14574,33,0,41905,,,,
2021-05-21,AZ,AZA,Arizona,7278717,Report,7627825,5718183,104796,78560,2510132,3027683,176360,4008,3240593,44.5,32,3156801,56,5594675,99223,135282,1065868,81.4,2000354,152858,582885,2329054,2293088,40.7,3185320,4028505,414000,0,1040306,1287438,169763,1310,1040077,1251704,169659,1307,436291,417334,32188,808,2498817,34.3,2462747,43.7,886621,67.8,1872365,6206060,5717783,92132,122909,3240284,52.2,2329018,37.5,2498747,40.3,1040293,1287415,169729,1310,5315229,,,,
2021-05-21,BP2,BP2,Bureau of Prisons,0,Report,182890,175769,0,0,70449,100041,5279,0,97872,0,0,97871,0,175768,0,0,3212,0,6063,0,0,77092,77092,0,73340,99450,10100,0,30671,46421,5255,0,30671,46421,5255,0,1399,1416,72,0,82347,0,82347,0,2887,0,6063,0,175768,0,0,97871,0,77092,0,82347,0,30671,46421,5255,0,175768,,,,
2021-05-21,CA,CAA,California,39512223,Report,45922020,36377958,116222,92068,15468019,19634006,1271425,4508,21531027,54.5,37.1,20767740,67.8,35313206,115336,149986,5244090,89.8,9313624,159531,786590,14646616,14346038,46.9,18934180,24416340,2571500,0,6443114,8202320,1261016,1182,6430068,7914814,1256100,1156,2129097,1860185,132317,507,15907632,40.3,15602138,51,4122106,70.6,9065423,33646265,36354049,108048,136485,21507850,63.9,14645937,43.5,15906704,47.3,6442748,8202008,1260767,1181,35653819,,,,
2021-05-21,CO,COA,Colorado,5758736,Report,6575200,5287276,114178,91813,2322165,2787918,175783,1410,2959897,51.4,39.3,2863228,63.6,5146333,114383,146141,716174,85,1362468,161734,780521,2263419,2219555,49.3,2741360,3508440,325400,0,1033238,1229776,173535,405,1031121,1188034,172818,400,319202,303337,15883,174,2436954,42.3,2392373,53.2,638596,75.8,1321033,4936061,5284770,107065,133207,2957430,59.9,2263395,45.9,2436913,49.4,1033228,1229762,173518,405,5116384,,,,
2021-05-21,CT,CTA,Connecticut,3565287,Report,4410955,3836435,123719,107605,1528216,2161646,146269,304,2164655,60.7,46.2,2078912,73.3,3715458,130925,155433,583403,92.6,1115897,177058,699881,1647345,1614770,56.9,1787500,2380755,242700,0,684386,962887,146379,72,684063,930638,146252,69,209776,309860,15016,24,1793724,50.3,1761022,62.1,534676,84.8,1086586,3105947,3834954,123471,142016,2163538,69.7,1647026,53,1793338,57.7,684190,962764,146312,72,3760114,,,,
