Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-07-06,US,USA,United States,331996199,Report,383068840,331214347,115384,99764,134973241,183331181,12646604,263321,182714064,55,43.7,173415466,67.1,314899259,121931,148327,48356201,88.4,90797032,166001,700352,145155706,138230788,53.5,158591960,203042580,21434300,0,61555080,83523641,12484940,72427,61229103,76857178,12408288,71697,20561136,20405876,2020271,31568,157636088,47.5,150566265,58.3,43018851,78.6,90797032,283545812,330866577,116689,135099,182491459,64.4,145031572,51.1,157508254,55.5,61551498,83402015,12482349,72392,330866577,24,,,,
2021-07-06,AK,AKA,Alaska,731545,Report,831665,678029,113686,92685,285324,366305,26225,175,366245,50.1,40.8,345133,62.6,640897,116197,150784,75157,82.1,141819,154845,908050,298665,282654,51.2,358380,413985,59300,0,132028,166597,24323,40,131667,150950,24202,37,39898,28311,2422,21,322988,44.2,306856,55.6,70652,77.1,135236,608877,676107,111042,136590,365046,60,297945,48.9,322266,52.9,132026,165879,24321,40,631733,,,,,
2021-07-06,AL,ALA,Alabama,4903185,Report,4845190,3392366,98817,69187,1572602,1706339,113421,4,1976343,40.3,30.6,1925289,50.5,3312480,86831,127008,672684,79.2,1200211,141228,570132,1501498,1471175,38.6,2227400,2336490,281300,0,720623,780750,116086,125,720381,750669,116029,125,307422,243143,30931,79,1617584,33,1587204,41.6,581575,68.4,1155864,4186880,3392053,81016,115723,1976024,47.2,1501469,35.9,1617549,38.6,720614,780730,116080,125,3259196,,,,,
2021-07-06,AR,ARA,Arkansas,3017804,Report,2852450,2261649,94521,74944,1050437,1132265,78317,630,1281558,42.5,32,1232054,53.2,2179428,94036,123075,407184,77.7,743369,141896,544483,966735,934070,40.3,1291780,1381770,178900,0,474909,491665,76482,161,473944,459976,76041,150,199512,133273,11916,93,1043217,34.6,1010111,43.6,344794,65.8,708111,2557248,2256776,88250,111544,1278007,50,965468,37.8,1041838,40.7,474905,490403,76370,160,2178753,,,,,
2021-07-06,AS,ASA,American Samoa,55689,Report,54030,47310,97021,84954,11747,35183,380,0,26226,47.1,38.1,24261,55.9,44345,102236,124565,2644,28,4945,52406,572594,21196,20202,46.6,15600,37830,600,0,5354,15842,387,0,5341,14861,386,0,969,1409,18,0,21583,38.8,20588,47.5,2396,25.4,4945,47557,47304,99468,113611,26222,55.1,21194,44.6,21581,45.4,5353,15841,387,0,47304,,,,,
2021-07-06,AZ,AZA,Arizona,7278717,Report,8141580,6826215,111855,93783,2902566,3675239,241919,6491,3707397,50.9,40.4,3524778,62.5,6497950,115243,144393,1112450,85,2121385,162107,622144,2939160,2801658,49.7,3397180,4313400,431000,0,1287113,1649908,233220,2139,1286713,1512820,232879,2125,476231,443907,40907,1238,3172380,43.6,3034537,53.8,962283,73.5,1990240,6206060,6825411,109980,131188,3706660,59.7,2939066,47.4,3172057,51.1,1287094,1649833,232991,2139,6386246,,,,,
2021-07-06,BP2,BP2,Bureau of Prisons,0,Report,204080,195652,0,0,80538,106583,8531,0,106306,0,0,106305,0,195651,0,0,3339,0,6371,0,0,88309,88309,0,85660,106470,10600,1350,38019,50290,8483,0,38019,50290,8483,0,1511,1481,110,0,96792,0,96792,0,3102,0,6371,0,195651,0,0,106305,0,88309,0,96792,0,38019,50290,8483,0,195651,,,,,
2021-07-06,CA,CAA,California,39512223,Report,49234545,43182509,124606,109289,17472898,24127264,1575214,7133,24515453,62,46.5,23035690,75.2,40582639,132547,160805,5473242,93.8,9823132,168259,843329,18387998,17270845,56.4,20124680,26494065,2615800,0,7724487,10661377,1561684,2134,7700011,9568819,1554564,2015,2261346,1993636,157884,786,19949682,50.5,18825409,61.5,4413652,75.6,9559361,33646265,43055993,127967,146330,24437262,72.6,18340223,54.5,19901604,59.1,7724079,10614014,1561381,2130,42211846,,,,,
2021-07-06,CO,COA,Colorado,5758736,Report,7043695,6245280,122313,108449,2598354,3420605,223046,3275,3359951,58.3,48.6,3153476,70.1,5872094,130514,156554,737793,87.6,1416742,168177,836134,2798431,2632945,58.5,2899920,3803475,340300,0,1214454,1582967,219657,1010,1210944,1421005,218575,996,332085,318296,20157,326,3018088,52.4,2851520,63.4,670864,79.6,1374218,4936061,6225649,126126,142699,3348319,67.8,2790576,56.5,3010212,61,1214442,1575124,219636,1010,6035053,,,,,
2021-07-06,CT,CTA,Connecticut,3565287,Report,4731555,4443865,132712,124643,1713459,2553867,175996,543,2406836,67.5,56.3,2257855,79.6,4169992,146942,166730,600084,95.2,1158566,183828,750750,2008411,1888342,66.5,1925300,2556255,250000,0,812960,1195281,175668,170,812600,1075603,175527,139,222240,321810,18029,39,2184079,61.3,2063869,72.7,562118,89.2,1129008,3105947,4442256,143024,152339,2405596,77.5,2008042,64.7,2183636,70.3,812757,1195115,175594,170,4364535,,,,,
2021-07-06,DC,DCA,District of Columbia,705749,Report,1062495,873977,150549,123837,344532,500975,28083,387,436301,61.8,48.5,421716,73,852006,147513,183956,74751,85.6,170275,194950,1216460,342475,333248,57.7,423680,584415,54400,0,142368,199909,31408,198,142322,190740,31389,186,37742,26879,2219,24,373883,53,364637,63.1,66864,76.6,148425,609754,873898,143320,174250,436213,71.5,342436,56.2,373842,61.3,142363,199875,31406,198,784084,,,,,
2021-07-06,DD2,DD2,Dept of Defense,0,Report,4396160,4341321,0,0,1766836,2417682,155708,1095,2461332,0,0,2368547,0,4186635,0,0,193297,0,350624,0,0,1711406,1652573,0,1842500,2366910,186300,450,711951,999454,152787,1,711847,940725,152685,1,50409,84035,6139,0,1864193,0,1805258,0,140583,0,350624,0,4338725,0,0,2458839,0,1711305,0,1864075,0,711925,999379,152770,1,4338725,,,,,
