Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-03,US,USA,United States,331996199,Report,312509575,246780203,94130,74332,107155797,131030537,8409505,184364,147517734,44.4,29.3,145346819,56.3,243876762,94478,121066,45297502,82.8,82817237,151411,571348,97186548,96461925,37.4,131844200,162201975,18463400,0,43611912,53526923,8338745,45940,43544123,52870204,8317505,45849,18382766,18195505,1530656,19235,105523520,31.8,104777682,40.6,38128161,69.7,,,,
2021-05-03,AK,AKA,Alaska,731545,Report,769205,562875,105148,76943,251742,296177,14879,77,308656,42.2,34.1,301220,54.6,549952,99708,139459,71536,78.1,134838,147222,839853,249804,244339,44.3,330100,385905,53200,0,114532,135253,13799,19,114273,130047,13736,19,38197,26795,1561,10,263603,36,258075,46.8,66563,72.7,,,,
2021-05-03,AL,ALA,Alabama,4903185,Report,4130550,2627322,84242,53584,1254720,1297588,75014,0,1603454,32.7,22.3,1593049,41.8,2613542,68509,108275,620001,73,1077701,126813,486040,1091470,1087841,28.5,1815200,2065050,250300,0,520934,570476,76765,60,520843,566938,76729,60,265233,213660,23525,39,1168235,23.8,1164570,30.5,502457,59.1,,,,
2021-05-03,AR,ARA,Arkansas,3017804,Report,2644650,1829914,87635,60637,863725,910213,55522,454,1083702,35.9,24.5,1069551,46.1,1810156,78103,114109,385044,73.5,688004,131328,504818,738128,732427,31.6,1168200,1316250,160200,0,360666,377355,54220,107,360408,371914,53963,105,178466,122577,8790,74,792348,26.3,786390,33.9,309907,59.2,,,,
2021-05-03,AS,ASA,American Samoa,55689,Report,54030,38743,97021,69570,8710,30011,22,0,21732,39,30.7,20984,48.3,37454,86226,124387,2456,25.9,4548,48041,570719,17113,16575,38.2,15600,37830,600,0,3808,13305,29,0,3798,12777,29,0,867,1290,6,0,17142,30.8,16604,38.2,2163,22.8,,,,
2021-05-03,AZ,AZA,Arizona,7278717,Report,6652295,5176775,91394,71122,2269556,2764992,139122,3105,3004111,41.3,28,2959389,52.5,5106032,90557,117980,1039575,79.4,1933976,147786,508339,2037323,2013801,35.7,2912700,3358095,381500,0,890849,1145450,134250,1024,890691,1122087,134162,1023,413921,404349,25649,673,2171573,29.8,2147963,38.1,844592,64.5,,,,
2021-05-03,BP2,BP2,Bureau of Prisons,0,Report,158890,154081,0,0,59987,91308,2786,0,87100,0,0,87099,0,154080,0,0,3033,0,5699,0,0,66241,66241,0,61500,90090,7300,0,25019,41222,2772,0,25019,41222,2772,0,1281,1352,41,0,69013,0,69013,0,2674,0,,,,
2021-05-03,CA,CAA,California,39512223,Report,39630080,31382140,100298,79424,13804150,16459849,1114572,3569,19673364,49.8,29.2,19289877,63,30895161,100907,129436,5122896,87.7,9001279,154181,678816,11521211,11418740,37.3,16706600,20545980,2377500,0,5316673,6203726,1105090,812,5310319,6107611,1101201,810,2043689,1758650,115113,399,12626301,32,12519941,40.9,3917851,67.1,,,,
2021-05-03,CO,COA,Colorado,5758736,Report,5425720,4571001,94217,79375,2059539,2363082,147192,1188,2714585,47.1,31.3,2662628,59.2,4500263,100023,120593,701618,83.3,1322881,157035,644070,1803682,1784965,39.7,2333800,2799420,292500,0,843453,959893,145296,336,842563,942068,144726,334,308036,291071,13085,147,1948978,33.8,1929691,42.9,612339,72.7,,,,
2021-05-03,CT,CTA,Connecticut,3565287,Report,3915915,3321709,109834,93168,1359415,1836367,125668,259,1990235,55.8,36.8,1948157,68.6,3269562,115213,137989,571358,90.7,1085405,172220,621333,1312237,1303020,45.9,1611700,2074215,230000,0,563798,748381,125732,58,563526,739436,125625,58,202296,299363,12010,20,1437969,40.3,1428645,50.3,513689,81.5,,,,
2021-05-03,DC,DCA,District of Columbia,705749,Report,864815,620186,122539,87876,242063,357166,20920,37,346567,49.1,27.7,344079,59.6,617633,106934,149731,67919,77.8,147556,168939,990137,195178,194400,33.7,339600,479115,46100,0,79539,115608,24698,31,79529,114842,24683,29,28916,22042,1645,9,219876,31.2,219083,37.9,52612,60.2,,,,
2021-05-03,DD2,DD2,Dept of Defense,0,Report,3786040,2973031,0,0,1321145,1581958,69529,399,1816164,0,0,1799376,0,2951488,0,0,163285,0,281804,0,0,1079212,1074807,0,1570600,2045940,169500,0,473538,605674,66614,0,473494,601313,66594,0,39628,70304,3065,0,1145826,0,1141401,0,112997,0,,,,
2021-05-03,DE,DEA,Delaware,973764,Report,982455,783813,100893,80493,318636,431051,33888,238,462816,47.5,30.6,456668,59.3,774852,100605,127560,166637,88.2,308270,163187,520076,298395,296730,38.5,415500,512655,54300,0,123720,174566,33215,109,123685,172936,33191,109,57294,76187,6858,71,331610,34.1,329921,42.8,140410,74.3,,,,
2021-05-03,FL,FLA,Florida,21477737,Report,20888605,15566404,97257,72477,6775079,8207678,558422,25225,9116787,42.4,27.5,9030862,52.4,15460037,89635,121109,3798461,84.5,7222162,160588,464466,5909252,5889865,34.1,8666400,10830105,1392100,0,2658820,3242239,551893,8193,2658161,3223512,551622,8192,1579934,1423296,129904,6413,6461145,30.1,6441487,37.3,3139547,69.8,,,,
2021-05-03,FM,FMA,Federated States of Micronesia,103643,Report,63200,35334,60979,34092,35085,0,249,0,20945,20.2,13.9,20929,25.9,35314,43683,78177,1850,10.5,3239,18384,358704,14374,14370,17.8,61600,0,1600,0,14349,25,250,0,14345,25,250,0,1401,5,43,0,14624,14.1,14620,18.1,1449,8.2,,,,
2021-05-03,GA,GAA,Georgia,10617423,Report,9483435,6461734,89320,60860,2914758,3402457,144080,439,3755963,35.4,24.1,3704999,45.7,6389902,78756,116884,1160021,76.5,2193593,144605,625163,2559668,2538955,31.3,3995100,4971135,517200,0,1201376,1358040,141135,252,1201150,1337555,140925,250,544152,401913,18314,141,2700803,25.4,2679880,33,964520,63.6,,,,
2021-05-03,GU,GUA,Guam,165768,Report,140740,133106,84902,80297,52288,79518,1300,0,77325,46.6,33.2,75132,58.1,129832,100412,108848,13776,48.9,25627,90937,499414,54987,53908,41.7,53200,76440,11100,0,21064,33923,1305,0,21060,32848,1305,0,4979,6711,108,0,56292,34,55213,42.7,11798,41.9,,,,
2021-05-03,HI,HIA,Hawaii,1415872,Report,1480670,1257711,104577,88829,442378,699840,21733,93760,761766,53.8,35.3,748822,67.1,1243026,111382,132676,232335,86.5,414884,154549,551567,499451,497153,44.5,605200,804570,70900,0,181703,299677,22183,18071,181544,297555,22104,18054,76613,105845,4713,1409,521634,36.8,519257,46.5,188580,70.2,,,,
2021-05-03,IA,IAA,Iowa,3155070,Report,2825705,2453634,89561,77768,1117797,1241934,93781,122,1409459,44.7,32.7,1391611,57.3,2428371,100006,116369,472880,85.5,907794,164172,511020,1030593,1023426,42.1,1228200,1431105,166400,0,499063,531479,92221,51,498998,524377,92177,51,235920,194313,7749,39,1122814,35.6,1115603,45.9,438021,79.2,,,,
2021-05-03,ID,IDA,Idaho,1787065,Report,1437665,1101401,80448,61632,490048,579375,31455,523,613819,34.3,26.2,613704,45.8,1101360,82261,107379,222719,76.6,425211,146287,494604,468412,468384,35,611200,738465,88000,0,213019,255239,31318,154,213015,255215,31308,154,95641,101435,6782,67,499730,28,499692,37.3,203925,70.2,,,,
2021-05-03,IH2,IH2,Indian Health Svc,2082813,Report,1683415,1262431,80824,60612,708410,534128,19893,0,721476,34.6,25.6,703467,0,1233110,0,0,145432,0,263347,0,0,533381,522142,0,904700,705315,73400,0,299900,233481,19738,0,299732,222410,19708,0,67292,47625,2098,0,553119,26.6,541850,0,117015,0,,,,
2021-05-03,IL,ILA,Illinois,12671821,Report,12180665,9687975,96124,76453,4122282,5244669,315683,5341,6002941,47.4,29,5896088,59.8,9560357,97021,123612,1725621,84.5,3027536,148174,596147,3672520,3647880,37,5061800,6389565,729300,0,1610743,2059970,316157,1807,1609144,2036936,314855,1800,628879,668383,47716,1110,3988677,31.5,3962735,40.2,1346088,65.9,,,,
2021-05-03,IN,INA,Indiana,6732219,Report,5530460,4267678,82149,63392,1779511,2341297,138397,8473,2471929,36.7,25.9,2442739,47.3,4229108,81892,107091,852424,78.5,1648078,151793,509371,1742964,1736372,33.6,2284100,2895360,351000,0,750096,990097,136799,2771,750024,983579,136720,2769,394020,373816,16510,1789,1879763,27.9,1873092,36.3,786135,72.4,,,,
2021-05-03,KS,KSA,Kansas,2913314,Report,2760075,2056086,94740,70576,951744,1044240,59565,537,1250860,42.9,30.5,1234913,55.8,2035825,91991,124717,419258,88.2,737109,155022,580473,889049,881889,39.8,1229200,1385475,145400,0,422168,466717,59871,164,422095,459631,59835,163,169990,166796,10983,92,948920,32.6,941724,42.6,347861,73.2,,,,
2021-05-03,KY,KYA,Kentucky,4467673,Report,3979265,3190060,89068,71403,1438789,1641192,109765,314,1853204,41.5,30.1,1832749,52.9,3161398,91243,114848,607205,80.9,1091069,145367,530170,1344761,1336970,38.6,1720900,2029365,229000,0,621989,722528,107054,244,621908,714819,106998,243,238843,260292,25729,152,1451815,32.5,1443968,41.7,525016,69.9,,,,
2021-05-03,LA,LAA,Louisiana,4648794,Report,3679770,2730594,79155,58738,1270754,1367037,91827,976,1506718,32.4,25,1495295,42,2712846,76179,103331,552326,74.5,1066733,143954,496580,1162630,1156534,32.5,1583700,1869270,226800,0,545867,616275,88092,488,545764,610283,88020,487,240140,251363,15967,97,1250722,26.9,1244554,34.9,507567,68.5,,,,
2021-05-03,MA,MAA,Massachusetts,6892503,Report,7459960,6403240,108233,92902,2734745,3451617,216781,97,3965973,57.5,35,3894231,70.3,6312943,113958,134664,1072193,91.7,1931988,165222,637968,2413366,2394757,43.2,3191000,3874260,394700,0,1066166,1347181,217501,19,1065283,1329455,216866,19,419240,441283,54091,11,2630867,38.2,2611623,47.1,914625,78.2,,,,
2021-05-03,MD,MDA,Maryland,6045680,Report,6148520,4912028,101701,81249,2083686,2633125,192021,3196,2982925,49.3,32.1,2931537,62.2,4846786,102882,130514,814179,84.9,1477874,154042,640874,1939741,1926768,40.9,2524700,3283020,340800,0,856276,1082536,185851,929,856164,1069677,185754,927,351879,324782,39743,383,2125592,35.2,2112522,44.8,716787,74.7,,,,
2021-05-03,ME,MEA,Maine,1344212,Report,1407470,1201345,104706,89372,531806,597340,72055,144,741589,55.2,34.8,732107,66.8,1191019,108732,128493,258708,90.7,477465,167376,493390,468377,467517,42.7,618100,699270,90100,0,218719,249618,71998,40,218692,248790,71969,35,108790,112232,17633,14,540375,40.2,539486,49.3,238669,83.7,,,,
2021-05-03,MH,MHA,Marshall Islands,58413,Report,51300,27072,87823,46346,27037,0,35,0,14790,25.3,21,14750,32.4,27020,59304,112594,920,9.3,1690,17019,516616,12253,12239,26.9,40500,0,10800,0,12249,4,39,0,12235,4,39,0,770,0,3,0,12292,21,12278,26.9,773,7.8,,,,
2021-05-03,MI,MIA,Michigan,9986857,Report,9500250,7312923,95128,73225,3161700,3914650,235317,1256,4319183,43.2,30.8,4252735,54.2,7225872,92132,121131,1408738,79.8,2603047,147448,538136,3076244,3054372,38.9,4029600,4912050,558600,0,1381748,1693978,239791,518,1381520,1672336,239671,516,640255,580787,46416,354,3316035,33.2,3294043,42,1267812,71.8,,,,
2021-05-03,MN,MNA,Minnesota,5639632,Report,5030120,4497797,89192,79753,1905186,2393861,198512,238,2705585,48,32.2,2658283,61.3,4437815,102337,115996,807541,87.7,1489051,161786,546525,1813373,1800398,41.5,2110200,2647320,272600,0,813018,1000295,200728,60,812872,987466,200599,60,312156,385172,38208,25,2014101,35.7,2000997,46.1,735561,79.9,,,,
2021-05-03,MO,MOA,Missouri,6137428,Report,5355995,4085582,87268,66568,1614604,2347324,123303,351,2342222,38.2,26.5,2316464,48.6,4049944,84961,112359,808243,76.1,1516318,142774,504313,1624630,1617299,33.9,2214600,2858895,282500,0,674403,950170,123956,57,674272,942971,123844,56,316590,351725,25174,25,1748586,28.5,1741143,36.5,693514,65.3,,,,
2021-05-03,MP,MPA,Northern Mariana Islands,56882,Report,62910,40842,110597,71801,5420,35374,48,0,22477,39.5,32.3,21936,49.4,40025,90211,141791,2455,25.4,4702,48625,650569,18364,18088,40.8,17800,42510,2600,0,2267,16097,52,0,2267,15821,52,0,346,1899,41,0,18416,32.4,18140,40.9,2286,23.6,,,,
2021-05-03,MS,MSA,Mississippi,2976149,Report,2465195,1591997,82832,53492,768113,777757,45267,860,926138,31.1,22.3,920455,40.4,1583773,69538,108238,352265,72.4,633607,130186,506520,664281,661702,29.1,1093600,1216995,154600,0,334105,330150,44285,26,334032,327644,44248,26,159396,127234,12086,9,708566,23.8,705950,31,298725,61.4,,,,
2021-05-03,MT,MTA,Montana,1068778,Report,999975,774095,93562,72428,366967,384098,22830,200,440756,41.2,30.9,435135,51.8,765438,91103,119018,161493,78.2,299351,145008,484397,330519,327550,39,449700,488475,61800,0,162449,168009,22408,61,162392,165097,22393,61,70144,68737,5377,36,352927,33,349943,41.7,144294,69.9,,,,
2021-05-03,NC,NCA,North Carolina,10488084,Report,9907630,7200210,94466,68651,3000760,3957326,241795,329,4167819,39.7,28.2,4105762,50.1,7113037,86878,121011,1353271,77.3,2567081,146599,565797,2953784,2929078,35.8,4086800,5259930,560900,0,1256181,1697569,238226,34,1255026,1674018,237386,34,561437,604470,25748,25,3192010,30.4,3166464,38.7,1191680,68.1,,,,
2021-05-03,ND,NDA,North Dakota,762062,Report,645930,567560,84761,74477,249546,295992,22022,0,300753,39.5,30.7,297158,51.1,561287,96459,111005,97250,81.1,187847,156742,538971,233747,231644,39.8,293500,318630,33800,0,107269,126477,19427,1,107178,124465,19356,1,42209,40258,2806,0,253174,33.2,251000,43.1,85273,71.2,,,,
2021-05-03,NE,NEA,Nebraska,1934408,Report,1787950,1463240,92429,75643,612160,795713,52852,2515,844498,43.7,31.7,831655,57,1446209,99169,122602,262814,84.1,504671,161516,572221,613467,609160,41.8,739800,949650,98500,0,263463,349269,53016,735,263403,345023,52986,734,116056,118545,3849,531,666483,34.5,662146,45.4,238981,76.5,,,,
2021-05-03,NH,NHA,New Hampshire,1359711,Report,1331925,1153848,97956,84860,496075,606174,51572,27,827362,60.8,26.2,818380,74.1,1143565,103541,120595,291058,99.9,451149,177713,524661,356329,355332,32.2,571500,658125,102300,0,180977,175337,52565,15,180831,174486,52543,15,82791,88890,12172,10,408894,30.1,407875,36.9,183863,72.4,,,,
2021-05-03,NJ,NJA,New Jersey,8882190,Report,8769895,7468871,98736,84088,3241407,3945714,281275,475,4646283,52.3,34.1,4575874,65.9,7376917,106240,126302,1268323,86,2221469,150553,594354,3033085,3010637,43.4,3625900,4648995,495000,0,1338736,1694323,283556,26,1338547,1672067,283444,23,500101,499863,65222,13,3316641,37.3,3294081,47.4,1065199,72.2,,,,
2021-05-03,NM,NMA,New Mexico,2096829,Report,2059345,1850384,98212,88247,827839,973164,47102,2279,1085496,51.8,36.7,1064309,65.7,1823669,112503,127042,329297,87.2,589665,156159,545369,770448,763033,47.1,879000,1055145,125200,0,340349,429454,46279,645,340168,422220,46199,645,126705,137933,12698,389,816727,39,809232,49.9,277725,73.5,,,,
2021-05-03,NV,NVA,Nevada,3080156,Report,2540440,2108787,82478,68464,884012,1149997,74778,0,1238938,40.2,26.7,1223628,51.3,2088417,87472,106405,381915,77,711485,143453,512214,823000,818147,34.3,1054100,1336140,150200,0,357329,465666,73881,5,357286,460856,73861,5,155977,155095,14987,4,896881,29.1,892008,37.4,326063,65.7,,,,
2021-05-03,NY,NYA,New York State,19453561,Report,19018995,16064851,97766,82581,6887534,8566991,607366,2960,9424141,48.4,32.9,9296859,60.3,15899986,103078,123298,2609187,79.2,4749601,144096,577007,6400700,6362843,41.2,8009100,9984195,1025700,0,2862146,3537958,593209,596,2861664,3500590,592906,589,1088084,1027717,120725,333,6993909,36,6955749,45.1,2236859,67.9,,,,
2021-05-03,OH,OHA,Ohio,11689100,Report,10644875,8563155,91067,73258,3678468,4575207,301625,7855,4777810,40.9,30.9,4709659,51.7,8461321,92868,116834,1621848,79.3,3091976,151099,520196,3615791,3584031,39.3,4425100,5663775,556000,0,1595587,2017880,291200,2324,1595428,1986288,291094,2315,680414,740086,60136,1362,3906991,33.4,3875125,42.5,1481998,72.4,,,,
2021-05-03,OK,OKA,Oklahoma,3956971,Report,3775865,2721002,95423,68765,1270111,1379852,71004,35,1536721,38.8,28.5,1518376,50.5,2691181,89565,125664,508428,80.1,933538,146983,594501,1128330,1117516,37.2,1639700,1935765,200400,0,538271,590037,70186,22,538139,579355,70148,22,225497,189752,12778,6,1198516,30.3,1187664,39.5,428033,67.4,,,,
2021-05-03,OR,ORA,Oregon,4217737,Report,3902545,3160032,92527,74922,1374263,1684772,99376,1621,1927088,45.7,29.5,1897670,56.6,3123541,93207,116453,615250,80.3,1128966,147369,509417,1245742,1238375,37,1671000,1991145,240400,0,566800,678659,98286,283,566300,671794,97984,281,253430,266839,32865,152,1344028,31.9,1336359,39.9,553286,72.2,,,,
2021-05-03,PA,PAA,Pennsylvania,12801989,Report,12877055,10367062,100586,80980,4451068,5563942,351788,264,6479070,50.6,30.5,6404598,63,10277284,101081,126651,2235848,93.4,3870847,161733,538032,3907244,3891099,38.3,5405200,6553755,918100,0,1706447,2200587,357076,210,1705940,2184952,356912,207,785083,838671,49463,120,4264320,33.3,4248011,41.8,1673337,69.9,,,,
