Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-09-29,US,USA,United States,331996199,Report,473954085,391992662,142759,118071,151310851,225313214,14977044,391553,214043376,64.5,51.1,199447200,77.2,365466588,141511,183518,51234339,93.7,98595208,180258,866515,169663731,157869907,61.1,188710600,262444335,22779800,19350,68384371,101081353,14761903,107636,67855549,89838177,14636044,105558,21811174,21517717,2165220,2349733,184335263,55.5,172515045,66.8,45552669,83.3,98595208,283545812,391629260,138119,167153,213811577,75.4,169534462,59.8,184202969,65,68380237,100954712,14758884,107567,391629260,39,3677268,,,,
2021-09-29,AK,AKA,Alaska,731545,Report,1055125,790277,144232,108028,313048,442790,34039,400,418566,57.2,46.2,387431,70.2,732843,132867,191298,78836,86.1,154845,169067,1152030,338024,312317,56.6,424180,564645,66300,0,141650,196090,31722,64,141263,170777,31587,60,41087,29749,3067,28,369526,50.5,343687,62.3,73931,80.7,148006,608877,788056,129428,173290,417223,68.5,337162,55.4,368662,60.5,141646,195232,31720,64,735475,,,,,,
2021-09-29,AL,ALA,Alabama,4903185,Report,6670090,4514239,136036,92067,1994682,2381659,137840,58,2578863,52.6,39.7,2443857,64.1,4282017,112245,174844,733371,86.3,1350465,158909,784867,1944231,1847014,48.4,3002080,3365010,303000,0,892507,1050307,139979,389,892087,953512,139900,388,337018,264533,34339,254,2083182,42.5,1985887,52.1,636144,74.9,1303652,4186880,4513828,107809,159309,2578472,61.6,1944177,46.4,2083121,49.8,892496,1050264,139972,389,4364000,,,,,,
2021-09-29,AR,ARA,Arkansas,3017804,Report,4044410,3008447,134018,99690,1305779,1601376,98487,2805,1679502,55.7,42.3,1563150,67.4,2802387,120915,174505,446675,85.3,836323,159640,772008,1277157,1188418,51.3,1778720,2076390,189300,0,586975,688866,96615,696,585918,601240,96104,671,216674,150154,14108,402,1373152,45.5,1283933,55.4,381338,72.8,799062,2557248,3003217,117439,158155,1675698,65.5,1275789,49.9,1371667,53.6,586968,687507,96498,694,2915497,,,,,,
2021-09-29,AS,ASA,American Samoa,55689,Report,66050,62048,118605,111419,16188,45313,546,1,34187,61.4,50.1,28454,65.6,51775,119366,152277,2869,30.4,5352,56719,699979,27881,23376,53.9,16100,49350,600,0,7053,20826,554,0,7038,16336,553,0,1073,1480,25,0,28433,51.1,23927,55.2,2578,27.3,5352,47557,62032,130437,138886,34177,71.9,27875,58.6,28427,59.8,7052,20821,554,0,62032,,,,,,
2021-09-29,AZ,AZA,Arizona,7278717,Report,9843760,8200157,135240,112659,3338900,4559170,288544,13543,4311856,59.2,47.2,4010265,71.1,7639931,135496,174582,1162971,88.9,2344462,179154,752217,3437833,3192377,56.6,4032280,5359380,452100,0,1451022,1980654,278962,4091,1450456,1735824,278554,4043,499100,470641,45756,2181,3714729,51,3468877,61.5,1017678,77.8,2206990,6206060,8199073,132114,158615,4310913,69.5,3437688,55.4,3714350,59.9,1450997,1980536,278727,4090,7694501,,,,,,
2021-09-29,BP2,BP2,Bureau of Prisons,0,Report,248410,227202,0,0,91528,124111,11563,0,121860,0,0,121858,0,227200,0,0,3534,0,6905,0,0,104741,104741,0,106840,129870,11700,0,44374,60319,11534,0,44374,60319,11533,0,1668,1645,168,0,116227,0,116226,0,3481,0,6905,0,227200,0,0,121858,0,104741,0,116226,0,44374,60319,11533,0,227200,,,,,,
2021-09-29,CA,CAA,California,39512223,Report,58332165,50546180,147631,127925,19376398,29302585,1854004,13193,28309785,71.6,54.3,26153403,85.4,46646119,152351,190519,5814185,99.6,10698729,183257,999161,21453540,19717344,64.4,22530160,33050205,2751800,0,8534184,12898604,1841261,3954,8508851,11188083,1833791,3696,2382541,2137575,184319,1253,23278003,58.9,21534421,70.3,4705688,80.6,10425582,33646265,50416555,149843,173369,28229295,83.9,21405006,63.6,23229123,69,8533755,12850511,1840912,3945,49472614,,,,,,
2021-09-29,CO,COA,Colorado,5758736,Report,8127615,7161102,141135,124352,2829816,4058453,267860,4973,3773179,65.5,54.8,3496124,77.7,6640426,147591,180645,768368,91.2,1545621,183476,964803,3154730,2913924,64.8,3269380,4491435,366800,0,1304379,1846382,263250,1465,1300735,1609320,262058,1414,342335,336212,23831,513,3415476,59.3,3173527,70.5,702891,83.4,1500951,4936061,7140977,144670,164658,3761331,76.2,3146642,63.7,3407364,69,1304362,1838312,263226,1464,6922989,,,,,,
2021-09-29,CT,CTA,Connecticut,3565287,Report,5615155,5030424,157495,141095,1865664,2958816,204994,950,2714593,76.1,62.9,2510102,88.5,4647700,163776,197867,627003,99.5,1232341,195534,890949,2244129,2070587,73,2270140,3082215,262800,0,876041,1366872,204189,334,875652,1193807,204015,259,229289,331497,20394,71,2447436,68.6,2273733,80.1,581251,92.2,1201671,3105947,5028694,161905,180787,2713259,87.4,2243737,72.2,2446964,78.8,875836,1366688,204109,331,4945706,,,,,,
