Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-06-02,US,USA,United States,331996199,Report,366977535,296912892,110537,89433,125201557,160601395,10889478,220462,168734435,50.8,37.8,162272565,62.9,288288182,111683,142167,47013699,86,87436565,159857,670929,125397606,123274862,47.8,151237960,194595375,21144200,0,55383061,69953332,10760744,58113,55199450,67878320,10716855,57839,19682457,19436660,1834233,25137,136155250,41,133852464,51.9,40978487,74.9,87436565,280216744,296772365,105908,130962,168600274,60.2,125391362,44.7,136146391,48.6,55379860,69949367,10759078,58086,296772365,,,,
2021-06-02,AK,AKA,Alaska,731545,Report,806335,612892,110224,83780,268309,323620,20870,93,338229,46.2,36.7,322436,58.5,590413,107044,146191,73293,80,138106,150790,880394,268722,262013,47.5,349160,398775,58400,0,123693,145001,19401,28,123383,138602,19316,28,39106,27476,2093,15,288123,39.4,281329,51,68690,75,132437,608877,612234,100551,132430,337568,55.4,268718,44.1,288117,47.3,123691,144999,19399,28,586029,,,,
2021-06-02,AL,ALA,Alabama,4903185,Report,4583270,3025283,93475,61700,1460297,1465843,99143,0,1768055,36.1,27.2,1747660,45.8,2996737,78554,120142,646134,76,1150553,135385,539312,1334039,1325258,34.7,2063580,2242890,276800,0,654791,679160,101285,88,654610,670560,101239,88,294834,231420,28610,54,1435324,29.3,1426497,37.4,554918,65.3,1106899,4186880,3024985,72249,109467,1767756,42.2,1334025,31.9,1435306,34.3,654783,679154,101281,88,2897326,,,,
2021-06-02,AR,ARA,Arkansas,3017804,Report,2772880,2083064,91884,69026,983189,1030785,68551,539,1196107,39.6,29,1163387,50.2,2038559,87958,119642,398289,76,723054,138018,529295,876131,864301,37.3,1236140,1359540,177200,0,437237,438759,66991,135,436545,427628,66654,128,192693,129324,10704,89,943122,31.3,930955,40.2,332810,63.5,688389,2557248,2080713,81365,108432,1193823,46.7,876088,34.3,942973,36.9,437233,438720,66885,135,2005150,,,,
2021-06-02,AS,ASA,American Samoa,55689,Report,54030,43052,97021,77308,10464,32562,26,0,23806,42.7,34.8,22830,52.6,41410,95333,124387,2577,27.2,4788,50576,570719,19366,18704,43.1,15600,37830,600,0,4505,14861,34,0,4492,14212,34,0,920,1373,7,0,19400,34.8,18738,43.1,2300,24.3,4788,47557,43050,90523,113611,23805,50.1,19365,40.7,19399,40.8,4504,14861,34,0,43050,,,,
2021-06-02,AZ,AZA,Arizona,7278717,Report,7816675,5983627,107391,82207,2618039,3170075,190965,4548,3380842,46.4,33.6,3263613,57.9,5821051,103238,138631,1077990,82.4,2029288,155069,597316,2447542,2406807,42.7,3237980,4153695,425000,0,1106348,1339706,183891,1488,1106074,1299249,183783,1484,446551,422220,34474,905,2631433,36.2,2590590,45.9,904150,69.1,1900005,6206060,5983203,96409,125952,3380503,54.5,2447506,39.4,2631363,42.4,1106335,1339683,183857,1488,5570220,,,,
2021-06-02,BP2,BP2,Bureau of Prisons,0,Report,190340,182706,0,0,73648,102651,6407,0,100850,0,0,100849,0,182705,0,0,3243,0,6152,0,0,80968,80968,0,76880,102960,10500,0,32978,47990,6374,0,32978,47990,6374,0,1420,1453,83,0,87342,0,87342,0,2956,0,6152,0,182705,0,0,100849,0,80968,0,87342,0,32978,47990,6374,0,182705,,,,
2021-06-02,CA,CAA,California,39512223,Report,47454630,38517344,120101,97482,16219633,20932573,1359952,5186,22526275,57,39.9,21471651,70.1,37089957,121139,154991,5302551,90.8,9451421,161892,812842,15779378,15407550,50.3,19356140,25498590,2599900,0,6968413,8809492,1348594,1473,6950550,8455561,1343078,1439,2171499,1894899,140640,597,17127972,43.3,16750628,54.7,4207635,72.1,9200844,33646265,38473453,114347,141040,22483213,66.8,15778665,46.9,17127006,50.9,6968034,8809159,1348341,1472,37751798,,,,
2021-06-02,CO,COA,Colorado,5758736,Report,6781930,5640374,117768,97945,2437715,3006100,194359,2200,3134033,54.4,42.3,2983803,66.3,5434030,120777,150736,724403,86,1382771,164144,805061,2434781,2379354,52.9,2794620,3650010,337300,0,1110246,1323865,191719,670,1107533,1271157,190880,664,324453,309136,17567,245,2626500,45.6,2570234,57.1,651401,77.3,1341026,4936061,5633757,114135,137396,3127483,63.4,2434748,49.3,2626450,53.2,1110235,1323843,191702,670,5459661,,,,
2021-06-02,CT,CTA,Connecticut,3565287,Report,4564385,4048712,128023,113559,1605056,2285854,157434,368,2263604,63.5,49.3,2147632,75.7,3889620,137062,160840,588731,93.4,1129986,179293,724225,1758501,1718491,60.6,1844940,2470845,248600,0,739266,1019140,157335,95,738935,979467,157202,89,214594,313319,16115,26,1915836,53.7,1875693,66.1,544054,86.3,1100569,3105947,4047189,130305,146956,2262445,72.8,1758176,56.6,1915442,61.7,739069,1019012,157266,95,3971559,,,,
