Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-18,US,USA,United States,331996199,Report,346672525,275535207,104421,82993,117620781,147961277,9751200,201949,158365411,47.7,34.6,154779249,60,270373283,104743,134301,46263132,84.6,85536552,156383,633807,114792940,113243911,43.9,144112040,182329485,20231000,0,50416598,64322011,9665141,51943,50302103,62836627,9635097,51764,19119204,18970217,1702456,22129,124455693,37.5,122825591,47.6,39814006,72.8,85536552,280216744,275471650,98307,123716,158307600,56.5,114787141,41,124447512,44.4,50413597,64318364,9663633,51918,275471650,,,,
2021-05-18,AK,AKA,Alaska,731545,Report,794195,587995,108564,80377,260643,309566,17697,89,321664,44,35.7,311529,56.5,571577,103629,143990,72503,79.2,136652,149203,867139,261038,254761,46.2,346140,391755,56300,0,119427,141587,16423,24,119135,135602,16349,24,38659,27219,1866,15,277461,37.9,271110,49.2,67759,74,131069,608877,587783,96536,130436,321448,52.8,261035,42.9,277456,45.6,119426,141585,16421,24,563566,,,,
2021-05-18,AL,ALA,Alabama,4903185,Report,4389040,2905553,89514,59258,1394927,1419428,91198,0,1709333,34.9,25.9,1694044,44.4,2882971,75572,115051,638582,75.1,1131972,133199,516457,1269329,1261660,33.1,1966300,2155140,267600,0,615243,654011,93051,75,615089,646496,93011,75,286817,227990,27331,46,1362380,27.8,1354671,35.5,542184,63.8,1088874,4186880,2905268,69390,104828,1709053,40.8,1269317,30.3,1362366,32.5,615237,654005,93049,75,2781366,,,,
2021-05-18,AR,ARA,Arkansas,3017804,Report,2720190,1973505,90138,65395,935032,976161,61809,503,1138400,37.7,27.4,1118522,48.3,1944139,83884,117369,392302,74.9,708745,135287,519237,826123,816575,35.2,1206540,1339650,174000,0,409268,416730,60396,125,408736,407716,60103,123,187444,126759,9798,87,886519,29.4,876678,37.8,324088,61.9,674670,2557248,1971961,77113,106372,1136911,44.5,826084,32.3,886375,34.7,409264,416695,60291,125,1898716,,,,
2021-05-18,AS,ASA,American Samoa,55689,Report,54030,40525,97021,72770,9382,31121,22,0,22498,40.4,32.6,21702,50,39129,90082,124387,2501,26.4,4640,49012,570719,18153,17556,40.4,15600,37830,600,0,4104,14049,29,0,4093,13463,29,0,892,1330,6,0,18182,32.6,17585,40.5,2228,23.5,4640,47557,40523,85209,113611,22497,47.3,18152,38.2,18181,38.2,4103,14049,29,0,40523,,,,
2021-05-18,AZ,AZA,Arizona,7278717,Report,7469565,5635242,102622,77421,2473399,2985461,172598,3784,3197814,43.9,31.5,3128691,55.5,5528631,98052,132475,1062319,81.2,1991316,152168,570791,2291024,2256780,40,3123620,3937245,408700,0,1017035,1272747,166156,1242,1016821,1238719,166056,1240,432877,415973,31507,774,2457180,33.8,2422836,43,881131,67.3,1863754,6206060,5634859,90796,120359,3197524,51.5,2290988,36.9,2457110,39.6,1017022,1272724,166122,1242,5237093,,,,
2021-05-18,BP2,BP2,Bureau of Prisons,0,Report,177850,171089,0,0,67708,98945,4436,0,95950,0,0,95949,0,171088,0,0,3194,0,5987,0,0,74357,74357,0,70300,99450,8100,0,28551,45806,4416,0,28551,45806,4416,0,1352,1406,64,0,78773,0,78773,0,2822,0,5987,0,171088,0,0,95949,0,74357,0,78773,0,28551,45806,4416,0,171088,,,,
2021-05-18,CA,CAA,California,39512223,Report,44976950,35518035,113830,89891,15207056,19058177,1248501,4301,21168286,53.6,35.8,20546254,67.1,34626219,113093,146899,5225829,89.5,9258459,158586,770402,14153047,13884325,45.3,18518740,23914410,2543800,0,6260231,7891699,1238262,1117,6248899,7634330,1233552,1096,2116166,1837088,129739,484,15391309,39,15117877,49.4,4083477,69.9,9011345,33646265,35503359,105519,133676,21154313,62.9,14152390,42.1,15390412,45.7,6259870,7891403,1238022,1117,34812370,,,,
2021-05-18,CO,COA,Colorado,5758736,Report,6477190,5209739,112476,90467,2295264,2740479,172622,1374,2923899,50.8,38.6,2840414,63.1,5083921,112996,143963,714524,84.8,1358369,161248,768886,2223265,2181315,48.5,2700400,3455790,321000,0,1014674,1208195,170385,396,1012684,1168240,169683,391,318016,302249,15524,172,2393650,41.6,2350998,52.3,635961,75.5,1317061,4936061,5208117,105512,131222,2922308,59.2,2223242,45,2393610,48.5,1014664,1208182,170368,396,5042120,,,,
2021-05-18,CT,CTA,Connecticut,3565287,Report,4282495,3753824,120116,105288,1499310,2111966,142258,290,2127484,59.7,45,2056539,72.5,3651290,128664,150906,581472,92.3,1110743,176240,679498,1603135,1573608,55.5,1715760,2326935,239800,0,664257,938811,142416,67,663948,909594,142295,66,208135,308403,14551,22,1745551,49,1715903,60.5,531111,84.3,1081492,3105947,3752374,120813,137880,2126393,68.5,1602824,51.6,1745175,56.2,664063,938694,142351,67,3678099,,,,
