Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-05,AK,AKA,Alaska,731545,245700,134002,33586,18318,101225,13837,32593,4455,13.8,4.5,,,
2021-02-05,AL,ALA,Alabama,4903185,799875,430597,16313,8782,353522,7210,76603,1562,7.2,1.6,,,
2021-02-05,AR,ARA,Arkansas,3017804,535550,351175,17746,11637,274459,9095,73810,2446,9.1,2.4,,,
2021-02-05,AS,ASA,American Samoa,55689,29450,12029,52883,21600,9775,17553,2252,4044,17.6,4,,,
2021-02-05,AZ,AZA,Arizona,7278717,1186000,719458,16294,9884,597525,8209,121227,1665,8.2,1.7,,,
2021-02-05,BP2,BP2,Bureau of Prisons,0,37050,38164,0,0,25657,0,12426,0,0,0,,,
2021-02-05,CA,CAA,California,39512223,6773350,3920632,17142,9923,3228084,8170,675027,1708,8.2,1.7,,,
2021-02-05,CO,COA,Colorado,5758736,989075,661703,17175,11490,495381,8602,162511,2822,8.6,2.8,,,
2021-02-05,CT,CTA,Connecticut,3565287,668125,502347,18740,14090,387627,10872,106224,2979,10.9,3,,,
2021-02-05,DC,DCA,District of Columbia,705749,166950,98862,23656,14008,69999,9918,22719,3219,9.9,3.2,,,
2021-02-05,DD2,DD2,Dept of Defense,0,940100,559379,0,0,452438,0,97352,0,0,0,,,
2021-02-05,DE,DEA,Delaware,973764,161525,114226,16588,11730,92265,9475,21264,2184,9.5,2.2,,,
2021-02-05,FL,FLA,Florida,21477737,3791925,2260744,17655,10526,1812723,8440,440172,2049,8.4,2,,,
2021-02-05,FM,FMA,Federated States of Micronesia,103643,21900,7005,21130,6759,6943,6699,35,34,6.7,0,,,
2021-02-05,GA,GAA,Georgia,10617423,1688075,1051622,15899,9905,860543,8105,169163,1593,8.1,1.6,,,
2021-02-05,GU,GUA,Guam,165768,51300,27369,30947,16510,21871,13194,5321,3210,13.2,3.2,,,
2021-02-05,HI,HIA,Hawaii,1415872,262900,169713,18568,11986,126683,8947,33726,2382,8.9,2.4,,,
2021-02-05,IA,IAA,Iowa,3155070,507850,293377,16096,9299,215693,6836,74252,2353,6.8,2.4,,,
2021-02-05,ID,IDA,Idaho,1787065,262275,159394,14676,8919,120147,6723,28970,1621,6.7,1.6,,,
2021-02-05,IH2,IH2,Indian Health Svc,0,492875,244323,0,0,185622,0,54966,0,0,0,,,
2021-02-05,IL,ILA,Illinois,12671821,2089050,1247521,16486,9845,962345,7594,260248,2054,7.6,2.1,,,
2021-02-05,IN,INA,Indiana,6732219,1117350,710888,16597,10559,568118,8439,142405,2115,8.4,2.1,,,
2021-02-05,KS,KSA,Kansas,2913314,492250,263624,16897,9049,206997,7105,54834,1882,7.1,1.9,,,
2021-02-05,KY,KYA,Kentucky,4467673,747000,483777,16720,10828,387902,8682,93651,2096,8.7,2.1,,,
2021-02-05,LA,LAA,Louisiana,4648794,746550,536404,16059,11539,404021,8691,131355,2826,8.7,2.8,,,
2021-02-05,MA,MAA,Massachusetts,6892503,1247600,685074,18101,9939,539877,7833,143690,2085,7.8,2.1,,,
2021-02-05,MD,MDA,Maryland,6045680,1011875,594647,16737,9836,478473,7914,115640,1913,7.9,1.9,,,
2021-02-05,ME,MEA,Maine,1344212,254550,159236,18937,11846,119024,8855,38542,2867,8.9,2.9,,,
2021-02-05,MH,MHA,Marshall Islands,58413,21000,4553,35951,7794,4072,6971,443,758,7,0.8,,,
2021-02-05,MI,MIA,Michigan,9986857,1639575,1134175,16417,11357,866766,8679,252963,2533,8.7,2.5,,,
2021-02-05,MN,MNA,Minnesota,5639632,934400,634453,16568,11250,459716,8152,131728,2336,8.2,2.3,,,
2021-02-05,MO,MOA,Missouri,6137428,957550,536188,15602,8736,412990,6729,118308,1928,6.7,1.9,,,
2021-02-05,MP,MPA,Northern Mariana Islands,56882,29650,11332,52125,19922,7633,13419,3692,6491,13.4,6.5,,,
2021-02-05,MS,MSA,Mississippi,2976149,495950,275884,16664,9270,238039,7998,37572,1262,8,1.3,,,
2021-02-05,MT,MTA,Montana,1068778,163675,122536,15314,11465,91611,8572,30749,2877,8.6,2.9,,,
2021-02-05,NC,NCA,North Carolina,10488084,1718275,1110074,16383,10584,902198,8602,206642,1970,8.6,2,,,
2021-02-05,ND,NDA,North Dakota,762062,131625,112827,17272,14805,78325,10278,30829,4045,10.3,4,,,
2021-02-05,NE,NEA,Nebraska,1934408,346175,204136,17896,10553,147583,7629,55313,2859,7.6,2.9,,,
2021-02-05,NH,NHA,New Hampshire,1359711,245000,153145,18019,11263,112544,8277,40489,2978,8.3,3,,,
2021-02-05,NJ,NJA,New Jersey,8882190,1435750,884736,16164,9961,724879,8161,157642,1775,8.2,1.8,,,
2021-02-05,NM,NMA,New Mexico,2096829,364875,306945,17401,14639,231864,11058,71951,3431,11.1,3.4,,,
2021-02-05,NV,NVA,Nevada,3080156,425300,304323,13808,9880,252886,8210,49925,1621,8.2,1.6,,,
2021-02-05,NY,NYA,New York State,19453561,3378300,2132305,17366,10961,1610832,8280,426368,2192,8.3,2.2,,,
2021-02-05,OH,OHA,Ohio,11689100,1901750,1177237,16269,10071,936321,8010,239651,2050,8,2.1,,,
2021-02-05,OK,OKA,Oklahoma,3956971,700225,510693,17696,12906,393313,9940,114208,2886,9.9,2.9,,,
2021-02-05,OR,ORA,Oregon,4217737,733875,487153,17400,11550,378078,8964,107146,2540,9,2.5,,,
2021-02-05,PA,PAA,Pennsylvania,12801989,2292500,1271529,17907,9932,993076,7757,275444,2152,7.8,2.2,,,
2021-02-05,PR,PRA,Puerto Rico,3193694,623325,288024,19517,9019,221431,6933,65261,2043,6.9,2,,,
2021-02-05,RI,RIA,Rhode Island,1059361,178600,106949,16859,10096,77940,7357,28979,2736,7.4,2.7,,,
2021-02-05,RP,RPA,Republic of Palau,17907,6000,3360,33506,18764,3109,17362,251,1402,17.4,1.4,,,
2021-02-05,SC,SCA,South Carolina,5148714,684700,518892,13298,10078,418519,8129,96485,1874,8.1,1.9,,,
2021-02-05,SD,SDA,South Dakota,884659,153450,121593,17346,13745,85921,9712,35590,4023,9.7,4,,,
2021-02-05,TN,TNA,Tennessee,6829174,1108925,718487,16238,10521,500458,7328,215763,3159,7.3,3.2,,,
2021-02-05,TX,TXA,Texas,28995881,4244375,2930767,14638,10108,2257870,7787,670782,2313,7.8,2.3,,,
2021-02-05,UT,UTA,Utah,3205958,493425,376495,15391,11744,271345,8464,80826,2521,8.5,2.5,,,
2021-02-05,VA,VAA,Virginia,8535519,1387775,993848,16259,11644,805624,9438,159239,1866,9.4,1.9,,,
2021-02-05,VA2,VA2,Veterans Health,0,1600425,1078011,0,0,847699,0,229255,0,0,0,,,
2021-02-05,VI,VIA,Virgin Islands,104680,20625,8884,19703,8487,6673,6375,2211,2112,6.4,2.1,,,
