Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-09-24,US,USA,United States,331996199,Report,470630875,388567109,141758,117040,150619059,222663971,14900349,383730,212861380,64.1,50.7,198393188,76.8,362384190,140318,182232,51068426,93.4,97645661,178522,860439,168359828,156860356,60.7,187805040,260402685,22403800,19350,68051592,100115440,14685528,106136,67528103,89064149,14560813,104103,21471810,21702544,2240652,46228,182958696,55.1,171257168,66.3,45461234,83.1,97645661,283545812,388205125,136911,165981,212630381,75,168230845,59.3,182825411,64.5,68047610,99989174,14682558,106069,388205125,38,2443106,,,,
2021-09-24,AK,AKA,Alaska,731545,Report,1034565,775360,141422,105989,309832,431545,33609,374,415602,56.8,45.5,384800,69.8,719166,130387,187570,78548,85.8,152522,166531,1129590,332793,307765,55.8,420400,548265,65900,0,140611,191902,31316,64,140229,167263,31181,60,40994,29582,3040,28,363893,49.7,338733,61.4,73644,80.4,145738,608877,773142,126978,169914,414261,68,331932,54.5,363030,59.6,140607,191045,31314,64,721637,,,,,,
2021-09-24,AL,ALA,Alabama,4903185,Report,6601120,4449282,134629,90743,1973160,2338887,137184,51,2558569,52.2,39,2425694,63.6,4223346,110707,173036,730562,86,1336721,157291,776751,1910998,1817810,47.7,2969900,3333420,297800,0,879875,1029765,139364,379,879463,936991,139286,378,335333,262974,34286,247,2049383,41.8,1956118,51.3,632840,74.5,1290007,4186880,4448880,106258,157662,2558182,61.1,1910948,45.6,2049326,48.9,879864,1029726,139357,379,4299683,,,,,,
2021-09-24,AR,ARA,Arkansas,3017804,Report,3987780,2980044,132142,98749,1298340,1580744,98226,2734,1671698,55.4,41.9,1556216,67.1,2776484,119797,172061,445333,85,827779,158009,761198,1265302,1178165,50.8,1768680,2033100,186000,0,582493,681513,96346,691,581439,595483,95837,669,216135,149209,14094,401,1361043,45.1,1273428,54.9,379839,72.5,790614,2557248,2974818,116329,155940,1667898,65.2,1263934,49.4,1359558,53.2,582486,680154,96229,689,2887469,,,,,,
2021-09-24,AS,ASA,American Samoa,55689,Report,66050,60516,118605,108668,15817,44152,546,1,33515,60.2,48.5,27987,64.5,50975,117522,152277,2848,30.2,5320,56380,699979,27028,23049,53.1,16100,49350,600,0,6823,20204,554,0,6808,16240,553,0,1064,1479,25,0,27581,49.5,23601,54.4,2568,27.2,5320,47557,60501,127218,138886,33505,70.5,27023,56.8,27576,58,6822,20200,554,0,60501,,,,,,
2021-09-24,AZ,AZA,Arizona,7278717,Report,9801400,8132315,134658,111727,3323774,4508379,287049,13113,4289019,58.9,46.9,3990650,70.8,7579395,134423,173831,1159896,88.6,2323976,177588,748980,3413564,3172060,56.3,4015880,5338320,447200,0,1443984,1963598,277567,3989,1443428,1722707,277162,3943,498255,468217,45651,2131,3689138,50.7,3447240,61.1,1014254,77.5,2187191,6206060,8131245,131021,157933,4288083,69.1,3413422,55,3688763,59.4,1443960,1963482,277333,3988,7629915,,,,,,
2021-09-24,BP2,BP2,Bureau of Prisons,0,Report,239520,226092,0,0,90950,123651,11491,0,121329,0,0,121327,0,226090,0,0,3530,0,6888,0,0,104196,104196,0,99120,128700,11700,0,44038,60110,11462,0,44038,60110,11461,0,1662,1640,167,0,115610,0,115609,0,3469,0,6888,0,226090,0,0,121327,0,104196,0,115609,0,44038,60110,11461,0,226090,,,,,,
2021-09-24,CA,CAA,California,39512223,Report,58025345,50180738,146854,127001,19301600,29023238,1842821,13079,28172826,71.3,54,26034876,85,46321007,151289,189516,5794816,99.3,10604772,181647,993905,21318247,19603852,64,22510120,32834925,2680300,0,8501841,12796180,1830210,3930,8476544,11107421,1822755,3675,2378598,2128997,183230,1247,23132161,58.5,21410395,69.9,4692072,80.4,10332457,33646265,50051201,148757,172457,28092397,83.5,21269741,63.2,23083311,68.6,8501413,12748114,1829863,3921,49116004,,,,,,
2021-09-24,CO,COA,Colorado,5758736,Report,8094315,7100573,140557,123301,2818646,4011121,265904,4902,3755485,65.2,54.5,3480444,77.4,6584541,146349,179905,766209,91,1524938,181020,960850,3135974,2897757,64.4,3257620,4477395,359300,0,1300315,1831797,261378,1451,1296676,1597317,260188,1401,341955,334103,23720,508,3394941,59,3155582,70.1,700286,83.1,1480442,4936061,7080467,143444,163983,3743652,75.8,3127891,63.4,3386835,68.6,1300298,1823732,261355,1450,6865084,,,,,,
2021-09-24,CT,CTA,Connecticut,3565287,Report,5579775,4986975,156503,139876,1857028,2925007,204007,933,2697220,75.7,62.6,2494515,87.9,4608175,162383,196620,623389,98.9,1216931,193089,885336,2231051,2059653,72.6,2259880,3063495,256400,0,872433,1357453,203191,328,872044,1186529,203017,256,228959,330907,20330,70,2433405,68.3,2261846,79.7,580266,92.1,1186393,3105947,4985252,160507,179648,2695890,86.8,2230662,71.8,2432936,78.3,872228,1357271,203111,326,4902670,,,,,,
