Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-04-02,US,USA,United States,331996199,Report,204719335,157606463,61663,47472,72997571,80845236,3617377,146279,101804762,30.7,16.4,101288138,39.2,156987137,60817,79308,40699456,74.4,69584105,127218,374280,54392423,54291814,21,93345100,103056135,8318100,0,25353187,29005371,3592833,33394,25336598,28921382,3587432,33364,13838288,14469735,932646,12160,57984785,17.5,57878778,22.4,29252830,53.5,,,,
2021-04-02,AK,AKA,Alaska,731545,Report,629315,415690,86025,56824,188840,220565,6229,56,252586,34.5,22.1,248279,45,409577,74258,114097,66583,72.7,119743,130741,687115,161486,159685,29,283700,319215,26400,0,72694,88782,6075,10,72613,87062,6044,10,32427,22360,687,4,167561,22.9,165729,30,55478,60.6,,,,
2021-04-02,AL,ALA,Alabama,4903185,Report,2872410,1813462,58583,36985,893161,876766,43535,0,1211424,24.7,13.2,1209215,31.7,1811031,47473,75295,549253,64.6,886401,104302,337995,646537,646252,16.9,1371000,1384110,117300,0,321482,325018,44545,37,321449,324766,44532,37,193082,161999,16144,26,691082,14.1,690784,18.1,371251,43.7,,,,
2021-04-02,AR,ARA,Arkansas,3017804,Report,1838220,1244076,60913,41225,606254,607449,30103,270,822604,27.3,13.9,819446,35.4,1240756,53535,79314,346338,66.1,571056,109005,350884,420278,420030,18.1,880900,884520,72800,0,211413,208806,29271,59,211383,208588,29132,59,130340,95381,5045,46,449549,14.9,449162,19.4,230812,44.1,,,,
2021-04-02,AS,ASA,American Samoa,55689,Report,43810,31761,78669,57033,6737,25024,0,0,18097,32.5,24.7,17528,40.4,30782,70866,100859,2234,23.6,4067,42960,462765,13750,13343,30.7,12400,30810,600,0,2837,10913,4,0,2835,10508,4,0,714,1179,1,0,13754,24.7,13347,30.7,1894,20,,,,
2021-04-02,AZ,AZA,Arizona,7278717,Report,4518235,3581448,62075,49204,1613264,1911327,55278,1579,2235527,30.7,17.1,2219386,39.4,3559601,63130,80132,945942,72.3,1657369,126649,345264,1244867,1240979,22,2063600,2272335,182300,0,555309,689016,53460,542,555229,685208,53408,542,305134,343534,13567,366,1298327,17.8,1294387,23,662601,50.6,,,,
2021-04-02,BP2,BP2,Bureau of Prisons,0,Report,108010,110979,0,0,44332,66212,435,0,64308,0,0,64307,0,110978,0,0,2673,0,4798,0,0,46070,46070,0,44300,62010,1700,0,17945,28125,434,0,17945,28125,434,0,957,1138,4,0,46504,0,46504,0,2099,0,,,,
2021-04-02,CA,CAA,California,39512223,Report,24873840,18985902,62952,48051,8894952,9699259,389990,1701,12625303,32,15.8,12554373,41,18903224,61740,81240,4602088,78.8,7757149,132871,426059,6249927,6238365,20.4,11203500,12552540,1117800,0,2887838,3361791,387511,298,2886761,3351307,386650,297,1619008,1478309,53188,196,6637438,16.8,6625015,21.6,3150701,54,,,,
2021-04-02,CO,COA,Colorado,5758736,Report,3517390,2803981,61079,48691,1352252,1388628,62358,743,1792685,31.1,17.2,1784105,39.7,2794074,62101,78178,657006,78,1196322,142012,417538,989532,988210,22,1635800,1747590,134000,0,473795,515559,61468,178,473682,514350,61357,178,264335,264751,8491,98,1051000,18.3,1049567,23.3,537675,63.8,,,,
2021-04-02,CT,CTA,Connecticut,3565287,Report,2560585,2035542,71820,57093,891158,1092704,51535,145,1307704,36.7,20,1305564,46,2032521,71622,90230,531779,84.4,962451,152711,406285,714167,713394,25.1,1111900,1349985,98700,0,311607,402538,51472,22,311432,401940,51434,22,162700,255999,6456,13,765639,21.5,764828,27,425168,67.5,,,,
2021-04-02,DC,DCA,District of Columbia,705749,Report,542795,388617,76910,55064,151292,228689,8636,0,202602,28.7,13.4,201921,35,387849,67151,93977,61090,69.9,130135,148993,621452,94446,94290,16.3,224200,296595,22000,0,42938,51492,9436,16,42937,51337,9433,16,23853,17538,828,7,103882,14.7,103723,18,42226,48.3,,,,
2021-04-02,DD2,DD2,Dept of Defense,0,Report,2688440,1993503,0,0,915545,1053245,24314,399,1253369,0,0,1247919,0,1987005,0,0,137393,0,230882,0,0,686868,686034,0,1157300,1449240,81900,0,305698,381170,21399,0,305664,380370,21390,0,29365,58270,1051,0,708267,0,707424,0,88686,0,,,,
2021-04-02,DE,DEA,Delaware,973764,Report,629885,485988,64686,49908,204780,268951,12177,80,318248,32.7,16,317100,41.2,484517,62909,81783,151448,80.2,254827,134896,333438,155320,155224,20.2,283000,324285,22600,0,67818,87478,12362,24,67805,87395,12360,24,44240,52550,5048,16,167682,17.2,167584,21.8,101854,53.9,,,,
2021-04-02,FL,FLA,Florida,21477737,Report,13580965,9988150,63233,46505,4699264,5024912,249848,14126,6230063,29,15.5,6218083,36.1,9974179,57829,78740,3449230,76.7,6214523,138182,301978,3339110,3337309,19.3,6140700,6873165,567100,0,1580108,1754356,247764,4646,1579521,1753142,247650,4646,1197695,1196472,80498,3953,3586874,16.7,3584959,20.8,2478618,55.1,,,,
2021-04-02,FM,FMA,Federated States of Micronesia,103643,Report,63000,25176,60786,24291,25176,0,0,0,15567,15,9.3,15554,19.2,25163,31126,77930,1451,8.2,2454,13928,357569,9669,9669,12,61600,0,1400,0,9650,19,1,0,9650,19,1,0,1028,4,0,0,9670,9.3,9670,12,1032,5.9,,,,
2021-04-02,GA,GAA,Georgia,10617423,Report,6181185,4055515,58217,38197,2032859,1945892,76501,263,2659950,25.1,12.1,2645510,32.6,4040345,49798,76184,1053350,69.4,1887159,124404,407473,1285471,1284802,15.8,2881600,3069885,229700,0,686926,598375,74152,170,686846,597786,74021,170,446105,319434,9730,105,1359623,12.8,1358823,16.7,775374,51.1,,,,
