Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-14,US,USA,United States,331996199,Report,341865945,268438666,102973,80856,115127784,143680891,9431604,198387,155251852,46.8,33.4,152600720,59.1,264437226,102443,132439,46035264,84.2,84925757,155266,625019,110911800,109584856,42.5,142887560,178854585,20123800,0,48745748,62113204,9348976,50709,48652432,60850329,9321002,50549,18946194,18803107,1660256,21618,120258637,36.2,118874312,46.1,39431175,72.1,84925757,280216744,268382603,95777,122001,155201979,55.4,110905543,39.6,120247887,42.9,48742634,62109248,9345326,50678,268382603,,,,
2021-05-14,AK,AKA,Alaska,731545,Report,792055,580781,108272,79391,258921,304803,16968,89,316924,43.3,35.3,308937,56,566701,102745,143602,72275,78.9,136246,148760,864802,258576,252497,45.8,344700,391755,55600,0,118438,140114,15717,24,118153,134320,15644,24,38538,27137,1788,15,274293,37.5,268141,48.6,67478,73.7,130685,608877,580727,95377,130085,316865,52,258573,42.5,274288,45,118437,140112,15715,24,556708,,,,
2021-05-14,AL,ALA,Alabama,4903185,Report,4348790,2859591,88693,58321,1370696,1400304,88591,0,1687875,34.4,25.4,1675471,43.9,2840458,74457,113995,635738,74.8,1124858,132362,511720,1243818,1236758,32.4,1946140,2135250,267400,0,600231,643515,90358,72,600084,636602,90316,72,283967,226481,26872,45,1334176,27.2,1327074,34.8,537365,63.2,1081958,4186880,2859308,68292,103867,1687595,40.3,1243806,29.7,1334160,31.9,600225,643509,90354,72,2736586,,,,
2021-05-14,AR,ARA,Arkansas,3017804,Report,2714140,1938998,89938,64252,916875,960869,60755,499,1122780,37.2,26.8,1106520,47.7,1913959,82582,117107,390477,74.5,703473,134281,518082,807330,798482,34.5,1204000,1336140,174000,0,397195,410018,59356,117,396707,401660,59071,115,185010,125802,9609,81,866686,28.7,857553,37,320502,61.2,669564,2557248,1937674,75772,106135,1121506,43.9,807291,31.6,866540,33.9,397191,409983,59249,117,1865161,,,,
2021-05-14,AS,ASA,American Samoa,55689,Report,54030,40091,97021,71991,9243,30826,22,0,22335,40.1,32.1,21550,49.6,38731,89166,124387,2494,26.3,4619,48791,570719,17882,17310,39.9,15600,37830,600,0,4059,13823,29,0,4048,13262,29,0,889,1318,6,0,17911,32.2,17339,39.9,2213,23.4,4619,47557,40089,84297,113611,22334,47,17881,37.6,17910,37.7,4058,13823,29,0,40089,,,,
2021-05-14,AZ,AZA,Arizona,7278717,Report,7417255,5521396,101903,75857,2424364,2925848,167527,3657,3142269,43.2,30.7,3092039,54.8,5436604,96420,131547,1057846,80.8,1978862,151216,566794,2235477,2203544,39.1,3114600,3893955,408700,0,985983,1248285,161249,1209,985779,1216558,161150,1207,428567,413648,30625,761,2396726,32.9,2364694,41.9,873601,66.8,1851762,6206060,5521038,88962,119516,3141996,50.6,2235442,36,2396656,38.6,985970,1248263,161214,1209,5128207,,,,
2021-05-14,BP2,BP2,Bureau of Prisons,0,Report,177850,166200,0,0,64933,97453,3814,0,93345,0,0,93344,0,166199,0,0,3159,0,5895,0,0,72084,72084,0,70300,99450,8100,0,27555,44529,3796,0,27555,44529,3796,0,1309,1392,59,0,75880,0,75880,0,2760,0,5895,0,166199,0,0,93344,0,72084,0,75880,0,27555,44529,3796,0,166199,,,,
2021-05-14,CA,CAA,California,39512223,Report,43976220,34319950,111298,86859,14787074,18311468,1217292,4116,20694881,52.4,34,20242670,66.1,33649780,109903,143631,5198092,89,9180555,157252,753261,13433409,13216472,43.2,18179280,23269740,2527200,0,5959049,7473332,1207324,1028,5949796,7265665,1202822,1011,2091782,1812395,126482,469,14640733,37.1,14419294,47.1,4031128,69,8934335,33646265,34315443,101989,130702,20691028,61.5,13432777,39.9,14639868,43.5,5958696,7473053,1207091,1028,33631885,,,,
2021-05-14,CO,COA,Colorado,5758736,Report,6335310,5065097,110012,87955,2243675,2652551,167539,1332,2862255,49.7,37.2,2799399,62.2,4964676,110345,140809,711775,84.5,1350737,160342,752044,2142501,2105134,46.8,2696580,3317730,321000,0,979371,1162751,165451,379,977649,1127111,164769,374,315958,299667,15035,162,2307952,40.1,2269903,50.5,630822,74.9,1309655,4936061,5064785,102608,128347,2861965,58,2142479,43.4,2307915,46.8,979361,1162739,165436,379,4901252,,,,
2021-05-14,CT,CTA,Connecticut,3565287,Report,4200875,3637551,117827,102027,1464294,2035298,137675,284,2078246,58.3,43.2,2030724,71.6,3564660,125611,148030,579335,91.9,1105097,175344,666547,1538454,1514200,53.4,1699760,2261415,239700,0,638048,900340,137871,66,637754,876381,137762,65,206556,306630,13971,22,1676325,47,1651962,58.2,527179,83.6,1075912,3105947,3636137,117070,135253,2077182,66.9,1538154,49.5,1675961,54,637860,900228,137807,66,3562225,,,,
