Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-09-28,US,USA,United States,331996199,Report,472646105,391152574,142365,117818,151150063,224659347,14954307,388857,213752856,64.4,51,199183448,77.1,364688708,141210,183012,51158818,93.5,98279727,179682,864124,169414059,157654889,61,188439300,261562155,22625300,19350,68309671,100907902,14740739,106890,67781477,89697441,14615037,104877,21798309,21491044,2163416,2349816,185265610,55.8,172279662,66.7,45516260,83.2,98279727,283545812,390789347,137822,166691,213521176,75.3,169284835,59.7,183932963,64.9,68305542,100781299,14737730,106823,390789347,39,3399837,,,,
2021-09-28,AK,AKA,Alaska,731545,Report,1048375,787670,143310,107672,312691,440640,33951,388,417974,57.1,46.1,386892,70.1,730382,132421,190074,78759,86,154141,168298,1144660,337331,311719,56.5,421240,561135,66000,0,141522,195525,31630,64,141136,170306,31495,60,41071,29727,3058,28,368741,50.4,342997,62.2,73884,80.7,147312,608877,785449,129000,172182,416631,68.4,336469,55.3,367877,60.4,141518,194667,31628,64,733298,,,,,,
2021-09-28,AL,ALA,Alabama,4903185,Report,6646890,4511086,135563,92003,1993329,2379928,137774,55,2577657,52.6,39.6,2442722,64,4279056,112168,174236,733097,86.3,1349497,158795,782137,1942678,1845593,48.4,2990340,3355650,300900,0,891627,1049641,139913,386,891208,952977,139834,385,336875,264467,34332,251,2081567,42.5,1984404,52,635925,74.8,1302727,4186880,4510676,107734,158755,2577266,61.6,1942625,46.4,2081507,49.7,891616,1049599,139906,386,4361025,,,,,,
2021-09-28,AR,ARA,Arkansas,3017804,Report,4000450,2998827,132562,99371,1303979,1593691,98381,2776,1677280,55.6,42.2,1561165,67.4,2793409,120528,172608,446176,85.2,832442,158899,763617,1273986,1185646,51.2,1777640,2036610,186200,0,585889,686790,96505,693,584832,599561,95995,670,216536,149774,14103,402,1369877,45.4,1281058,55.3,380815,72.7,795226,2557248,2993599,117063,156436,1673478,65.4,1272618,49.8,1368392,53.5,585882,685431,96388,691,2906012,,,,,,
2021-09-28,AS,ASA,American Samoa,55689,Report,66050,61778,118605,110934,16013,45218,546,1,34098,61.2,49.7,28385,65.4,51537,118817,152277,2867,30.4,5346,56655,699979,27701,23208,53.5,16100,49350,600,0,6900,20799,554,0,6885,16321,553,0,1069,1480,25,0,28253,50.7,23759,54.8,2574,27.3,5346,47557,61762,129869,138886,34088,71.7,27695,58.2,28247,59.4,6899,20794,554,0,61762,,,,,,
2021-09-28,AZ,AZA,Arizona,7278717,Report,9828950,8187828,135037,112490,3336552,4549654,288209,13413,4308119,59.2,47.2,4007081,71.1,7628873,135300,174319,1162282,88.8,2339730,178792,751085,3433924,3189173,56.6,4027220,5353530,448200,0,1449970,1977843,278660,4060,1449411,1733710,278252,4013,498947,470107,45729,2166,3710533,51,3465386,61.5,1016949,77.7,2202558,6206060,8186747,131915,158377,4307177,69.4,3433780,55.3,3710155,59.8,1449946,1977725,278425,4059,7682939,,,,,,
2021-09-28,BP2,BP2,Bureau of Prisons,0,Report,244330,226938,0,0,91411,123999,11528,0,121744,0,0,121742,0,226936,0,0,3534,0,6903,0,0,104606,104606,0,102760,129870,11700,0,44293,60265,11499,0,44293,60265,11498,0,1666,1645,168,0,116057,0,116056,0,3479,0,6903,0,226936,0,0,121742,0,104606,0,116056,0,44293,60265,11498,0,226936,,,,,,
2021-09-28,CA,CAA,California,39512223,Report,58271295,50470695,147477,127734,19364358,29241716,1851465,13156,28284147,71.6,54.2,26131330,85.3,46577217,152126,190320,5810424,99.5,10673397,182823,998118,21433035,19699894,64.3,22517000,33023295,2731000,0,8529106,12883275,1838714,3950,8503781,11175799,1831247,3694,2381970,2135618,184121,1252,23255045,58.9,21514521,70.3,4702961,80.6,10400604,33646265,50341082,149619,173188,28203669,83.8,21384501,63.6,23206166,69,8528677,12835182,1838366,3941,49399386,,,,,,
2021-09-28,CO,COA,Colorado,5758736,Report,8110245,7148674,140834,124136,2827715,4048812,267208,4939,3769431,65.5,54.7,3492784,77.6,6628867,147334,180259,767823,91.1,1541098,182939,962741,3151385,2911034,64.7,3265600,4483245,361400,0,1303661,1843780,262638,1459,1300019,1607170,261447,1408,342242,335712,23798,509,3411538,59.2,3170044,70.5,702261,83.4,1496498,4936061,7128557,144418,164306,3757590,76.1,3143299,63.7,3403429,69,1303644,1835712,262615,1458,6911072,,,,,,
2021-09-28,CT,CTA,Connecticut,3565287,Report,5595045,5019855,156931,140798,1863976,2950247,204692,940,2710669,76,62.9,2506527,88.3,4637881,163430,197158,625932,99.3,1227410,194752,887759,2241738,2068593,72.9,2268880,3064665,261500,0,875354,1365185,203890,330,874965,1192514,203716,258,229213,331340,20379,70,2444759,68.6,2271453,80,581002,92.2,1196802,3105947,5018129,161565,180140,2709337,87.2,2241348,72.2,2444289,78.7,875149,1365002,203810,328,4935282,,,,,,
