Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-23,US,USA,United States,331996199,Report,357250375,285720586,107607,86061,121125577,154119424,10265423,210162,163309414,49.2,36.1,158340340,61.3,278791429,108004,138399,46692825,85.4,86442890,158040,653146,119863473,118052443,45.7,148157400,188398275,20694700,0,52681665,67124436,10153418,54656,52534710,65357839,10117081,54434,19403166,19232641,1768166,23522,130014175,39.2,128064065,49.6,40427496,73.9,86442890,280216744,285618036,101928,127491,163212887,58.2,119857473,42.8,130005679,46.4,52678575,67120645,10151830,54629,285618036,,,,
2021-05-23,AK,AKA,Alaska,731545,Report,802575,601098,109710,82168,264477,317218,19310,93,330605,45.2,36.2,316834,57.4,580818,105304,145509,72906,79.6,137369,149986,876288,264797,258286,46.8,348140,396435,58000,0,121548,143221,17930,28,121251,137007,17853,28,38885,27333,1984,15,282727,38.6,276139,50.1,68217,74.5,131739,608877,600593,98639,131812,330098,54.2,264793,43.5,282721,46.4,121546,143219,17928,28,575435,,,,
2021-05-23,AL,ALA,Alabama,4903185,Report,4476640,2981931,91301,60816,1436113,1449577,96241,0,1746820,35.6,26.7,1727484,45.3,2954615,77450,117347,643531,75.7,1144077,134623,526765,1309577,1301097,34.1,2008280,2197260,271100,0,639630,669865,98192,82,639452,661563,98149,82,291815,230252,28156,51,1407769,28.7,1399246,36.7,550274,64.8,1100671,4186880,2981642,71214,106921,1746532,41.7,1309564,31.3,1407754,33.6,639623,669859,98190,82,2855698,,,,
2021-05-23,AR,ARA,Arkansas,3017804,Report,2741670,2025275,90850,67111,957042,1003501,64216,516,1166144,38.6,28.1,1139296,49.2,1987765,85766,118295,395324,75.5,715945,136662,523337,849401,838697,36.2,1217160,1349010,175500,0,422089,427183,62723,129,421485,417087,62419,125,190202,127978,10120,88,912124,30.2,901116,38.9,328388,62.7,681563,2557248,2023278,79119,107212,1164209,45.5,849361,33.2,911977,35.7,422085,427147,62616,129,1948693,,,,
2021-05-23,AS,ASA,American Samoa,55689,Report,54030,41907,97021,75252,9959,31922,26,0,23160,41.6,33.9,22289,51.3,40401,93011,124387,2532,26.7,4717,49826,570719,18867,18236,42,15600,37830,600,0,4292,14575,33,0,4280,13956,33,0,907,1360,7,0,18900,33.9,18269,42.1,2274,24,4717,47557,41905,88115,113611,23159,48.7,18866,39.7,18899,39.7,4291,14575,33,0,41905,,,,
2021-05-23,AZ,AZA,Arizona,7278717,Report,7678675,5801149,105495,79700,2543815,3072979,180213,4142,3283433,45.1,32.5,3189774,56.6,5666199,100492,136183,1069645,81.7,2009473,153555,586771,2367284,2330058,41.3,3189940,4074135,414600,0,1061894,1304043,173439,1347,1061656,1267058,173333,1344,439469,418959,32863,829,2540723,34.9,2503391,44.4,892120,68.2,1880891,6206060,5800740,93469,123729,3283114,52.9,2367248,38.1,2540653,40.9,1061881,1304020,173405,1347,5394518,,,,
2021-05-23,BP2,BP2,Bureau of Prisons,0,Report,184060,176502,0,0,70685,100361,5456,0,98316,0,0,98315,0,176501,0,0,3217,0,6073,0,0,77380,77380,0,73340,100620,10100,0,30783,46597,5432,0,30783,46597,5432,0,1399,1421,72,0,82812,0,82812,0,2892,0,6073,0,176501,0,0,98315,0,77380,0,82812,0,30783,46597,5432,0,176501,,,,
2021-05-23,CA,CAA,California,39512223,Report,46220830,37048042,116979,93763,15694651,20052736,1295973,4682,21818408,55.2,38,20965310,68.5,35872721,117164,150962,5260526,90.1,9355390,160247,791708,15026485,14705242,48,18958180,24688950,2573700,0,6608556,8416672,1285275,1257,6594002,8110010,1280212,1230,2141458,1872720,134733,539,16311760,41.3,15985454,52.2,4149450,71.1,9106480,33646265,37018279,110022,137373,21789396,64.8,15025801,44.7,16310826,48.5,6608190,8416355,1285025,1256,36313139,,,,
2021-05-23,CO,COA,Colorado,5758736,Report,6621280,5419921,114978,94117,2364102,2873031,181341,1447,3027641,52.6,40.4,2908099,64.6,5252104,116734,147165,719047,85.4,1369158,162528,785991,2325491,2277729,50.6,2746460,3548220,326600,0,1060727,1264347,178960,417,1058423,1218894,178208,412,320924,305200,16406,179,2504451,43.5,2455937,54.6,642709,76.3,1327652,4936061,5415746,109718,134141,3023511,61.3,2325467,47.1,2504410,50.7,1060717,1264333,178943,417,5245888,,,,
2021-05-23,CT,CTA,Connecticut,3565287,Report,4418395,3874701,123928,108679,1545101,2181088,148199,313,2182355,61.2,46.8,2091891,73.7,3747964,132071,155695,584414,92.7,1118450,177463,701061,1667853,1634262,57.6,1792940,2380755,244700,0,696468,971311,148327,74,696143,938049,148201,70,210701,310453,15225,24,1816180,50.9,1782463,62.8,536403,85.1,1089092,3105947,3873214,124703,142256,2181233,70.2,1667533,53.7,1815793,58.5,696272,971187,148260,74,3798132,,,,
