Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-09,AK,AKA,Alaska,731545,256900,152874,35117,20897,110936,15165,41698,5700,15.2,5.7,,,
2021-02-09,AL,ALA,Alabama,4903185,823600,490969,16797,10013,395196,8060,95033,1938,8.1,1.9,,,
2021-02-09,AR,ARA,Arkansas,3017804,580775,404127,19245,13391,305917,10137,95202,3155,10.1,3.2,,,
2021-02-09,AS,ASA,American Samoa,55689,29450,12680,52883,22769,9792,17583,2885,5181,17.6,5.2,,,
2021-02-09,AZ,AZA,Arizona,7278717,1265950,863807,17392,11868,695970,9562,166798,2292,9.6,2.3,,,
2021-02-09,BP2,BP2,Bureau of Prisons,0,42475,41040,0,0,26770,0,14173,0,0,0,,,
2021-02-09,CA,CAA,California,39512223,7385225,4784478,18691,12109,3880253,9820,875340,2215,9.8,2.2,,,
2021-02-09,CO,COA,Colorado,5758736,1045000,757560,18146,13155,542165,9415,211328,3670,9.4,3.7,,,
2021-02-09,CT,CTA,Connecticut,3565287,800225,554322,22445,15548,412601,11573,133196,3736,11.6,3.7,,,
2021-02-09,DC,DCA,District of Columbia,705749,166950,108475,23656,15370,75351,10677,26957,3820,10.7,3.8,,,
2021-02-09,DD2,DD2,Dept of Defense,0,998525,637359,0,0,498855,0,128690,0,0,0,,,
2021-02-09,DE,DEA,Delaware,973764,162525,127523,16690,13096,101383,10411,25405,2609,10.4,2.6,,,
2021-02-09,FL,FLA,Florida,21477737,4217275,2731300,19636,12717,2023419,9421,694637,3234,9.4,3.2,,,
2021-02-09,FM,FMA,Federated States of Micronesia,103643,30000,7725,28946,7453,7550,7285,148,143,7.3,0.1,,,
2021-02-09,GA,GAA,Georgia,10617423,1840775,1179950,17337,11113,927176,8733,227997,2147,8.7,2.1,,,
2021-02-09,GU,GUA,Guam,165768,51300,30923,30947,18654,24420,14731,6260,3776,14.7,3.8,,,
2021-02-09,HI,HIA,Hawaii,1415872,285950,194035,20196,13704,142259,10047,42472,3000,10,3,,,
2021-02-09,IA,IAA,Iowa,3155070,510550,351803,16182,11150,257459,8160,90525,2869,8.2,2.9,,,
2021-02-09,ID,IDA,Idaho,1787065,282075,198826,15784,11126,151372,8470,37002,2071,8.5,2.1,,,
2021-02-09,IH2,IH2,Indian Health Svc,0,492875,297375,0,0,219484,0,73708,0,0,0,,,
2021-02-09,IL,ILA,Illinois,12671821,2207200,1477780,17418,11662,1148175,9061,302923,2391,9.1,2.4,,,
2021-02-09,IN,INA,Indiana,6732219,1206125,761070,17916,11305,598731,8894,161879,2405,8.9,2.4,,,
2021-02-09,KS,KSA,Kansas,2913314,492250,305574,16897,10489,233494,8015,70115,2407,8,2.4,,,
2021-02-09,KY,KYA,Kentucky,4467673,828800,568658,18551,12728,436193,9763,129862,2907,9.8,2.9,,,
2021-02-09,LA,LAA,Louisiana,4648794,880150,619729,18933,13331,438336,9429,180112,3874,9.4,3.9,,,
2021-02-09,MA,MAA,Massachusetts,6892503,1273975,832242,18483,12075,649131,9418,181280,2630,9.4,2.6,,,
2021-02-09,MD,MDA,Maryland,6045680,1098275,692965,18166,11462,537805,8896,154468,2555,8.9,2.6,,,
2021-02-09,ME,MEA,Maine,1344212,276600,187512,20577,13950,138005,10267,47770,3554,10.3,3.6,,,
2021-02-09,MH,MHA,Marshall Islands,58413,21000,5145,35951,8808,4628,7923,479,820,7.9,0.8,,,
2021-02-09,MI,MIA,Michigan,9986857,1846625,1309883,18491,13116,950705,9520,343580,3440,9.5,3.4,,,
2021-02-09,MN,MNA,Minnesota,5639632,975850,745290,17303,13215,541133,9595,160794,2851,9.6,2.9,,,
2021-02-09,MO,MOA,Missouri,6137428,962500,646863,15682,10540,492766,8029,147466,2403,8,2.4,,,
2021-02-09,MP,MPA,Northern Mariana Islands,56882,29650,12264,52125,21560,8023,14105,4233,7442,14.1,7.4,,,
2021-02-09,MS,MSA,Mississippi,2976149,536625,329079,18031,11057,268534,9023,60237,2024,9,2,,,
2021-02-09,MT,MTA,Montana,1068778,164650,140124,15405,13111,102903,9628,36907,3453,9.6,3.5,,,
2021-02-09,NC,NCA,North Carolina,10488084,1722275,1287493,16421,12276,1005714,9589,280303,2673,9.6,2.7,,,
2021-02-09,ND,NDA,North Dakota,762062,143400,129780,18817,17030,87633,11499,38417,5041,11.5,5,,,
2021-02-09,NE,NEA,Nebraska,1934408,386775,235298,19994,12164,165853,8574,68056,3518,8.6,3.5,,,
2021-02-09,NH,NHA,New Hampshire,1359711,267450,168727,19670,12409,121201,8914,47409,3487,8.9,3.5,,,
2021-02-09,NJ,NJA,New Jersey,8882190,1480825,1096789,16672,12348,851190,9583,240470,2707,9.6,2.7,,,
2021-02-09,NM,NMA,New Mexico,2096829,405500,346064,19339,16504,253534,12091,88738,4232,12.1,4.2,,,
2021-02-09,NV,NVA,Nevada,3080156,510200,351531,16564,11413,282040,9157,67651,2196,9.2,2.2,,,
2021-02-09,NY,NYA,New York State,19453561,3428000,2441693,17621,12551,1795592,9230,572426,2943,9.2,2.9,,,
2021-02-09,OH,OHA,Ohio,11689100,2070625,1373728,17714,11752,1059251,9062,312725,2675,9.1,2.7,,,
2021-02-09,OK,OKA,Oklahoma,3956971,750525,588207,18967,14865,432422,10928,152243,3847,10.9,3.8,,,
2021-02-09,OR,ORA,Oregon,4217737,801125,572695,18994,13578,425086,10079,145517,3450,10.1,3.5,,,
2021-02-09,PA,PAA,Pennsylvania,12801989,2322875,1478180,18145,11546,1134099,8859,340234,2658,8.9,2.7,,,
2021-02-09,PR,PRA,Puerto Rico,3193694,630850,314047,19753,9833,236882,7417,75814,2374,7.4,2.4,,,
2021-02-09,RI,RIA,Rhode Island,1059361,207950,122079,19630,11524,86264,8143,35770,3377,8.1,3.4,,,
2021-02-09,RP,RPA,Republic of Palau,17907,9200,3468,51377,19367,3109,17362,359,2005,17.4,2,,,
2021-02-09,SC,SCA,South Carolina,5148714,712325,585692,13835,11376,460511,8944,119206,2315,8.9,2.3,,,
2021-02-09,SD,SDA,South Dakota,884659,167975,133231,18988,15060,92678,10476,40466,4574,10.5,4.6,,,
2021-02-09,TN,TNA,Tennessee,6829174,1157375,812079,16948,11891,558590,8179,250647,3670,8.2,3.7,,,
2021-02-09,TX,TXA,Texas,28995881,4594050,3436180,15844,11851,2589885,8932,843836,2910,8.9,2.9,,,
2021-02-09,UT,UTA,Utah,3205958,531875,510267,16590,15916,307059,9578,105704,3297,9.6,3.3,,,
2021-02-09,VA,VAA,Virginia,8535519,1544150,1161590,18091,13609,912014,10685,219823,2575,10.7,2.6,,,
2021-02-09,VA2,VA2,Veterans Health,0,1929100,1268553,0,0,958539,0,308881,0,0,0,,,
2021-02-09,VI,VIA,Virgin Islands,104680,21525,10064,20563,9614,7313,6986,2751,2628,7,2.6,,,
2021-02-09,VT,VTA,Vermont,623989,129875,93037,20814,14910,64864,10395,28010,4489,10.4,4.5,,,
2021-02-09,WA,WAA,Washington,7614893,1364750,951204,17922,12491,740234,9721,198379,2605,9.7,2.6,,,
2021-02-09,WI,WIA,Wisconsin,5822434,1045950,769314,17964,13213,600268,10310,160627,2759,10.3,2.8,,,
2021-02-09,WV,WVA,West Virginia,1792147,380400,327414,21226,18269,219723,12260,107679,6008,12.3,6,,,
2021-02-09,WY,WYA,Wyoming,578759,113175,76457,19555,13211,58775,10155,16729,2890,10.2,2.9,,,
2021-02-09,US,USA,United States,331996199,62898775,43206190,,,32867213,,9840429,,9.9,3,20416765,22685406,104019
2021-02-09,LTC,LTC,Long Term Care,,,5015224,,,,,,,0,0,,,
