Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-04-16,US,USA,United States,331996199,Report,258502815,202282923,77863,60929,89199649,105070417,7848027,164830,127743096,38.5,21.9,126640197,49.1,200942397,77845,100144,43975610,80.4,77603672,141879,472610,72813391,72580089,28.1,111083900,129777765,17641150,0,33332841,39439826,7797733,39418,33298900,39240521,7781227,39374,16821834,16964104,1532459,15684,80609818,24.3,80360022,31.1,35334081,64.6,,,,
2021-04-16,AK,AKA,Alaska,731545,Report,735675,504860,100565,69013,226501,264846,13441,72,286100,39.1,29.5,280259,50.8,495629,89859,133380,69839,76.3,130859,142878,803244,215670,212292,38.5,320400,363675,51600,0,97837,117819,12663,14,97675,114603,12603,14,36887,25741,1438,6,228333,31.2,224895,40.8,64072,70,,,,
2021-04-16,AL,ALA,Alabama,4903185,Report,3531670,2245574,72028,45798,1075122,1098774,71678,0,1459377,29.8,17.2,1452333,38.1,2237792,58660,92576,595025,70,998339,117474,415570,842356,841477,22.1,1543200,1744470,244000,0,409340,432971,73298,45,409294,432138,73264,45,232590,190510,22667,32,915654,18.7,914741,24,445799,52.5,,,,
2021-04-16,AR,ARA,Arkansas,3017804,Report,2296340,1561736,76093,51751,734515,773503,53343,375,989656,32.8,18.9,980658,42.3,1551563,66946,99081,372211,71,645099,123138,438332,569558,568266,24.5,1036300,1102140,157900,0,279931,289537,52150,90,279865,288313,51902,88,161681,111711,8441,66,621708,20.6,620168,26.8,281899,53.8,,,,
2021-04-16,AS,ASA,American Samoa,55689,Report,43810,35972,78669,64594,8019,27953,0,0,20247,36.4,28.4,19593,45.1,34845,80220,100859,2356,24.9,4344,45886,462765,15801,15331,35.3,12400,30810,600,0,3532,12269,6,0,3523,11808,6,0,814,1234,1,0,15807,28.4,15337,35.3,2049,21.6,,,,
2021-04-16,AZ,AZA,Arizona,7278717,Report,5627335,4366496,77312,59990,1907142,2332248,124798,2308,2663248,36.6,21.7,2631764,46.7,4326923,76739,99802,998963,76.3,1821519,139193,430016,1582056,1576117,28,2444000,2810535,372800,0,695053,886248,120566,755,694955,880407,120493,755,367323,384319,23415,505,1702622,23.4,1696610,30.1,775562,59.3,,,,
2021-04-16,BP2,BP2,Bureau of Prisons,0,Report,137790,131681,0,0,51064,78882,1735,0,77232,0,0,77231,0,131680,0,0,2893,0,5254,0,0,53788,53788,0,52800,78390,6600,0,20918,32870,1723,0,20918,32870,1723,0,1129,1200,29,0,55511,0,55511,0,2358,0,,,,
2021-04-16,CA,CAA,California,39512223,Report,31956570,25047682,80878,63392,11193995,12806820,1044285,2582,16475520,41.7,21.3,16314674,53.3,24853443,81174,104373,4955043,84.9,8553880,146518,547378,8403353,8370750,27.3,13671000,16026270,2259300,0,3880725,4522124,1035830,504,3878278,4491969,1032381,503,1886079,1642607,108189,290,9439183,23.9,9403131,30.7,3637165,62.3,,,,
2021-04-16,CO,COA,Colorado,5758736,Report,4462590,3646570,77493,63322,1683212,1823049,139293,1016,2349784,40.8,22,2319876,51.6,3612341,80288,99186,680871,80.8,1262336,149848,529740,1268200,1263864,28.1,1956800,2215590,290200,0,610554,657358,137661,288,610282,653294,137159,288,292066,277763,12306,123,1405861,24.4,1401023,31.1,582258,69.1,,,,
2021-04-16,CT,CTA,Connecticut,3565287,Report,3326635,2671509,93306,74931,1119938,1435422,115948,201,1689462,47.4,27.1,1669961,58.8,2650691,93405,117224,552792,87.7,1034820,164194,527833,967073,965988,34,1353200,1753635,219800,0,436072,530962,116133,39,435850,530099,116048,39,185861,284066,10921,17,1083206,30.4,1082036,38.1,480865,76.3,,,,
