Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-03-02,AK,AKA,Alaska,731545,372725,269941,50950,36900,168315,23008,101000,13806,23.1,13.8,Report,270203,168646,100902,167751,100459,30.4,18.2,551562,67576,268601,48698,,,
2021-03-02,AL,ALA,Alabama,4903185,1461320,972161,29803,19827,647752,13211,322346,6574,13.5,6.7,Report,995412,663187,330046,662950,330024,17.4,8.7,3814879,38306,971908,25477,,,
2021-03-02,AR,ARA,Arkansas,3017804,963040,670815,31912,22229,430748,14274,236154,7825,14.3,7.8,Report,672509,431866,236706,431681,236668,18.6,10.2,2317649,41552,670598,28934,,,
2021-03-02,AS,ASA,American Samoa,55689,29450,21079,52883,37851,12949,23252,8099,14543,23.4,14.6,Report,21201,13028,8142,12831,8057,29.5,18.5,43437,67799,20797,47879,,,
2021-03-02,AZ,AZA,Arizona,7278717,2244885,1889742,30842,25963,1293835,17776,587451,8071,17.4,7.9,Report,1847058,1262868,575562,1261046,575105,22.4,10.2,5638481,39814,1887076,33468,,,
2021-03-02,BP2,BP2,Bureau of Prisons,0,65335,61002,0,0,37239,0,23532,0,0,0,Report,61002,37239,23532,37237,23531,0,0,0,0,60999,0,,,
2021-03-02,CA,CAA,California,39512223,12528070,9497125,31707,24036,6531816,16531,2905711,7354,16.5,7.3,Report,9481124,6520515,2900991,6516417,2899954,21.3,9.5,30617582,40918,9491922,31002,,,
2021-03-02,CO,COA,Colorado,5758736,1747350,1428854,30343,24812,935733,16249,484907,8420,16.2,8.4,Report,1428759,935576,484943,935163,484821,20.8,10.8,4499217,38837,1428318,31746,,,
2021-03-02,CT,CTA,Connecticut,3565287,1281935,1040154,35956,29174,722628,20268,306894,8608,20.2,8.6,Report,1038222,719571,307686,718789,307428,25.3,10.8,2837847,45173,1039032,36613,,,
2021-03-02,DC,DCA,District of Columbia,705749,296805,199212,42055,28227,129734,18382,68955,9770,12.1,5.9,Report,127627,85368,41860,85361,41859,14.8,7.2,577581,51388,199199,34488,,,
2021-03-02,DD2,DD2,Dept of Defense,0,1456635,996120,0,0,680682,0,304656,0,0,0,Report,996120,680682,304656,680441,304625,0,0,0,0,995848,0,,,
2021-03-02,DE,DEA,Delaware,973764,323935,225417,33266,23149,148497,15250,75946,7799,15,7.6,Report,220554,145892,73766,145839,73751,18.9,9.6,770192,42059,225347,29259,,,
2021-03-02,FL,FLA,Florida,21477737,6744275,5077891,31401,23643,3243667,15102,1799607,8379,14.8,8.3,Report,4992090,3184067,1773464,3180964,1773127,18.4,10.3,17247808,39102,5074389,29420,,,
2021-03-02,FM,FMA,Federated States of Micronesia,103643,30000,15705,28946,15153,10679,10304,4921,4748,10.4,4.8,Report,15850,10791,4952,10787,4952,13.3,6.1,80842,37109,15701,19422,,,
2021-03-02,GA,GAA,Georgia,10617423,3067745,2085047,28893,19638,1290937,12159,750985,7073,12,7,Report,2058192,1268982,746611,1268564,746472,15.6,9.2,8113542,37810,2084497,25692,,,
2021-03-02,GU,GUA,Guam,165768,65500,55402,39513,33421,34540,20836,20371,12289,20.8,12.3,Report,55391,34532,20367,34522,20361,26.7,15.7,129299,50658,55385,42835,,,
2021-03-02,HI,HIA,Hawaii,1415872,536520,392771,37893,27741,249631,17631,142855,10090,17.8,10.1,Report,395417,251442,143658,251290,143596,22.5,12.9,1116004,48075,392558,35175,,,
2021-03-02,IA,IAA,Iowa,3155070,940045,740713,29795,23477,546916,17335,187234,5934,17.5,6,Report,747554,550827,190215,550415,190057,22.7,7.8,2428229,38713,740150,30481,,,
2021-03-02,ID,IDA,Idaho,1787065,517115,409641,28937,22923,263060,14720,133917,7494,14.9,7.6,Report,414331,266252,135920,266243,135917,19.9,10.2,1338864,38623,409635,30596,,,
2021-03-02,IH2,IH2,Indian Health Svc,2082813,868080,577710,41678,27737,392515,18845,179169,8602,18.8,8.6,Report,577710,392515,179169,390342,178669,0,0,0,0,575004,0,,,
2021-03-02,IL,ILA,Illinois,12671821,3722705,2958947,29378,23351,2059448,16252,854802,6746,16.4,6.8,Report,2989232,2076864,867812,2075296,867407,21.1,8.8,9853946,37779,2956942,30008,,,
2021-03-02,IN,INA,Indiana,6732219,2053030,1624577,30496,24131,1021414,15172,586200,8707,15.2,8.7,Report,1624789,1021447,586294,1021222,586208,19.8,11.4,5164245,39755,1624265,31452,,,
2021-03-02,KS,KSA,Kansas,2913314,868885,629548,29825,21609,421149,14456,203731,6993,15.2,7.4,Report,665636,444176,216606,443833,216435,20.1,9.8,2213064,39262,629047,28424,,,
2021-03-02,KY,KYA,Kentucky,4467673,1418685,1061236,31754,23754,702822,15731,354275,7930,16.2,8.1,Report,1090282,724283,361821,723995,361736,20.9,10.4,3464802,40946,1060885,30619,,,
2021-03-02,LA,LAA,Louisiana,4648794,1479200,1084499,31819,23329,694173,14932,387514,8336,14.7,8.2,Report,1068713,684129,381780,683957,381746,19.2,10.7,3561164,41537,1084288,30448,,,
2021-03-02,MA,MAA,Massachusetts,6892503,2115560,1837816,30694,26664,1289202,18704,543969,7892,18.5,7.8,Report,1822189,1278555,538986,1277636,538655,23.1,9.7,5539703,38189,1836567,33153,,,
2021-03-02,MD,MDA,Maryland,6045680,1946505,1390370,32197,22998,891901,14753,495873,8202,15.3,8.5,Report,1439350,922936,513499,922561,513371,19.6,10.9,4710993,41318,1389886,29503,,,
2021-03-02,ME,MEA,Maine,1344212,451450,334325,33585,24871,225566,16781,106447,7919,17,8.1,Report,340309,229054,108916,228943,108862,20.9,9.9,1095370,41214,334165,30507,,,
2021-03-02,MH,MHA,Marshall Islands,58413,21000,11351,35951,19432,8835,15125,2459,4210,15.1,4.2,Report,11361,8843,2461,8834,2460,19.4,5.4,45562,46091,11343,24896,,,
2021-03-02,MI,MIA,Michigan,9986857,3103600,2389534,31077,23927,1509687,15117,856892,8580,15.4,8.7,Report,2430222,1536958,870088,1536594,869933,19.6,11.1,7842924,39572,2389015,30461,,,
2021-03-02,MN,MNA,Minnesota,5639632,1653440,1443875,29318,25602,963900,17092,474714,8417,17.2,8.4,Report,1453232,971142,476415,970621,476181,22.4,11,4336475,38129,1443131,33279,,,
2021-03-02,MO,MOA,Missouri,6137428,1709605,1384067,27855,22551,901269,14685,466460,7600,14.2,7.3,Report,1334042,872317,445647,871944,445529,18.3,9.3,4766843,35865,1383543,29024,,,
2021-03-02,MP,MPA,Northern Mariana Islands,56882,43610,18894,76667,33216,11078,19475,7806,13723,19.5,13.7,Report,18890,11073,7807,11069,7806,24.9,17.6,44368,98292,18889,42573,,,
2021-03-02,MS,MSA,Mississippi,2976149,898945,646440,30205,21721,425124,14284,220081,7395,14.4,7.5,Report,652860,427476,224099,427390,224066,18.8,9.8,2277566,39470,646321,28378,,,
2021-03-02,MT,MTA,Montana,1068778,342145,286163,32013,26775,190695,17842,94538,8845,17.9,8.9,Report,287328,191691,94683,191472,94635,22.8,11.3,840190,40722,285892,34027,,,
2021-03-02,NC,NCA,North Carolina,10488084,3028055,2545103,28871,24267,1646450,15698,894708,8531,15.5,8.4,Report,2513277,1626567,882572,1625507,881980,19.9,10.8,8187369,36984,2543451,31066,,,
2021-03-02,ND,NDA,North Dakota,762062,266470,238848,34967,31342,154161,20229,82398,10813,19.6,10.4,Report,231197,149585,79607,149409,79554,25.7,13.7,581891,45794,238607,41005,,,
2021-03-02,NE,NEA,Nebraska,1934408,604380,484888,31244,25066,317353,16406,164570,8508,16.4,8.4,Report,482269,316806,162493,316495,162356,21.7,11.1,1458334,41443,484443,33219,,,
2021-03-02,NH,NHA,New Hampshire,1359711,437345,330538,32165,24309,232732,17116,97565,7175,17.8,7.4,Report,342856,241410,101109,240991,100972,21.8,9.1,1104458,39598,329959,29875,,,
2021-03-02,NJ,NJA,New Jersey,8882190,2618060,2187330,29475,24626,1454983,16381,725092,8163,17,8.5,Report,2282694,1511554,758817,1509844,758290,21.7,10.9,6943612,37705,2185097,31469,,,
2021-03-02,NM,NMA,New Mexico,2096829,800425,721489,38173,34409,463801,22119,249716,11909,22.7,12.1,Report,738049,475459,254632,473561,254187,29.2,15.7,1620991,49379,719497,44386,,,
2021-03-02,NV,NVA,Nevada,3080156,883370,723182,28679,23479,467471,15177,244622,7942,15,7.9,Report,716091,462624,242435,462476,242379,19.4,10.2,2387517,37000,722970,30281,,,
2021-03-02,NY,NYA,New York State,19453561,5987175,4495821,30777,23111,2887869,14845,1522346,7826,14.8,7.8,Report,4470952,2880527,1510765,2878994,1510409,18.7,9.8,15425262,38814,4493966,29134,,,
2021-03-02,OH,OHA,Ohio,11689100,3573485,2723208,30571,23297,1762491,15078,951847,8143,15,8.1,Report,2712389,1755260,948185,1754473,947767,19.3,10.4,9111081,39221,2722005,29876,,,
2021-03-02,OK,OKA,Oklahoma,3956971,1408880,1124662,35605,28422,713785,18039,403289,10192,17.9,10.2,Report,1117454,708140,401779,707632,401677,23.6,13.4,3004733,46889,1124025,37408,,,
2021-03-02,OR,ORA,Oregon,4217737,1293095,1038342,30659,24618,660735,15666,372950,8842,15.6,8.8,Report,1034266,659018,369954,658191,369428,19.6,11,3351175,38586,1036971,30944,,,
2021-03-02,PA,PAA,Pennsylvania,12801989,4025115,2886451,31441,22547,1991483,15556,885866,6920,15.6,6.9,Report,2890058,1991624,888877,1990073,888372,19.6,8.7,10167376,39589,2884397,28369,,,
2021-03-02,PR,PRA,Puerto Rico,3193694,1056070,554694,33067,17368,356652,11167,196388,6149,11.2,6.2,Report,556737,358646,196435,358509,196408,13.7,7.5,2620963,40293,554530,21157,,,
2021-03-02,RI,RIA,Rhode Island,1059361,350915,275799,33125,26034,195504,18455,80162,7567,18.6,7.5,Report,276601,196835,79532,196748,79493,23,9.3,854866,41049,275670,32247,,,
2021-03-02,RP,RPA,Republic of Palau,17907,14600,8185,81532,45708,5085,28397,3099,17306,28.7,17.5,Report,8270,5144,3125,5144,3125,36.8,22.4,13967,104532,8185,58602,,,
2021-03-02,SC,SCA,South Carolina,5148714,1482565,1123049,28795,21812,748722,14542,351018,6818,14.8,7,Report,1142562,759604,359783,758902,359520,18.8,8.9,4037531,36720,1122073,27791,,,
