Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-06-03,US,USA,United States,331996199,Report,368375195,297720928,110958,89676,125508313,161050513,10939901,222201,169090262,50.9,37.9,162560820,63,288987238,111954,142709,47053094,86,87518861,160007,673485,125837281,123685628,47.9,152141160,194967435,21266600,0,55594087,70181369,10810492,58670,55406921,68075462,10765875,58383,19712792,19460610,1840835,25386,136644618,41.2,134306642,52,41039623,75,87518861,280216744,297578075,106196,131461,168954018,60.3,125830810,44.9,136635500,48.8,55590873,70177185,10808798,58643,297578075,,,,
2021-06-03,AK,AKA,Alaska,731545,Report,810945,614726,110854,84031,268979,324636,21018,93,339124,46.4,36.9,323156,58.6,591949,107322,147027,73351,80.1,138204,150897,885427,269620,262789,47.6,349960,402285,58700,0,124125,145467,19538,28,123814,138947,19452,28,39132,27489,2107,15,289158,39.5,282241,51.2,68743,75.1,132530,608877,614042,100848,133187,338446,55.6,269607,44.3,289143,47.5,124123,145456,19536,28,587227,,,,
2021-06-03,AL,ALA,Alabama,4903185,Report,4597950,3025695,93775,61709,1460573,1465960,99162,0,1768288,36.1,27.2,1747885,45.8,2997143,78565,120527,646173,76,1150608,135392,541039,1334398,1325615,34.7,2075560,2242890,279500,0,655041,679265,101321,92,654860,670663,101276,92,294884,231435,28615,57,1435719,29.3,1426891,37.4,554991,65.3,1106899,4186880,3025397,72259,109818,1767989,42.2,1334384,31.9,1435701,34.3,655033,679259,101317,92,2897326,,,,
2021-06-03,AR,ARA,Arkansas,3017804,Report,2776480,2089146,92003,69227,985984,1033662,68954,546,1198872,39.7,29.1,1165494,50.3,2043718,88181,119797,398563,76.1,723845,138169,529982,879247,867151,37.4,1239340,1359540,177600,0,439010,440101,67392,136,438311,428711,67050,129,193013,129476,10762,88,946639,31.4,934201,40.3,333339,63.6,689144,2557248,2086739,81601,108573,1196536,46.8,879201,34.4,946484,37,439006,440059,67283,136,2011052,,,,
2021-06-03,AS,ASA,American Samoa,55689,Report,54030,43052,97021,77308,10464,32562,26,0,23807,42.7,34.8,22831,52.6,41410,95333,124387,2577,27.2,4788,50576,570719,19369,18707,43.1,15600,37830,600,0,4507,14862,34,0,4494,14213,34,0,920,1373,7,0,19403,34.8,18741,43.1,2300,24.3,4788,47557,43050,90523,113611,23806,50.1,19368,40.7,19402,40.8,4506,14862,34,0,43050,,,,
2021-06-03,AZ,AZA,Arizona,7278717,Report,7840635,5997066,107720,82392,2623437,3177293,191730,4606,3387142,46.5,33.7,3268299,58,5832335,103438,139056,1078541,82.4,2030904,155193,599147,2454298,2413035,42.8,3256800,4156035,427800,0,1109868,1342928,184637,1502,1109591,1301947,184527,1497,447176,422530,34584,912,2638935,36.3,2597562,46.1,905202,69.2,1901494,6206060,5996632,96625,126338,3386793,54.6,2454262,39.5,2638864,42.5,1109855,1342905,184602,1502,5582612,,,,
2021-06-03,BP2,BP2,Bureau of Prisons,0,Report,192640,183010,0,0,73878,102657,6475,0,100970,0,0,100969,0,183009,0,0,3246,0,6159,0,0,81152,81152,0,78880,102960,10800,0,33161,47991,6442,0,33161,47991,6442,0,1424,1453,83,0,87594,0,87594,0,2960,0,6159,0,183009,0,0,100969,0,81152,0,87594,0,33161,47991,6442,0,183009,,,,
2021-06-03,CA,CAA,California,39512223,Report,47603460,38637246,120478,97786,16262567,21003150,1366281,5248,22573961,57.1,40.1,21508307,70.2,37193274,121477,155478,5305858,90.9,9460578,162049,815391,15850416,15473051,50.5,19465080,25530180,2608200,0,6999896,8849029,1354832,1491,6981736,8489860,1349264,1455,2174395,1897594,141207,604,17205248,43.5,16822315,54.9,4213800,72.2,9209684,33646265,38592399,114700,141482,22530007,67,15849642,47.1,17204210,51.1,6999512,8848640,1354568,1490,37867722,,,,
2021-06-03,CO,COA,Colorado,5758736,Report,6788960,5662462,117890,98328,2443654,3020854,195481,2473,3145572,54.6,42.5,2991251,66.5,5450414,121141,150892,724961,86.1,1384069,164298,805895,2444691,2387715,53.1,2799880,3651180,337900,0,1114199,1329738,192810,754,1111446,1275521,191969,748,324737,309451,17662,262,2637501,45.8,2579684,57.3,652112,77.4,1342298,4936061,5655499,114575,137538,3138726,63.6,2444614,49.5,2637407,53.4,1114188,1329672,192793,754,5480474,,,,
2021-06-03,CT,CTA,Connecticut,3565287,Report,4581445,4059343,128501,113857,1609230,2291661,158077,375,2267966,63.6,49.5,2151174,75.8,3899034,137394,161441,589239,93.5,1131130,179475,726932,1764671,1724276,60.8,1861300,2470845,249300,0,742368,1022204,157958,99,742033,982152,157828,91,214925,313575,16202,26,1922629,53.9,1882104,66.3,544728,86.4,1101698,3105947,4057820,130647,147506,2266807,73,1764346,56.8,1922236,61.9,742171,1022076,157890,99,3982050,,,,
