Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-07,AK,AKA,Alaska,731545,248500,146082,33969,19969,106311,14532,39541,5405,14.5,5.4,,,
2021-02-07,AL,ALA,Alabama,4903185,804100,462332,16400,9429,375567,7660,86141,1757,7.7,1.8,,,
2021-02-07,AR,ARA,Arkansas,3017804,540050,393445,17895,13037,300139,9946,90308,2993,9.9,3,,,
2021-02-07,AS,ASA,American Samoa,55689,29450,12259,52883,22013,9779,17560,2478,4450,17.6,4.4,,,
2021-02-07,AZ,AZA,Arizona,7278717,1186000,809230,16294,11118,656909,9025,151392,2080,9,2.1,,,
2021-02-07,BP2,BP2,Bureau of Prisons,0,37050,40333,0,0,26410,0,13826,0,0,0,,,
2021-02-07,CA,CAA,California,39512223,6963500,4485166,17624,11351,3653538,9247,808832,2047,9.2,2,,,
2021-02-07,CO,COA,Colorado,5758736,991075,729895,17210,12675,528379,9175,197523,3430,9.2,3.4,,,
2021-02-07,CT,CTA,Connecticut,3565287,740300,533941,20764,14976,402227,11282,123198,3455,11.3,3.5,,,
2021-02-07,DC,DCA,District of Columbia,705749,166950,105819,23656,14994,73505,10415,26151,3705,10.4,3.7,,,
2021-02-07,DD2,DD2,Dept of Defense,0,978500,621487,0,0,486222,0,125455,0,0,0,,,
2021-02-07,DE,DEA,Delaware,973764,161525,123428,16588,12675,98450,10110,24245,2490,10.1,2.5,,,
2021-02-07,FL,FLA,Florida,21477737,3791925,2607527,17655,12141,1965590,9152,629556,2931,9.2,2.9,,,
2021-02-07,FM,FMA,Federated States of Micronesia,103643,21900,7415,21130,7154,7309,7052,79,76,7.1,0.1,,,
2021-02-07,GA,GAA,Georgia,10617423,1688075,1146024,15899,10794,912189,8591,210237,1980,8.6,2,,,
2021-02-07,GU,GUA,Guam,165768,51300,29572,30947,17839,23564,14215,5820,3511,14.2,3.5,,,
2021-02-07,HI,HIA,Hawaii,1415872,263000,187048,18575,13211,137230,9692,40514,2861,9.7,2.9,,,
2021-02-07,IA,IAA,Iowa,3155070,510550,328412,16182,10409,237554,7529,87373,2769,7.5,2.8,,,
2021-02-07,ID,IDA,Idaho,1787065,266475,185681,14911,10390,140916,7885,34322,1921,7.9,1.9,,,
2021-02-07,IH2,IH2,Indian Health Svc,0,492875,282039,0,0,208409,0,69477,0,0,0,,,
2021-02-07,IL,ILA,Illinois,12671821,2089050,1401585,16486,11061,1086599,8575,288458,2276,8.6,2.3,,,
2021-02-07,IN,INA,Indiana,6732219,1118350,749771,16612,11137,593266,8812,156083,2318,8.8,2.3,,,
2021-02-07,KS,KSA,Kansas,2913314,492250,296284,16897,10170,228774,7853,65559,2250,7.9,2.3,,,
2021-02-07,KY,KYA,Kentucky,4467673,747000,548342,16720,12274,422976,9467,122785,2748,9.5,2.7,,,
2021-02-07,LA,LAA,Louisiana,4648794,769750,599941,16558,12905,431119,9274,167576,3605,9.3,3.6,,,
2021-02-07,MA,MAA,Massachusetts,6892503,1247600,780268,18101,11321,609483,8843,169148,2454,8.8,2.5,,,
2021-02-07,MD,MDA,Maryland,6045680,1029725,665025,17032,11000,518048,8569,146335,2420,8.6,2.4,,,
2021-02-07,ME,MEA,Maine,1344212,254550,178449,18937,13275,132273,9840,44447,3307,9.8,3.3,,,
2021-02-07,MH,MHA,Marshall Islands,58413,21000,4907,35951,8401,4412,7553,457,782,7.6,0.8,,,
2021-02-07,MI,MIA,Michigan,9986857,1639575,1251940,16417,12536,924494,9257,312240,3127,9.3,3.1,,,
2021-02-07,MN,MNA,Minnesota,5639632,950250,729088,16850,12928,528537,9372,157277,2789,9.4,2.8,,,
2021-02-07,MO,MOA,Missouri,6137428,961525,625152,15667,10186,477412,7779,141134,2300,7.8,2.3,,,
2021-02-07,MP,MPA,Northern Mariana Islands,56882,29650,11889,52125,20901,7847,13795,4035,7094,13.8,7.1,,,
2021-02-07,MS,MSA,Mississippi,2976149,515450,321032,17319,10787,264586,8890,56140,1886,8.9,1.9,,,
2021-02-07,MT,MTA,Montana,1068778,163675,137765,15314,12890,101262,9475,36195,3387,9.5,3.4,,,
2021-02-07,NC,NCA,North Carolina,10488084,1718275,1242541,16383,11847,979112,9335,262031,2498,9.3,2.5,,,
2021-02-07,ND,NDA,North Dakota,762062,131625,126822,17272,16642,85482,11217,37651,4941,11.2,4.9,,,
2021-02-07,NE,NEA,Nebraska,1934408,346375,230874,17906,11935,163479,8451,66018,3413,8.5,3.4,,,
2021-02-07,NH,NHA,New Hampshire,1359711,257700,165887,18953,12200,119552,8792,45567,3351,8.8,3.4,,,
2021-02-07,NJ,NJA,New Jersey,8882190,1480825,1074805,16672,12101,812914,9152,210601,2371,9.2,2.4,,,
2021-02-07,NM,NMA,New Mexico,2096829,364875,331793,17401,15824,245330,11700,83100,3963,11.7,4,,,
2021-02-07,NV,NVA,Nevada,3080156,427800,334073,13889,10846,269657,8755,62654,2034,8.8,2,,,
2021-02-07,NY,NYA,New York State,19453561,3378300,2336867,17366,12013,1722302,8853,519101,2668,8.9,2.7,,,
2021-02-07,OH,OHA,Ohio,11689100,1901750,1293965,16269,11070,1006750,8613,285694,2444,8.6,2.4,,,
2021-02-07,OK,OKA,Oklahoma,3956971,734625,573746,18565,14500,424612,10731,145610,3680,10.7,3.7,,,
2021-02-07,OR,ORA,Oregon,4217737,734950,532746,17425,12631,400019,9484,130687,3099,9.5,3.1,,,
2021-02-07,PA,PAA,Pennsylvania,12801989,2292500,1407839,17907,10997,1082700,8457,321336,2510,8.5,2.5,,,
2021-02-07,PR,PRA,Puerto Rico,3193694,624025,299694,19539,9384,229133,7175,69224,2168,7.2,2.2,,,
2021-02-07,RI,RIA,Rhode Island,1059361,192300,117067,18152,11051,83326,7866,33699,3181,7.9,3.2,,,
2021-02-07,RP,RPA,Republic of Palau,17907,9200,3467,51377,19361,3109,17362,358,1999,17.4,2,,,
2021-02-07,SC,SCA,South Carolina,5148714,684700,568917,13298,11050,450531,8750,113169,2198,8.8,2.2,,,
2021-02-07,SD,SDA,South Dakota,884659,161150,131439,18216,14858,91598,10354,39756,4494,10.4,4.5,,,
2021-02-07,TN,TNA,Tennessee,6829174,1156975,791023,16942,11583,543793,7963,244539,3581,8,3.6,,,
2021-02-07,TX,TXA,Texas,28995881,4402275,3246638,15182,11197,2464468,8499,779857,2690,8.5,2.7,,,
2021-02-07,UT,UTA,Utah,3205958,493525,400285,15394,12486,284458,8873,88190,2751,8.9,2.8,,,
2021-02-07,VA,VAA,Virginia,8535519,1387775,1103370,16259,12927,875842,10261,198115,2321,10.3,2.3,,,
2021-02-07,VA2,VA2,Veterans Health,0,1733525,1220300,0,0,927688,0,291482,0,0,0,,,
2021-02-07,VI,VIA,Virgin Islands,104680,20625,9477,19703,9053,6972,6660,2505,2393,6.7,2.4,,,
2021-02-07,VT,VTA,Vermont,623989,116075,87180,18602,13971,60863,9754,26162,4193,9.8,4.2,,,
2021-02-07,WA,WAA,Washington,7614893,1208600,905118,15872,11886,709023,9311,183657,2412,9.3,2.4,,,
2021-02-07,WI,WIA,Wisconsin,5822434,926300,742527,15909,12753,581413,9986,153227,2632,10,2.6,,,
2021-02-07,WV,WVA,West Virginia,1792147,357000,322046,19920,17970,217613,12143,104023,5804,12.1,5.8,,,
