Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-08-27,US,USA,United States,331996199,Report,437567285,366838484,131799,110495,144578104,207646621,14265931,347828,203475192,61.3,47.8,190311373,73.7,343771052,133111,169429,50197872,91.8,94614104,172980,799990,158623635,148918464,57.7,178158240,237905295,21484400,19350,65206722,93259507,14083866,96857,64745838,83880023,13971060,95197,21122185,21226150,2197748,42157,172646952,52,162692117,63,44588240,81.5,94614104,283545812,366481989,129250,154320,203247456,71.7,158496306,55.9,172515523,60.8,65202925,93134804,14080991,96803,366481989,30,732229,,,,
2021-08-27,AK,AKA,Alaska,731545,Report,927345,724964,126765,99100,296168,398123,30470,203,393512,53.8,43.1,365567,66.3,675708,122508,168131,77140,84.2,146030,159442,1012520,315529,294322,53.4,384580,483465,59300,0,135957,179359,28537,52,135583,158532,28409,48,40470,28966,2855,24,343905,47,322572,58.5,72315,79,139482,608877,722880,118723,152304,392225,64.4,314735,51.7,343109,56.4,135953,178569,28535,52,678123,,,,,,
2021-08-27,AL,ALA,Alabama,4903185,Report,6045390,4044688,123295,82491,1815166,2097964,131554,4,2399704,48.9,34.8,2285948,59.9,3866420,101351,158469,715450,84.2,1284004,151088,711359,1704738,1639393,43,2730460,3033630,281300,0,792103,911794,134143,307,791757,846797,134066,306,323411,254851,33716,190,1838347,37.5,1772926,46.5,612168,72,1238409,4186880,4044316,96595,144389,2399337,57.3,1704702,40.7,1838303,43.9,792091,911770,134135,307,3903490,,,,,,
2021-08-27,AR,ARA,Arkansas,3017804,Report,3679330,2759343,121921,91435,1221364,1443140,93203,1636,1591251,52.7,37.8,1486883,64.2,2588999,111708,158753,438095,83.6,800727,152845,702320,1141349,1076005,46.4,1645080,1855350,178900,0,533849,606667,91438,431,532840,542367,90941,415,209372,144306,13730,251,1232385,40.8,1166563,50.3,367659,70.2,764413,2557248,2754177,107701,143878,1587499,62.1,1139993,44.6,1230913,48.1,533842,605319,91322,430,2671057,,,,,,
2021-08-27,AS,ASA,American Samoa,55689,Report,58530,55562,105102,99772,13680,41336,545,1,30598,54.9,44.9,26280,60.6,48251,111241,134939,2783,29.5,5221,55331,620284,25010,22046,50.8,15600,42330,600,0,6181,18828,553,0,6167,15878,552,0,1045,1464,25,0,25562,45.9,22597,52.1,2534,26.9,5221,47557,55549,116805,123073,30589,64.3,25006,52.6,25558,53.7,6180,18825,553,0,55549,,,,,,
2021-08-27,AZ,AZA,Arizona,7278717,Report,9281230,7508553,127512,103158,3119061,4109114,269706,10672,4094831,56.3,43.9,3829544,67.9,7033846,124747,164605,1143886,87.4,2191933,167498,709231,3196951,2998158,53.2,3840680,5009550,431000,0,1371574,1820694,261503,3326,1371087,1622427,261121,3290,488647,455070,44006,1783,3457097,47.5,3257925,57.8,989506,75.6,2057952,6206060,7507611,120972,149551,4093990,66,3196832,51.5,3456746,55.7,1371553,1820598,261270,3325,7028208,,,,,,
2021-08-27,BP2,BP2,Bureau of Prisons,0,Report,225650,215395,0,0,87387,117567,10441,0,116457,0,0,116456,0,215394,0,0,3476,0,6731,0,0,98677,98677,0,94540,120510,10600,0,41843,56802,10415,0,41843,56802,10415,0,1647,1601,149,0,109060,0,109060,0,3397,0,6731,0,215394,0,0,116456,0,98677,0,109060,0,41843,56802,10415,0,215394,,,,,,
2021-08-27,CA,CAA,California,39512223,Report,54679635,47626074,138387,120535,18619171,27231897,1762594,12412,27031190,68.4,51,25067982,81.9,44157775,144224,178589,5689780,97.5,10265260,175832,936597,20161467,18661786,61,21843860,30219975,2615800,0,8187285,11959441,1751538,3779,8162244,10485111,1744187,3536,2334128,2081205,176695,1227,21902043,55.4,20395078,66.6,4593255,78.7,9998822,33646265,47497559,141167,162513,26951532,80.1,20113199,59.8,21853445,65,8186861,11911607,1751206,3771,46621589,,,,,,
2021-08-27,CO,COA,Colorado,5758736,Report,7781995,6767648,135134,117520,2726925,3783981,252334,4408,3629716,63,52.3,3369611,74.9,6289269,139786,172963,756491,89.8,1466095,174035,923775,3010037,2794042,62.1,3168420,4273275,340300,0,1267861,1739442,248330,1340,1264253,1527114,247172,1295,338133,327679,22744,467,3256973,56.6,3039834,67.6,689023,81.8,1422754,4936061,6747630,136701,157656,3617930,73.3,3001995,60.8,3248910,65.8,1267846,1731416,248309,1339,6547999,,,,,,
2021-08-27,CT,CTA,Connecticut,3565287,Report,5278655,4789561,148057,134339,1804501,2787538,196684,838,2607813,73.1,60.1,2418194,85.2,4442399,156541,186009,614835,97.6,1189776,188780,837557,2143381,1990392,70.1,2155240,2873415,250000,0,848653,1293891,196073,294,848275,1141352,195906,234,226596,327605,19774,62,2338911,65.6,2185767,77,574037,91.1,1159978,3105947,4787876,154152,169953,2606514,83.9,2142998,69,2338451,75.3,848448,1293714,195996,293,4708038,,,,,,
2021-08-27,DC,DCA,District of Columbia,705749,Report,1143525,940659,162030,133285,362873,547375,29985,426,473151,67,52.3,452810,78.4,910340,157613,197985,78418,89.8,179278,205257,1309240,368792,355833,61.6,454760,634365,54400,0,149515,218837,33610,239,149458,205952,33589,223,38678,29287,2424,30,402201,57,389222,67.4,70419,80.6,157118,609754,940574,154255,187539,473048,77.6,368748,60.5,402154,66,149509,218801,33607,237,849629,,,,,,
2021-08-27,DD2,DD2,Dept of Defense,0,Report,4415920,4813161,0,0,1867733,2750477,193754,1197,2730779,0,0,2590856,0,4572743,0,0,196724,0,361505,0,0,1907586,1810747,0,1859020,2370600,186300,0,760781,1146758,187777,4,760666,1050034,187617,4,52110,86736,6899,0,2095320,0,1998321,0,145745,0,361505,0,4812955,0,0,2730619,0,1907546,0,2095259,0,760766,1146733,187756,4,4812955,,,,,,
2021-08-27,DE,DEA,Delaware,973764,Report,1451735,1143157,149085,117396,447070,646134,48977,976,620164,63.7,50,583026,75.7,1072267,139221,188490,181444,96,345516,182904,768496,486516,457426,59.4,587980,797955,65800,0,198858,287094,48352,387,198751,258112,48314,386,66778,86070,9090,214,534691,54.9,505563,65.6,162152,85.8,329470,839807,1142962,136098,172865,619999,73.8,486483,57.9,534649,63.7,198854,287065,48343,387,1108366,,,,,,
2021-08-27,FL,FLA,Florida,21477737,Report,29980365,24562341,139588,114362,9413863,13908019,1162553,77906,13574363,63.2,46.9,12851670,74.5,23327729,135250,173821,4234671,94.2,8302188,184602,666625,10078851,9588713,55.6,11950220,16335645,1694500,0,4048414,6001593,1146222,23758,4047114,5512899,1144809,23639,1796372,1676204,193226,15019,11219987,52.2,10728461,62.2,3680821,81.8,7990903,18696028,24553756,131331,160357,13566552,72.6,10078068,53.9,11218442,60,4047804,6001422,1145459,23757,23817815,,,,,,
2021-08-27,FM,FMA,Federated States of Micronesia,103643,Report,80600,64369,77767,62106,53437,99,10833,0,40395,39,22.6,40249,49.9,64232,79568,99844,3222,18.3,5193,29571,458972,23475,23470,29.1,68600,1800,10200,0,23365,82,10276,1,23360,82,10256,1,1908,6,952,0,33724,32.5,33699,41.7,2866,16.3,5193,88509,64355,72710,91064,40382,45.6,23474,26.5,33716,38.1,23364,82,10269,1,64355,,,,,,
2021-08-27,GA,GAA,Georgia,10617423,Report,13100055,9639569,123383,90790,3967390,5410627,256116,5436,5359671,50.5,38.5,5030957,62,9104533,112214,161459,1286429,84.8,2489532,164114,863576,4091679,3883104,47.9,5461280,7039575,599200,0,1736433,2351027,254574,1868,1735799,2143230,254190,1753,615666,469371,30712,853,4343902,40.9,4134972,51,1116602,73.6,2419415,8988102,9637254,107222,145749,5357623,59.6,4091361,45.5,4343487,48.3,1736388,2350757,254477,1865,9291858,,,,,,
2021-08-27,GU,GUA,Guam,165768,Report,215770,212268,130164,128051,73851,131465,6951,1,114443,69,58.1,103673,80.3,192524,149112,167116,15721,56,30210,107559,768220,96327,87389,67.7,74200,122070,19500,0,34653,61664,6850,0,34639,52740,6849,0,6162,8108,431,0,103167,62.2,94228,73,14701,52.3,29279,141562,212245,149931,152421,114426,80.8,96321,68,103161,72.9,34652,61659,6850,0,196455,,,,,,
2021-08-27,HI,HIA,Hawaii,1415872,Report,2097160,1771016,148118,125083,605302,1028288,43659,93767,1044436,73.8,51.8,974797,87.3,1663317,149042,187917,274572,99.9,494650,184263,781216,733813,693833,62.2,844860,1170600,81700,0,263810,451838,44301,18087,263216,412471,44143,18070,95510,122903,9181,1412,778036,55,737900,66.1,229006,85.3,472095,1211109,1766425,145852,173160,1040619,85.9,732339,60.5,776527,64.1,263760,450426,44265,18076,1591965,,,,,,
2021-08-27,IA,IAA,Iowa,3155070,Report,3814145,3282443,120889,104037,1342333,1799342,140578,190,1765423,56,47,1659921,68.4,3092740,127366,157075,500447,90.5,980569,177333,689776,1483156,1400599,57.7,1569560,2055885,188700,0,645397,837226,138265,155,645228,754842,138195,154,254819,215012,12913,86,1621043,51.4,1538419,63.4,482830,87.3,947795,2676281,3282395,122648,142517,1765341,66,1483131,55.4,1621016,60.6,645390,837208,138263,155,3219651,,,,,,
2021-08-27,ID,IDA,Idaho,1787065,Report,1988210,1448014,111256,81027,607938,777385,60990,1701,783608,43.8,35.5,781791,58.4,1447144,108087,148500,243570,83.8,472478,162548,684009,635211,634193,47.4,822060,1066050,100100,0,277266,357198,60746,450,277245,356203,60726,448,105681,112302,10482,193,695660,38.9,694622,51.9,228658,78.7,448957,1495407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2021-08-27,IH2,IH2,Indian Health Svc,2082813,Report,1942125,1560076,93245,74902,800447,729495,30134,0,867703,41.7,32.8,798173,0,1439067,0,0,152780,0,282100,0,0,682648,631336,0,971760,895665,74700,0,354944,327610,30004,0,354668,276577,29950,0,73076,52593,2972,0,712558,34.2,661195,0,128641,0,282100,0,1559506,0,0,867315,0,682500,0,712390,0,354870,327537,29983,0,1559506,,,,,,
2021-08-27,IL,ILA,Illinois,12671821,Report,16672425,14440132,131571,113955,5408051,8488402,526623,17056,8295666,65.5,46.7,7679702,77.9,13407120,136058,169195,1906501,93.3,3474939,170071,815983,5923526,5506384,55.9,6436540,9385185,850700,0,2318721,3597482,515304,5493,2312261,3186889,512878,5419,713269,778694,72565,2630,6437000,50.8,6017447,61.1,1567158,76.7,3378512,10837805,14399278,132862,153836,8269759,76.3,5909030,54.5,6422476,59.3,2318677,3583030,515276,5493,14173484,,,,,,
2021-08-27,IN,INA,Indiana,6732219,Report,7615330,6369345,113118,94610,2418941,3686511,240899,22994,3350205,49.8,42.5,3158144,61.2,6016148,116496,147463,924621,85.2,1863110,171598,701393,2860188,2705342,52.4,3002320,4185510,427500,0,1134783,1716898,237053,6973,1134535,1562383,236853,6912,442488,423023,27553,3480,3095707,46,2940683,56.9,896544,82.6,1827984,5705039,6368934,111637,133484,3349855,58.7,2860071,50.1,3095572,54.3,1134769,1716797,237033,6973,6287786,,,,,,
