Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Additional_Doses_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-10-03,US,USA,United States,331996199,Report,478410525,395934825,144101,119259,151965988,228504095,15065673,399069,215233625,64.8,51.4,200534963,77.6,369164564,142943,185244,51532729,94.2,100173794,183145,874663,170740449,158809414,61.5,189407340,265964235,23019600,19350,68683573,101853244,14846098,109664,68604946,90003795,14818797,107510,21861342,21620963,2171330,47835,185492579,55.9,173535048,67.2,45701470,83.6,100173794,283545812,395570571,139509,168724,215001338,75.8,170610937,60.2,185360025,65.4,68680139,101727258,14843034,109594,395570571,40,5287357,2.9,4415114,4.8,5268620,3,3363295,7.4,1375540,3899996,8310,3511,,,,
2021-10-03,AK,AKA,Alaska,731545,Report,1075325,798055,146994,109092,314442,448723,34399,491,420472,57.5,46.4,389151,70.6,740224,134205,194960,79102,86.4,157090,171518,1174090,339665,313759,56.9,426800,581025,67500,0,142052,197320,32072,66,141665,171809,31937,61,41141,29818,3086,28,371510,50.8,345472,62.6,74073,80.9,150169,608877,795833,130705,176608,419129,68.8,338802,55.6,370645,60.9,142048,196461,32070,66,742331,,,,,,,,,,,,,,,,,
2021-10-03,AL,ALA,Alabama,4903185,Report,6736650,4565230,137393,93107,2008980,2417563,138622,65,2592096,52.9,40,2456083,64.4,4330137,113507,176589,736149,86.6,1368607,161043,792699,1963538,1864507,48.9,3013500,3417750,305400,0,900804,1061248,140752,399,900383,962641,140672,398,338273,265821,34398,259,2103203,42.9,2004094,52.5,638751,75.2,1321208,4186880,4564806,109026,160899,2591700,61.9,1963477,46.9,2103135,50.2,900793,1061199,140744,399,4413773,,,,,,,,,,,,,,,,,
2021-10-03,AR,ARA,Arkansas,3017804,Report,4111730,3049839,136249,101062,1312239,1635582,99121,2897,1688504,56,42.7,1571337,67.8,2841677,122610,177410,448801,85.7,852947,162813,784858,1288378,1198392,51.7,1791680,2127150,192900,0,590441,696569,97251,726,589378,607703,96739,700,217184,151751,14168,412,1384987,45.9,1294520,55.9,383515,73.2,815426,2557248,3044600,119058,160787,1684693,65.9,1287008,50.3,1383499,54.1,590433,695209,97133,724,2956171,,,,,,,,,,,,,,,,,
2021-10-03,AS,ASA,American Samoa,55689,Report,66550,62461,119503,112160,16414,45500,546,1,34269,61.5,50.7,28512,65.7,52050,120000,153429,2872,30.4,5366,56867,705278,28211,23592,54.4,16600,49350,600,0,7243,20966,554,0,7228,16362,553,0,1082,1482,25,0,28763,51.6,24143,55.7,2589,27.4,5366,47557,62444,131303,139937,34259,72,28204,59.3,28756,60.5,7242,20960,554,0,62444,,,,,,,,,,,,,,,,,
2021-10-03,AZ,AZA,Arizona,7278717,Report,9973870,8278599,137028,113737,3351839,4622460,290299,14001,4331906,59.5,47.5,4028124,71.4,7713260,136797,176889,1167088,89.2,2380447,181903,762159,3457869,3209678,56.9,4049660,5467110,457100,0,1456342,1995161,280589,4190,1455767,1747607,280179,4141,499871,474334,45866,2233,3736282,51.3,3487694,61.9,1022304,78.1,2240626,6206060,8277502,133378,160712,4330952,69.8,3457723,55.7,3735902,60.2,1456317,1995042,280354,4189,7767480,,,,,,,,,,,,,,,,,
2021-10-03,BP2,BP2,Bureau of Prisons,0,Report,250090,229157,0,0,92297,125224,11636,0,122680,0,0,122678,0,229155,0,0,3537,0,6917,0,0,105828,105828,0,108220,129870,12000,0,44713,61064,11603,0,44713,61064,11602,0,1671,1647,168,0,117380,0,117379,0,3486,0,6917,0,229155,0,0,122678,0,105828,0,117379,0,44713,61064,11602,0,229155,,,,,,,,,,,,,,,,,
2021-10-03,CA,CAA,California,39512223,Report,58782905,51087971,148771,129297,19464546,29743861,1866218,13346,28488460,72.1,54.7,26314662,85.9,47152912,154006,191991,5854597,99.9,10903404,186762,1006880,21594990,19841301,64.8,22613640,33387165,2782100,0,8568728,13004827,1853359,3994,8543320,11276893,1845873,3731,2387313,2153804,185289,1262,23430908,59.3,21669817,70.8,4727668,81,10627437,33646265,50958204,151453,174709,28407881,84.4,21546400,64,23381970,69.5,8568298,12956679,1853008,3985,50005474,,,,,,,,,,,,,,,,,
2021-10-03,CO,COA,Colorado,5758736,Report,8227015,7242642,142861,125768,2843220,4124407,269977,5038,3792361,65.9,55.1,3513755,78.1,6718258,149321,182854,771446,91.6,1580153,187575,976602,3174758,2931850,65.2,3283420,4572795,370800,0,1308781,1861873,265280,1480,1305133,1622718,264084,1427,342816,339381,23981,519,3437414,59.7,3193362,71,706697,83.9,1534945,4936061,7222508,146321,166672,3780509,76.6,3166667,64.2,3429298,69.5,1308764,1853800,265255,1479,7001810,,,,,,,,,,,,,,,,,
2021-10-03,CT,CTA,Connecticut,3565287,Report,5656635,5080315,158659,142494,1871250,3002340,205762,963,2730116,76.6,63.3,2524254,88.9,4694702,165432,199328,631905,99.9,1257442,199517,897531,2255125,2080078,73.3,2276720,3113715,266200,0,878614,1375266,204944,337,878224,1200699,204770,260,229583,332155,20457,71,2459161,69,2283953,80.5,582266,92.4,1225945,3105947,5078585,163512,182123,2728782,87.9,2254733,72.6,2458689,79.2,878409,1375082,204864,334,4994319,,,,,,,,,,,,,,,,,
2021-10-03,DC,DCA,District of Columbia,705749,Report,1226595,1004584,173800,142343,377303,595876,30963,442,502017,71.1,55.5,477650,82.7,965763,167208,212368,82021,93.9,190735,218375,1404340,391602,374302,64.8,477480,693315,55800,0,155213,235687,34741,263,155150,218470,34720,245,39496,31063,2503,40,425904,60.3,408585,70.7,73102,83.7,167282,609754,1004491,164737,201162,501905,82.3,391555,64.2,425854,69.8,155207,235649,34738,260,908070,,,,,,,,,,,,,,,,,
2021-10-03,DD2,DD2,Dept of Defense,0,Report,5431580,5757605,0,0,2070666,3425905,252100,8934,3162467,0,0,3000617,0,5463526,0,0,218436,0,414283,0,0,2171511,2046856,0,1892480,3341700,197400,0,817126,1353980,220043,22,816986,1229467,219868,22,53934,91859,7250,0,2391171,0,2266343,0,153043,0,414283,0,5757362,0,0,3162282,0,2171466,0,2391105,0,817111,1353950,220022,22,5757362,,,,,,,,,,,,,,,,,
2021-10-03,DE,DEA,Delaware,973764,Report,1563375,1210172,160550,124278,465242,692795,50875,1260,648648,66.6,52.8,608124,79,1130558,146789,202985,184988,97.9,359987,190564,827594,513708,479726,62.3,619860,877515,66000,0,206827,306187,50329,455,206712,272324,50287,452,67843,87908,9259,249,563798,57.9,529775,68.8,165259,87.5,343236,839807,1209965,144077,186159,648476,77.2,513673,61.2,563754,67.1,206823,306156,50320,455,1171998,,,,,,,,,,,,,,,,,
2021-10-03,FL,FLA,Florida,21477737,Report,33128955,26880075,154248,125153,10096440,15482963,1206740,93932,14406137,67.1,51.9,13590403,78.8,25393926,147230,192076,4340812,96.5,8799717,195665,736635,11152161,10507732,60.9,12877520,18456135,1795300,0,4399304,6715982,1189029,28222,4397721,6073360,1187529,28041,1845961,1740307,197733,17216,12332537,57.4,11686651,67.8,3801217,84.5,8472412,18696028,26871092,143726,177198,14398066,77,11151236,59.6,12330827,66,4398622,6715743,1188243,28219,26069208,,,,,,,,,,,,,,,,,
2021-10-03,FM,FMA,Federated States of Micronesia,103643,Report,85770,72860,82755,70299,60016,1201,11643,0,44759,43.2,26.7,44075,54.6,71678,88792,106248,3500,19.9,5715,32544,488412,27653,27152,33.6,72600,2970,10200,0,26980,631,11109,1,26975,135,11086,1,2149,7,1037,0,38721,37.4,38197,47.3,3193,18.2,5715,88509,72845,82302,96905,44745,50.6,27652,31.2,38712,43.7,26979,631,11101,1,72845,,,,,,,,,,,,,,,,,
2021-10-03,GA,GAA,Georgia,10617423,Report,14600525,10744495,137515,101197,4316285,6144772,274882,8556,5848983,55.1,43.2,5460734,67.3,10076663,124196,179953,1326735,87.5,2641418,174126,962490,4584636,4304456,53.1,6073160,7891065,636300,0,1906550,2671873,272994,2783,1905766,2392701,272578,2612,636350,490902,32251,1325,4854200,45.7,4573657,56.4,1160828,76.5,2568588,8988102,10741825,119512,162443,5846702,65,4584202,51,4853664,54,1906495,2671499,272891,2779,10360824,,,,,,,,,,,,,,,,,
2021-10-03,GU,GUA,Guam,165768,Report,239170,236259,144280,142524,77568,148738,9917,36,128054,77.2,63.3,114806,88.9,212049,164234,185239,16202,57.7,31329,111543,851533,104850,93954,72.8,74200,145470,19500,0,36041,68781,9332,0,36027,57899,9326,0,6244,8371,519,0,114154,68.9,103252,80,15134,53.9,30263,141562,236220,166867,168951,128026,90.4,104839,74.1,114142,80.6,36040,68771,9331,0,216954,,,,,,,,,,,,,,,,,
2021-10-03,HI,HIA,Hawaii,1415872,Report,2353000,1886874,166187,133266,618979,1124841,49084,93970,1088922,76.9,54.6,1013445,90.8,1765930,158237,210842,278011,99.9,513885,191428,876520,773284,726163,65.1,891500,1365000,96500,0,268867,486195,49788,18091,268266,439694,49626,18074,95995,124988,9775,1414,822941,58.1,775660,69.5,232172,86.5,490094,1211109,1882269,155417,194285,1085100,89.6,771803,63.7,821425,67.8,268817,484776,49752,18080,1679160,,,,,,,,,,,,,,,,,
2021-10-03,IA,IAA,Iowa,3155070,Report,4284685,3474752,135803,110132,1385420,1943372,145623,337,1837394,58.2,49.6,1722321,70.9,3257861,134166,176453,508668,92,1024126,185210,774872,1564252,1464262,60.3,1699260,2376825,208600,0,664922,898562,143390,240,664736,798763,143315,239,257826,218804,13347,108,1707114,54.1,1607053,66.2,490085,88.6,990544,2676281,3474697,129833,160098,1837304,68.7,1564227,58.4,1707087,63.8,664915,898544,143388,240,3409881,,,,,,,,,,,,,,,,,
2021-10-03,ID,IDA,Idaho,1787065,Report,2237890,1582889,125227,88575,643768,871000,66003,2118,845465,47.3,38.2,843170,63,1581723,118139,167148,251307,86.5,503992,173390,769907,683225,681774,50.9,895280,1228410,114200,0,291998,390260,65671,521,291977,388832,65649,519,108040,115690,11047,219,748450,41.9,746977,55.8,234996,80.8,479729,1495407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2021-10-03,IH2,IH2,Indian Health Svc,2082813,Report,2114645,1652911,101528,79360,822590,797978,32340,3,906885,43.5,34.6,829048,0,1512927,0,0,156218,0,294737,0,0,720351,658429,0,1019020,1011225,84400,0,364833,355401,32205,0,364532,293785,32149,0,73979,53950,3112,0,752439,36.1,690466,0,131041,0,294737,0,1652291,0,0,906464,0,720189,0,752257,0,364758,355315,32184,0,1652291,,,,,,,,,,,,,,,,,
2021-10-03,IL,ILA,Illinois,12671821,Report,17968045,15408921,141795,121600,5589797,9247444,551892,19788,8699733,68.7,49.5,8037692,81.6,14258629,144700,182344,1954544,95.7,3645700,178428,879393,6267054,5792140,58.8,6822160,10254585,891300,0,2387911,3870133,539984,6392,2381395,3401847,537528,6300,723498,800512,74618,2978,6804420,53.7,6327070,64.2,1601606,78.4,3545342,10837805,15367468,141795,165790,8673753,80,6252494,57.7,6789831,62.6,2387867,3855617,539955,6392,15120176,,,,,,,,,,,,,,,,,
2021-10-03,IN,INA,Indiana,6732219,Report,8390060,6808488,124625,101133,2505100,4023546,255527,24315,3528187,52.4,44.9,3313407,64.2,6403643,124000,162464,941301,86.7,1960029,180524,772748,3020730,2837472,54.9,3194620,4739640,455800,0,1173579,1837659,251078,7284,1173296,1654789,250841,7212,447592,431230,28821,3587,3269600,48.6,3086138,59.8,911230,83.9,1923935,5705039,6808018,119333,147064,3527799,61.8,3020598,52.9,3269450,57.3,1173564,1837544,251058,7284,6722993,,,,,,,,,,,,,,,,,
2021-10-03,KS,KSA,Kansas,2913314,Report,3908685,3110984,134166,106785,1232306,1770007,107401,1270,1752792,60.2,47.8,1633485,73.8,2900945,131083,176619,469417,98.7,865383,181999,822038,1392184,1295922,58.6,1590580,2130405,187700,0,574065,817065,105747,446,573744,721177,105647,398,193001,192803,17106,207,1497323,51.4,1400966,63.3,403117,84.8,828809,2451697,3110840,126885,159428,1752653,71.5,1392166,56.8,1497297,61.1,574057,817055,105739,446,2977284,,,,,,,,,,,,,,,,,
2021-10-03,KY,KYA,Kentucky,4467673,Report,5824085,4998886,130361,111890,2074416,2722238,201253,979,2729298,61.1,48.4,2563979,74,4701236,135686,168093,702494,93.6,1346388,179384,775961,2162926,2031037,58.6,2510120,3025665,288300,0,943785,1216992,198302,1211,943566,1085362,198181,1173,287410,304367,38068,627,2360290,52.8,2228282,64.3,630472,84,1308977,3806167,4997729,131306,153017,2728878,71.7,2162883,56.8,2360219,62,943773,1216963,198274,1209,4903332,,,,,,,,,,,,,,,,,
2021-10-03,LA,LAA,Louisiana,4648794,Report,5832030,4568211,125453,98267,1909542,2498436,158361,1872,2415343,52,42.5,2278859,64,4324687,121440,163768,642727,86.7,1314057,177330,787025,1975165,1869569,52.5,2522380,3060150,249500,0,867672,1105881,150797,780,867217,1000752,150645,772,290419,299348,21097,164,2125130,45.7,2019386,56.7,611028,82.5,1262681,3923318,4567853,116428,148650,2415067,61.6,1975077,50.3,2125021,54.2,867652,1105813,150776,780,4427710,,,,,,,,,,,,,,,,,
2021-10-03,MA,MAA,Massachusetts,6892503,Report,11005590,9854121,159675,142969,3799067,5718851,335887,316,5355092,77.7,63.2,4964746,89.6,9136959,164936,198668,1179109,99.9,2223543,190155,941186,4356302,4028224,72.7,4392660,6150630,462300,0,1740886,2613404,337718,123,1735587,2290655,336502,106,470744,500494,68794,40,4692131,68.1,4362850,78.8,1040072,88.9,2160716,6016745,9825491,163302,182916,5338252,88.7,4344778,72.2,4680599,77.8,1740878,2601888,337710,123,9686062,,,,,,,,,,,,,,,,,
