Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-19,US,USA,United States,331996199,Report,154199235,118313818,46446,35637,56941640,59214724,2025349,132105,77230061,23.3,12,77050155,29.8,118079421,45744,59737,36701448,67.1,58186057,106379,281916,39920649,39867550,15.4,74827800,75151635,4219800,0,19350089,20541599,2014284,28657,19340177,20498435,2012109,28634,10395989,10668164,611884,8899,41934629,12.6,41879357,16.2,21684936,39.6,,,,
2021-03-19,AK,AKA,Alaska,731545,Report,514835,356055,70376,48672,164398,189892,1709,56,216781,29.6,18.9,214185,38.8,352036,63825,93341,64166,70.1,115468,126073,562121,138473,137053,24.8,247100,256035,11700,0,61690,76776,1696,7,61634,75412,1690,7,31092,21503,216,3,140169,19.2,138743,25.2,52814,57.7,,,,
2021-03-19,AL,ALA,Alabama,4903185,Report,2141210,1426696,43670,29097,733958,667421,25317,0,937614,19.1,10.6,936863,24.6,1425797,37375,56128,484636,57,763359,89824,251955,521265,521100,13.7,1093300,986310,61600,0,266113,255132,25992,20,266094,254986,25990,20,162082,131656,10675,11,547257,11.2,547090,14.3,304424,35.8,,,,
2021-03-19,AR,ARA,Arkansas,3017804,Report,1407320,952919,46634,31577,478468,460254,13997,200,635565,21.1,10.5,634546,27.4,951798,41067,60722,311773,59.5,467179,89176,268633,316877,316742,13.7,719300,650520,37500,0,159850,156988,13927,39,159831,156872,13914,39,93126,63787,3181,31,330804,11,330656,14.3,160125,30.6,,,,
2021-03-19,AS,ASA,American Samoa,55689,Report,43210,24300,77592,43635,5332,18968,0,0,15383,27.6,16.2,14925,34.4,23637,54417,99477,2023,21.4,3383,35735,456428,9023,8819,20.3,12400,30810,0,0,2128,6895,3,0,2127,6692,3,0,570,845,1,0,9026,16.2,8822,20.3,1416,15,,,,
2021-03-19,AZ,AZA,Arizona,7278717,Report,3444465,2760907,47322,37931,1273451,1463715,22841,900,1720172,23.6,13.2,1714739,30.4,2751807,48804,61089,849600,64.9,1401066,107063,263211,960103,957781,17,1662500,1697865,84100,0,429571,530206,21547,326,429513,527942,21520,326,232193,269119,6454,222,981650,13.5,979301,17.4,507988,38.8,,,,
2021-03-19,BP2,BP2,Bureau of Prisons,0,Report,85240,86342,0,0,33691,52310,341,0,52733,0,0,52733,0,86342,0,0,2365,0,3926,0,0,33096,33096,0,35500,49140,600,0,12048,21048,340,0,12048,21048,340,0,620,915,2,0,33436,0,33436,0,1537,0,,,,
2021-03-19,CA,CAA,California,39512223,Report,18487510,13882984,46789,35136,6729898,6992465,159886,735,9302378,23.5,11.4,9277306,30.3,13853317,45246,60382,4195926,71.9,6648862,113887,316669,4486322,4481879,14.6,8852300,9125610,509600,0,2201423,2284796,158396,103,2200709,2281067,158110,103,1245374,1157994,25360,71,4644718,11.8,4639989,15.2,2428799,41.6,,,,
2021-03-19,CO,COA,Colorado,5758736,Report,2669970,2080284,46364,36124,1019894,1019153,40714,523,1320575,22.9,12.9,1317988,29.3,2077044,46165,59343,616475,73.2,1029195,122172,316943,743282,742627,16.5,1319700,1284270,66000,0,366025,377132,39620,125,365957,376545,39566,125,205153,199471,5577,75,782902,13.6,782193,17.4,410276,48.7,,,,
2021-03-19,CT,CTA,Connecticut,3565287,Report,1884695,1551481,52862,43516,695786,819164,36406,125,1014611,28.5,14.7,1013197,35.7,1549282,54594,66413,496363,78.8,813181,129026,299042,523295,522653,18.4,857200,979095,48400,0,229860,293419,36263,16,229704,292933,36238,16,107858,198051,4023,10,559558,15.7,558891,19.7,309942,49.2,,,,
2021-03-19,DC,DCA,District of Columbia,705749,Report,443285,291022,62811,41236,118662,168499,3861,0,139568,19.8,9.4,139206,24.1,290631,50319,76749,53710,61.5,109110,124921,507522,66666,66649,11.5,196700,234585,12000,0,32949,33706,4515,11,32948,33690,4515,11,19076,13544,161,6,71181,10.1,71164,12.3,32787,37.5,,,,
2021-03-19,DD2,DD2,Dept of Defense,0,Report,2179590,1593498,0,0,746722,837728,8649,399,995086,0,0,991190,0,1588886,0,0,121787,0,193024,0,0,551727,551177,0,959300,1174290,46000,0,247655,304072,5734,0,247625,303552,5730,0,21312,45237,224,0,557461,0,556907,0,66773,0,,,,
2021-03-19,DE,DEA,Delaware,973764,Report,477905,362023,49078,37178,159187,196073,6724,39,231420,23.8,12.4,231176,30,361695,46962,62050,137302,72.7,215746,114208,252986,120373,120307,15.6,227900,237705,12300,0,59748,60612,6809,13,59736,60558,6809,13,38395,35133,4710,7,127182,13.1,127116,16.5,78245,41.4,,,,
2021-03-19,FL,FLA,Florida,21477737,Report,10646775,7684142,49571,35777,3813905,3725954,134220,10063,4760399,22.2,11.9,4752159,27.6,7674679,44497,61728,3113240,69.2,5371666,119441,236735,2557574,2556478,14.8,5015900,5308875,322000,0,1290865,1263367,133632,3342,1290297,1262839,133592,3342,977929,941199,47302,2868,2691206,12.5,2690070,15.6,1969298,43.8,,,,
2021-03-19,FM,FMA,Federated States of Micronesia,103643,Report,47400,21624,45734,20864,21624,0,0,0,13198,12.7,8.2,13193,16.3,21619,26742,58633,1298,7.4,2170,12316,269028,8467,8467,10.5,46600,0,800,0,8448,19,0,0,8448,19,0,0,893,4,0,0,8467,8.2,8467,10.5,897,5.1,,,,
2021-03-19,GA,GAA,Georgia,10617423,Report,4482955,2910835,42223,27416,1580934,1295261,34409,231,1777288,16.7,9.9,1774654,21.9,2907786,35839,55253,942498,62.1,1644714,108422,295523,1050578,1050162,12.9,2301900,2064855,116200,0,583704,466729,33915,145,583636,466381,33816,145,386262,258275,4489,90,1084493,10.2,1083978,13.4,649116,42.8,,,,
