Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-25,US,USA,United States,331996199,Report,359004955,287788872,108135,86684,121801185,155394989,10381859,210839,164378258,49.5,36.4,158954785,61.6,280459815,108650,139079,46674798,85.3,86583926,158298,656353,120821039,118937645,46.1,148586720,189659535,20758700,0,53115058,67648415,10260317,54818,52959473,65818226,10222190,54591,19414150,19232085,1773621,23596,131078608,39.5,129054480,50,40443453,73.9,86583926,280216744,287676823,102662,128117,164272277,58.6,120815002,43.1,131070055,46.8,53111954,67644594,10258716,54791,287676823,,,,
2021-05-25,AK,AKA,Alaska,731545,Report,805355,602501,110090,82360,264869,318063,19476,93,331563,45.3,36.3,317449,57.6,581862,105493,146014,72943,79.6,137446,150070,879324,265199,258670,46.9,348580,398775,58000,0,121754,143417,18092,28,121457,137185,18014,28,38908,27351,1998,15,283291,38.7,276684,50.2,68272,74.5,131816,608877,601968,98865,132269,331028,54.4,265195,43.6,283285,46.5,121752,143415,18090,28,576808,,,,
2021-05-25,AL,ALA,Alabama,4903185,Report,4484660,2996346,91464,61110,1444666,1454699,96981,0,1754294,35.8,26.9,1734330,45.5,2968247,77807,117557,644347,75.8,1146092,134860,527708,1316810,1308153,34.3,2009280,2204280,271100,0,644256,672471,98961,83,644075,663995,98916,83,292767,230533,28286,52,1415771,28.9,1407069,36.9,551638,64.9,1102686,4186880,2996054,71558,107112,1754004,41.9,1316796,31.5,1415754,33.8,644248,672465,98958,83,2870102,,,,
2021-05-25,AR,ARA,Arkansas,3017804,Report,2743770,2032185,90919,67340,959224,1007967,64478,516,1170081,38.8,28.2,1142219,49.3,1993474,86013,118386,395570,75.5,716559,136779,523738,852284,841387,36.3,1219260,1349010,175500,0,423214,428942,62988,128,422599,418664,62679,124,190351,128189,10145,88,915272,30.3,904066,39,328773,62.8,682173,2557248,2030140,79388,107294,1168099,45.7,852243,33.3,915124,35.8,423210,428905,62881,128,1955461,,,,
2021-05-25,AS,ASA,American Samoa,55689,Report,54030,41907,97021,75252,9959,31922,26,0,23161,41.6,33.9,22290,51.3,40401,93011,124387,2531,26.7,4717,49826,570719,18868,18237,42,15600,37830,600,0,4293,14575,34,0,4281,13956,34,0,908,1360,7,0,18902,33.9,18271,42.1,2275,24,4717,47557,41905,88115,113611,23160,48.7,18867,39.7,18901,39.7,4292,14575,34,0,41905,,,,
2021-05-25,AZ,AZA,Arizona,7278717,Report,7692985,5841059,105691,80248,2555809,3099179,181920,4151,3304861,45.4,32.8,3204339,56.8,5698334,101062,136437,1071053,81.8,2012656,153798,587864,2384725,2346733,41.6,3197900,4079985,415100,0,1068516,1314859,175111,1350,1068275,1277112,175004,1346,440472,419641,33130,830,2559836,35.2,2521737,44.7,894073,68.3,1884048,6206060,5840644,94112,123959,3304536,53.2,2384689,38.4,2559766,41.2,1068503,1314836,175077,1350,5433808,,,,
2021-05-25,BP2,BP2,Bureau of Prisons,0,Report,188230,176909,0,0,70832,100420,5657,0,98591,0,0,98590,0,176908,0,0,3223,0,6080,0,0,77487,77487,0,76040,101790,10400,0,30885,46602,5632,0,30885,46602,5632,0,1400,1421,73,0,83119,0,83119,0,2894,0,6080,0,176908,0,0,98590,0,77487,0,83119,0,30885,46602,5632,0,176908,,,,
2021-05-25,CA,CAA,California,39512223,Report,46474940,37325781,117622,94466,15774020,20242592,1304474,4695,21951901,55.6,38.4,21046778,68.7,36086777,117863,151792,5265585,90.2,9367578,160456,796061,15170169,14837276,48.5,19003600,24896040,2575300,0,6669301,8499608,1293781,1260,6654154,8181890,1288648,1232,2144920,1876291,135471,539,16463950,41.7,16125924,52.7,4157221,71.2,9118559,33646265,37292410,110837,138128,21919291,65.1,15169484,45.1,16463015,48.9,6668935,8499290,1293531,1259,36586679,,,,
2021-05-25,CO,COA,Colorado,5758736,Report,6636600,5462533,115244,94856,2378735,2898919,183408,1471,3049389,53,40.7,2921994,64.9,5285474,117475,147506,719931,85.5,1371350,162789,787809,2345497,2296370,51,2749760,3555240,331600,0,1070740,1274331,180992,426,1068366,1227583,180222,421,321512,305784,16572,184,2526489,43.9,2476592,55,644052,76.5,1329824,4936061,5457737,110569,134451,3044639,61.7,2345471,47.5,2526446,51.2,1070729,1274316,180975,426,5287552,,,,
2021-05-25,CT,CTA,Connecticut,3565287,Report,4471025,3931088,125404,110260,1559081,2220945,150742,320,2209618,62,47.6,2107857,74.3,3790125,133556,157550,585503,92.9,1121395,177930,709412,1696094,1659841,58.5,1797500,2428725,244800,0,706566,989450,150805,78,706239,953529,150679,73,211562,311360,15462,24,1846899,51.8,1810520,63.8,538408,85.4,1092037,3105947,3929582,126518,143950,2208478,71.1,1695772,54.6,1846510,59.5,706370,989324,150738,78,3854493,,,,
2021-05-25,DC,DCA,District of Columbia,705749,Report,1011995,767803,143393,108793,303747,439688,24181,187,395158,56,40.6,387796,67.1,759886,131564,175213,71509,81.9,161131,184481,1158650,286188,284412,49.2,402360,556335,53300,0,119683,166358,27862,147,119653,164614,27844,145,35396,24522,1898,16,314050,44.5,312256,54.1,61832,70.8,139650,609754,767737,125909,165968,395098,64.8,286176,46.9,314036,51.5,119679,166350,27860,147,681508,,,,
2021-05-25,DD2,DD2,Dept of Defense,0,Report,4285300,3526652,0,0,1524093,1890115,112045,399,2090039,0,0,2046952,0,3470885,0,0,173071,0,307721,0,0,1346564,1334301,0,1787400,2312700,185200,0,587823,758741,109129,0,587762,746539,109101,0,44718,75696,4721,0,1455693,0,1443402,0,125135,0,307721,0,3524104,0,0,2087586,0,1346470,0,1455587,0,587801,758669,109117,0,3524104,,,,
2021-05-25,DE,DEA,Delaware,973764,Report,1193375,908361,122553,93283,366826,501851,39397,287,517131,53.1,37.5,500783,65,884740,114873,154945,171599,90.8,320799,169819,631730,365478,360305,46.8,491260,639015,63100,0,152083,213256,38830,139,152009,208157,38803,139,60927,79919,7724,88,404308,41.5,399108,51.8,148658,78.7,305094,839807,908208,108145,142101,517000,61.6,365463,43.5,404287,48.1,152081,213243,38824,139,876236,,,,
