Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-04-19,US,USA,United States,331996199,Report,264505725,211581309,79671,63730,93002433,110461905,7949021,167950,132321628,39.9,23.3,130995636,50.7,209963193,81340,102470,43826574,80.1,78781961,144034,483585,77470417,77183367,29.9,112801100,134063475,17641150,0,35439161,41989404,7896144,40471,35399893,41741689,7878670,40418,17001945,16982845,1477786,16248,85365180,25.7,85060671,33,35478824,64.9,,,,
2021-04-19,AK,AKA,Alaska,731545,Report,746705,517521,102072,70744,231777,272075,13597,72,291456,39.8,30.5,285164,51.7,507398,91993,135380,70199,76.6,131690,143785,815287,222876,219061,39.7,320900,374205,51600,0,101224,121638,12790,14,101043,118004,12730,14,37184,25958,1443,6,235666,32.2,231791,42,64591,70.5,,,,
2021-04-19,AL,ALA,Alabama,4903185,Report,3664740,2297563,74742,46859,1099762,1125770,72031,0,1483779,30.3,17.8,1476278,38.7,2289209,60007,96064,598999,70.5,1008886,118715,431229,872661,871633,22.8,1616600,1804140,244000,0,422561,450055,73672,45,422512,449076,73639,45,237252,192839,22738,32,946333,19.3,945272,24.8,452861,53.3,,,,
2021-04-19,AR,ARA,Arkansas,3017804,Report,2370830,1618371,78561,53627,764134,800064,53790,383,1013104,33.6,20,1003001,43.3,1606760,69327,102295,375493,71.7,654215,124878,452550,602531,600902,25.9,1044100,1168830,157900,0,298413,304028,52599,90,298327,302487,52351,88,165843,113259,8521,62,655130,21.7,653253,28.2,287685,54.9,,,,
2021-04-19,AS,ASA,American Samoa,55689,Report,43810,35972,78669,64594,8019,27953,0,0,20253,36.4,28.4,19599,45.1,34845,80220,100859,2357,24.9,4344,45886,462765,15803,15333,35.3,12400,30810,600,0,3534,12269,6,0,3525,11808,6,0,814,1234,1,0,15809,28.4,15339,35.3,2049,21.6,,,,
2021-04-19,AZ,AZA,Arizona,7278717,Report,5738495,4550226,78839,62514,1996024,2423732,128054,2416,2744596,37.7,23.1,2710478,48.1,4505752,79911,101774,1008682,77.1,1853382,141627,438511,1680836,1672671,29.7,2475600,2890095,372800,0,741570,938469,123690,797,741465,930409,123616,797,382039,390176,23785,531,1804526,24.8,1796287,31.9,796531,60.9,,,,
2021-04-19,BP2,BP2,Bureau of Prisons,0,Report,137790,133323,0,0,51712,79874,1737,0,78272,0,0,78271,0,133322,0,0,2912,0,5286,0,0,54385,54385,0,52800,78390,6600,0,21183,33202,1725,0,21183,33202,1725,0,1129,1213,30,0,56110,0,56110,0,2372,0,,,,
2021-04-19,CA,CAA,California,39512223,Report,32618010,26435308,82552,66904,11738558,13629803,1064206,2741,17276173,43.7,22.7,17065179,55.7,26181459,85511,106534,4992562,85.5,8652667,148210,558708,8986164,8944179,29.2,13780200,16578510,2259300,0,4157398,4828212,1055470,554,4154384,4789242,1051894,553,1924280,1664548,109917,314,10041634,25.4,9996073,32.6,3699059,63.4,,,,
2021-04-19,CO,COA,Colorado,5758736,Report,4515250,3846376,78407,66792,1762458,1940281,142601,1036,2447138,42.5,23.8,2411147,53.6,3804949,84569,100356,685366,81.4,1274650,151310,535991,1369516,1364086,30.3,1965000,2260050,290200,0,656343,712884,140847,289,655970,707827,140306,289,296648,280904,12507,124,1510363,26.2,1504392,33.4,590183,70.1,,,,
2021-04-19,CT,CTA,Connecticut,3565287,Report,3395165,2808703,95228,78779,1175068,1516706,116713,216,1762218,49.4,28.9,1737761,61.2,2782804,98060,119639,556408,88.3,1046362,166025,538706,1030794,1029618,36.3,1376100,1799265,219800,0,463739,567010,116909,45,463504,566069,116823,45,190302,287451,10967,17,1147703,32.2,1146441,40.4,488737,77.5,,,,
2021-04-19,DC,DCA,District of Columbia,705749,Report,683975,521527,96915,73897,198995,302679,19851,2,294659,41.8,20.6,293207,50.8,520073,90043,118421,65595,75.1,141324,161803,783091,145548,145167,25.1,279700,359775,44500,0,60643,84879,23808,26,60639,84503,23793,25,26738,20713,1571,9,169356,24,168960,29.3,49031,56.1,,,,
2021-04-19,DD2,DD2,Dept of Defense,0,Report,3255200,2575228,0,0,1152857,1360238,61734,399,1621218,0,0,1609851,0,2561442,0,0,155679,0,265042,0,0,879186,877103,0,1351400,1739400,164400,0,388243,490943,58819,0,388205,488898,58803,0,35706,65155,2838,0,938005,0,935906,0,103699,0,,,,
2021-04-19,DE,DEA,Delaware,973764,Report,818475,657111,84053,67482,263269,368655,25005,182,408113,41.9,23.6,404529,52.5,652129,84671,106269,161424,85.5,293782,155518,433271,229702,229071,29.7,341800,426075,50600,0,91582,138040,24549,80,91566,137425,24530,80,53386,70938,6366,50,254251,26.1,253601,32.9,130740,69.2,,,,
