Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-16,US,USA,United States,331996199,Report,344503495,273545207,103767,82394,117131627,146558344,9654031,201205,157485596,47.4,34.3,154380479,59.8,268917913,104179,133461,46395934,84.8,85646875,156585,629841,113716020,112263316,43.5,143498740,180809655,20195100,0,50037442,63624564,9568990,51689,49931531,62229728,9540658,51524,19154491,18999953,1702244,22066,123282685,37.1,121753442,47.2,39878754,72.9,85646875,280216744,273493340,97601,122942,157439584,56.2,113710107,40.6,123274404,44,50034354,63620901,9567484,51664,273493340,,,,
2021-05-16,AK,AKA,Alaska,731545,Report,792755,586727,108367,80204,260265,308860,17513,89,320707,43.8,35.6,310961,56.4,570700,103470,143729,72454,79.1,136571,149115,865566,260656,254389,46.1,345300,391755,55700,0,119212,141420,16248,24,118921,135444,16174,24,38620,27199,1853,15,276904,37.9,270563,49.1,67687,73.9,130988,608877,586548,96333,130200,320523,52.6,260653,42.8,276899,45.5,119211,141418,16246,24,562351,,,,
2021-05-16,AL,ALA,Alabama,4903185,Report,4373130,2886106,89190,58862,1384953,1411372,89781,0,1699758,34.7,25.7,1685759,44.2,2865032,75102,114634,637402,75,1129020,132851,514585,1259053,1251624,32.8,1953900,2151630,267600,0,609419,649560,91596,74,609267,642283,91556,74,285620,227399,27129,46,1350649,27.5,1343180,35.2,540194,63.6,1085933,4186880,2885822,68925,104448,1699480,40.6,1259041,30.1,1350635,32.3,609413,649554,91594,74,2761992,,,,
2021-05-16,AR,ARA,Arkansas,3017804,Report,2720090,1966843,90135,65175,932114,972700,61529,500,1134542,37.6,27.3,1116056,48.2,1939017,83663,117364,392076,74.8,708209,135185,519218,823298,813892,35.1,1206440,1339650,174000,0,407488,415685,60108,125,406962,406807,59820,123,187209,126687,9756,88,883406,29.3,873712,37.7,323740,61.8,674141,2557248,1965394,76856,106368,1133147,44.3,823259,32.2,883261,34.5,407484,415650,60002,125,1892183,,,,
2021-05-16,AS,ASA,American Samoa,55689,Report,54030,40525,97021,72770,9382,31121,22,0,22498,40.4,32.6,21702,50,39129,90082,124387,2501,26.4,4640,49012,570719,18153,17556,40.4,15600,37830,600,0,4104,14049,29,0,4093,13463,29,0,892,1330,6,0,18182,32.6,17585,40.5,2228,23.5,4640,47557,40523,85209,113611,22497,47.3,18152,38.2,18181,38.2,4103,14049,29,0,40523,,,,
2021-05-16,AZ,AZA,Arizona,7278717,Report,7465065,5598339,102560,76914,2461534,2962162,170885,3758,3177756,43.7,31.3,3116525,55.3,5501049,97563,132395,1061044,81.1,1987487,151875,570448,2275119,2241836,39.8,3119120,3937245,408700,0,1010732,1263151,164489,1236,1010518,1230084,164390,1234,431796,415199,31233,771,2439608,33.5,2406226,42.7,878999,67.2,1859955,6206060,5597966,90202,120287,3177475,51.2,2275084,36.7,2439539,39.3,1010719,1263129,164455,1236,5200682,,,,
2021-05-16,BP2,BP2,Bureau of Prisons,0,Report,177850,171037,0,0,67688,98916,4433,0,95945,0,0,95944,0,171036,0,0,3194,0,5987,0,0,74310,74310,0,70300,99450,8100,0,28532,45778,4413,0,28532,45778,4413,0,1352,1406,64,0,78723,0,78723,0,2822,0,5987,0,171036,0,0,95944,0,74310,0,78723,0,28532,45778,4413,0,171036,,,,
2021-05-16,CA,CAA,California,39512223,Report,44241580,35114882,111969,88871,15095953,18774574,1240074,4281,20995375,53.1,35.2,20456974,66.8,34326127,112112,144497,5219447,89.4,9234720,158180,757806,13924055,13674787,44.7,18245640,23468640,2527300,0,6181435,7741505,1229846,1115,6170787,7502905,1225209,1095,2111490,1824643,129012,486,15153901,38.4,14899996,48.7,4065631,69.6,8987717,33646265,35105495,104337,131490,20986677,62.4,13923408,41.4,15153016,45,6181078,7741215,1229608,1115,34415282,,,,
2021-05-16,CO,COA,Colorado,5758736,Report,6403480,5165684,111196,89702,2279366,2714068,170892,1358,2903263,50.4,38.2,2827876,62.9,5049561,112232,142324,713633,84.7,1356114,160980,760136,2200450,2160034,48,2700400,3382080,321000,0,1004185,1195876,168695,389,1002282,1157368,167997,384,317330,301662,15374,169,2369145,41.1,2328031,51.7,634535,75.3,1314870,4936061,5164621,104630,129729,2902227,58.8,2200428,44.6,2369106,48,1004175,1195864,168678,389,4999167,,,,
2021-05-16,CT,CTA,Connecticut,3565287,Report,4238825,3705086,118892,103921,1488132,2076235,140429,290,2104525,59,44.3,2046700,72.1,3619343,127538,149368,580819,92.2,1108758,175925,672569,1579211,1552601,54.7,1715480,2283645,239700,0,656235,922909,140626,67,655932,896603,140509,66,207623,307718,14374,22,1719837,48.2,1693110,59.7,529737,84.1,1079507,3105947,3703649,119244,136474,2103443,67.7,1578904,50.8,1719464,55.4,656044,922793,140560,67,3629433,,,,
