Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-20,AK,AKA,Alaska,731545,299935,227403,41000,31085,148299,20272,78623,10748,20.3,10.7,,,
2021-02-20,AL,ALA,Alabama,4903185,1078800,776936,22002,15846,560968,11441,214512,4375,11.7,4.5,,,
2021-02-20,AR,ARA,Arkansas,3017804,691525,520904,22915,17261,364735,12086,152675,5059,12.1,5.1,,,
2021-02-20,AS,ASA,American Samoa,55689,29450,17740,52883,31855,10831,19449,6893,12378,19.6,12.4,,,
2021-02-20,AZ,AZA,Arizona,7278717,1688255,1425295,23194,19582,1064109,14619,356055,4892,14.3,4.8,,,
2021-02-20,BP2,BP2,Bureau of Prisons,0,49175,51072,0,0,32074,0,18879,0,0,0,,,
2021-02-20,CA,CAA,California,39512223,9178020,7201713,23228,18227,5285256,13376,1864867,4720,13.4,4.7,,,
2021-02-20,CO,COA,Colorado,5758736,1348800,1167895,23422,20280,800799,13906,360392,6258,13.9,6.2,,,
2021-02-20,CT,CTA,Connecticut,3565287,984275,847820,27607,23780,572145,16048,265343,7442,16,7.5,,,
2021-02-20,DC,DCA,District of Columbia,705749,225125,159640,31899,22620,107751,15268,51565,7306,9.9,4.2,,,
2021-02-20,DD2,DD2,Dept of Defense,0,1181300,830843,0,0,601135,0,219173,0,0,0,,,
2021-02-20,DE,DEA,Delaware,973764,204200,180600,20970,18547,133187,13678,46527,4778,13.4,4.6,,,
2021-02-20,FL,FLA,Florida,21477737,5120975,4205898,23843,19583,2796210,13019,1382923,6439,12.8,6.3,,,
2021-02-20,FM,FMA,Federated States of Micronesia,103643,30000,11590,28946,11183,9468,9135,2070,1997,9.2,2,,,
2021-02-20,GA,GAA,Georgia,10617423,2292085,1786755,21588,16829,1181826,11131,568299,5353,10.9,5.3,,,
2021-02-20,GU,GUA,Guam,165768,51300,48387,30947,29190,31950,19274,16104,9715,19.3,9.7,,,
2021-02-20,HI,HIA,Hawaii,1415872,397750,312730,28092,22087,215488,15219,96971,6849,15.3,6.9,,,
2021-02-20,IA,IAA,Iowa,3155070,707865,577374,22436,18300,430429,13642,141104,4472,13.8,4.5,,,
2021-02-20,ID,IDA,Idaho,1787065,358200,313466,20044,17541,216285,12103,85566,4788,12.3,4.9,,,
2021-02-20,IH2,IH2,Indian Health Svc,2082813,732905,412073,35188,19784,295515,14188,110670,5313,14.2,5.3,,,
2021-02-20,IL,ILA,Illinois,12671821,2924725,2261482,23081,17847,1697843,13399,527382,4162,13.5,4.2,,,
2021-02-20,IN,INA,Indiana,6732219,1487400,1234416,22094,18336,859278,12764,372868,5539,12.8,5.5,,,
2021-02-20,KS,KSA,Kansas,2913314,645800,488738,22167,16776,345965,11875,138765,4763,12.5,5.1,,,
2021-02-20,KY,KYA,Kentucky,4467673,998250,796952,22344,17838,556588,12458,236951,5304,12.9,5.4,,,
2021-02-20,LA,LAA,Louisiana,4648794,1012000,877683,21769,18880,582482,12530,293295,6309,12.3,6.2,,,
2021-02-20,MA,MAA,Massachusetts,6892503,1737170,1375439,25204,19956,1028490,14922,343624,4985,14.8,5,,,
2021-02-20,MD,MDA,Maryland,6045680,1450000,1054467,23984,17442,732236,12112,320657,5304,12.6,5.5,,,
2021-02-20,ME,MEA,Maine,1344212,335375,268322,24950,19961,190336,14160,75889,5646,14.4,5.8,,,
2021-02-20,MH,MHA,Marshall Islands,58413,21000,7733,35951,13238,6462,11063,1218,2085,11.1,2.1,,,
2021-02-20,MI,MIA,Michigan,9986857,2279240,1884038,22822,18865,1247602,12492,617751,6186,12.7,6.3,,,
2021-02-20,MN,MNA,Minnesota,5639632,1284150,1097316,22770,19457,772141,13691,321228,5696,13.8,5.7,,,
2021-02-20,MO,MOA,Missouri,6137428,1275555,1042872,20783,16992,723937,11795,308971,5034,11.4,4.7,,,
2021-02-20,MP,MPA,Northern Mariana Islands,56882,29650,15525,52125,27293,9310,16367,6205,10909,16.4,10.9,,,
2021-02-20,MS,MSA,Mississippi,2976149,650750,481424,21866,16176,345108,11596,135591,4556,11.7,4.7,,,
2021-02-20,MT,MTA,Montana,1068778,259215,228890,24253,21416,161546,15115,66619,6233,15.2,6.2,,,
2021-02-20,NC,NCA,North Carolina,10488084,2363200,2008811,22532,19153,1353909,12909,651958,6216,12.7,6.1,,,
2021-02-20,ND,NDA,North Dakota,762062,198650,188496,26067,24735,124671,16360,61624,8086,15.9,7.8,,,
2021-02-20,NE,NEA,Nebraska,1934408,482975,360582,24968,18640,244045,12616,114580,5923,12.6,5.9,,,
2021-02-20,NH,NHA,New Hampshire,1359711,328525,250296,24161,18408,171758,12632,78361,5763,13.2,5.9,,,
2021-02-20,NJ,NJA,New Jersey,8882190,1809900,1648599,20377,18561,1157271,13029,484965,5460,13.6,5.8,,,
2021-02-20,NM,NMA,New Mexico,2096829,605885,578916,28895,27609,386679,18441,186104,8875,18.9,9,,,
2021-02-20,NV,NVA,Nevada,3080156,646450,555742,20988,18043,393813,12785,157477,5113,12.7,5.1,,,
2021-02-20,NY,NYA,New York State,19453561,4165325,3535997,21412,18177,2334012,11998,1117514,5745,12,5.7,,,
2021-02-20,OH,OHA,Ohio,11689100,2504150,2066995,21423,17683,1460227,12492,602623,5155,12.5,5.1,,,
2021-02-20,OK,OKA,Oklahoma,3956971,1061775,830903,26833,20998,572876,14478,251032,6344,14.4,6.3,,,
2021-02-20,OR,ORA,Oregon,4217737,924575,794779,21921,18844,541691,12843,249241,5909,12.8,5.9,,,
2021-02-20,PA,PAA,Pennsylvania,12801989,2989725,2231800,23354,17433,1628681,12722,596337,4658,12.7,4.7,,,
2021-02-20,PR,PRA,Puerto Rico,3193694,806625,463527,25257,14514,314053,9834,147986,4634,9.9,4.6,,,
2021-02-20,RI,RIA,Rhode Island,1059361,246175,190896,23238,18020,131246,12389,59553,5622,12.5,5.5,,,
2021-02-20,RP,RPA,Republic of Palau,17907,9200,6025,51377,33646,3643,20344,2382,13302,20.6,13.4,,,
2021-02-20,SC,SCA,South Carolina,5148714,1066275,879776,20710,17087,625877,12156,237292,4609,12.4,4.7,,,
2021-02-20,SD,SDA,South Dakota,884659,266970,225848,30178,25529,152655,17256,73029,8255,17.3,8.3,,,
2021-02-20,TN,TNA,Tennessee,6829174,1477175,1097826,21630,16076,748756,10964,344665,5047,10.9,5,,,
2021-02-20,TX,TXA,Texas,28995881,5602100,4614697,19320,15915,3241776,11180,1367318,4716,11.2,4.7,,,
2021-02-20,UT,UTA,Utah,3205958,658750,610074,20548,19029,356046,11106,146105,4557,11.1,4.6,,,
2021-02-20,VA,VAA,Virginia,8535519,1948550,1671217,22829,19580,1162487,13619,477252,5591,13.7,5.6,,,
2021-02-20,VA2,VA2,Veterans Health,0,2185950,1862965,0,0,1289839,0,571860,0,0,0,,,
2021-02-20,VI,VIA,Virgin Islands,104680,26425,15826,25244,15118,11041,10547,4785,4571,10.3,4.5,,,
2021-02-20,VT,VTA,Vermont,623989,159650,132112,25585,21172,88826,14235,43084,6905,13.9,6.8,,,
2021-02-20,WA,WAA,Washington,7614893,1619340,1407229,21265,18480,1001775,13155,389841,5119,13.2,5.1,,,
2021-02-20,WI,WIA,Wisconsin,5822434,1301825,1188631,22359,20415,841506,14453,334625,5747,14.5,5.8,,,
2021-02-20,WV,WVA,West Virginia,1792147,481225,458087,26852,25561,288262,16085,169795,9474,15.8,9.2,,,
2021-02-20,WY,WYA,Wyoming,578759,150905,129060,26074,22299,89346,15438,39323,6794,15.2,6.7,,,
2021-02-20,US,USA,United States,331996199,74979165,61289500,,,42809595,,17895667,,12.9,5.4,29909492,31270062,109946
2021-02-20,LTC,LTC,Long Term Care,,,6399010,,,,,,,0,0,,,
