Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-04,AK,AKA,Alaska,731545,240325,129936,32852,17762,99596,13614,30172,4124,13.6,4.1,,,
2021-02-04,AL,ALA,Alabama,4903185,799675,408428,16309,8330,338845,6911,69155,1410,6.9,1.4,,,
2021-02-04,AR,ARA,Arkansas,3017804,516925,338227,17129,11208,266563,8833,68778,2279,8.8,2.3,,,
2021-02-04,AS,ASA,American Samoa,55689,29450,11257,52883,20214,9761,17528,1494,2683,17.5,2.7,,,
2021-02-04,AZ,AZA,Arizona,7278717,1185700,686116,16290,9426,573845,7884,111645,1534,7.9,1.5,,,
2021-02-04,BP2,BP2,Bureau of Prisons,0,36650,36195,0,0,24858,0,11259,0,0,0,,,
2021-02-04,CA,CAA,California,39512223,6438225,3723803,16294,9424,3085932,7810,625189,1582,7.8,1.6,,,
2021-02-04,CO,COA,Colorado,5758736,983225,638923,17074,11095,485332,8428,149829,2602,8.4,2.6,,,
2021-02-04,CT,CTA,Connecticut,3565287,666175,481826,18685,13514,375795,10540,97568,2737,10.5,2.7,,,
2021-02-04,DC,DCA,District of Columbia,705749,164900,94095,23365,13333,66645,9443,21313,3020,9.4,3,,,
2021-02-04,DD2,DD2,Dept of Defense,0,921400,530849,0,0,436270,0,85122,0,0,0,,,
2021-02-04,DE,DEA,Delaware,973764,161525,110784,16588,11377,89727,9214,20394,2094,9.2,2.1,,,
2021-02-04,FL,FLA,Florida,21477737,3658975,2223754,17036,10354,1793625,8351,422482,1967,8.4,2,,,
2021-02-04,FM,FMA,Federated States of Micronesia,103643,21900,6699,21130,6464,6646,6412,26,25,6.4,0,,,
2021-02-04,GA,GAA,Georgia,10617423,1686125,1008040,15881,9494,834091,7856,152626,1438,7.9,1.4,,,
2021-02-04,GU,GUA,Guam,165768,51300,26068,30947,15726,20785,12539,5108,3081,12.5,3.1,,,
2021-02-04,HI,HIA,Hawaii,1415872,262900,151107,18568,10672,120533,8513,30573,2159,8.5,2.2,,,
2021-02-04,IA,IAA,Iowa,3155070,471200,279252,14935,8851,206516,6546,69401,2200,6.5,2.2,,,
2021-02-04,ID,IDA,Idaho,1787065,262275,141897,14676,7940,113110,6329,26345,1474,6.3,1.5,,,
2021-02-04,IH2,IH2,Indian Health Svc,0,477275,238594,0,0,182111,0,52748,0,0,0,,,
2021-02-04,IL,ILA,Illinois,12671821,2053325,1178369,16204,9299,905981,7150,247763,1955,7.1,2,,,
2021-02-04,IN,INA,Indiana,6732219,1116375,671191,16583,9970,541269,8040,129626,1925,8,1.9,,,
2021-02-04,KS,KSA,Kansas,2913314,471775,251425,16194,8630,198352,6808,51322,1762,6.8,1.8,,,
2021-02-04,KY,KYA,Kentucky,4467673,746500,455783,16709,10202,372114,8329,81502,1824,8.3,1.8,,,
2021-02-04,LA,LAA,Louisiana,4648794,746550,509982,16059,10970,393389,8462,115629,2487,8.5,2.5,,,
2021-02-04,MA,MAA,Massachusetts,6892503,1229075,652929,17832,9473,517135,7503,134311,1949,7.5,1.9,,,
2021-02-04,MD,MDA,Maryland,6045680,972225,565821,16081,9359,463885,7673,101425,1678,7.7,1.7,,,
2021-02-04,ME,MEA,Maine,1344212,254550,153439,18937,11415,114962,8552,36870,2743,8.6,2.7,,,
2021-02-04,MH,MHA,Marshall Islands,58413,21000,4424,35951,7574,3955,6771,431,738,6.8,0.7,,,
2021-02-04,MI,MIA,Michigan,9986857,1634000,1078808,16362,10802,835524,8366,229373,2297,8.4,2.3,,,
2021-02-04,MN,MNA,Minnesota,5639632,931500,634453,16517,11250,459716,8152,131728,2336,8.2,2.3,,,
2021-02-04,MO,MOA,Missouri,6137428,945850,505207,15411,8232,388692,6333,112106,1827,6.3,1.8,,,
2021-02-04,MP,MPA,Northern Mariana Islands,56882,29650,10966,52125,19279,7561,13292,3399,5976,13.3,6,,,
2021-02-04,MS,MSA,Mississippi,2976149,494975,250905,16631,8431,222860,7488,27786,934,7.5,0.9,,,
2021-02-04,MT,MTA,Montana,1068778,163675,116148,15314,10867,87042,8144,28942,2708,8.1,2.7,,,
