Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-01,AK,AKA,Alaska,731545,193150,122020,26403,16680,96396,13177,25467,3481,13.18,3.48,,,
2021-02-01,AL,ALA,Alabama,4903185,659400,358280,13448,7307,301628,6152,56308,1148,6.15,1.15,,,
2021-02-01,AR,ARA,Arkansas,3017804,453700,311230,15034,10313,249943,8282,58613,1942,8.28,1.94,,,
2021-02-01,AS,ASA,American Samoa,55689,18450,10761,33130,19323,9713,17442,1046,1878,17.44,1.88,,,
2021-02-01,AZ,AZA,Arizona,7278717,1013375,620608,13922,8526,524413,7205,95671,1314,7.2,1.31,,,
2021-02-01,BP2,BP2,Bureau of Prisons,0,30050,31285,0,0,22725,0,8490,0,0,0,,,
2021-02-01,CA,CAA,California,39512223,5666550,3453284,14341,8740,2861767,7243,581985,1473,7.24,1.47,,,
2021-02-01,CO,COA,Colorado,5758736,813400,589787,14125,10242,455422,7908,130738,2270,7.91,2.27,,,
2021-02-01,CT,CTA,Connecticut,3565287,578600,449253,16229,12601,357588,10030,83855,2352,10.03,2.35,,,
2021-02-01,DC,DCA,District of Columbia,705749,148525,82519,21045,11692,63208,8956,19217,2723,8.96,2.72,,,
2021-02-01,DD2,DD2,Dept of Defense,0,816175,485125,0,0,407915,0,67913,0,0,0,,,
2021-02-01,DE,DEA,Delaware,973764,143775,102697,14765,10546,84482,8676,17628,1810,8.68,1.81,,,
2021-02-01,FL,FLA,Florida,21477737,3396350,2005378,15813,9337,1683674,7839,315392,1468,7.84,1.47,,,
2021-02-01,FM,FMA,Federated States of Micronesia,103643,19400,5110,18718,4930,5068,4890,15,14,4.89,0.01,,,
2021-02-01,GA,GAA,Georgia,10617423,1449800,930517,13655,8764,785487,7398,125548,1182,7.4,1.18,,,
2021-02-01,GU,GUA,Guam,165768,34300,23445,20692,14143,18538,11183,4736,2857,11.18,2.86,,,
2021-02-01,HI,HIA,Hawaii,1415872,227400,135836,16061,9594,108745,7680,27090,1913,7.68,1.91,,,
2021-02-01,IA,IAA,Iowa,3155070,417900,257468,13245,8160,194009,6149,60259,1910,6.15,1.91,,,
2021-02-01,ID,IDA,Idaho,1787065,221550,124377,12397,6960,100946,5649,22468,1257,5.65,1.26,,,
2021-02-01,IH2,IH2,Indian Health Svc,0,423600,210664,0,0,166090,0,40917,0,0,0,,,
2021-02-01,IL,ILA,Illinois,12671821,1696575,1054814,13389,8324,817253,6449,219095,1729,6.45,1.73,,,
2021-02-01,IN,INA,Indiana,6732219,931500,607185,13836,9019,495746,7364,111233,1652,7.36,1.65,,,
2021-02-01,KS,KSA,Kansas,2913314,413350,226895,14188,7788,183035,6283,42297,1452,6.28,1.45,,,
2021-02-01,KY,KYA,Kentucky,4467673,650150,415545,14552,9301,347384,7776,66077,1479,7.78,1.48,,,
2021-02-01,LA,LAA,Louisiana,4648794,648925,463179,13959,9963,376491,8099,85872,1847,8.1,1.85,,,
2021-02-01,MA,MAA,Massachusetts,6892503,1060900,608947,15392,8835,484829,7034,122652,1779,7.03,1.78,,,
2021-02-01,MD,MDA,Maryland,6045680,884650,528301,14633,8738,440763,7291,87039,1440,7.29,1.44,,,
2021-02-01,ME,MEA,Maine,1344212,212125,145786,15781,10845,109917,8177,34299,2552,8.18,2.55,,,
2021-02-01,MH,MHA,Marshall Islands,58413,13600,4127,23282,7065,3763,6442,327,560,6.44,0.56,,,
2021-02-01,MI,MIA,Michigan,9986857,1362600,1005544,13644,10069,794391,7954,197770,1980,7.95,1.98,,,
2021-02-01,MN,MNA,Minnesota,5639632,837550,546330,14851,9687,425546,7546,118959,2109,7.55,2.11,,,
2021-02-01,MO,MOA,Missouri,6137428,835400,462202,13612,7531,355387,5790,103241,1682,5.79,1.68,,,
2021-02-01,MP,MPA,Northern Mariana Islands,56882,21850,10148,38413,17840,6897,12125,3247,5708,12.13,5.71,,,
2021-02-01,MS,MSA,Mississippi,2976149,425000,238859,14280,8026,213525,7175,25077,843,7.17,0.84,,,
2021-02-01,MT,MTA,Montana,1068778,141650,106145,13253,9931,80627,7544,25438,2380,7.54,2.38,,,
2021-02-01,NC,NCA,North Carolina,10488084,1423475,975743,13572,9303,818858,7808,155824,1486,7.81,1.49,,,
2021-02-01,ND,NDA,North Dakota,762062,108050,99481,14179,13054,71587,9394,26136,3430,9.39,3.43,,,
2021-02-01,NE,NEA,Nebraska,1934408,288375,180917,14908,9353,134193,6937,45716,2363,6.94,2.36,,,
2021-02-01,NH,NHA,New Hampshire,1359711,217100,130515,15967,9599,100041,7358,30421,2237,7.36,2.24,,,
2021-02-01,NJ,NJA,New Jersey,8882190,1232525,810293,13876,9123,680591,7662,127552,1436,7.66,1.44,,,
2021-02-01,NM,NMA,New Mexico,2096829,317900,275224,15161,13126,212216,10121,60099,2866,10.12,2.87,,,
2021-02-01,NV,NVA,Nevada,3080156,368800,248754,11973,8076,211931,6881,35559,1154,6.88,1.15,,,
2021-02-01,NY,NYA,New York State,19453561,2932775,1927665,15076,9909,1511266,7769,344325,1770,7.77,1.77,,,
2021-02-01,OH,OHA,Ohio,11689100,1553900,1004624,13294,8595,824597,7054,179168,1533,7.05,1.53,,,
2021-02-01,OK,OKA,Oklahoma,3956971,594925,443581,15035,11210,360670,9115,80231,2028,9.11,2.03,,,
2021-02-01,OR,ORA,Oregon,4217737,665325,423627,15774,10044,342827,8128,79522,1885,8.13,1.89,,,
2021-02-01,PA,PAA,Pennsylvania,12801989,1976925,1134185,15442,8859,900237,7032,231261,1806,7.03,1.81,,,
2021-02-01,PR,PRA,Puerto Rico,3193694,530950,253439,16625,7936,197187,6174,54972,1721,6.17,1.72,,,
2021-02-01,RI,RIA,Rhode Island,1059361,173225,94240,16352,8896,68779,6492,25435,2401,6.49,2.4,,,
2021-02-01,RP,RPA,Republic of Palau,17907,6000,3110,33506,17368,3109,17362,1,6,17.36,0.01,,,
2021-02-01,SC,SCA,South Carolina,5148714,560150,462751,10879,8988,379136,7364,80038,1555,7.36,1.55,,,
2021-02-01,SD,SDA,South Dakota,884659,130700,107685,14774,12172,77052,8710,30557,3454,8.71,3.45,,,
2021-02-01,TN,TNA,Tennessee,6829174,998875,627911,14627,9195,447977,6560,178248,2610,6.56,2.61,,,
2021-02-01,TX,TXA,Texas,28995881,3659550,2496232,12621,8609,1991555,6868,502794,1734,6.87,1.73,,,
2021-02-01,UT,UTA,Utah,3205958,401375,323030,12520,10076,244613,7630,62607,1953,7.63,1.95,,,
2021-02-01,VA,VAA,Virginia,8535519,1232350,870820,14438,10202,718113,8413,125933,1475,8.41,1.48,,,
2021-02-01,VA2,VA2,Veterans Health,0,1367700,963346,0,0,781179,0,181258,0,0,0,,,
2021-02-01,VI,VIA,Virgin Islands,104680,17075,6116,16312,5843,5026,4801,1090,1041,4.8,1.04,,,
2021-02-01,VT,VTA,Vermont,623989,99750,72428,15986,11607,53967,8649,18338,2939,8.65,2.94,,,
2021-02-01,WA,WAA,Washington,7614893,1031400,720603,13545,9463,582420,7648,126672,1663,7.65,1.66,,,
2021-02-01,WI,WIA,Wisconsin,5822434,795050,513385,13655,8817,429609,7379,81097,1393,7.38,1.39,,,
2021-02-01,WV,WVA,West Virginia,1792147,305200,260325,17030,14526,192951,10766,67363,3759,10.77,3.76,,,
2021-02-01,WY,WYA,Wyoming,578759,85750,58721,14816,10146,48155,8320,9651,1668,8.32,1.67,,,
2021-02-01,US,USA,United States,331996199,49936450,32222402,,,26023153,,5927847,,7.84,1.79,14756609,17364398,101395
2021-02-01,LTC,LTC,Long Term Care,,,3748779,,,,,,,0,0,,,
