Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-08-08,US,USA,United States,331996199,Report,407561705,351400930,122761,105845,140388709,197016306,13674107,321808,194866738,58.7,46.1,183278267,71,331113825,128210,157811,49488505,90.5,92787674,169641,745132,152992100,144488657,55.9,167622180,218435775,21484400,19350,63854117,89040403,13491072,91889,63448904,80817682,13393013,90521,20927113,20894781,2135919,39678,166477481,50.1,157750120,61.1,43997491,80.4,92787674,283545812,351048592,123807,143738,194641986,68.6,152865810,53.9,166347242,58.7,63850380,88916716,13488303,91843,351048592,26,,,,
2021-08-08,AK,AKA,Alaska,731545,Report,872195,704155,119226,96256,290715,384161,29090,189,381619,52.2,42.2,356007,64.5,659069,119491,158132,76218,83.2,143585,156773,952303,308635,289263,52.4,371460,441435,59300,0,134379,174209,27029,47,134008,155211,26904,44,40200,28688,2703,22,335664,45.9,316167,57.3,71613,78.2,137126,608877,702080,115307,143247,380339,62.5,307844,50.6,334871,55,134375,173422,27027,47,658587,,,,,
2021-08-08,AL,ALA,Alabama,4903185,Report,5330000,3699583,108705,75453,1685108,1890322,124149,4,2207724,45,32.2,2119955,55.6,3569840,93577,139716,695259,81.8,1231969,144965,627179,1581136,1537464,40.3,2439960,2608740,281300,0,750765,830120,126890,251,750486,786727,126825,251,313008,247544,32499,157,1708026,34.8,1664289,43.6,593208,69.8,1186974,4186880,3699247,88353,127302,2207387,52.7,1581103,37.8,1707987,40.8,750753,830099,126884,251,3562577,,,,,
2021-08-08,AR,ARA,Arkansas,3017804,Report,3198730,2546791,105995,84392,1150104,1307161,88825,701,1482755,49.1,34.7,1398556,60.3,2416379,104260,138016,429009,81.9,778094,148525,610582,1047393,1001466,43.2,1465260,1554570,178900,0,501432,545760,86872,201,500435,500844,86394,187,204667,140356,13221,112,1134265,37.6,1087860,46.9,358356,68.4,742284,2557248,2541708,99392,125085,1479065,57.8,1046057,40.9,1132813,44.3,501425,544432,86756,200,2461193,,,,,
2021-08-08,AS,ASA,American Samoa,55689,Report,55830,52933,100253,95051,13049,39338,545,1,29366,52.7,42.5,25756,59.4,47184,108782,128715,2758,29.2,5171,54801,591670,23667,21537,49.7,15600,39630,600,0,5905,17762,550,0,5891,15646,549,0,1028,1458,25,0,24217,43.5,22086,50.9,2511,26.6,5171,47557,52922,111281,117396,29358,61.7,23664,49.8,24214,50.9,5904,17760,550,0,52922,,,,,
2021-08-08,AZ,AZA,Arizona,7278717,Report,8724410,7209235,119862,99045,3020341,3919676,259439,9779,3934473,54.1,42.3,3700245,65.6,6793433,120483,154730,1130742,86.4,2157234,164846,666681,3081754,2909752,51.6,3615060,4678350,431000,0,1335684,1742886,250407,3184,1335228,1571370,250038,3154,483229,449807,42740,1682,3332161,45.8,3159790,56,977458,74.7,2024877,6206060,7208352,116150,140579,3933680,63.4,3081644,49.7,3331820,53.7,1335663,1742798,250176,3183,6751872,,,,,
2021-08-08,BP2,BP2,Bureau of Prisons,0,Report,218180,204318,0,0,83714,111002,9602,0,111690,0,0,111689,0,204317,0,0,3413,0,6511,0,0,91485,91485,0,90760,116820,10600,0,39660,51825,9533,0,39660,51825,9533,0,1537,1520,127,0,101018,0,101018,0,3184,0,6511,0,204317,0,0,111689,0,91485,0,101018,0,39660,51825,9533,0,204317,,,,,
2021-08-08,CA,CAA,California,39512223,Report,51613405,45890960,130626,116144,18183978,26000223,1697110,9649,26070279,66,49.4,24287434,79.3,42755666,139644,168574,5622488,96.3,10088775,172809,884077,19502318,18154534,59.3,20945460,28052145,2615800,0,8041184,11458099,1680580,3035,8016243,10135472,1673340,2819,2311851,2051824,169397,981,21182898,53.6,19827874,64.8,4534053,77.7,9824603,33646265,45763217,136013,153400,25991287,77.2,19454148,57.8,21134408,62.8,8040762,11410357,1680260,3029,44907403,,,,,
2021-08-08,CO,COA,Colorado,5758736,Report,7332675,6555288,127331,113832,2674390,3637381,239439,4078,3521775,61.2,50.9,3280409,72.9,6115136,135916,162977,749104,88.9,1441509,171117,870438,2931042,2734073,60.8,3010700,3981675,340300,0,1250739,1679028,235170,1275,1247160,1485672,234060,1241,336025,323850,21617,431,3166212,55,2968133,66,681923,80.9,1398589,4936061,6535444,132402,148553,3510064,71.1,2923076,59.2,3158225,64,1250726,1671075,235149,1275,6341026,,,,,
2021-08-08,CT,CTA,Connecticut,3565287,Report,5009105,4644569,140497,130272,1766166,2688670,189035,698,2526794,70.9,58.6,2353503,82.9,4326840,152469,176511,608777,96.6,1174345,186332,794788,2088519,1948683,68.7,2043100,2716005,250000,0,835034,1253242,188221,243,834658,1113827,188072,198,225040,325291,19137,52,2276740,63.9,2136755,75.3,569520,90.4,1144681,3105947,4642915,149485,161275,2525518,81.3,2088142,67.2,2276287,73.3,834828,1253071,188145,243,4564139,,,,,
