Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-14,AK,AKA,Alaska,731545,150450,42596,20566,5823,35508,4854,7013,959,,,
2021-01-14,AL,ALA,Alabama,4903185,435350,92300,8879,1882,80480,1641,11699,239,,,
2021-01-14,AR,ARA,Arkansas,3017804,297800,108316,9868,3589,90339,2994,16711,554,,,
2021-01-14,AS,ASA,American Samoa,55689,10650,2971,19124,5335,2409,4326,562,1009,,,
2021-01-14,AZ,AZA,Arizona,7278717,570625,173665,7840,2386,157397,2162,16234,223,,,
2021-01-14,BP2,BP2,Bureau of Prisons,0,16450,16118,0,0,13997,0,2086,0,,,
2021-01-14,CA,CAA,California,39512223,3540175,975293,8960,2468,801998,2030,170245,431,,,
2021-01-14,CO,COA,Colorado,5758736,531775,254706,9234,4423,209300,3634,44087,766,,,
2021-01-14,CT,CTA,Connecticut,3565287,328675,171897,9219,4821,156366,4386,14052,394,,,
2021-01-14,DC,DCA,District of Columbia,705749,68325,36679,9681,5197,29927,4240,6741,955,,,
2021-01-14,DD2,DD2,Dept of Defense,0,464775,179724,0,0,159851,0,16098,0,,,
2021-01-14,DE,DEA,Delaware,973764,91250,31090,9371,3193,25649,2634,5354,550,,,
2021-01-14,FL,FLA,Florida,21477737,1970875,774485,9176,3606,709002,3301,63802,297,,,
2021-01-14,FM,FMA,Federated States of Micronesia,103643,9800,605,9456,584,604,583,1,1,,,
2021-01-14,GA,GAA,Georgia,10617423,1010900,231305,9521,2179,204301,1924,22324,210,,,
2021-01-14,GU,GUA,Guam,165768,34300,3791,20692,2287,3785,2283,0,0,,,
2021-01-14,HI,HIA,Hawaii,1415872,154150,47985,10887,3389,0,0,0,0,,,
2021-01-14,IA,IAA,Iowa,3155070,268025,112093,8495,3553,100805,3195,9113,289,,,
2021-01-14,ID,IDA,Idaho,1787065,160075,42586,8957,2383,35179,1969,7276,407,,,
2021-01-14,IH2,IH2,Indian Health Svc,0,291800,81726,0,0,69313,0,12228,0,,,
2021-01-14,IL,ILA,Illinois,12671821,958125,403666,7561,3186,316876,2501,82269,649,,,
2021-01-14,IN,INA,Indiana,6732219,630025,233488,9358,3468,203889,3029,29579,439,,,
2021-01-14,KS,KSA,Kansas,2913314,263175,91565,9034,3143,77590,2663,13054,448,,,
2021-01-14,KY,KYA,Kentucky,4467673,332375,155613,7440,3483,145320,3253,8994,201,,,
2021-01-14,LA,LAA,Louisiana,4648794,370175,175811,7963,3782,149064,3207,26440,569,,,
2021-01-14,MA,MAA,Massachusetts,6892503,669225,233476,9709,3387,204481,2967,28822,418,,,
2021-01-14,MD,MDA,Maryland,6045680,564625,178056,9339,2945,165318,2734,12698,210,,,
2021-01-14,ME,MEA,Maine,1344212,136875,61129,10183,4548,51631,3841,8274,616,,,
2021-01-14,MH,MHA,Marshall Islands,58413,13600,649,23282,1111,623,1067,2,3,,,
2021-01-14,MI,MIA,Michigan,9986857,773650,327235,7747,3277,286349,2867,37918,380,,,
2021-01-14,MN,MNA,Minnesota,5639632,516800,179684,9164,3186,161507,2864,18011,319,,,
2021-01-14,MO,MOA,Missouri,6137428,528300,175314,8608,2856,145521,2371,29546,481,,,
2021-01-14,MP,MPA,Northern Mariana Islands,56882,18650,4598,32787,8083,3455,6074,1140,2004,,,
2021-01-14,MS,MSA,Mississippi,2976149,219800,71848,7385,2414,64654,2172,7178,241,,,
2021-01-14,MT,MTA,Montana,1068778,98500,46620,9216,4362,39103,3659,7508,702,,,
2021-01-14,NC,NCA,North Carolina,10488084,969700,268212,9246,2557,233038,2222,35028,334,,,
2021-01-14,ND,NDA,North Dakota,762062,68675,42774,9012,5613,35293,4631,7134,936,,,
2021-01-14,NE,NEA,Nebraska,1934408,199800,84920,10329,4390,72079,3726,12442,643,,,
2021-01-14,NH,NHA,New Hampshire,1359711,127225,58711,9357,4318,53780,3955,4915,361,,,
2021-01-14,NJ,NJA,New Jersey,8882190,658800,263422,7417,2966,235152,2647,26939,303,,,
2021-01-14,NM,NMA,New Mexico,2096829,204750,89415,9765,4264,73428,3502,15578,743,,,
2021-01-14,NV,NVA,Nevada,3080156,210075,76844,6820,2495,62370,2025,13900,451,,,
2021-01-14,NY,NYA,New York State,19453561,1872625,688576,9626,3540,617596,3175,58627,301,,,
2021-01-14,OH,OHA,Ohio,11689100,967450,348424,8277,2981,338961,2900,9411,81,,,
2021-01-14,OK,OKA,Oklahoma,3956971,399900,187266,10106,4733,160035,4044,26117,660,,,
2021-01-14,OR,ORA,Oregon,4217737,335075,129796,7944,3077,119980,2845,9616,228,,,
2021-01-14,PA,PAA,Pennsylvania,12801989,1065300,410414,8321,3206,353821,2764,56188,439,,,
2021-01-14,PR,PRA,Puerto Rico,3193694,305475,94880,9565,2971,80310,2515,14317,448,,,
2021-01-14,RI,RIA,Rhode Island,1059361,84125,44871,7941,4236,38000,3587,6860,648,,,
2021-01-14,RP,RPA,Republic of Palau,17907,6000,766,33506,4278,765,4272,1,6,,,
2021-01-14,SC,SCA,South Carolina,5148714,346150,115855,6723,2250,96231,1869,19004,369,,,
2021-01-14,SD,SDA,South Dakota,884659,88375,54284,9990,6136,44721,5055,9516,1076,,,
2021-01-14,TN,TNA,Tennessee,6829174,656550,264713,9614,3876,238943,3499,25213,369,,,
2021-01-14,TX,TXA,Texas,28995881,2105600,1043624,7262,3599,917387,3164,125126,432,,,
2021-01-14,UT,UTA,Utah,3205958,267975,115384,8359,3599,103833,3239,8439,263,,,
2021-01-14,VA,VAA,Virginia,8535519,852725,217836,9990,2552,192918,2260,23689,278,,,
2021-01-14,VA2,VA2,Veterans Health,0,941925,284697,0,0,252993,0,31397,0,,,
2021-01-14,VI,VIA,Virgin Islands,104680,10750,1424,10269,1360,1267,1210,157,150,,,
2021-01-14,VT,VTA,Vermont,623989,69800,29571,11186,4739,26603,4263,2958,474,,,
2021-01-14,WA,WAA,Washington,7614893,655575,225238,8609,2958,187450,2462,27591,362,,,
2021-01-14,WI,WIA,Wisconsin,5822434,437900,149955,7521,2575,135841,2333,12820,220,,,
2021-01-14,WV,WVA,West Virginia,1792147,160975,118660,8982,6621,99061,5528,19588,1093,,,
2021-01-14,WY,WYA,Wyoming,578759,58775,19776,10155,3417,17310,2991,2456,424,,,
2021-01-14,US,USA,United States,331996199,30628175,11148991,,,9690757,,1342086,,4620722,6525252,3017
2021-01-14,LTC,LTC,Long Term Care,,,1225493,,,,,,,,,
