Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-04-30,US,USA,United States,331996199,Report,308774155,240159677,93005,72338,104613893,127133399,8231139,181246,144894586,43.6,28.1,142878627,55.4,237542398,92024,119619,45036784,82.3,82177445,150242,564519,93246540,92652488,35.9,130927600,159808155,18038400,0,42065146,51134807,8162494,44871,42003317,50602690,8142234,44788,18163344,17973866,1502082,18662,101407318,30.5,100793030,39,37657954,68.8,,,,
2021-04-30,AK,AKA,Alaska,731545,Report,769205,552792,105148,75565,247881,290632,14202,77,305395,41.7,33.3,298197,54.1,540647,98021,139459,71265,77.8,134175,146498,839853,243350,238426,43.2,330100,385905,53200,0,112074,131258,13214,18,111824,126584,13152,18,38019,26591,1490,10,256564,35.1,251578,45.6,66110,72.2,,,,
2021-04-30,AL,ALA,Alabama,4903185,Report,4088030,2591163,83375,52847,1234231,1282749,74183,0,1589518,32.4,21.8,1579389,41.4,2578124,67581,107160,617674,72.7,1070791,126000,481037,1067596,1064443,27.9,1795500,2046330,246200,0,507879,559658,75892,59,507796,556588,75858,59,261817,212277,23299,39,1143488,23.3,1140301,29.9,497432,58.5,,,,
2021-04-30,AR,ARA,Arkansas,3017804,Report,2636070,1787295,87351,59225,839230,892803,54811,451,1071773,35.5,23.6,1058376,45.7,1769487,76348,113739,383362,73.2,680585,129912,503180,712402,707881,30.5,1166100,1311570,158400,0,346704,365592,53486,106,346497,361280,53237,104,175810,121476,8664,72,765888,25.4,761118,32.8,306022,58.4,,,,
2021-04-30,AS,ASA,American Samoa,55689,Report,54030,38743,97021,69570,8710,30011,22,0,21731,39,30.7,20983,48.3,37454,86226,124387,2456,25.9,4548,48041,570719,17112,16574,38.2,15600,37830,600,0,3807,13305,29,0,3797,12777,29,0,867,1290,6,0,17141,30.8,16603,38.2,2163,22.8,,,,
2021-04-30,AZ,AZA,Arizona,7278717,Report,6610725,5070403,90823,69661,2220851,2710990,135597,2965,2960823,40.7,27.1,2917857,51.7,5004196,88751,117243,1034062,79,1919980,146716,505163,1975960,1955179,34.7,2901900,3333525,375300,0,863266,1111711,130936,983,863112,1091084,130850,983,409179,401105,24947,647,2106896,28.9,2086029,37,835878,63.9,,,,
2021-04-30,BP2,BP2,Bureau of Prisons,0,Report,158890,151186,0,0,58839,89982,2365,0,85721,0,0,85720,0,151185,0,0,3021,0,5646,0,0,64733,64733,0,61500,90090,7300,0,24621,40112,2351,0,24621,40112,2351,0,1271,1322,39,0,67084,0,67084,0,2632,0,,,,
2021-04-30,CA,CAA,California,39512223,Report,38918500,30223491,98497,76491,13349744,15779578,1090803,3366,19178415,48.5,27.5,18830080,61.5,29792442,97305,127112,5092875,87.2,8924790,152871,666628,10863718,10781938,35.2,16404300,20213700,2300500,0,5042005,5820969,1081723,744,5036506,5744689,1077984,743,2018979,1738511,112530,378,11945441,30.2,11859922,38.7,3870398,66.3,,,,
2021-04-30,CO,COA,Colorado,5758736,Report,5395910,4442828,93700,77149,2008711,2287840,145113,1164,2677574,46.5,29.8,2628056,58.4,4379198,97332,119930,699116,83,1316428,156269,640531,1713281,1699233,37.8,2331800,2772510,291600,0,807373,905578,143219,330,806635,892270,142666,328,306202,289057,12781,143,1856500,32.2,1841899,40.9,608183,72.2,,,,
2021-04-30,CT,CTA,Connecticut,3565287,Report,3875845,3220725,108711,90336,1326808,1770557,123107,253,1952869,54.8,35,1913850,67.4,3175472,111897,136577,568484,90.2,1078580,171137,614975,1249562,1244104,43.8,1597300,2049645,228900,0,544325,705180,123212,57,544056,699991,123105,57,200406,297412,11564,19,1372774,38.5,1367209,48.2,509401,80.8,,,,
2021-04-30,DC,DCA,District of Columbia,705749,Report,863315,601789,122326,85270,234641,346386,20725,37,337803,47.9,26.3,335443,58.1,599389,103776,149471,67400,77.2,146383,167596,988419,185547,184813,32,339400,479115,44800,0,75811,109706,24531,30,75801,108983,24516,29,28621,21792,1637,9,210078,29.8,209329,36.2,52059,59.6,,,,
2021-04-30,DD2,DD2,Dept of Defense,0,Report,3785040,2886464,0,0,1285247,1535342,65476,399,1778342,0,0,1762358,0,2866368,0,0,162015,0,278785,0,0,1030813,1027051,0,1569600,2045940,169500,0,452397,578416,62561,0,452354,574697,62542,0,38881,69311,2939,0,1093374,0,1089593,0,111131,0,,,,
