Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-28,AK,AKA,Alaska,731545,342535,264741,46824,36189,166432,22751,97692,13354,22.8,13.3,Report,264933,166735,97554,165852,97142,30.1,17.6,551562,62103,263445,47763,,,
2021-02-28,AL,ALA,Alabama,4903185,1402280,942502,28599,19222,634792,12947,305731,6235,13.3,6.4,Report,965129,649745,313290,649521,313268,17,8.2,3814879,36758,942261,24700,,,
2021-02-28,AR,ARA,Arkansas,3017804,892660,649311,29580,21516,418453,13866,226968,7521,13.9,7.5,Report,650804,419502,227450,419328,227413,18.1,9.8,2317649,38516,649103,28007,,,
2021-02-28,AS,ASA,American Samoa,55689,29450,20338,52883,36521,12276,22044,8037,14432,22.2,14.5,Report,20459,12355,8079,12173,7994,28,18.4,43437,67799,20071,46207,,,
2021-02-28,AZ,AZA,Arizona,7278717,2148015,1792447,29511,24626,1250251,17177,535189,7353,16.8,7.2,Report,1753312,1220706,525426,1219024,525086,21.6,9.3,5638481,38096,1790120,31748,,,
2021-02-28,BP2,BP2,Bureau of Prisons,0,57155,60283,0,0,36995,0,23057,0,0,0,Report,60283,36995,23057,36993,23056,0,0,0,0,60280,0,,,
2021-02-28,CA,CAA,California,39512223,11587650,8821044,29327,22325,6151911,15570,2613260,6614,15.5,6.6,Report,8806969,6141765,2609341,6138201,2608453,20,8.5,30617582,37846,8816524,28796,,,
2021-02-28,CO,COA,Colorado,5758736,1700660,1371577,29532,23817,901520,15655,462155,8025,15.7,8,Report,1371359,901484,461947,901115,461832,20,10.3,4499217,37799,1371092,30474,,,
2021-02-28,CT,CTA,Connecticut,3565287,1198495,1004467,33616,28174,693595,19454,300264,8422,19.4,8.4,Report,1002755,690663,301151,689900,300897,24.3,10.6,2837847,42233,1003366,35357,,,
2021-02-28,DC,DCA,District of Columbia,705749,284655,194746,40334,27594,127752,18102,66481,9420,11.9,5.7,Report,124165,83668,40106,83661,40105,14.5,6.9,577581,49284,194733,33715,,,
2021-02-28,DD2,DD2,Dept of Defense,0,1434935,992748,0,0,678654,0,303314,0,0,0,Report,992748,678654,303314,678414,303283,0,0,0,0,992477,0,,,
2021-02-28,DE,DEA,Delaware,973764,291815,219312,29968,22522,146867,15082,71482,7341,14.8,7.1,Report,214316,144139,69293,144087,69278,18.7,9,770192,37889,219244,28466,,,
2021-02-28,FL,FLA,Florida,21477737,6313355,5044420,29395,23487,3222786,15005,1787164,8321,14.7,8.2,Report,4958700,3163425,1760865,3160329,1760528,18.3,10.2,17247808,36604,5040923,29226,,,
2021-02-28,FM,FMA,Federated States of Micronesia,103643,30000,14715,28946,14198,10509,10140,4103,3959,10.2,4,Report,14858,10619,4134,10615,4134,13.1,5.1,80842,37109,14711,18197,,,
2021-02-28,GA,GAA,Georgia,10617423,2881145,2072451,27136,19519,1282033,12075,747388,7039,11.9,7,Report,2045213,1259837,742880,1259424,742743,15.5,9.2,8113542,35510,2071907,25536,,,
2021-02-28,GU,GUA,Guam,165768,51300,55213,30947,33307,34495,20809,20227,12202,20.8,12.2,Report,55200,34485,20223,34475,20217,26.7,15.6,129299,39675,55196,42689,,,
2021-02-28,HI,HIA,Hawaii,1415872,497760,382798,35156,27036,246296,17395,136218,9621,17.5,9.7,Report,385277,248020,136943,247871,136882,22.2,12.3,1116004,44602,382589,34282,,,
2021-02-28,IA,IAA,Iowa,3155070,901745,713054,28581,22600,530741,16822,175777,5571,16.9,5.7,Report,719811,534690,178637,534292,178487,22,7.4,2428229,37136,712511,29343,,,
2021-02-28,ID,IDA,Idaho,1787065,485195,392370,27150,21956,253640,14193,126208,7062,14.4,7.2,Report,396890,256810,128072,256801,128069,19.2,9.6,1338864,36239,392364,29306,,,
