Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-07-31,US,USA,United States,331996199,Report,400675525,345640466,120687,104110,138883719,193041050,13408923,306774,190982149,57.5,45.5,180119337,69.7,326471687,126412,155144,49165427,89.9,92259672,168675,732542,151219986,143083294,55.4,165308000,213863775,21484400,19350,63389712,87738143,13232407,86702,63005753,79881306,13140215,85510,20853217,20783395,2108297,37795,164446964,49.5,156112785,60.4,43782704,80,92259672,283545812,345289823,121776,141309,190758608,67.3,151094137,53.3,164317220,58,63386005,87614884,13229674,86657,345289823,24,,,,
2021-07-31,AK,AKA,Alaska,731545,Report,854805,697440,116849,95338,289116,379706,28437,181,376882,51.5,41.9,352303,63.9,653874,118550,154979,75867,82.8,143058,156197,933315,306706,287828,52.2,366220,429285,59300,0,133838,172824,26386,44,133469,154318,26261,41,40125,28605,2638,22,333092,45.5,314089,56.9,71390,77.9,136652,608877,695366,114205,140390,375603,61.7,305915,50.2,332299,54.6,133834,172037,26384,44,652628,,,,,
2021-07-31,AL,ALA,Alabama,4903185,Report,5159890,3587175,105235,73160,1645371,1821120,120680,4,2117044,43.2,31.8,2043922,53.6,3476363,91126,135257,687265,80.9,1221717,143759,607162,1560074,1520563,39.9,2372900,2505690,281300,0,743878,815977,123510,219,743604,776740,123447,219,311825,246419,32042,138,1683584,34.3,1644010,43.1,590424,69.5,1176881,4186880,3586851,85669,123240,2116717,50.6,1560042,37.3,1683546,40.2,743867,815956,123504,219,3451356,,,,,
2021-07-31,AR,ARA,Arkansas,3017804,Report,3046510,2442426,100951,80934,1119551,1236686,85526,663,1412910,46.8,33.6,1340497,57.8,2328756,100479,131448,420436,80.3,763250,145691,581526,1014107,973005,42,1397640,1469970,178900,0,493349,520575,83668,183,492362,480473,83209,170,203281,135672,12908,102,1097775,36.4,1056214,45.6,351963,67.2,727563,2557248,2437406,95314,119132,1409264,55.1,1012789,39.6,1096343,42.9,493343,519264,83554,182,2357639,,,,,
2021-07-31,AS,ASA,American Samoa,55689,Report,55830,51967,100253,93316,12842,38580,545,0,28922,51.9,41.6,25596,59,46792,107878,128715,2757,29.2,5159,54674,591670,23150,21310,49.1,15600,39630,600,0,5825,17325,550,0,5812,15498,549,0,1023,1452,25,0,23700,42.6,21859,50.4,2500,26.5,5159,47557,51957,109252,117396,28914,60.8,23148,48.7,23698,49.8,5824,17324,550,0,51957,,,,,
2021-07-31,AZ,AZA,Arizona,7278717,Report,8577780,7099611,117847,97539,2983282,3852578,254772,8979,3862065,53.1,41.9,3642726,64.6,6706558,118943,152129,1124998,86,2147390,164094,655476,3048197,2883679,51.1,3564280,4582500,431000,0,1322980,1722287,245851,2930,1322547,1558226,245496,2906,481447,448566,42195,1587,3294048,45.3,3129175,55.5,973795,74.4,2015334,6206060,7098750,114384,138216,3861290,62.2,3048090,49.1,3293711,53.1,1322959,1722202,245621,2929,6646900,,,,,
2021-07-31,BP2,BP2,Bureau of Prisons,0,Report,212310,201058,0,0,82720,109076,9262,0,109030,0,0,109029,0,201057,0,0,3384,0,6473,0,0,90927,90927,0,88940,112770,10600,0,39432,51495,9209,0,39432,51495,9209,0,1535,1513,121,0,100136,0,100136,0,3169,0,6473,0,201057,0,0,109029,0,90927,0,100136,0,39432,51495,9209,0,201057,,,,,
2021-07-31,CA,CAA,California,39512223,Report,51018395,45139705,129121,114242,17989307,25476116,1665648,8634,25611830,64.8,48.6,23923400,78.1,42152028,137673,166631,5590404,95.8,10017159,171582,873885,19220510,17925505,58.5,20746000,27656595,2615800,0,7957158,11260672,1650023,2680,7932346,9990669,1642816,2490,2292291,2034008,166605,937,20870533,52.8,19568321,63.9,4493841,77,9753784,33646265,45012275,133781,151632,25533074,75.9,19172414,57,20822120,61.9,7956740,11213000,1649706,2674,44164708,,,,,
2021-07-31,CO,COA,Colorado,5758736,Report,7263485,6473244,126130,112407,2655303,3579861,234179,3901,3472145,60.3,50.4,3240871,72,6050213,134473,161439,746054,88.6,1435557,170410,862225,2904100,2713935,60.3,2986060,3937125,340300,0,1243991,1658894,230231,1215,1240424,1472326,229123,1185,335258,322706,21232,404,3134331,54.4,2943058,65.4,679600,80.7,1392782,4936061,6453458,130741,147151,3460450,70.1,2896168,58.7,3126378,63.3,1243978,1650975,230210,1215,6261055,,,,,
2021-07-31,CT,CTA,Connecticut,3565287,Report,4940555,4592286,138574,128806,1752510,2653521,185623,632,2491746,69.9,58.1,2325502,81.9,4285513,151013,174095,606364,96.2,1170405,185707,783911,2071334,1935510,68.2,2020000,2670555,250000,0,830651,1240469,184870,214,830279,1105057,184722,174,224498,324534,18831,51,2256204,63.3,2120232,74.7,567914,90.1,1140776,3105947,4590651,147802,159068,2490484,80.2,2070962,66.7,2255756,72.6,830446,1240302,184794,214,4512226,,,,,
