Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-06-14,US,USA,United States,331996199,Report,374398105,310645827,112772,93569,129191765,169612045,11606202,235815,174234573,52.5,40.2,166515510,64.5,298580061,115612,144970,47465917,86.8,88658961,162092,684500,133457161,129158761,50,154405600,198595605,21396900,0,58015983,75374466,11465768,63122,57770330,71216546,11408375,62710,20033994,19797308,1911577,27409,144919339,43.7,140457960,54.4,41770289,76.4,88658961,283545812,310416079,109477,132041,174062937,61.4,133399440,47,144858578,51.1,58012623,75319121,11463740,63093,310416079,16,,,,
2021-06-14,AK,AKA,Alaska,731545,Report,819965,632568,112087,86470,272887,336732,22849,100,346459,47.4,38.2,328506,59.6,603358,109391,148662,73781,80.6,139002,151769,895276,279215,267890,48.6,351960,409305,58700,0,126427,152755,21235,33,126098,141761,21139,31,39355,27650,2225,16,300450,41.1,289029,52.4,69246,75.6,133277,608877,631319,103686,134668,345576,56.8,278845,45.8,300078,49.3,126425,152387,21233,33,603304,,,,,
2021-06-14,AL,ALA,Alabama,4903185,Report,4678220,3128112,95412,63798,1506947,1515549,105616,0,1815885,37,28.4,1787563,46.9,3086065,80895,122631,651948,76.7,1165231,137112,550484,1392002,1377346,36.1,2117960,2279160,281100,0,684752,707149,107939,101,684537,692708,107890,101,301199,234343,29688,64,1499941,30.6,1485236,38.9,565294,66.5,1121279,4186880,3127805,74705,111735,1815575,43.4,1391979,33.2,1499912,35.8,684744,707134,107933,101,2997875,,,,,
2021-06-14,AR,ARA,Arkansas,3017804,Report,2803530,2151600,92900,71297,1008149,1070261,72607,583,1227489,40.7,30.2,1187603,51.2,2090960,90219,120964,401477,76.6,731265,139586,535145,912258,891504,38.5,1254660,1370070,178800,0,451823,460286,70821,149,451036,440327,70444,141,195688,131081,11201,92,983079,32.6,961948,41.5,338062,64.5,696292,2557248,2148165,84003,109631,1224668,47.9,911680,35.7,982391,38.4,451819,459712,70711,149,2071451,,,,,
2021-06-14,AS,ASA,American Samoa,55689,Report,54030,44016,97021,79039,10785,33123,108,0,24331,43.7,35.6,23186,53.5,42163,97206,124565,2588,27.4,4819,51070,572594,19812,19107,44.1,15600,37830,600,0,4709,15103,116,0,4696,14411,116,0,930,1382,11,0,19928,35.8,19223,44.3,2323,24.6,4819,47557,44012,92546,113611,24328,51.2,19811,41.7,19927,41.9,4708,15103,116,0,44012,,,,,
2021-06-14,AZ,AZA,Arizona,7278717,Report,7938645,6221202,109067,85471,2692436,3320544,203056,5166,3489208,47.9,35.3,3343775,59.3,5991040,106253,140794,1087431,83.1,2051489,156766,606636,2569792,2491133,44.2,3294380,4213365,430900,0,1149479,1418616,195616,1697,1149164,1340283,195498,1686,453215,426562,36332,1011,2765408,38,2686631,47.6,917120,70.1,1921338,6206060,6220723,100236,127918,3488805,56.2,2569736,41.4,2765315,44.6,1149466,1418573,195579,1697,5795798,,,,,
2021-06-14,BP2,BP2,Bureau of Prisons,0,Report,196310,189499,0,0,77885,104040,7574,0,103408,0,0,103407,0,189498,0,0,3284,0,6268,0,0,85135,85135,0,81580,104130,10600,0,36269,48866,7533,0,36269,48866,7533,0,1487,1459,94,0,92668,0,92668,0,3040,0,6268,0,189498,0,0,103407,0,85135,0,92668,0,36269,48866,7533,0,189498,,,,,
2021-06-14,CA,CAA,California,39512223,Report,48230440,40539772,122065,102601,16797534,22290451,1445987,5800,23325861,59,43,22083655,72.1,38561562,125946,157525,5363046,91.9,9604246,164509,826130,16982848,16248092,53.1,19659380,25956060,2615000,0,7354067,9627096,1433733,1685,7332743,8913710,1427631,1639,2211671,1941713,148026,662,18416581,46.6,17675723,57.7,4302072,73.7,9351651,33646265,40459374,120249,143346,23268020,69.2,16960541,50.4,18394001,54.7,7353678,9605179,1433460,1684,39718899,,,,,
2021-06-14,CO,COA,Colorado,5758736,Report,6901730,5881663,119848,102135,2503074,3168935,206801,2853,3229167,56.1,44.7,3052911,67.9,5601609,124502,153398,729603,86.6,1396620,165788,819282,2574768,2471673,54.9,2834200,3727230,340300,0,1151036,1422834,203918,898,1148007,1322777,202988,889,327600,312434,18688,282,2778686,48.3,2674661,59.4,659004,78.2,1354630,4936061,5869729,118915,139823,3220456,65.2,2571608,52.1,2775507,56.2,1151024,1419686,203899,898,5691235,,,,,
2021-06-14,CT,CTA,Connecticut,3565287,Report,4640115,4225094,130147,118506,1652181,2407773,164705,435,2323728,65.2,52.5,2192920,77.3,4006205,141171,163508,593932,94.2,1143161,181384,736241,1873166,1789570,63.1,1883100,2507115,249900,0,772276,1100770,164534,120,771931,1017534,164399,105,218279,317224,16907,28,2037700,57.2,1953969,68.9,552438,87.7,1113672,3105947,4223535,135982,149395,2322536,74.8,1872826,60.3,2037290,65.6,772076,1100630,164464,120,4146894,,,,,
