Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-28,US,USA,United States,331996199,Report,180646465,143462691,54412,43212,67249447,72981111,3090712,141421,93631163,28.2,14.6,93321054,36.2,143074170,55427,69983,39588144,72.4,65847715,120387,330268,48524049,48447413,18.8,85398200,90301965,4946300,0,22754813,25737131,3069870,31750,22742218,25673120,3066193,31721,12410634,13224804,827615,11078,51593564,15.5,51513253,20,26474132,48.4,,,,
2021-03-28,AK,AKA,Alaska,731545,Report,570465,401502,77981,54884,183426,212909,5111,56,245355,33.5,21.2,241343,43.8,395795,71759,103427,66002,72.1,118667,129566,622860,155198,153507,27.8,263900,289965,16600,0,69995,85194,4999,9,69917,83581,4974,9,32049,22153,543,3,160197,21.9,158481,28.7,54748,59.8,,,,
2021-03-28,AL,ALA,Alabama,4903185,Report,2537050,1659102,51743,33837,834484,787726,36892,0,1108253,22.6,12,1106800,29,1657472,43448,66504,527863,62.1,838771,98698,298534,590627,590405,15.5,1255200,1210950,70900,0,299092,291506,37873,29,299064,291312,37867,29,180337,147490,14373,20,628500,12.8,628272,16.5,342220,40.3,,,,
2021-03-28,AR,ARA,Arkansas,3017804,Report,1662850,1143893,55101,37905,559643,558649,25357,244,763783,25.3,12.6,761458,32.9,1141453,49250,71747,333873,63.7,534563,102039,317409,378793,378612,16.3,802400,801450,59000,0,189461,189282,24605,50,189435,189127,24572,50,115067,86847,4396,39,403398,13.4,403184,17.4,206349,39.4,,,,
2021-03-28,AS,ASA,American Samoa,55689,Report,43810,28527,78669,51226,6143,22384,0,0,17570,31.6,19.8,17041,39.2,27691,63750,100859,2204,23.3,3708,39168,462765,11043,10739,24.7,12400,30810,600,0,2283,8760,4,0,2282,8457,4,0,607,955,1,0,11047,19.8,10743,24.7,1563,16.5,,,,
2021-03-28,AZ,AZA,Arizona,7278717,Report,3970345,3308671,54547,45457,1516415,1748242,42599,1415,2072778,28.5,15.7,2063369,36.6,3293989,58420,70415,927339,70.9,1591805,121639,303396,1141583,1137954,20.2,1868900,1995045,106400,0,515674,625426,41101,483,515598,621873,41057,483,282620,322613,11016,329,1182684,16.2,1179011,20.9,616578,47.1,,,,
2021-03-28,BP2,BP2,Bureau of Prisons,0,Report,97960,101784,0,0,40161,61262,361,0,60988,0,0,60988,0,101784,0,0,2595,0,4447,0,0,40213,40213,0,40100,56160,1700,0,15262,24951,360,0,15262,24951,360,0,790,1034,2,0,40573,0,40573,0,1826,0,,,,
2021-03-28,CA,CAA,California,39512223,Report,21865730,17335016,55339,43873,8190839,8812317,330419,1441,11574081,29.3,14.3,11523290,37.6,17276107,56425,71416,4494012,77,7464527,127859,374534,5655223,5647269,18.4,10261100,10981230,623400,0,2625867,3029131,328026,225,2624976,3022069,327345,224,1493554,1422069,46353,145,5983249,15.1,5974614,19.5,2962121,50.7,,,,
2021-03-28,CO,COA,Colorado,5758736,Report,3060410,2569087,53144,44612,1242103,1267983,58339,662,1639579,28.5,15.8,1633441,36.3,2561986,56943,68021,648184,76.9,1153503,136929,363291,909509,908544,20.2,1476400,1508910,75100,0,428031,481332,57326,146,427942,480456,57234,146,240014,255889,8059,88,966835,16.8,965778,21.5,504050,59.8,,,,
2021-03-28,CT,CTA,Connecticut,3565287,Report,2211275,1854289,62022,52010,819142,990939,44077,131,1202316,33.7,17.9,1200505,42.3,1851623,65247,77921,521016,82.7,918715,145771,350860,638485,637756,22.5,995900,1159275,56100,0,275804,362663,44118,18,275636,362102,44087,18,144024,241857,5254,11,682603,19.1,681843,24,391146,62.1,,,,
