Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-26,US,USA,United States,331996199,Report,177501775,136684688,53465,41171,64313721,69368232,2863246,139489,89559225,27,13.8,89288998,34.6,136343845,52820,68764,38890325,71.1,63882340,116793,324519,45851653,45782725,17.7,84565400,88082475,4853900,0,21572493,24247721,2843863,31095,21560989,24190325,2840575,31068,11744096,12561997,782069,10668,48695172,14.7,48622958,18.8,25098831,45.9,,,,
2021-03-26,AK,AKA,Alaska,731545,Report,568125,389775,77661,53281,177945,207291,4483,56,239599,32.8,20.4,235889,42.8,384474,69706,103003,65587,71.6,117865,128690,620305,149303,147718,26.8,263900,287625,16600,0,67455,81839,4403,9,67384,80325,4382,9,31863,21895,469,3,153706,21,152100,27.6,54230,59.2,,,,
2021-03-26,AL,ALA,Alabama,4903185,Report,2497410,1611404,50934,32864,814074,763067,34263,0,1072623,21.9,11.8,1071339,28.1,1609953,42202,65465,520264,61.2,824938,97070,293869,576529,576325,15.1,1253000,1173510,70900,0,292262,284238,35165,29,292236,284060,35160,29,176612,144387,13512,19,611694,12.5,611485,16,334530,39.4,,,,
2021-03-26,AR,ARA,Arkansas,3017804,Report,1608210,1086176,53291,35992,531051,532594,22299,232,730820,24.2,11.8,728834,31.4,1084097,46776,69390,327313,62.5,510629,97470,306979,354603,354447,15.3,801700,764010,42500,0,175982,178573,21627,48,175960,178439,21602,48,104751,79960,4102,37,376230,12.5,376049,16.2,188850,36,,,,
2021-03-26,AS,ASA,American Samoa,55689,Report,43810,28503,78669,51182,6124,22379,0,0,17548,31.5,19.8,17019,39.2,27667,63695,100859,2200,23.2,3704,39125,462765,11040,10736,24.7,12400,30810,600,0,2282,8758,3,0,2281,8455,3,0,607,955,1,0,11043,19.8,10739,24.7,1563,16.5,,,,
2021-03-26,AZ,AZA,Arizona,7278717,Report,3940655,3169061,54139,43539,1454133,1677132,36505,1291,1983569,27.3,15,1976250,35,3157042,55991,69889,913354,69.8,1555109,118835,301128,1094137,1090993,19.3,1859200,1975155,106300,0,493617,600086,35009,434,493546,597013,34968,434,271171,312967,10114,304,1129146,15.5,1125961,20,594556,45.4,,,,
2021-03-26,BP2,BP2,Bureau of Prisons,0,Report,97960,98916,0,0,38569,59991,356,0,59260,0,0,59260,0,98916,0,0,2557,0,4339,0,0,39075,39075,0,40100,56160,1700,0,14429,24646,355,0,14429,24646,355,0,737,1017,2,0,39430,0,39430,0,1756,0,,,,
2021-03-26,CA,CAA,California,39512223,Report,21520340,16527440,54465,41829,7851913,8371203,303062,1262,11059981,28,13.6,11016461,36,16477038,53816,70288,4433978,75.9,7302242,125079,368618,5364314,5357594,17.5,10187600,10739040,593700,0,2513300,2850817,300865,197,2512456,2844941,300265,197,1433732,1380990,42839,129,5665179,14.3,5657859,18.5,2857690,48.9,,,,
2021-03-26,CO,COA,Colorado,5758736,Report,3050950,2443350,52980,42429,1181127,1207048,54523,652,1551393,26.9,15.2,1546239,34.4,2437305,54172,67811,642588,76.3,1129582,134089,362168,873772,872881,19.4,1476400,1499550,75000,0,409697,463930,53610,145,409614,463122,53525,145,230278,247762,7812,87,927382,16.1,926406,20.6,485939,57.7,,,,
2021-03-26,CT,CTA,Connecticut,3565287,Report,2193075,1774045,61512,49759,788438,944227,41250,130,1155239,32.4,17,1153534,40.6,1771509,62424,77280,516079,81.9,894622,141949,347972,605037,604336,21.3,989400,1147575,56100,0,264027,340992,41242,18,263866,340452,41212,18,135594,231329,4865,11,646279,18.1,645548,22.7,371799,59,,,,
2021-03-26,DC,DCA,District of Columbia,705749,Report,491335,327007,69619,46335,130578,190921,5508,0,163251,23.1,10.8,162696,28.2,326448,56520,85068,56629,64.8,116568,133460,562535,75877,75856,13.1,214300,263835,13200,0,36600,39262,6217,15,36599,39242,6216,15,21182,15035,245,7,82094,11.6,82072,14.2,36469,41.8,,,,
2021-03-26,DD2,DD2,Dept of Defense,0,Report,2403320,1785851,0,0,823563,943134,18755,399,1125876,0,0,1121314,0,1780498,0,0,130138,0,211690,0,0,612309,611688,0,1061300,1290120,51900,0,271455,340854,15840,0,271422,340266,15833,0,24488,52156,1001,0,628149,0,627521,0,77645,0,,,,
2021-03-26,DE,DEA,Delaware,973764,Report,543815,417566,55847,42882,179522,231045,6949,50,272395,28,13.8,271986,35.3,417077,54152,70608,145783,77.2,234756,124271,287876,134648,134573,17.5,253700,276315,13800,0,63022,71608,7365,18,63009,71546,7364,18,40844,42386,4796,11,142013,14.6,141937,18.4,88037,46.6,,,,
2021-03-26,FL,FLA,Florida,21477737,Report,11974735,8811431,55754,41026,4230845,4367640,200719,12227,5546514,25.8,13.4,5536363,32.1,8799869,51020,69428,3325548,73.9,5825072,129523,266263,2872371,2871110,16.6,5602700,5996835,375200,0,1397237,1471084,199229,4050,1396654,1470406,199140,4050,1057949,1085261,68942,3481,3071600,14.3,3070250,17.8,2215633,49.3,,,,
2021-03-26,FM,FMA,Federated States of Micronesia,103643,Report,47400,23460,45734,22635,23460,0,0,0,14324,13.8,8.9,14314,17.7,23450,29007,58633,1359,7.7,2312,13122,269028,9189,9189,11.4,46600,0,800,0,9170,19,1,0,9170,19,1,0,976,4,0,0,9190,8.9,9190,11.4,980,5.6,,,,
2021-03-26,GA,GAA,Georgia,10617423,Report,5319955,3530980,50106,33256,1832835,1636567,61324,254,2256114,21.2,11,2250144,27.7,3524450,43439,65569,1010055,66.6,1788315,117889,350700,1170270,1169752,14.4,2608500,2567955,143500,0,642166,527936,58825,168,642094,527490,58719,168,421350,291115,7362,105,1229095,11.6,1228471,15.1,719932,47.5,,,,
2021-03-26,GU,GUA,Guam,165768,Report,87860,81396,53002,49102,38113,43249,34,0,49193,29.7,19,48929,37.8,81112,62732,67951,12151,43.1,22266,79011,311770,31425,31407,24.3,38200,48360,1300,0,15730,15695,33,0,15728,15679,33,0,4380,5559,8,0,31458,19,31440,24.3,9947,35.3,,,,
2021-03-26,HI,HIA,Hawaii,1415872,Report,889800,659606,62845,46587,235328,322853,7665,93760,420788,29.7,17.1,418943,37.5,658121,58971,79731,160617,59.8,251922,93844,331461,242591,242327,21.7,382200,487500,20100,0,94438,130123,7766,18030,94392,129922,7749,18013,45297,46356,2427,1407,250357,17.7,250076,22.4,95487,35.6,,,,
2021-03-26,IA,IAA,Iowa,3155070,Report,1662335,1402543,52688,44454,734759,631591,36074,119,896691,28.4,16.1,894575,36.8,1399638,57640,68459,427870,77.4,714193,129160,300628,508003,507173,20.9,807300,809835,45200,0,276898,231087,36451,18,276886,230269,36440,18,148696,138080,2945,12,544454,17.3,543613,22.4,289733,52.4,,,,
2021-03-26,ID,IDA,Idaho,1787065,Report,871825,694887,48785,38884,338982,342680,12991,234,428376,24,14.3,428342,32,694858,51899,65117,202644,69.7,345999,119035,299936,255090,255080,19.1,439300,408525,24000,0,128334,126706,12787,50,128332,126698,12781,50,65443,76110,3914,28,267877,15,267861,20,145495,50.1,,,,
2021-03-26,IH2,IH2,Indian Health Svc,2082813,Report,1460525,903716,70123,43389,504781,391999,6936,0,571858,27.5,15.6,562216,0,890132,0,0,131884,0,227641,0,0,324988,321102,0,829300,603525,27700,0,172675,152313,6822,0,172591,148511,6812,0,52358,40504,776,0,331810,15.9,327914,0,93638,0,,,,
2021-03-26,IL,ILA,Illinois,12671821,Report,6752455,5412272,53287,42711,2576607,2727756,105614,2295,3576707,28.2,14.2,3565862,36.2,5398453,54785,68525,1450422,71,2275333,111360,330479,1802746,1799897,18.3,3168900,3402555,181000,0,866628,935374,103180,744,866380,932774,102988,743,411259,416308,22620,488,1905926,15,1902885,19.3,850675,41.6,,,,
2021-03-26,IN,INA,Indiana,6732219,Report,3217220,2598661,47788,38600,1182152,1366332,46453,3724,1589654,23.6,14.7,1588580,30.8,2597198,50292,62298,772443,71.1,1424462,131197,296315,989898,989497,19.2,1536200,1582620,98400,0,465438,523170,46726,1290,465404,522803,46720,1290,334684,296906,6340,950,1036624,15.4,1036217,20.1,638880,58.8,,,,
2021-03-26,KS,KSA,Kansas,2913314,Report,1637485,1170671,56207,40183,613345,539575,17516,235,800279,27.5,14.2,798100,36.1,1168048,52780,73992,365799,76.9,555067,116737,344381,413496,412809,18.7,816300,780585,40600,0,219235,194159,18089,102,219213,193494,18082,102,109223,101876,4636,68,431585,14.8,430891,19.5,215803,45.4,,,,
2021-03-26,KY,KYA,Kentucky,4467673,Report,2310035,1924602,51706,43078,926050,956291,42125,136,1300503,29.1,14.4,1296974,37.4,1919876,55411,66671,525862,70.1,818151,109005,307773,641464,640937,18.5,1123700,1129635,56700,0,310381,330989,40017,94,310362,330481,39998,94,131299,177732,12330,62,681481,15.3,680935,19.7,321423,42.8,,,,
2021-03-26,LA,LAA,Louisiana,4648794,Report,2445770,1793002,52611,38569,790249,953185,48760,808,1133250,24.4,13.5,1131001,31.8,1790549,50280,68679,505649,68.2,906735,122363,330054,626394,626230,17.6,1166500,1214070,65200,0,249612,376418,47422,364,249593,376274,47394,363,168103,214553,10749,73,673816,14.5,673624,18.9,393478,53.1,,,,
2021-03-26,MA,MAA,Massachusetts,6892503,Report,3846570,3270796,55808,47454,1594115,1597409,79219,53,2154775,31.3,15.8,2148996,38.8,3262649,58896,69436,926362,79.2,1449088,123924,328954,1087678,1085489,19.6,1867300,1877070,102200,0,524809,562861,79245,8,524685,560796,79199,8,228615,293743,37926,4,1166923,16.9,1164688,21,560288,47.9,,,,
2021-03-26,MD,MDA,Maryland,6045680,Report,3295620,2532593,54512,41891,1211787,1255101,64096,1609,1717992,28.4,14.2,1713415,36.4,2527076,53642,69956,698766,72.8,1061101,110601,343510,856882,855999,18.2,1543600,1668420,83600,0,411816,444623,63076,443,411771,443785,63063,443,185410,194483,24569,210,919958,15.2,919062,19.5,404672,42.2,,,,
