Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-25,AK,AKA,Alaska,731545,155700,97031,21284,13264,80226,10967,16673,2279,,,
2021-01-25,AL,ALA,Alabama,4903185,521225,250612,10630,5111,220464,4496,29978,611,,,
2021-01-25,AR,ARA,Arkansas,3017804,368650,221095,12216,7326,185546,6148,33159,1099,,,
2021-01-25,AS,ASA,American Samoa,55689,18450,8046,33130,14448,7096,12742,948,1702,,,
2021-01-25,AZ,AZA,Arizona,7278717,829500,413662,11396,5683,350648,4817,62711,862,,,
2021-01-25,BP2,BP2,Bureau of Prisons,0,24750,24360,0,0,18988,0,5301,0,,,
2021-01-25,CA,CAA,California,39512223,4906525,2330633,12418,5899,1954048,4945,371482,940,,,
2021-01-25,CO,COA,Colorado,5758736,692700,447880,12029,7777,364889,6336,80467,1397,,,
2021-01-25,CT,CTA,Connecticut,3565287,492850,331264,13824,9291,282674,7929,42421,1190,,,
2021-01-25,DC,DCA,District of Columbia,705749,91025,64194,12898,9096,50902,7212,13236,1875,,,
2021-01-25,DD2,DD2,Dept of Defense,0,677025,346180,0,0,304294,0,35570,0,,,
2021-01-25,DE,DEA,Delaware,973764,116325,66914,11946,6872,55131,5662,11647,1196,,,
2021-01-25,FL,FLA,Florida,21477737,2908275,1544794,13541,7193,1384407,6446,156298,728,,,
2021-01-25,FM,FMA,Federated States of Micronesia,103643,19400,2758,18718,2661,2755,2658,3,3,,,
2021-01-25,GA,GAA,Georgia,10617423,1235775,604067,11639,5689,534161,5031,59965,565,,,
2021-01-25,GU,GUA,Guam,165768,34300,3791,20692,2287,3785,2283,0,0,,,
2021-01-25,HI,HIA,Hawaii,1415872,191575,92092,13531,6504,74296,5247,17795,1257,,,
2021-01-25,IA,IAA,Iowa,3155070,361475,196203,11457,6219,161445,5117,32149,1019,,,
2021-01-25,ID,IDA,Idaho,1787065,181100,91271,10134,5107,76199,4264,14419,807,,,
2021-01-25,IH2,IH2,Indian Health Svc,0,357850,155529,0,0,130085,0,24145,0,,,
2021-01-25,IL,ILA,Illinois,12671821,1417250,723203,11184,5707,578406,4565,137465,1085,,,
2021-01-25,IN,INA,Indiana,6732219,841725,491856,12503,7306,408181,6063,83554,1241,,,
2021-01-25,KS,KSA,Kansas,2913314,348175,154719,11951,5311,129861,4458,23635,811,,,
2021-01-25,KY,KYA,Kentucky,4467673,471000,307462,10542,6882,275610,6169,30010,672,,,
2021-01-25,LA,LAA,Louisiana,4648794,543700,341447,11696,7345,297684,6403,43151,928,,,
2021-01-25,MA,MAA,Massachusetts,6892503,859175,433615,12465,6291,368358,5344,64648,938,,,
2021-01-25,MD,MDA,Maryland,6045680,742175,350835,12276,5803,311148,5147,39259,649,,,
2021-01-25,ME,MEA,Maine,1344212,178450,104069,13275,7742,82837,6162,19873,1478,,,
2021-01-25,MH,MHA,Marshall Islands,58413,13600,3098,23282,5304,3065,5247,3,5,,,
2021-01-25,MI,MIA,Michigan,9986857,1095675,727437,10971,7284,599665,6005,116840,1170,,,
2021-01-25,MN,MNA,Minnesota,5639632,680700,346864,12070,6150,273973,4858,72266,1281,,,
2021-01-25,MO,MOA,Missouri,6137428,661400,335695,10777,5470,258298,4209,75823,1235,,,
2021-01-25,MP,MPA,Northern Mariana Islands,56882,18650,8495,32787,14934,5474,9623,3017,5304,,,
2021-01-25,MS,MSA,Mississippi,2976149,358100,180960,12032,6080,164715,5535,16034,539,,,
2021-01-25,MT,MTA,Montana,1068778,119500,77356,11181,7238,63224,5916,14111,1320,,,
2021-01-25,NC,NCA,North Carolina,10488084,1246600,676037,11886,6446,589436,5620,86064,821,,,
2021-01-25,ND,NDA,North Dakota,762062,86750,75242,11384,9873,57996,7610,15680,2058,,,
2021-01-25,NE,NEA,Nebraska,1934408,238100,134033,12309,6929,110672,5721,22547,1166,,,
2021-01-25,NH,NHA,New Hampshire,1359711,162950,94623,11984,6959,80674,5933,13907,1023,,,
2021-01-25,NJ,NJA,New Jersey,8882190,989900,563141,11145,6340,492061,5540,69374,781,,,
2021-01-25,NM,NMA,New Mexico,2096829,257075,204670,12260,9761,166530,7942,35507,1693,,,
2021-01-25,NV,NVA,Nevada,3080156,286950,159869,9316,5190,136670,4437,22279,723,,,
2021-01-25,NY,NYA,New York State,19453561,2395950,1418313,12316,7291,1215450,6248,183915,945,,,
2021-01-25,OH,OHA,Ohio,11689100,1233075,685622,10549,5865,608379,5205,76949,658,,,
2021-01-25,OK,OKA,Oklahoma,3956971,496350,326546,12544,8252,282679,7144,41634,1052,,,
2021-01-25,OR,ORA,Oregon,4217737,492450,300676,11676,7129,257296,6100,42426,1006,,,
2021-01-25,PA,PAA,Pennsylvania,12801989,1564125,776799,12218,6068,639526,4996,135939,1062,,,
2021-01-25,PR,PRA,Puerto Rico,3193694,371550,187617,11634,5875,146984,4602,39384,1233,,,
2021-01-25,RI,RIA,Rhode Island,1059361,149225,70419,14086,6647,56751,5357,13649,1288,,,
2021-01-25,RP,RPA,Republic of Palau,17907,6000,3046,33506,17010,3044,16999,2,11,,,
2021-01-25,SC,SCA,South Carolina,5148714,453250,307348,8803,5969,258015,5011,47563,924,,,
2021-01-25,SD,SDA,South Dakota,884659,106575,82512,12047,9327,63950,7229,18504,2092,,,
2021-01-25,TN,TNA,Tennessee,6829174,838825,462646,12283,6775,361767,5297,99842,1462,,,
2021-01-25,TX,TXA,Texas,28995881,3070825,1804006,10591,6222,1532381,5285,270118,932,,,
2021-01-25,UT,UTA,Utah,3205958,341725,229007,10659,7143,195221,6089,25693,801,,,
2021-01-25,VA,VAA,Virginia,8535519,1069725,482973,12533,5658,415684,4870,59852,701,,,
2021-01-25,VA2,VA2,Veterans Health,0,1151525,702779,0,0,600685,0,101396,0,,,
2021-01-25,VI,VIA,Virgin Islands,104680,14500,3399,13852,3247,2984,2851,415,396,,,
2021-01-25,VT,VTA,Vermont,623989,90000,53624,14423,8594,43356,6948,10195,1634,,,
2021-01-25,WA,WAA,Washington,7614893,846625,488785,11118,6419,404326,5310,73738,968,,,
2021-01-25,WI,WIA,Wisconsin,5822434,610100,315876,10478,5425,266481,4577,47409,814,,,
2021-01-25,WV,WVA,West Virginia,1792147,243100,203992,13565,11383,164528,9180,39453,2201,,,
2021-01-25,WY,WYA,Wyoming,578759,70750,41156,12224,7111,36215,6257,4900,847,,,
2021-01-25,US,USA,United States,331996199,41418325,22734243,,,19252279,,3346390,,10084432,12551999,97812
2021-01-25,LTC,LTC,Long Term Care,,,2714487,,,,,,,,,
