Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-09-19,US,USA,United States,331996199,Report,466561785,385586012,140532,116142,149772779,220600691,14837004,375538,211776515,63.8,50.3,197461199,76.5,359789005,139313,180656,50969064,93.2,97178600,177669,853000,166839776,155600956,60.2,186437260,258012375,22092800,19350,67610809,99042327,14625688,104152,67094797,88217801,14502261,102175,21419427,21644516,2240167,45423,181382976,54.6,169917034,65.8,45349534,82.9,97178600,283545812,385224921,135860,164545,211546015,74.6,166711141,58.8,181250070,63.9,67606839,98916409,14622733,104088,385224921,38,2156736,,,,
2021-09-19,AK,AKA,Alaska,731545,Report,1025415,767649,140171,104935,307410,426571,33321,347,413503,56.5,44.9,382913,69.4,712182,129121,185911,78391,85.6,151645,165573,1119600,328247,303687,55.1,416760,544755,63900,0,139134,188841,31064,63,138754,164668,30929,59,40867,29403,3035,27,359102,49.1,334410,60.6,73332,80.1,144883,608877,765440,125713,168411,412160,67.7,327393,53.8,358246,58.8,139130,187991,31062,63,714772,,,,,,
2021-09-19,AL,ALA,Alabama,4903185,Report,6545280,4405259,133490,89845,1954403,2314187,136636,33,2543475,51.9,38.5,2412228,63.2,4184105,109679,171572,728966,85.8,1330242,156529,770181,1885874,1795810,47.1,2934940,3317040,293300,0,868110,1016466,138818,365,867704,926810,138740,364,333886,262083,34233,235,2023759,41.3,1933618,50.7,630437,74.2,1283681,4186880,4404861,105206,156328,2543092,60.7,1885825,45,2023703,48.3,868099,1016428,138811,365,4257125,,,,,,
2021-09-19,AR,ARA,Arkansas,3017804,Report,3956700,2954816,131112,97913,1289825,1565574,96696,2721,1662122,55.1,41.5,1547772,66.8,2754313,118841,170720,444472,84.8,824579,157398,755265,1251770,1166525,50.3,1753840,2019060,183800,0,577429,673080,94853,685,576381,588935,94344,664,215493,148622,14044,397,1346047,44.6,1260324,54.4,378556,72.3,787552,2557248,2949596,115343,154725,1658327,64.8,1250403,48.9,1344563,52.6,577422,671722,94736,683,2862781,,,,,,
2021-09-19,AS,ASA,American Samoa,55689,Report,62040,58827,111404,105635,15068,43212,546,1,32610,58.6,47.1,27377,63.1,49969,115202,143032,2825,29.9,5283,55988,657482,26253,22661,52.2,15600,45840,600,0,6564,19688,554,0,6550,16110,553,0,1055,1474,25,0,26806,48.1,23213,53.5,2554,27.1,5283,47557,58812,123666,130454,32600,68.5,26248,55.2,26801,56.4,6563,19684,554,0,58812,,,,,,
2021-09-19,AZ,AZA,Arizona,7278717,Report,9752500,8072515,133987,110906,3305944,4468670,285307,12594,4263962,58.6,46.5,3969507,70.4,7528387,133518,172963,1157921,88.5,2315271,176923,745243,3386644,3149873,55.9,3997280,5314920,440300,0,1435064,1945802,275907,3877,1434520,1709630,275505,3831,497218,466911,45481,2066,3660650,50.3,3423486,60.7,1011676,77.3,2178886,6206060,8071453,130058,157145,4263033,68.7,3386504,54.6,3660277,59,1435040,1945688,275673,3876,7573145,,,,,,
2021-09-19,BP2,BP2,Bureau of Prisons,0,Report,236000,224363,0,0,90345,122667,11351,0,120464,0,0,120462,0,224361,0,0,3517,0,6860,0,0,103412,103412,0,98140,126360,11500,0,43717,59649,11322,0,43717,59649,11321,0,1661,1638,163,0,114688,0,114687,0,3462,0,6860,0,224361,0,0,120462,0,103412,0,114687,0,43717,59649,11321,0,224361,,,,,,
2021-09-19,CA,CAA,California,39512223,Report,57642985,49650661,145886,125659,19132224,28677463,1828194,12780,27939552,70.7,53.3,25830277,84.4,45854474,149765,188268,5766314,98.8,10521753,180225,987356,21069590,19389547,63.3,22469040,32514345,2659600,0,8421900,12628300,1816090,3844,8396730,10973761,1808663,3594,2362617,2117467,182063,1236,22870134,57.9,21182748,69.2,4663383,79.9,10250157,33646265,49521437,147183,171321,27859333,82.8,21021178,62.5,22821383,67.8,8421473,12580326,1815748,3836,48594611,,,,,,
2021-09-19,CO,COA,Colorado,5758736,Report,8085275,7051745,140400,122453,2804802,3978202,263949,4792,3737375,64.9,54.1,3464293,77,6540541,145371,179704,764689,90.8,1515445,179894,959777,3115929,2880519,64,3271860,4461015,352400,0,1295556,1816668,259500,1427,1291921,1584985,258311,1378,341368,332903,23578,498,3373151,58.6,3136595,69.7,698347,82.9,1471223,4936061,7031657,142455,163800,3725550,75.5,3107857,63,3365056,68.2,1295540,1808613,259477,1426,6818580,,,,,,
2021-09-19,CT,CTA,Connecticut,3565287,Report,5546085,4950012,155558,138839,1847056,2899347,202694,915,2682075,75.2,62.1,2481412,87.4,4576627,161271,195433,621724,98.6,1211114,192166,879990,2213922,2045865,72.1,2248620,3041265,256200,0,867803,1345022,201882,318,867416,1177431,201711,251,228562,330268,20220,69,2415025,67.7,2246809,79.2,579119,91.9,1180891,3105947,4948294,159317,178563,2680749,86.3,2213534,71.3,2414557,77.7,867598,1344841,201802,316,4866356,,,,,,
