Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-27,US,USA,United States,331996199,Report,361250445,290724607,108812,87569,122947136,157023465,10539494,214512,165718717,49.9,36.9,159960365,62,282953989,109617,139949,46792923,85.5,86847401,158779,660459,122357505,120396880,46.6,150149280,190173165,20928000,0,53885014,68413511,10415291,56078,53720257,66502161,10375314,55835,19504973,19302976,1795008,24223,132769894,40,130653567,50.6,40627181,74.3,86847401,280216744,290603765,103707,128918,165604034,59.1,122351390,43.7,132761230,47.4,53881875,68409635,10413669,56051,290603765,,,,
2021-05-27,AK,AKA,Alaska,731545,Report,805955,605559,110172,82778,265757,319780,19929,93,333592,45.6,36.4,318862,57.8,584269,105930,146122,73054,79.8,137667,150311,879979,266184,259614,47.1,348780,398775,58400,0,122259,143897,18547,28,121960,137626,18466,28,38990,27384,2029,15,284731,38.9,278080,50.4,68418,74.7,132026,608877,604973,99359,132367,333003,54.7,266180,43.7,284725,46.8,122257,143895,18545,28,579742,,,,
2021-05-27,AL,ALA,Alabama,4903185,Report,4520480,3007387,92195,61335,1450566,1459135,97686,0,1758850,35.9,27,1738747,45.6,2979117,78092,118496,645001,75.9,1147862,135068,531923,1323876,1315155,34.5,2041600,2204280,274600,0,648551,675238,99729,87,648371,666697,99685,87,293596,230915,28428,53,1423605,29,1414840,37.1,552992,65.1,1104324,4186880,3007094,71822,107968,1758558,42,1323862,31.6,1423588,34,648543,675232,99726,87,2880373,,,,
2021-05-27,AR,ARA,Arkansas,3017804,Report,2747930,2050759,91057,67955,969267,1015307,65657,528,1179098,39.1,28.5,1149699,49.6,2010213,86735,118565,396534,75.7,718903,137226,524532,861581,850387,36.7,1223020,1349010,175900,0,429258,432191,64117,132,428620,421639,63798,128,191279,128591,10285,89,925698,30.7,914185,39.4,330244,63,684413,2557248,2048619,80110,107457,1177025,46,861538,33.7,925550,36.2,429254,432152,64012,132,1973608,,,,
2021-05-27,AS,ASA,American Samoa,55689,Report,54030,42511,97021,76336,10226,32259,26,0,23419,42.1,34.5,22528,51.9,40963,94304,124387,2547,26.9,4742,50090,570719,19216,18563,42.7,15600,37830,600,0,4421,14795,34,0,4409,14154,34,0,910,1368,7,0,19250,34.6,18597,42.8,2285,24.1,4742,47557,42509,89385,113611,23418,49.2,19215,40.4,19249,40.5,4420,14795,34,0,42509,,,,
2021-05-27,AZ,AZA,Arizona,7278717,Report,7726825,5879403,106156,80775,2573600,3116733,184778,4292,3325305,45.7,33,3220152,57.1,5731336,101647,137037,1073087,82,2017532,154171,590450,2401583,2363033,41.9,3219420,4087005,420400,0,1079070,1321111,177902,1402,1078822,1282813,177795,1398,442191,420380,33595,859,2579485,35.4,2540828,45.1,897025,68.5,1888662,6206060,5878985,94730,124505,3324973,53.6,2401547,38.7,2579415,41.6,1079057,1321088,177868,1402,5470168,,,,
2021-05-27,BP2,BP2,Bureau of Prisons,0,Report,188510,179455,0,0,72395,101114,5946,0,99337,0,0,99336,0,179454,0,0,3232,0,6116,0,0,79271,79271,0,76320,101790,10400,0,32083,47188,5919,0,32083,47188,5919,0,1411,1437,78,0,85190,0,85190,0,2926,0,6116,0,179454,0,0,99336,0,79271,0,85190,0,32083,47188,5919,0,179454,,,,
2021-05-27,CA,CAA,California,39512223,Report,46754710,37669020,118330,95335,15892426,20449104,1322620,4870,22109031,56,38.9,21160040,69.1,36374798,118804,152705,5275136,90.4,9390323,160845,800853,15352889,15008528,49,19269700,24897210,2587800,0,6753249,8598293,1311798,1347,6737329,8269881,1306516,1318,2151469,1882360,137135,565,16664687,42.2,16315044,53.3,4171529,71.5,9140790,33646265,37632604,111848,138960,22073389,65.6,15352196,45.6,16663743,49.5,6752881,8597969,1311547,1346,36923588,,,,
2021-05-27,CO,COA,Colorado,5758736,Report,6664860,5519571,115735,95847,2399687,2931545,186822,1517,3075711,53.4,41.2,2940882,65.4,5333174,118536,148134,721321,85.6,1374914,163212,791164,2374757,2323813,51.6,2773920,3555240,335700,0,1085198,1289114,184354,445,1082697,1240676,183558,440,322577,306673,16898,193,2559111,44.4,2507371,55.7,646341,76.7,1333328,4936061,5514145,111711,135024,3070337,62.2,2374731,48.1,2559068,51.8,1085187,1289099,184337,445,5343350,,,,
2021-05-27,CT,CTA,Connecticut,3565287,Report,4509665,3968265,126488,111303,1572594,2242588,152721,362,2227382,62.5,48.1,2119419,74.7,3819598,134595,158911,586522,93.1,1124090,178358,715543,1715429,1677755,59.1,1833240,2428725,247700,0,716283,999054,152759,92,715954,961715,152629,86,212461,312035,15661,25,1868188,52.4,1830384,64.5,540182,85.7,1094708,3105947,3966751,127715,145195,2226234,71.7,1715105,55.2,1867796,60.1,716087,998926,152691,92,3891395,,,,
