Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-30,US,USA,United States,331996199,Report,366316945,294928850,110338,88835,124520914,159412031,10776617,219288,167733972,50.5,37.5,161535925,62.6,286573761,111019,141911,46983216,85.9,87261249,159536,669722,124441367,122378197,47.4,151238420,193934325,21144200,0,54950054,69430584,10648976,57705,54771979,67411276,10606292,57434,19643395,19407607,1826481,25009,135087319,40.7,132846983,51.5,40902493,74.8,87261249,280216744,294794313,105202,130726,167605730,59.8,124435177,44.4,135078537,48.2,54946872,69426661,10647326,57678,294794313,,,,
2021-05-30,AK,AKA,Alaska,731545,Report,806335,611608,110224,83605,267906,322907,20702,93,337367,46.1,36.7,321744,58.3,589311,106844,146191,73248,80,138025,150702,880394,268288,261593,47.4,349160,398775,58400,0,123462,144798,19243,28,123153,138412,19159,28,39085,27460,2082,15,287531,39.3,280752,50.9,68642,74.9,132356,608877,610962,100342,132430,336718,55.3,268284,44.1,287525,47.2,123460,144796,19241,28,584759,,,,
2021-05-30,AL,ALA,Alabama,4903185,Report,4578590,3021454,93380,61622,1458489,1464154,98811,0,1766055,36,27.2,1745734,45.8,2992967,78455,120019,645902,76,1150017,135322,538761,1331536,1322772,34.7,2063580,2238210,276800,0,653509,677940,100910,87,653327,669358,100864,87,294594,231280,28581,54,1432446,29.2,1423636,37.3,554509,65.2,1106366,4186880,3021157,72158,109356,1765759,42.2,1331522,31.8,1432428,34.2,653501,677934,100906,87,2893555,,,,
2021-05-30,AR,ARA,Arkansas,3017804,Report,2770540,2077244,91806,68833,980445,1028050,68210,539,1192829,39.5,29,1160725,50.1,2033442,87737,119541,398048,76,722462,137905,528848,873951,862208,37.2,1236140,1357200,177200,0,436022,437794,66631,135,435338,426742,66295,128,192526,129244,10660,88,940582,31.2,928503,40.1,332518,63.5,687803,2557248,2074932,81139,108341,1190584,46.6,873908,34.2,940432,36.8,436018,437755,66524,135,1999388,,,,
2021-05-30,AS,ASA,American Samoa,55689,Report,54030,42511,97021,76336,10226,32259,26,0,23419,42.1,34.5,22528,51.9,40963,94304,124387,2546,26.9,4742,50090,570719,19217,18564,42.7,15600,37830,600,0,4422,14795,34,0,4410,14154,34,0,910,1368,7,0,19251,34.6,18598,42.8,2285,24.1,4742,47557,42509,89385,113611,23418,49.2,19216,40.4,19250,40.5,4421,14795,34,0,42509,,,,
2021-05-30,AZ,AZA,Arizona,7278717,Report,7807315,5952458,107262,81779,2606646,3152121,189166,4525,3363587,46.2,33.4,3250106,57.6,5794426,102766,138465,1076640,82.3,2026328,154843,596601,2434077,2394109,42.5,3237980,4144335,425000,0,1099427,1333171,182141,1479,1099156,1293478,182033,1475,445568,421640,34249,901,2616218,35.9,2576142,45.7,902358,69,1897070,6206060,5952036,95907,125801,3363250,54.2,2434041,39.2,2616148,42.2,1099414,1333148,182107,1479,5539317,,,,
2021-05-30,BP2,BP2,Bureau of Prisons,0,Report,190340,182278,0,0,73477,102511,6290,0,100561,0,0,100560,0,182277,0,0,3242,0,6146,0,0,80836,80836,0,76880,102960,10500,0,32890,47946,6258,0,32890,47946,6258,0,1415,1453,82,0,87094,0,87094,0,2950,0,6146,0,182277,0,0,100560,0,80836,0,87094,0,32890,47946,6258,0,182277,,,,
2021-05-30,CA,CAA,California,39512223,Report,47404720,38261502,119975,96835,16126506,20780083,1349756,5157,22389100,56.7,39.6,21368002,69.8,36876613,120443,154828,5292695,90.7,9431479,161550,811987,15661980,15299197,50,19356540,25448280,2599900,0,6916154,8744365,1338692,1461,6898786,8398984,1333252,1427,2165235,1891421,139885,596,17000672,43,16632449,54.3,4197137,71.9,9180937,33646265,38220010,113594,140891,22348416,66.4,15661273,46.5,16999712,50.5,6915776,8744037,1338439,1460,37498711,,,,
2021-05-30,CO,COA,Colorado,5758736,Report,6773740,5601799,117625,97275,2425961,2982619,191650,1569,3115301,54.1,42,2970015,66,5402096,120067,150554,723482,85.9,1380399,163863,804089,2415846,2362124,52.5,2794620,3641820,337300,0,1102635,1312751,189067,460,1099982,1261688,188249,454,323881,308460,17394,196,2604913,45.2,2550373,56.7,649931,77.2,1338655,4936061,5595547,113361,137230,3109110,63,2415820,48.9,2604870,52.8,1102624,1312736,189050,460,5421472,,,,
2021-05-30,CT,CTA,Connecticut,3565287,Report,4551515,4024797,127662,112888,1596716,2271964,155749,368,2251353,63.1,49,2138183,75.3,3869252,136345,160386,588120,93.3,1128503,179058,722183,1746961,1707700,60.2,1844940,2457975,248600,0,733844,1013022,155694,95,733513,974098,155563,89,214138,312929,15986,26,1902655,53.4,1863263,65.7,543079,86.2,1099089,3105947,4023275,129535,146542,2250198,72.4,1746636,56.2,1902262,61.2,733647,1012894,155626,95,3947691,,,,
