Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-19,AK,AKA,Alaska,731545,299935,216223,41000,29557,143887,19669,71892,9827,19.7,9.8,,,
2021-02-19,AL,ALA,Alabama,4903185,1077600,739132,21978,15075,545431,11124,192304,3922,11.4,4,,,
2021-02-19,AR,ARA,Arkansas,3017804,691525,517271,22915,17141,362972,12028,150812,4997,12,5,,,
2021-02-19,AS,ASA,American Samoa,55689,29450,16269,52883,29214,10267,18436,5989,10754,18.6,10.8,,,
2021-02-19,AZ,AZA,Arizona,7278717,1679175,1376405,23070,18910,1036237,14237,335248,4606,13.9,4.5,,,
2021-02-19,BP2,BP2,Bureau of Prisons,0,47675,49913,0,0,31519,0,18276,0,0,0,,,
2021-02-19,CA,CAA,California,39512223,9164130,6964603,23193,17626,5159868,13059,1753917,4439,13,4.4,,,
2021-02-19,CO,COA,Colorado,5758736,1332775,1132448,23144,19665,780757,13558,345623,6002,13.6,6,,,
2021-02-19,CT,CTA,Connecticut,3565287,958925,822615,26896,23073,558539,15666,253770,7118,15.6,7.1,,,
2021-02-19,DC,DCA,District of Columbia,705749,225125,157111,31899,22262,106692,15118,50145,7105,9.8,4,,,
2021-02-19,DD2,DD2,Dept of Defense,0,1165700,810065,0,0,590070,0,209531,0,0,0,,,
2021-02-19,DE,DEA,Delaware,973764,204200,175305,20970,18003,130818,13434,43614,4479,13.1,4.3,,,
2021-02-19,FL,FLA,Florida,21477737,4971575,4198451,23148,19548,2793123,13005,1378573,6419,12.8,6.3,,,
2021-02-19,FM,FMA,Federated States of Micronesia,103643,30000,11590,28946,11183,9468,9135,2070,1997,9.2,2,,,
2021-02-19,GA,GAA,Georgia,10617423,2286360,1720789,21534,16207,1158554,10912,527556,4969,10.7,4.9,,,
2021-02-19,GU,GUA,Guam,165768,51300,46897,30947,28291,31432,18961,15150,9139,19,9.1,,,
2021-02-19,HI,HIA,Hawaii,1415872,397750,301369,28092,21285,210213,14847,90892,6420,15,6.5,,,
2021-02-19,IA,IAA,Iowa,3155070,669900,552706,21232,17518,411926,13056,134995,4279,13.2,4.3,,,
2021-02-19,ID,IDA,Idaho,1787065,357200,304647,19988,17047,211625,11842,81497,4560,12,4.6,,,
2021-02-19,IH2,IH2,Indian Health Svc,2082813,704825,407039,33840,19543,292789,14057,108364,5203,0,0,,,
2021-02-19,IL,ILA,Illinois,12671821,2883925,2174539,22759,17160,1647720,13003,492551,3887,13.1,4,,,
2021-02-19,IN,INA,Indiana,6732219,1487400,1194094,22094,17737,841694,12502,350440,5205,12.5,5.2,,,
2021-02-19,KS,KSA,Kansas,2913314,624975,466718,21452,16020,334112,11468,128614,4415,12.1,4.8,,,
2021-02-19,KY,KYA,Kentucky,4467673,998250,779109,22344,17439,547573,12256,228157,5107,12.7,5.2,,,
2021-02-19,LA,LAA,Louisiana,4648794,987625,859565,21245,18490,572666,12319,285057,6132,12.1,6,,,
2021-02-19,MA,MAA,Massachusetts,6892503,1580500,1316402,22931,19099,987512,14327,326108,4731,14.2,4.7,,,
2021-02-19,MD,MDA,Maryland,6045680,1435375,1011323,23742,16728,709862,11742,300029,4963,12.2,5.2,,,
2021-02-19,ME,MEA,Maine,1344212,335375,268162,24950,19949,190220,14151,75845,5642,14.4,5.8,,,
2021-02-19,MH,MHA,Marshall Islands,58413,21000,7417,35951,12698,6203,10619,1161,1988,10.6,2,,,
2021-02-19,MI,MIA,Michigan,9986857,2270370,1833886,22734,18363,1223696,12253,591771,5925,12.5,6,,,
2021-02-19,MN,MNA,Minnesota,5639632,1269275,1051784,22506,18650,754315,13375,293643,5207,13.5,5.2,,,
2021-02-19,MO,MOA,Missouri,6137428,1222875,1014248,19925,16526,708969,11552,295456,4814,11.1,4.5,,,
2021-02-19,MP,MPA,Northern Mariana Islands,56882,29650,15525,52125,27293,9310,16367,6205,10909,16.4,10.9,,,
2021-02-19,MS,MSA,Mississippi,2976149,647825,474304,21767,15937,341669,11480,131916,4432,11.6,4.6,,,
2021-02-19,MT,MTA,Montana,1068778,250795,221225,23466,20699,157930,14777,62657,5862,14.8,5.9,,,
2021-02-19,NC,NCA,North Carolina,10488084,2293000,1959215,21863,18680,1339762,12774,616620,5879,12.6,5.8,,,
2021-02-19,ND,NDA,North Dakota,762062,192100,182325,25208,23925,122026,16013,58099,7624,15.6,7.4,,,
2021-02-19,NE,NEA,Nebraska,1934408,472325,347754,24417,17977,235260,12162,110603,5718,12.1,5.6,,,
2021-02-19,NH,NHA,New Hampshire,1359711,328525,241386,24161,17753,166491,12245,74721,5495,12.7,5.6,,,
2021-02-19,NJ,NJA,New Jersey,8882190,1809900,1604448,20377,18064,1139254,12826,458928,5167,13.4,5.5,,,
2021-02-19,NM,NMA,New Mexico,2096829,599575,562580,28594,26830,379606,18104,177122,8447,18.5,8.5,,,
2021-02-19,NV,NVA,Nevada,3080156,645250,522332,20949,16958,380921,12367,138633,4501,12.2,4.5,,,
2021-02-19,NY,NYA,New York State,19453561,4165325,3447521,21412,17722,2296133,11803,1066991,5485,11.8,5.4,,,
2021-02-19,OH,OHA,Ohio,11689100,2504150,1999736,21423,17108,1432292,12253,563650,4822,12.2,4.8,,,
2021-02-19,OK,OKA,Oklahoma,3956971,1061775,813518,26833,20559,565691,14296,240890,6088,14.2,6.1,,,
2021-02-19,OR,ORA,Oregon,4217737,922300,767637,21867,18200,529837,12562,234021,5548,12.5,5.5,,,
2021-02-19,PA,PAA,Pennsylvania,12801989,2989725,2184973,23354,17067,1601176,12507,577183,4509,12.5,4.5,,,
2021-02-19,PR,PRA,Puerto Rico,3193694,764700,448755,23944,14051,308150,9649,139129,4356,9.7,4.4,,,
2021-02-19,RI,RIA,Rhode Island,1059361,246175,181725,23238,17154,124576,11760,57064,5387,11.9,5.3,,,
2021-02-19,RP,RPA,Republic of Palau,17907,9200,5727,51377,31982,3347,18691,2380,13291,19,13.4,,,
2021-02-19,SC,SCA,South Carolina,5148714,1064775,848054,20680,16471,610292,11853,222887,4329,12.1,4.5,,,
2021-02-19,SD,SDA,South Dakota,884659,262800,218198,29706,24665,148976,16840,69083,7809,16.8,7.8,,,
2021-02-19,TN,TNA,Tennessee,6829174,1466450,1083579,21473,15867,740230,10839,339016,4964,10.7,4.9,,,
2021-02-19,TX,TXA,Texas,28995881,5520100,4542622,19038,15666,3205884,11056,1331268,4591,11.1,4.6,,,
