Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-08-25,US,USA,United States,331996199,Report,430118615,364842701,129555,109894,144036513,206265542,14195895,344751,202500853,61,47.5,189469582,73.4,342076054,132454,166545,50082491,91.6,94308912,172422,786372,157814164,148254247,57.4,175303440,233311425,21484400,19350,64989845,92670702,14016859,95964,64534099,83440195,13905447,94344,21080488,21170388,2190032,41736,171773370,51.7,161974085,62.7,44482645,81.3,94308912,283545812,364486672,128546,151693,202273482,71.3,157686926,55.6,171642052,60.5,64986056,92546090,14013995,95911,364486672,28,,,,
2021-08-25,AK,AKA,Alaska,731545,Report,898425,721608,122812,98642,295204,395990,30213,201,391775,53.6,43,364080,66,672858,121991,162887,76978,84,145485,158847,980942,314516,293565,53.2,380140,458985,59300,0,135660,178648,28292,51,135287,158076,28164,47,40418,28923,2832,23,342651,46.8,321574,58.3,72196,78.8,138957,608877,719526,118173,147554,390491,64.1,313722,51.5,341855,56.1,135656,177858,28290,51,675013,,,,,
2021-08-25,AL,ALA,Alabama,4903185,Report,5889060,3966712,120107,80901,1778927,2058450,129331,4,2370282,48.3,34.1,2259494,59.2,3795453,99491,154371,709795,83.5,1260945,148375,692963,1672021,1610390,42.2,2659540,2948220,281300,0,775440,895828,132332,304,775145,834493,132261,303,317124,252254,33263,187,1803904,36.8,1742202,45.7,602828,70.9,1215520,4186880,3966355,94733,140655,2369924,56.6,1671988,39.9,1803865,43.1,775428,895807,132326,304,3826283,,,,,
2021-08-25,AR,ARA,Arkansas,3017804,Report,3578220,2730865,118570,90492,1212678,1424210,92574,1403,1578875,52.3,37.4,1476666,63.7,2565357,110688,154390,436908,83.4,796864,152108,683020,1127632,1064934,45.9,1602740,1796580,178900,0,529064,597817,90842,375,528058,536157,90346,360,208625,143712,13667,215,1218098,40.4,1154921,49.8,366219,69.9,760676,2557248,2725708,106588,139925,1575131,61.6,1126277,44,1216627,47.6,529057,596470,90726,374,2643063,,,,,
2021-08-25,AS,ASA,American Samoa,55689,Report,58530,55486,105102,99635,13658,41282,545,1,30545,54.8,44.9,26252,60.5,48210,111147,134939,2782,29.5,5219,55309,620284,24986,22032,50.8,15600,42330,600,0,6176,18809,552,0,6162,15869,551,0,1044,1464,25,0,25537,45.9,22582,52.1,2533,26.8,5219,47557,55473,116645,123073,30536,64.2,24982,52.5,25533,53.7,6175,18806,552,0,55473,,,,,
2021-08-25,AZ,AZA,Arizona,7278717,Report,9163550,7470149,125895,102630,3107876,4082978,268735,10560,4076371,56,43.7,3814289,67.6,7002037,124183,162518,1142172,87.3,2186493,167082,700238,3181666,2986138,53,3788520,4944030,431000,0,1367114,1809952,260545,3291,1366631,1614944,260164,3256,487924,454210,43911,1762,3440902,47.3,3244995,57.6,987807,75.5,2052746,6206060,7469214,120354,147655,4075537,65.7,3181547,51.3,3440551,55.4,1367093,1809856,260312,3290,6991963,,,,,
2021-08-25,BP2,BP2,Bureau of Prisons,0,Report,223640,213459,0,0,86726,116397,10336,0,115476,0,0,115475,0,213458,0,0,3463,0,6703,0,0,97767,97767,0,93700,119340,10600,0,41648,56088,10310,0,41648,56088,10310,0,1645,1588,148,0,108046,0,108046,0,3381,0,6703,0,213458,0,0,115475,0,97767,0,108046,0,41648,56088,10310,0,213458,,,,,
2021-08-25,CA,CAA,California,39512223,Report,53846465,47379380,136278,119911,18557137,27055047,1754867,12329,26910217,68.1,50.8,24965857,81.5,43951721,143551,175868,5679966,97.3,10232998,175279,922326,20061744,18583717,60.7,21594880,29635785,2615800,0,8164407,11883268,1743974,3764,8139379,10430577,1736631,3521,2331048,2076790,176026,1226,21795413,55.2,20310108,66.3,4585090,78.5,9967134,33646265,47251058,140435,160037,26830741,79.7,20013486,59.5,21746825,64.6,8163983,11835444,1743642,3756,46378799,,,,,
2021-08-25,CO,COA,Colorado,5758736,Report,7604055,6740506,132044,117048,2720041,3765295,250799,4371,3617659,62.8,52.1,3359005,74.7,6265811,139264,169008,755560,89.7,1462378,173594,902653,2999503,2785692,61.9,3114860,4148895,340300,0,1265401,1731484,246859,1333,1261797,1521336,245721,1288,337823,327153,22633,462,3245077,56.4,3030142,67.3,688071,81.7,1419215,4936061,6720499,136151,154051,3605878,73.1,2991464,60.6,3237017,65.6,1265387,1723460,246838,1332,6522462,,,,,
2021-08-25,CT,CTA,Connecticut,3565287,Report,5227595,4768174,146625,133739,1799317,2772252,195787,818,2597029,72.8,59.9,2409579,84.9,4425447,155944,184210,613915,97.4,1187081,188353,829456,2134535,1983796,69.9,2122900,2854695,250000,0,846468,1287275,195202,285,846090,1136983,195035,228,226315,327200,19706,60,2329230,65.3,2178336,76.8,573281,91,1157309,3105947,4766492,153463,168309,2595733,83.6,2134152,68.7,2328770,75,846263,1287098,195125,284,4686824,,,,,
