Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-08,AK,AKA,Alaska,731545,248500,150934,33969,20632,109890,15022,40812,5579,15,5.6,,,
2021-02-08,AL,ALA,Alabama,4903185,804100,467636,16400,9537,378514,7720,88453,1804,7.7,1.8,,,
2021-02-08,AR,ARA,Arkansas,3017804,540050,401664,17895,13310,304604,10094,94058,3117,10.1,3.1,,,
2021-02-08,AS,ASA,American Samoa,55689,29450,12259,52883,22013,9779,17560,2478,4450,17.6,4.4,,,
2021-02-08,AZ,AZA,Arizona,7278717,1186000,841018,16294,11554,678697,9324,161324,2216,9.3,2.2,,,
2021-02-08,BP2,BP2,Bureau of Prisons,0,37050,40333,0,0,26410,0,13826,0,0,0,,,
2021-02-08,CA,CAA,California,39512223,6963500,4682862,17624,11852,3811715,9647,847993,2146,9.6,2.1,,,
2021-02-08,CO,COA,Colorado,5758736,991075,751960,17210,13058,539961,9376,207951,3611,9.4,3.6,,,
2021-02-08,CT,CTA,Connecticut,3565287,740300,542414,20764,15214,406697,11407,127194,3568,11.4,3.6,,,
2021-02-08,DC,DCA,District of Columbia,705749,166950,108475,23656,15370,75351,10677,26957,3820,10.7,3.8,,,
2021-02-08,DD2,DD2,Dept of Defense,0,978500,632927,0,0,495849,0,127265,0,0,0,,,
2021-02-08,DE,DEA,Delaware,973764,161525,126650,16588,13006,100736,10345,25179,2586,10.3,2.6,,,
2021-02-08,FL,FLA,Florida,21477737,3791925,2607527,17655,12141,1965590,9152,629556,2931,9.2,2.9,,,
2021-02-08,FM,FMA,Federated States of Micronesia,103643,21900,7449,21130,7187,7310,7053,112,108,7.1,0.1,,,
2021-02-08,GA,GAA,Georgia,10617423,1688075,1167738,15899,10998,923282,8696,219840,2071,8.7,2.1,,,
2021-02-08,GU,GUA,Guam,165768,51300,29719,30947,17928,23693,14293,5838,3522,14.3,3.5,,,
2021-02-08,HI,HIA,Hawaii,1415872,263000,194035,18575,13704,142259,10047,42472,3000,10,3,,,
2021-02-08,IA,IAA,Iowa,3155070,510550,345350,16182,10946,252349,7998,89506,2837,8,2.8,,,
2021-02-08,ID,IDA,Idaho,1787065,266475,195591,14911,10945,149231,8351,35910,2009,8.4,2,,,
2021-02-08,IH2,IH2,Indian Health Svc,0,492875,291338,0,0,214822,0,72334,0,0,0,,,
