Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-26,US,USA,United States,331996199,Report,359849035,289212304,108390,87113,122339269,156197160,10463078,212797,165074907,49.7,36.6,159488319,61.8,281670739,109119,139406,46742786,85.5,86724291,158554,657897,121512857,119595350,46.3,148930560,190129875,20788600,0,53455736,67998827,10340074,55452,53295477,66132357,10300990,55216,19458324,19266509,1783984,23913,131850089,39.7,129784042,50.3,40532730,74.1,86724291,280216744,289095970,103169,128418,164964678,58.9,121506791,43.4,131841486,47,53452617,67994986,10338458,55425,289095970,,,,
2021-05-26,AK,AKA,Alaska,731545,Report,805355,603860,110090,82546,265227,318839,19701,93,332524,45.5,36.3,318106,57.7,582908,105683,146014,72987,79.7,137538,150170,879324,265589,259047,47,348580,398775,58000,0,121989,143572,18319,28,121691,137328,18240,28,38954,27360,2010,15,283908,38.8,277287,50.3,68339,74.6,131908,608877,603299,99084,132269,331961,54.5,265585,43.6,283902,46.6,121987,143570,18317,28,578122,,,,
2021-05-26,AL,ALA,Alabama,4903185,Report,4501400,3002607,91806,61238,1447968,1457153,97486,0,1757607,35.8,26.9,1737523,45.5,2974391,77968,117996,644762,75.9,1146949,134961,529678,1320095,1311425,34.4,2025720,2204280,271400,0,646334,673677,99504,84,646154,665187,99459,84,293145,230657,28362,53,1419599,29,1410884,37,552217,65,1103510,4186880,3002314,71708,107512,1757315,42,1320081,31.5,1419582,33.9,646326,673671,99501,84,2876073,,,,
2021-05-26,AR,ARA,Arkansas,3017804,Report,2744150,2041850,90932,67660,964836,1011400,65091,523,1174803,38.9,28.4,1146230,49.5,2002261,86392,118402,396014,75.6,717617,136981,523811,857082,846023,36.5,1219540,1349010,175600,0,426596,430357,63565,129,425973,419925,63247,125,190783,128341,10223,86,920647,30.5,909270,39.2,329433,62.9,683182,2557248,2039762,79764,107309,1172781,45.9,857039,33.5,920496,36,426592,430318,63457,129,1964920,,,,
2021-05-26,AS,ASA,American Samoa,55689,Report,54030,41907,97021,75252,9959,31922,26,0,23161,41.6,33.9,22290,51.3,40401,93011,124387,2532,26.7,4717,49826,570719,18868,18237,42,15600,37830,600,0,4293,14575,34,0,4281,13956,34,0,908,1360,7,0,18902,33.9,18271,42.1,2275,24,4717,47557,41905,88115,113611,23160,48.7,18867,39.7,18901,39.7,4292,14575,34,0,41905,,,,
2021-05-26,AZ,AZA,Arizona,7278717,Report,7702125,5856464,105817,80460,2562676,3106538,183022,4228,3313198,45.5,32.9,3210511,56.9,5711284,101291,136599,1071790,81.9,2014473,153937,588563,2391490,2353241,41.7,3200020,4087005,415100,0,1072615,1317497,176188,1378,1072373,1279494,176081,1374,441115,419930,33305,846,2567678,35.3,2529322,44.9,895196,68.4,1885764,6206060,5856047,94360,124107,3312871,53.4,2391454,38.5,2567608,41.4,1072602,1317474,176154,1378,5448428,,,,
2021-05-26,BP2,BP2,Bureau of Prisons,0,Report,188510,177423,0,0,71176,100492,5755,0,98788,0,0,98787,0,177422,0,0,3227,0,6087,0,0,77797,77797,0,76320,101790,10400,0,31143,46654,5729,0,31143,46654,5729,0,1403,1421,77,0,83526,0,83526,0,2901,0,6087,0,177422,0,0,98787,0,77797,0,83526,0,31143,46654,5729,0,177422,,,,
2021-05-26,CA,CAA,California,39512223,Report,46503430,37480670,117694,94858,15826023,20336890,1313019,4738,22021826,55.7,38.6,21095472,68.9,36215360,118283,151885,5269579,90.3,9377481,160625,796549,15252631,14914623,48.7,19030420,24897210,2575800,0,6707625,8543732,1302253,1274,6692106,8221271,1297048,1246,2147918,1878918,136233,546,16554884,41.9,16211671,52.9,4163615,71.3,9128242,33646265,37445831,111293,138213,21987750,65.3,15251943,45.3,16553945,49.2,6707258,8543412,1302002,1273,36738779,,,,
2021-05-26,CO,COA,Colorado,5758736,Report,6639120,5492992,115288,95385,2389387,2916843,185269,1493,3063061,53.2,41,2931888,65.2,5310994,118043,147562,720618,85.5,1373157,163003,788108,2361467,2311251,51.4,2752280,3555240,331600,0,1077991,1283043,182830,433,1075553,1235270,182048,428,322018,306267,16744,187,2544297,44.2,2493299,55.4,645216,76.6,1331599,4936061,5487887,111179,134502,3058007,62,2361441,47.8,2544254,51.5,1077980,1283028,182813,433,5317506,,,,
2021-05-26,CT,CTA,Connecticut,3565287,Report,4474245,3945496,125495,110664,1564145,2229391,151603,357,2216338,62.2,47.8,2112407,74.4,3801899,133971,157663,585913,93,1122540,178112,709923,1703725,1667037,58.7,1800720,2428725,244800,0,710343,993292,151672,90,710013,956940,151543,84,211923,311674,15551,25,1855397,52,1818580,64.1,539173,85.5,1093170,3105947,3943985,126982,144054,2215194,71.3,1703401,54.8,1855006,59.7,710147,993164,151605,90,3868754,,,,
2021-05-26,DC,DCA,District of Columbia,705749,Report,1012995,770851,143535,109225,305095,441305,24239,212,396264,56.1,40.9,388754,67.3,762855,132078,175386,71620,82,161697,185129,1159790,288590,286780,49.7,403160,556335,53500,0,120727,167713,27957,150,120696,165936,27939,148,35458,24833,1904,16,316547,44.9,314719,54.5,62211,71.2,140208,609754,770785,126409,166132,396203,65,288578,47.3,316533,51.9,120723,167705,27955,150,684289,,,,
2021-05-26,DD2,DD2,Dept of Defense,0,Report,4289300,3550170,0,0,1531744,1904250,113777,399,2103324,0,0,2057999,0,3491918,0,0,173408,0,308401,0,0,1356648,1344139,0,1790900,2312700,185700,0,592120,764528,110861,0,592059,752080,110833,0,44880,75871,4785,0,1467509,0,1454972,0,125536,0,308401,0,3547622,0,0,2100871,0,1356554,0,1467403,0,592098,764456,110849,0,3547622,,,,
2021-05-26,DE,DEA,Delaware,973764,Report,1194755,911838,122695,93641,368340,503571,39632,295,518914,53.3,37.7,502072,65.2,887647,115250,155124,171774,90.9,321147,170004,632460,367385,362134,47,492640,639015,63100,0,153246,214000,39067,139,153167,208828,39040,139,61042,79995,7743,88,406452,41.7,401174,52.1,148868,78.8,305434,839807,911683,108559,142265,518781,61.8,367369,43.7,406430,48.4,153243,213987,39061,139,879604,,,,
2021-05-26,FL,FLA,Florida,21477737,Report,23273055,18348183,108359,85429,7770243,9776850,766966,34124,10341847,48.2,34.4,10121640,58.7,18053928,104674,134933,3931383,87.4,7547096,167813,517485,7396017,7325659,42.5,9485080,12165075,1622900,0,3279186,4105759,755953,11072,3278385,4036209,755568,11065,1664479,1502834,156576,8156,8151970,38,8081227,46.9,3332045,74.1,7245758,18696028,18341031,98101,124481,10335425,55.3,7395367,39.6,8151146,43.6,3278608,4105687,755779,11072,17672529,,,,
2021-05-26,FM,FMA,Federated States of Micronesia,103643,Report,77800,42579,75065,41082,40733,0,1846,0,24807,23.9,17.1,24781,30.7,42551,52635,96237,2107,12,3714,21080,441569,17738,17734,21.9,67600,0,10200,0,17704,34,1831,0,17700,34,1827,0,1616,5,209,0,19569,18.9,19561,24.2,1830,10.4,3714,88509,42569,48096,87901,24798,28,17737,20,19565,22.1,17703,34,1828,0,42569,,,,
2021-05-26,GA,GAA,Georgia,10617423,Report,10569965,7376645,99553,69477,3308612,3877818,189614,601,4125559,38.9,29.1,4028403,49.7,7242439,89264,130276,1193958,78.7,2290687,151006,696789,3091053,3053819,37.6,4458680,5526885,584400,0,1438765,1651940,186370,348,1438393,1615086,186133,340,575421,425657,23901,172,3277423,30.9,3239952,39.9,1025151,67.6,2223967,8988102,7375124,82054,117600,4124128,45.9,3090955,34.4,3277241,36.5,1438728,1651879,186286,348,7081345,,,,
2021-05-26,GU,GUA,Guam,165768,Report,207370,155296,125097,93683,60250,92455,2591,0,86948,52.5,40.7,83406,64.5,149668,115753,160380,14354,50.9,27028,95909,735850,67532,65445,50.6,74200,122070,11100,0,25058,42474,2598,0,25052,40393,2598,0,5356,7155,182,0,70130,42.3,68043,52.6,12693,45,26262,141562,155287,109695,146487,86940,61.4,67531,47.7,70129,49.5,25057,42474,2598,0,143693,,,,
2021-05-26,HI,HIA,Hawaii,1415872,Report,1801380,1565360,127228,110558,559636,880759,31205,93760,928196,65.6,44.9,884978,79.3,1512569,135534,161413,262716,97.9,474576,176785,671035,635280,625081,56,704840,1016340,80200,0,237810,379398,31495,18072,237395,369631,31391,18055,91566,118591,7392,1409,666775,47.1,656472,58.8,218958,81.6,452904,1211109,1563329,129082,148738,925619,76.4,635147,52.4,666615,55,237767,379319,31468,18061,1408862,,,,
2021-05-26,IA,IAA,Iowa,3155070,Report,3236145,2797070,102570,88653,1231753,1454161,111034,122,1532096,48.6,39.5,1482124,61,2730013,112428,133272,482081,87.2,935853,169246,585247,1244763,1228319,50.6,1375700,1679145,181300,0,585513,659183,108867,67,585411,642841,108814,67,245780,202537,9749,48,1353630,42.9,1337133,55.1,458114,82.8,903798,2676281,2797052,104513,120919,1532058,57.2,1244754,46.5,1353619,50.6,585507,659180,108865,67,2738914,,,,
2021-05-26,ID,IDA,Idaho,1787065,Report,1588015,1219945,88862,68265,536491,643376,39392,686,663076,37.1,30,662614,49.5,1219818,91108,118609,228805,78.7,439668,151260,546329,535953,535873,40,672360,816855,98800,0,242632,293115,39304,206,242623,293045,39292,205,99441,105102,8050,84,575257,32.2,575165,43,212677,73.2,417095,1495407,1219924,81578,106193,663059,44.3,535949,35.8,575246,38.5,242630,293113,39297,206,1172639,,,,
2021-05-26,IH2,IH2,Indian Health Svc,2082813,Report,1726935,1356314,82914,65119,749554,584480,22280,0,761917,36.6,28.2,730174,0,1309062,0,0,147816,0,270547,0,0,586625,571206,0,914760,738075,74100,0,328534,258091,22115,0,328336,242870,22080,0,70463,49244,2357,0,608740,29.2,593286,0,122064,0,270547,0,1355901,0,0,761640,0,586521,0,608624,0,328469,258052,22103,0,1355901,,,,
2021-05-26,IL,ILA,Illinois,12671821,Report,13863855,11393564,109407,89913,4686173,6319951,380146,7294,6809345,53.7,36.1,6528814,66.3,11033194,111967,140693,1786603,87.4,3174769,155380,678526,4569602,4483896,45.5,5573640,7471815,818400,0,1946885,2620266,380675,2451,1942828,2538631,379002,2437,663975,711611,56992,1403,4950277,39.1,4862898,49.3,1433981,70.2,3081006,10837805,11383258,105033,127921,6799147,62.7,4569537,42.2,4950189,45.7,1946846,2620240,380652,2451,11192163,,,,
2021-05-26,IN,INA,Indiana,6732219,Report,6291460,5001625,93453,74294,2043231,2780311,166250,11833,2762357,41,32.1,2684098,52,4893061,94749,121827,875771,80.7,1711692,157652,579461,2163508,2137450,41.4,2497520,3379740,414200,0,928398,1231246,163934,3864,928266,1205323,163832,3861,412253,390803,20342,2269,2327442,34.6,2301282,44.6,825667,76,1677734,5705039,5001474,87668,110279,2762204,48.4,2163490,37.9,2327410,40.8,928390,1231236,163920,3864,4925240,,,,
2021-05-26,KS,KSA,Kansas,2913314,Report,2934905,2292673,100741,78696,1034444,1186132,71473,624,1346445,46.2,35.4,1310405,59.2,2247760,101568,132617,428426,90.1,761515,160155,617242,1030351,1016799,45.9,1291540,1475565,167800,0,477446,552695,71379,210,477322,539268,71325,209,177097,173249,12970,117,1101730,37.8,1088124,49.2,363433,76.4,727468,2451697,2292567,93509,119709,1346347,54.9,1030338,42,1101712,44.9,477439,552689,71374,210,2185541,,,,
2021-05-26,KY,KYA,Kentucky,4467673,Report,4261705,3584699,95390,80236,1599379,1845733,139162,425,2038014,45.6,34.7,1983464,57.2,3512251,101369,123000,626592,83.5,1138470,151682,567800,1549893,1532197,44.2,1848540,2158065,255100,0,717745,831766,136234,382,717644,814172,136166,381,253740,271915,30231,232,1686127,37.7,1668363,48.2,556118,74.1,1103012,3806167,3583704,94155,111968,2037731,53.5,1549878,40.7,1686095,44.3,717738,831758,136217,382,3500249,,,,
