Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-04-12,US,USA,United States,331996199,Report,237796305,189692045,71626,57137,84694388,97978125,6859877,159655,120848490,36.4,20.3,119979114,46.5,188637808,73078,92122,43140269,78.9,75669789,138344,434753,67246967,67065113,26,102932700,118670955,16192650,0,31014082,36194022,6820188,37793,30985871,36040429,6806990,37752,16139333,16342509,1402551,14709,74066085,22.3,73871042,28.6,33899103,62,,,,
2021-04-12,AK,AKA,Alaska,731545,Report,706185,465250,96533,63598,208571,244897,11713,69,272212,37.2,26.1,266792,48.4,456881,82834,128034,68151,74.4,122919,134209,771045,190788,187848,34.1,308600,355485,42100,0,86099,104677,11007,12,85972,101864,10954,12,33481,23038,1296,5,201795,27.6,198802,36,57820,63.1,,,,
2021-04-12,AL,ALA,Alabama,4903185,Report,3278980,2092489,66874,42676,1009591,1015808,67090,0,1389598,28.3,15.4,1384137,36.3,2086650,54698,85952,582703,68.6,961884,113185,385836,755499,755009,19.8,1467400,1572480,239100,0,374531,380925,68553,43,374489,380477,68524,43,218146,180344,21603,31,824052,16.8,823533,21.6,420124,49.4,,,,
2021-04-12,AR,ARA,Arkansas,3017804,Report,2138430,1478774,70860,49002,700563,730274,47604,333,950204,31.5,17.4,942645,40.7,1470434,63445,92267,366369,69.9,628519,119973,408189,526313,525427,22.7,956300,1028430,153700,0,259542,266693,46531,78,259490,265860,46307,77,155106,107756,7595,57,572844,19,571734,24.7,270514,51.6,,,,
2021-04-12,AS,ASA,American Samoa,55689,Report,43810,34165,78669,61350,7041,27124,0,0,19406,34.8,26.6,18777,43.2,33082,76161,100859,2312,24.4,4195,44312,462765,14840,14389,33.1,12400,30810,600,0,2951,11889,6,0,2949,11440,6,0,733,1213,1,0,14846,26.7,14395,33.1,1947,20.6,,,,
2021-04-12,AZ,AZA,Arizona,7278717,Report,5161045,4168939,70906,57276,1831053,2223760,112028,2098,2558747,35.2,20.5,2531221,44.9,4134441,73325,91533,985745,75.3,1784333,136351,394384,1494055,1489150,26.4,2257800,2556645,346600,0,658688,834679,108262,688,658597,829865,108193,688,353830,375929,21503,462,1602317,22,1597343,28.3,751724,57.4,,,,
2021-04-12,BP2,BP2,Bureau of Prisons,0,Report,123570,126933,0,0,49287,76148,1498,0,74487,0,0,74486,0,126932,0,0,2820,0,5131,0,0,51805,51805,0,48500,71370,3700,0,20193,31612,1487,0,20193,31612,1487,0,1101,1179,18,0,53292,0,53292,0,2298,0,,,,
2021-04-12,CA,CAA,California,39512223,Report,29034050,23031055,73481,58288,10439709,11714219,874852,2275,15320888,38.8,19.2,15193181,49.6,22879783,74728,94828,4821733,82.6,8236938,141089,497319,7588024,7564568,24.7,12470200,14474850,2089000,0,3507494,4080091,871333,439,3505618,4058512,868630,438,1789609,1562851,94583,272,8459357,21.4,8433198,27.5,3447315,59,,,,
2021-04-12,CO,COA,Colorado,5758736,Report,4090550,3407618,71032,59173,1596247,1685354,125074,943,2193270,38.1,20.6,2170697,48.2,3382519,75180,90917,674221,80,1246917,148017,485576,1188219,1185681,26.4,1832100,1979250,279200,0,579307,608651,123628,261,579095,606325,123212,261,287691,273835,11503,112,1311847,22.8,1308893,29.1,573141,68,,,,
2021-04-12,CT,CTA,Connecticut,3565287,Report,2991235,2498626,83899,70082,1059699,1337919,100828,180,1583584,44.4,25.3,1570294,55.3,2484152,87537,105405,547041,86.8,1018424,161592,474615,900498,899502,31.7,1234600,1554735,201900,0,407808,492662,101246,28,407595,491879,101169,28,180272,279025,9815,15,1001744,28.1,1000671,35.3,469127,74.4,,,,
2021-04-12,DC,DCA,District of Columbia,705749,Report,610475,462553,86500,65541,177061,269609,15883,0,256132,36.3,17.1,255096,44.2,461345,79875,105695,63934,73.2,136714,156525,698940,120885,120524,20.9,246400,324675,39400,0,52423,68442,18587,20,52421,68083,18578,20,25450,19274,1331,8,139472,19.8,139102,24.1,46063,52.7,,,,
2021-04-12,DD2,DD2,Dept of Defense,0,Report,3009640,2327881,0,0,1052255,1227801,47426,399,1479397,0,0,1470893,0,2317577,0,0,149261,0,252650,0,0,777055,775581,0,1252200,1601340,156100,0,345318,431737,44511,0,345282,430299,44499,0,33052,62028,2344,0,821566,0,820080,0,97424,0,,,,
2021-04-12,DE,DEA,Delaware,973764,Report,729185,582422,74883,59811,239290,322517,20443,172,373330,38.3,19.7,371213,48.2,579707,75268,94676,157717,83.5,280331,148397,386004,192253,192090,24.9,310500,371085,47600,0,79181,112999,20139,73,79166,112851,20125,73,49855,65131,5833,44,212392,21.8,212215,27.6,120863,64,,,,
2021-04-12,FL,FLA,Florida,21477737,Report,15878475,12083514,73930,56261,5463397,6136487,466090,17540,7477121,34.8,19.3,7445333,43.2,12047611,69850,92061,3604110,80.1,6699177,148959,353064,4143451,4139766,24,6771800,8023275,1083400,0,1939733,2198009,462000,5709,1939132,2194925,461784,5709,1402614,1300920,114570,4737,4605451,21.4,4601550,26.7,2822841,62.8,,,,
2021-04-12,FM,FMA,Federated States of Micronesia,103643,Report,63200,27527,60979,26559,27507,0,20,0,16878,16.3,10.3,16863,20.9,27512,34032,78177,1563,8.9,2649,15035,358704,10687,10687,13.2,61600,0,1600,0,10667,20,22,0,10667,20,22,0,1106,5,7,0,10709,10.3,10709,13.2,1118,6.3,,,,
2021-04-12,GA,GAA,Georgia,10617423,Report,7197445,4668187,67789,43967,2224336,2340876,102695,280,3062204,28.8,14.1,3035486,37.4,4640183,57191,88709,1089744,71.8,1984057,130792,474467,1494363,1493075,18.4,3144000,3629145,424300,0,768855,725328,101040,180,768766,724129,100874,180,477789,346146,13483,110,1595403,15,1593949,19.6,837528,55.2,,,,
2021-04-12,GU,GUA,Guam,165768,Report,129900,100274,78363,60491,42479,56943,852,0,64118,38.7,21.3,62826,48.6,98952,76530,100465,12940,45.9,23573,83649,460949,35369,35341,27.3,53200,74100,2600,0,16818,18551,857,0,16816,18525,857,0,4534,5931,71,0,36226,21.9,36198,28,10536,37.4,,,,
2021-04-12,HI,HIA,Hawaii,1415872,Report,1140130,853628,80525,60290,301671,441347,16850,93760,518940,36.7,24,515610,46.2,850174,76180,102162,179553,66.9,313208,116674,424712,339653,338953,30.4,461100,615030,64000,0,122724,198886,17226,18043,122660,198267,17169,18026,55666,78430,4005,1409,356879,25.2,356122,31.9,139510,52,,,,
2021-04-12,IA,IAA,Iowa,3155070,Report,2240975,1927000,71028,61076,932126,916192,78563,119,1202244,38.1,22.8,1194129,49.2,1917440,78965,92288,457083,82.7,848424,153435,405273,718951,717519,29.5,1013700,1069575,157700,0,378606,340310,77771,35,378590,338894,77736,35,212027,176081,6514,26,796722,25.3,795255,32.8,394648,71.4,,,,
2021-04-12,ID,IDA,Idaho,1787065,Report,1165795,920374,65235,51502,417438,472875,29672,389,553741,31,19.6,553678,41.4,920338,68740,87073,216060,74.3,403520,138824,401072,350300,350286,26.2,514100,573495,78200,0,164910,185272,29453,118,164907,185261,29444,118,88241,95061,6512,49,379753,21.3,379730,28.4,189863,65.3,,,,
2021-04-12,IH2,IH2,Indian Health Svc,2082813,Report,1623385,1094904,77942,52569,612548,465992,16364,0,659239,31.7,20.6,645913,0,1074434,0,0,139834,0,247159,0,0,428503,421423,0,878700,683085,61600,0,234502,194001,16225,0,234379,187044,16200,0,60170,44212,1729,0,444728,21.4,437623,0,106111,0,,,,
2021-04-12,IL,ILA,Illinois,12671821,Report,9270385,7495849,73157,59154,3313329,3908006,270790,3724,4910956,38.8,20.1,4875667,49.5,7455384,75659,94078,1630457,79.8,2738110,134009,453712,2551191,2545025,25.8,3985300,4618185,666900,0,1194758,1355182,270799,1251,1194150,1349626,269836,1249,533571,573005,42576,789,2821990,22.3,2814861,28.6,1149941,56.3,,,,
2021-04-12,IN,INA,Indiana,6732219,Report,4286610,3412179,63673,50684,1464360,1825120,117171,5528,2092427,31.1,19.1,2082898,40.3,3401175,65860,83006,821458,75.7,1553756,143105,394809,1288818,1288120,24.9,1891400,2082210,313000,0,570054,716905,116069,1859,570012,716249,116011,1859,367710,341692,14443,1273,1404887,20.9,1404131,27.2,725118,66.8,,,,
2021-04-12,KS,KSA,Kansas,2913314,Report,2141475,1652045,73506,56707,792681,811472,47608,284,1097450,37.7,21.2,1088001,49.2,1642507,74219,96765,403436,84.8,688139,144723,450375,618265,616889,27.9,982000,1022775,136700,0,313660,304485,48379,120,313626,303143,48347,120,153393,151418,9110,75,666644,22.9,665236,30.1,313996,66,,,,
2021-04-12,KY,KYA,Kentucky,4467673,Report,3130125,2587355,70062,57913,1180245,1309957,96927,226,1623199,36.3,21.9,1613640,46.6,2575465,74332,90341,578138,77,995096,132580,417036,978171,976456,28.2,1385500,1535625,209000,0,463711,514296,94489,164,463672,512621,94441,163,203191,230315,23333,106,1072660,24,1070897,30.9,456945,60.9,,,,
2021-04-12,LA,LAA,Louisiana,4648794,Report,3279090,2334618,70536,50220,1051294,1197121,85261,942,1387740,29.9,19.3,1379748,38.7,2325173,65292,92079,537486,72.5,1008683,136121,442509,897118,895815,25.2,1442800,1630590,205700,0,389729,506928,81814,461,389686,505669,81753,460,210751,238968,15168,91,978932,21.1,977568,27.5,464978,62.7,,,,
2021-04-12,MA,MAA,Massachusetts,6892503,Report,5331330,4651716,77350,67490,2116034,2360914,174700,68,3021548,43.8,23.3,2998657,54.1,4624901,83486,96239,1021353,87.3,1765600,150992,455930,1604488,1600664,28.9,2346300,2623530,361500,0,783866,820608,174960,14,783641,817009,174551,14,363097,381545,49408,10,1779448,25.8,1775215,32,794060,67.9,,,,
2021-04-12,MD,MDA,Maryland,6045680,Report,4475360,3582804,74026,59262,1606213,1821805,152586,2200,2326076,38.5,21.3,2311039,49.1,3564942,75673,94998,766646,79.9,1318020,137380,466477,1287755,1285110,27.3,1936300,2232360,306700,0,607913,679227,148956,615,607852,676643,148894,615,288822,278653,35645,287,1436711,23.8,1434004,30.4,603407,62.9,,,,
2021-04-12,ME,MEA,Maine,1344212,Report,1037000,886525,77146,65951,399625,432349,54476,75,577303,42.9,23.6,576146,52.6,885149,80808,94671,250254,87.7,437121,153233,363522,317244,316999,28.9,475100,487500,74400,0,152966,164256,54577,22,152942,164035,54561,22,88282,100998,16382,9,371821,27.7,371560,33.9,205671,72.1,,,,
2021-04-12,MH,MHA,Marshall Islands,58413,Report,51300,23233,87823,39774,23230,0,3,0,13403,22.9,16.7,13368,29.3,23192,50902,112594,873,8.8,1528,15388,516616,9780,9772,21.4,40500,0,10800,0,9778,2,6,0,9770,2,6,0,652,0,2,0,9786,16.8,9778,21.5,654,6.6,,,,
2021-04-12,MI,MIA,Michigan,9986857,Report,7025100,5585259,70343,55926,2491499,2892986,199549,1225,3542996,35.5,21,3516996,44.8,5557965,70866,89572,1324819,75,2391986,135493,397932,2102009,2100071,26.8,3075400,3467100,482600,0,975090,1126462,203258,457,974984,1124630,203152,457,564411,528805,41225,315,2305267,23.1,2303223,29.4,1134756,64.3,,,,
2021-04-12,MN,MNA,Minnesota,5639632,Report,3777940,3496194,66989,61993,1537458,1787934,170580,222,2219065,39.3,23,2203034,50.8,3477689,80196,87120,780775,84.8,1414478,153684,410475,1295710,1293063,29.8,1652900,1870440,254600,0,593191,702464,172884,55,593125,699883,172777,55,290396,360053,36707,22,1468594,26,1465840,33.8,687178,74.7,,,,
2021-04-12,MO,MOA,Missouri,6137428,Report,4246425,3196092,69189,52075,1299952,1801033,94777,330,1931639,31.5,19,1922643,40.3,3184597,66807,89083,758214,71.4,1382899,130212,399838,1167902,1166456,24.5,1824000,2167425,255000,0,490052,677801,95511,49,489982,676426,95440,48,277542,308255,21685,22,1263413,20.6,1261896,26.5,607504,57.2,,,,
2021-04-12,MP,MPA,Northern Mariana Islands,56882,Report,62910,32894,110597,57828,4359,28492,43,0,18905,33.2,24.6,18613,42,32583,73438,141791,2310,23.9,4473,46256,650569,13978,13959,31.5,17800,42510,2600,0,1928,12050,47,0,1928,12031,47,0,329,1832,39,0,14025,24.7,14006,31.6,2200,22.8,,,,
2021-04-12,MS,MSA,Mississippi,2976149,Report,2074625,1363558,69708,45816,670415,652093,40214,836,830197,27.9,17.9,826666,36.3,1359542,59693,91090,335555,68.9,589284,121079,426270,532462,531985,23.4,943200,993525,137900,0,273112,259331,39346,19,273081,258885,39318,19,143301,115749,10985,5,571808,19.2,571303,25.1,270040,55.5,,,,
2021-04-12,MT,MTA,Montana,1068778,Report,826055,639104,77290,59798,313956,306296,18699,153,390361,36.5,23.2,386750,46,634595,75530,98318,155003,75.1,277939,134636,400149,247789,246924,29.4,380800,387855,57400,0,127457,120287,18396,45,127423,119456,18387,45,62627,61619,4660,25,266185,24.9,265311,31.6,128931,62.5,,,,
2021-04-12,NC,NCA,North Carolina,10488084,Report,7482530,5714763,71343,54488,2428921,3084973,200540,329,3570420,34,19.8,3539101,43.2,5677715,69347,91391,1302533,74.4,2423928,138424,427306,2076187,2070614,25.3,3157100,3809130,516300,0,889579,1186581,197707,27,889193,1181394,197100,27,516454,558386,22501,21,2273894,21.7,2267714,27.7,1097362,62.7,,,,
2021-04-12,ND,NDA,North Dakota,762062,Report,547170,496230,71801,65117,219423,255861,20946,0,280575,36.8,24.7,278019,47.8,492583,84652,94033,95302,79.5,182138,151978,456565,188231,187429,32.2,254600,262470,30100,0,87735,100496,18479,0,87693,99736,18412,0,40057,38773,2678,0,206710,27.1,205841,35.4,81508,68,,,,
2021-04-12,NE,NEA,Nebraska,1934408,Report,1397550,1145421,72247,59213,507183,595434,40722,2082,719301,37.2,21.8,715088,49,1140433,78201,95832,253871,81.2,474681,151918,447276,420741,419914,28.8,598600,703950,95000,0,194020,226141,41176,580,193984,225350,41164,580,103386,111657,3222,449,461917,23.9,461078,31.6,218714,70,,,,
2021-04-12,NH,NHA,New Hampshire,1359711,Report,1003555,978713,73806,71979,437454,497281,43951,27,711212,52.3,21.7,706317,64,973067,88104,90864,275202,99.9,421140,165892,395312,294741,294099,26.6,453300,469755,80500,0,158264,136468,45081,9,158136,135954,45061,9,79127,77733,11318,5,339822,25,339160,30.7,168183,66.2,,,,
2021-04-12,NJ,NJA,New Jersey,8882190,Report,6362455,5673369,71632,63874,2543104,2894056,235734,475,3738568,42.1,23.6,3711419,53.5,5638537,81205,91630,1172729,79.5,1955187,132507,431196,2098535,2090518,30.1,2711500,3230955,420000,0,982862,1115655,236947,18,982742,1107759,236855,17,405081,420986,56535,10,2335482,26.3,2327373,33.5,882612,59.8,,,,
2021-04-12,NM,NMA,New Mexico,2096829,Report,1710565,1514221,81579,72215,671192,798904,42180,1945,942879,45,27.7,933905,57.6,1501816,92648,105526,309690,82,522443,138357,453003,580345,575167,35.5,723800,874965,111800,0,247879,331933,41326,533,247769,326865,41248,533,102605,115492,11847,324,621671,29.6,616415,38,230268,61,,,,
2021-04-12,NV,NVA,Nevada,3080156,Report,2014340,1684035,65397,54674,706985,912401,64649,0,1045774,34,19.4,1038435,43.5,1675952,70196,84370,364528,73.5,662579,133592,406140,598651,598031,25,869500,1008540,136300,0,260568,338080,63830,3,260542,337486,63813,3,137547,142454,13518,2,662481,21.5,661844,27.7,293521,59.2,,,,
2021-04-12,NY,NYA,New York State,19453561,Report,14459595,12242726,74329,62933,5407480,6331590,501667,1989,7630961,39.2,22.8,7585360,49.2,12186400,79003,93740,2400613,72.8,4231801,128386,438682,4434150,4423414,28.7,6174300,7416045,869250,0,2027350,2406391,497294,409,2027053,2395953,497057,408,919751,899665,105644,242,4931444,25.3,4920471,31.9,1925302,58.4,,,,
2021-04-12,OH,OHA,Ohio,11689100,Report,8322065,6713753,71195,57436,2998781,3455567,253657,5748,4167028,35.6,20.8,4130099,45.3,6673263,73243,91340,1551019,75.8,2871159,140308,406684,2433690,2430994,26.7,3585300,4267965,468800,0,1156060,1276004,246144,1626,1155993,1273380,246055,1621,613864,667426,54856,1025,2679834,22.9,2677049,29.4,1337171,65.3,,,,
2021-04-12,OK,OKA,Oklahoma,3956971,Report,3123625,2330078,78940,58885,1072804,1194971,62269,34,1410306,35.6,22.1,1396547,46.5,2311330,76923,103957,492614,77.6,883425,139093,491807,876146,871641,29,1405300,1535625,182700,0,405261,470865,61576,20,405176,466445,61546,20,205186,176476,11519,5,937722,23.7,933187,31.1,393186,61.9,,,,
2021-04-12,OR,ORA,Oregon,4217737,Report,2927765,2356196,69416,55864,1072359,1201280,81229,1328,1496348,35.5,20.4,1486625,44.4,2344138,69950,87365,583769,76.2,995700,129973,382175,861878,859497,25.6,1290600,1424865,212300,0,414367,447280,80538,231,414131,445135,80325,231,196916,221747,30360,119,942416,22.3,939822,28,449142,58.6,,,,
2021-04-12,PA,PAA,Pennsylvania,12801989,Report,9542955,7687290,74543,60048,3373186,4056697,257219,188,5059892,39.5,20.7,5038087,49.6,7660254,75342,93859,2007130,83.9,3258157,136133,398726,2649071,2643233,26,4059800,4705155,778000,0,1160957,1487949,262739,165,1160702,1482367,262638,164,586348,658605,39050,101,2911810,22.7,2905871,28.6,1284104,53.7,,,,
2021-04-12,PR,PRA,Puerto Rico,3193694,Report,2426730,1348411,75985,42221,550558,764485,33105,263,871637,27.3,15.3,870231,33.2,1346918,51390,92589,352097,64.9,590672,108794,446971,488548,488367,18.6,1078800,1200030,147900,0,195292,293248,33228,8,195268,293091,33203,8,114377,127917,6658,1,521776,16.3,521570,19.9,248953,45.9,,,,
2021-04-12,RI,RIA,Rhode Island,1059361,Report,803105,709383,75810,66963,318382,363450,27527,24,429419,40.5,26.1,427595,50,707247,82732,93945,163649,87.5,305633,163400,429362,276695,276374,32.3,357400,393705,52000,0,132670,144022,27417,3,132665,143706,27410,3,68399,73106,4137,2,304112,28.7,303784,35.5,145644,77.9,,,,
2021-04-12,RP,RPA,Republic of Palau,17907,Report,24600,14979,137376,83649,14781,1,197,0,8914,49.8,34.7,8914,63.8,14979,107246,176129,1477,48.5,2735,89849,808147,6212,6212,44.5,20800,0,3800,0,6198,14,197,0,6198,14,197,0,1287,8,91,0,6409,35.8,6409,45.9,1386,45.5,,,,
2021-04-12,SC,SCA,South Carolina,5148714,Report,3494775,2694436,67877,52332,1055915,1549901,87565,1055,1681670,32.7,18.9,1669237,41.3,2680337,66386,86557,724483,77.3,1295716,138280,372966,974728,973365,24.1,1447000,1802775,245000,0,373504,601019,85065,205,373421,599739,84904,205,242880,324016,16480,139,1059793,20.6,1058269,26.2,583515,62.3,,,,
2021-04-12,SD,SDA,South Dakota,884659,Report,740285,597911,83680,67587,280727,300087,17084,13,364795,41.2,26.6,361652,54.2,594089,88994,110894,131624,86.7,244047,160694,487443,234905,234222,35.1,347800,339885,52600,0,116255,118645,17101,5,116236,117981,17095,5,60332,54508,2449,2,252006,28.5,251317,37.6,117291,77.2,,,,
2021-04-12,TN,TNA,Tennessee,6829174,Report,4635700,3286379,67881,48123,1475078,1705484,101757,4060,2068289,30.3,16.8,2055848,38.7,3272300,61520,87152,803920,70.3,1444299,126317,405434,1144022,1142563,21.5,2043900,2293200,298600,0,536726,606120,99168,1176,536665,604724,99056,1174,320314,287837,17927,761,1243190,18.2,1241619,23.3,626839,54.8,,,,
2021-04-12,TX,TXA,Texas,28995881,Report,19312495,15151731,66604,52255,6757886,7857358,535799,688,9401590,32.4,18.1,9320430,43.2,15024044,69568,89426,3116628,83.5,4874438,130534,517175,5235396,5190201,24,8108300,9734595,1469600,0,2394153,2839629,524460,544,2373485,2815116,519933,539,1075454,1275561,235587,244,5758786,19.9,5709073,26.4,2586847,69.3,,,,
2021-04-12,UT,UTA,Utah,3205958,Report,1954460,1663511,60963,51888,743819,856809,62883,0,1019919,31.8,14.2,1006967,44.3,1648456,72467,85919,293901,80.3,540225,147654,534192,456304,454699,20,879900,945360,129200,0,213094,243210,60363,0,213020,241679,60314,0,79395,97066,8852,0,516667,16.1,515013,22.6,185313,50.6,,,,
2021-04-12,VA,VAA,Virginia,8535519,Report,5965125,5124981,69886,60043,2220241,2714317,189170,1253,3329016,39,20.8,3302320,49.5,5093423,76310,89370,1078569,79.4,1877477,138161,438965,1771808,1766986,26.5,2586500,2998125,380500,0,810044,961389,188563,375,809628,956983,188065,375,395095,397781,45065,255,1960371,23,1955051,29.3,838196,61.7,,,,
2021-04-12,VA2,VA2,Veterans Health,0,Report,5511825,4452371,0,0,2333900,2009661,108808,2,2534219,0,0,2534037,0,4452122,0,0,1393454,0,2600289,0,0,1916257,1916191,0,2652200,2413125,446500,0,1020180,896076,108751,1,1020159,896031,108738,1,692258,514110,37812,1,2025008,0,2024929,0,1244181,0,,,,
2021-04-12,VI,VIA,Virgin Islands,104680,Report,62540,50551,59744,48291,17742,32561,248,0,28609,27.3,18.8,28359,34.7,50111,61373,76595,9878,55.5,17299,97207,351427,19693,19555,23.9,20500,41340,700,0,7273,12420,261,0,7268,12287,261,0,3333,3960,113,0,19954,19.1,19816,24.3,7406,41.6,,,,
