Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-03-03,AK,AKA,Alaska,731545,399225,273350,54573,37366,170243,23272,102472,14008,23.3,14,Report,273632,170586,102382,169678,101916,30.8,18.5,551562,72381,271973,49310,,,
2021-03-03,AL,ALA,Alabama,4903185,1469100,1000031,29962,20396,658906,13438,338967,6913,13.8,7.1,Report,1023929,674810,346841,674569,346818,17.7,9.1,3814879,38510,999773,26207,,,
2021-03-03,AR,ARA,Arkansas,3017804,964840,687433,31972,22779,441126,14617,242346,8031,14.7,8.1,Report,689361,442371,242999,442175,242960,19.1,10.5,2317649,41630,687208,29651,,,
2021-03-03,AS,ASA,American Samoa,55689,29450,21079,52883,37851,12949,23252,8099,14543,23.4,14.6,Report,21202,13029,8142,12832,8057,29.5,18.5,43437,67799,20797,47879,,,
2021-03-03,AZ,AZA,Arizona,7278717,2392275,1930999,32867,26529,1308334,17975,613681,8431,17.5,8.3,Report,1887723,1277294,601274,1275431,600791,22.6,10.7,5638481,42428,1928259,34198,,,
2021-03-03,BP2,BP2,Bureau of Prisons,0,65335,62745,0,0,38000,0,24513,0,0,0,Report,62745,38000,24513,37998,24512,0,0,0,0,62742,0,,,
2021-03-03,CA,CAA,California,39512223,12776090,9731169,32335,24628,6672891,16888,2997721,7587,16.9,7.6,Report,9714717,6661278,2992863,6657021,2991796,21.7,9.8,30617582,41728,9725777,31765,,,
2021-03-03,CO,COA,Colorado,5758736,1847780,1462053,32087,25388,954209,16570,499066,8666,16.6,8.7,Report,1462035,954066,499168,953642,499046,21.2,11.1,4499217,41069,1461508,32484,,,
2021-03-03,CT,CTA,Connecticut,3565287,1309225,1061375,36721,29770,740054,20757,310667,8714,20.7,8.7,Report,1059341,736848,311505,736047,311245,25.9,11,2837847,46134,1060232,37360,,,
2021-03-03,DC,DCA,District of Columbia,705749,310065,202090,43934,28635,131466,18628,70091,9931,12.3,6.1,Report,130372,87114,42850,87107,42848,15.1,7.4,577581,53683,202076,34987,,,
2021-03-03,DD2,DD2,Dept of Defense,0,1556605,1017839,0,0,694151,0,312894,0,0,0,Report,1017839,694151,312894,693906,312861,0,0,0,0,1017561,0,,,
2021-03-03,DE,DEA,Delaware,973764,327635,237669,33646,24407,152876,15699,83782,8604,15.4,8.3,Report,232148,149940,81275,149887,81260,19.5,10.6,770192,42539,237599,30849,,,
2021-03-03,FL,FLA,Florida,21477737,7112075,5167346,33114,24059,3297947,15355,1833883,8539,15.1,8.4,Report,5080091,3237174,1807459,3234044,1807121,18.8,10.5,17247808,41235,5163817,29939,,,
2021-03-03,FM,FMA,Federated States of Micronesia,103643,30000,16189,28946,15620,10767,10389,5317,5130,10.5,5.2,Report,16334,10879,5348,10875,5348,13.5,6.6,80842,37109,16185,20021,,,
2021-03-03,GA,GAA,Georgia,10617423,3155155,2133517,29717,20094,1309558,12334,780276,7349,12.1,7.3,Report,2105968,1287231,775586,1286806,775441,15.9,9.6,8113542,38888,2132955,26289,,,
2021-03-03,GU,GUA,Guam,165768,86560,55435,52218,33441,34560,20848,20385,12297,20.8,12.3,Report,55426,34553,20382,34543,20376,26.7,15.8,129299,66946,55418,42860,,,
2021-03-03,HI,HIA,Hawaii,1415872,557040,399195,39343,28194,251867,17789,147043,10385,17.9,10.4,Report,401889,253718,147853,253566,147791,22.7,13.2,1116004,49914,398982,35751,,,
2021-03-03,IA,IAA,Iowa,3155070,983345,753860,31167,23894,553471,17542,193643,6138,17.7,6.2,Report,760793,557426,196691,557010,196533,22.9,8.1,2428229,40496,753292,31022,,,
2021-03-03,ID,IDA,Idaho,1787065,525115,418956,29384,23444,267570,14973,138642,7758,15.1,7.9,Report,423555,270724,140583,270715,140580,20.2,10.5,1338864,39221,418950,31291,,,
2021-03-03,IH2,IH2,Indian Health Svc,2082813,948600,588253,45544,28243,398016,19110,184195,8844,19.1,8.8,Report,588253,398016,184195,395782,183662,0,0,0,0,585453,0,,,
2021-03-03,IL,ILA,Illinois,12671821,3925545,3022385,30979,23851,2092244,16511,884810,6983,16.7,7.1,Report,3053065,2110030,897827,2108426,897406,21.4,9.1,9853946,39837,3020330,30651,,,
2021-03-03,IN,INA,Indiana,6732219,2083930,1657664,30955,24623,1035893,15387,604449,8978,15.4,9,Report,1658056,1036064,604583,1035835,604495,20.1,11.7,5164245,40353,1657346,32093,,,
2021-03-03,KS,KSA,Kansas,2913314,1004065,644921,34465,22137,429853,14755,210351,7220,15.5,7.6,Report,679686,451969,222809,451623,222632,20.4,10.1,2213064,45370,644414,29119,,,
2021-03-03,KY,KYA,Kentucky,4467673,1435555,1082228,32132,24224,715889,16024,362062,8104,16.5,8.3,Report,1111487,737443,369729,737140,369644,21.3,10.7,3464802,41433,1081862,31224,,,
2021-03-03,LA,LAA,Louisiana,4648794,1482470,1107626,31889,23826,709457,15261,395300,8503,15,8.4,Report,1091585,699188,389540,699014,389505,19.6,10.9,3561164,41629,1107412,31097,,,
2021-03-03,MA,MAA,Massachusetts,6892503,2296020,1884139,33312,27336,1316940,19107,562289,8158,19,8.1,Report,1868321,1306343,557064,1305376,556724,23.6,10,5539703,41447,1882829,33988,,,
2021-03-03,MD,MDA,Maryland,6045680,2044065,1454494,33810,24058,934749,15461,516955,8551,16,8.8,Report,1502851,965135,534605,964733,534463,20.5,11.3,4710993,43389,1453969,30863,,,
2021-03-03,ME,MEA,Maine,1344212,465150,334449,34604,24881,225674,16789,106463,7920,17.1,8.1,Report,340564,229251,108974,229140,108920,20.9,9.9,1095370,42465,334289,30518,,,
2021-03-03,MH,MHA,Marshall Islands,58413,35000,11351,59918,19432,8835,15125,2459,4210,15.1,4.2,Report,11361,8843,2461,8834,2460,19.4,5.4,45562,76818,11343,24896,,,
2021-03-03,MI,MIA,Michigan,9986857,3148950,2423899,31531,24271,1534341,15364,866351,8675,15.6,8.8,Report,2465522,1562225,879863,1561857,879704,19.9,11.2,7842924,40150,2423372,30899,,,
2021-03-03,MN,MNA,Minnesota,5639632,1817920,1477533,32235,26199,985742,17479,486432,8625,17.6,8.7,Report,1487252,993146,488337,992618,488099,22.9,11.3,4336475,41922,1476778,34055,,,
2021-03-03,MO,MOA,Missouri,6137428,1848525,1415806,30119,23068,921875,15021,477486,7780,14.6,7.4,Report,1367289,893880,457221,893499,457102,18.7,9.6,4766843,38779,1415269,29690,,,
2021-03-03,MP,MPA,Northern Mariana Islands,56882,43610,19225,76667,33798,11260,19795,7954,13983,19.8,14,Report,19222,11256,7955,11252,7954,25.4,17.9,44368,98292,19220,43320,,,
2021-03-03,MS,MSA,Mississippi,2976149,942435,665772,31666,22370,435977,14649,228512,7678,14.7,7.8,Report,671969,438143,232494,438050,232460,19.2,10.2,2277566,41379,665645,29226,,,
