Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-07-19,US,USA,United States,331996199,Report,390174755,338247434,117524,101883,136915879,188001345,13046033,284177,186317651,56.1,44.8,176325946,68.3,320526881,124110,151078,48719268,89.1,91543094,167365,713344,148601539,140974621,54.6,161005980,207674025,21484400,10350,62634848,85882436,12877173,79258,62279884,78542170,12793334,78309,20735117,20626859,2065074,34546,161473715,48.6,153693698,59.5,43461597,79.5,91543094,283545812,337896636,119168,137606,186093233,65.6,148476330,52.4,161344692,56.9,62631180,85759791,12874498,79223,337896636,24,,,,
2021-07-19,AK,AKA,Alaska,731545,Report,842985,690541,115234,94395,287732,375239,27395,175,372762,51,41.6,349622,63.4,649235,117708,152836,75579,82.5,142559,155652,920410,304044,285979,51.8,362500,421185,59300,0,133130,170871,25408,43,132762,153177,25286,40,40024,28495,2533,22,329452,45,311265,56.4,71074,77.6,135931,608877,688471,113072,138449,371485,61,303255,49.8,328661,54,133126,170086,25406,43,643410,,,,,
2021-07-19,AL,ALA,Alabama,4903185,Report,4919470,3468625,100332,70742,1601134,1750544,116943,4,2022782,41.3,31.3,1964388,51.5,3376491,88508,128955,678000,79.8,1209417,142312,578872,1533925,1498468,39.3,2262980,2375190,281300,0,733560,800203,119679,162,733303,765003,119618,162,309834,245022,31466,104,1653604,33.7,1618086,42.4,586426,69,1164840,4186880,3468303,82837,117497,2022457,48.3,1533893,36.6,1653566,39.5,733549,800182,119673,162,3333948,,,,,
2021-07-19,AR,ARA,Arkansas,3017804,Report,2899360,2334536,96075,77359,1078867,1173344,81684,641,1330885,44.1,32.8,1273372,54.9,2239876,96644,125099,412432,78.7,751691,143485,553438,989278,952233,41.1,1315740,1404720,178900,0,484050,505058,79839,170,483067,469009,79386,157,201316,134337,12422,95,1069117,35.4,1031619,44.5,348170,66.5,716252,2557248,2329555,91096,113378,1327270,51.9,987968,38.6,1067694,41.8,484044,503755,79726,169,2250551,,,,,
2021-07-19,AS,ASA,American Samoa,55689,Report,54930,49447,98637,88791,12143,36778,526,0,27509,49.4,39.6,24923,57.5,45473,104837,126640,2685,28.5,5025,53253,582132,22047,20665,47.6,15600,38730,600,0,5551,16496,533,0,5538,15127,532,0,986,1428,22,0,22580,40.5,21197,48.9,2436,25.8,5025,47557,49439,103957,115504,27503,57.8,22045,46.4,22578,47.5,5550,16495,533,0,49439,,,,,
2021-07-19,AZ,AZA,Arizona,7278717,Report,8320990,6961423,114319,95641,2943554,3759725,250470,7674,3775565,51.9,41.2,3577103,63.4,6601176,117074,147575,1117962,85.4,2134447,163105,635854,3001005,2847965,50.5,3454640,4435350,431000,0,1308466,1690021,241577,2518,1308047,1537418,241227,2500,479253,446526,41658,1413,3242582,44.5,3089192,54.8,968850,74,2002808,6206060,6960594,112158,134078,3774812,60.8,3000904,48.4,3242251,52.2,1308445,1689941,241347,2518,6514328,,,,,
2021-07-19,BP2,BP2,Bureau of Prisons,0,Report,206410,198356,0,0,81907,107683,8766,0,107274,0,0,107273,0,198355,0,0,3359,0,6429,0,0,90010,90010,0,86640,109170,10600,0,39112,50898,8715,0,39112,50898,8715,0,1529,1500,117,0,98725,0,98725,0,3146,0,6429,0,198355,0,0,107273,0,90010,0,98725,0,39112,50898,8715,0,198355,,,,,
2021-07-19,CA,CAA,California,39512223,Report,49923685,44195184,126350,111852,17747748,24816711,1622850,7875,25041270,63.4,47.7,23465822,76.6,41395262,135201,163056,5543094,94.9,9938101,170228,855134,18856820,17636115,57.6,20317740,26990145,2615800,0,7855353,10999078,1608226,2389,7830679,9803194,1601060,2242,2279841,2016701,162450,851,20465046,51.8,19237175,62.8,4459843,76.4,9673211,33646265,44068150,130975,148378,24962747,74.2,18808873,55.9,20416786,60.7,7854939,10951549,1607913,2385,43213956,,,,,
2021-07-19,CO,COA,Colorado,5758736,Report,7140885,6362634,124001,110487,2629457,3500870,228706,3601,3411780,59.2,49.6,3194303,71,5964282,132563,158714,741650,88,1426382,169321,847671,2858194,2678659,59.5,2932760,3867825,340300,0,1231843,1625224,225012,1127,1228306,1449253,223915,1100,333812,320678,20695,366,3083206,53.5,2902574,64.5,675551,80.2,1383664,4936061,6342921,128502,144668,3400107,68.9,2850306,57.7,3075297,62.3,1231831,1617348,224991,1127,6149744,,,,,
2021-07-19,CT,CTA,Connecticut,3565287,Report,4812725,4517809,134988,126717,1732974,2602948,181298,589,2445411,68.6,57.3,2288623,80.6,4227274,148961,169591,602973,95.7,1164561,184779,763629,2042955,1914008,67.4,1952020,2610705,250000,0,823009,1219756,180613,190,822645,1091209,180468,154,223466,323311,18442,42,2223568,62.4,2094476,73.8,565261,89.7,1134971,3105947,4516189,145405,154952,2444160,78.7,2042586,65.8,2223124,71.6,822806,1219590,180538,190,4438097,,,,,
