Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-24,AK,AKA,Alaska,731545,315765,243650,43164,33306,156027,21328,87061,11901,21.4,11.9,Report,243691,156267,86836,155484,86530,28.2,15.7,551562,57249,242559,43977,,,
2021-02-24,AL,ALA,Alabama,4903185,1138650,839703,23223,17126,591009,12054,247024,5038,12.3,5.2,Report,859989,604602,253615,604396,253595,15.8,6.6,3814879,29848,839483,22005,,,
2021-02-24,AR,ARA,Arkansas,3017804,816730,554466,27064,18373,378225,12533,172653,5721,12.6,5.7,Report,555311,378928,172834,378763,172805,16.3,7.5,2317649,35240,554274,23915,,,
2021-02-24,AS,ASA,American Samoa,55689,29450,19739,52883,35445,11738,21078,7979,14328,21.2,14.4,Report,19856,11814,8020,11646,7936,26.8,18.3,43437,67799,19487,44863,,,
2021-02-24,AZ,AZA,Arizona,7278717,1977925,1555942,27174,21377,1137371,15626,412825,5672,15.3,5.6,Report,1523908,1110854,407127,1109718,406956,19.7,7.2,5638481,35079,1554412,27568,,,
2021-02-24,BP2,BP2,Bureau of Prisons,0,57155,53728,0,0,32980,0,20628,0,0,0,Report,53728,32980,20628,32978,20627,0,0,0,0,53725,0,,,
2021-02-24,CA,CAA,California,39512223,10702330,7876011,27086,19933,5649200,14297,2173394,5501,14.3,5.5,Report,7863616,5639811,2170406,5636825,2169643,18.4,7.1,30617582,34955,7872193,25711,,,
2021-02-24,CO,COA,Colorado,5758736,1512970,1268302,26273,22024,847375,14715,413803,7186,14.7,7.2,Report,1267532,847173,413202,846846,413109,18.8,9.2,4499217,33627,1267882,28180,,,
2021-02-24,CT,CTA,Connecticut,3565287,1099225,912033,30831,25581,618330,17343,283211,7944,17.3,8,Report,910504,615837,283844,615127,283599,21.7,10,2837847,38734,910992,32102,,,
2021-02-24,DC,DCA,District of Columbia,705749,269005,170343,38116,24136,113188,16038,56711,8036,10.5,4.6,Report,106912,73826,32760,73821,32759,12.8,5.7,577581,46574,170331,29490,,,
2021-02-24,DD2,DD2,Dept of Defense,0,1296965,887011,0,0,626701,0,249659,0,0,0,Report,887011,626701,249659,626507,249637,0,0,0,0,886795,0,,,
2021-02-24,DE,DEA,Delaware,973764,274055,189836,28144,19495,135908,13957,53019,5445,13.7,5.3,Report,185489,133489,51176,133439,51162,17.3,6.6,770192,35583,189771,24639,,,
2021-02-24,FL,FLA,Florida,21477737,5997365,4502702,27924,20965,2936823,13674,1535864,7151,13.4,7,Report,4424788,2881733,1513077,2878730,1512755,16.7,8.8,17247808,34772,4499315,26086,,,
2021-02-24,FM,FMA,Federated States of Micronesia,103643,30000,12999,28946,12542,10053,9700,2844,2744,9.8,2.8,Report,13136,10159,2873,10155,2873,12.6,3.6,80842,37109,12995,16075,,,
2021-02-24,GA,GAA,Georgia,10617423,2535925,1919262,23885,18077,1225659,11544,653286,6153,11.3,6.1,Report,1892854,1203510,649555,1203119,649431,14.8,8,8113542,31255,1918753,23649,,,
2021-02-24,GU,GUA,Guam,165768,51300,51514,30947,31076,33193,20024,17969,10840,20,10.8,Report,51498,33183,17963,33173,17958,25.7,13.9,129299,39675,51498,39829,,,
2021-02-24,HI,HIA,Hawaii,1415872,459350,339771,32443,23997,227011,16033,112487,7945,16.1,8,Report,341980,228596,113081,228469,113026,20.5,10.1,1116004,41160,339590,30429,,,
2021-02-24,IA,IAA,Iowa,3155070,792615,621717,25122,19705,462422,14656,153214,4856,14.8,4.9,Report,628071,466702,155321,466322,155181,19.2,6.4,2428229,32642,621204,25583,,,
2021-02-24,ID,IDA,Idaho,1787065,422185,346534,23624,19391,231667,12964,103129,5771,13.1,5.9,Report,350885,234983,104666,234979,104663,17.6,7.8,1338864,31533,346532,25883,,,
2021-02-24,IH2,IH2,Indian Health Svc,2082813,826090,468627,39662,22500,331324,15908,131359,6307,15.9,6.3,Report,468627,331324,131359,330076,131177,0,0,0,0,467164,0,,,
2021-02-24,IL,ILA,Illinois,12671821,3327065,2461385,26256,19424,1811338,14294,611324,4824,14.4,4.9,Report,2488583,1826927,623117,1825612,622855,18.5,6.3,9853946,33764,2459774,24962,,,
2021-02-24,IN,INA,Indiana,6732219,1734580,1361053,25765,20217,911746,13543,442264,6569,13.5,6.6,Report,1361948,911754,442984,911548,442911,17.7,8.6,5164245,33588,1360773,26350,,,
2021-02-24,KS,KSA,Kansas,2913314,754495,530904,25898,18223,367813,12625,158944,5456,13.3,5.9,Report,564379,388418,171637,388103,171488,17.5,7.7,2213064,34093,530453,23969,,,
2021-02-24,KY,KYA,Kentucky,4467673,1204585,874840,26962,19582,592151,13254,279104,6247,13.7,6.4,Report,903319,614219,285516,613991,285449,17.7,8.2,3464802,34766,874567,25241,,,
