Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-06-20,US,USA,United States,331996199,Report,379003410,317966408,114159,95774,131213452,174521867,11986595,244494,177088290,53.3,41.5,168828572,65.4,304073783,117739,146753,47758640,87.3,89301046,163266,692920,137831790,132381221,51.3,156884080,200685030,21434300,0,59316993,78444802,11839763,66088,59038024,73109633,11774739,65566,20218624,20024076,1954568,28790,149667646,45.1,143987964,55.8,42226059,77.2,89301046,283545812,317683252,112039,133666,176896779,62.4,137740754,48.6,149573353,52.8,59313543,78356190,11837561,66058,317683252,19,,,,
2021-06-20,AK,AKA,Alaska,731545,Report,825625,639941,112860,87478,274809,341336,23689,107,349769,47.8,38.7,330972,60,608248,110277,149689,73980,80.8,139401,152204,901455,283202,270209,49,354680,411645,59300,0,127612,155553,21993,37,127274,142901,21889,34,39484,27724,2279,18,305195,41.7,292098,53,69505,75.9,133658,608877,638461,104859,135598,348790,57.3,282697,46.4,304688,50,127610,155050,21991,37,610181,,,,,
2021-06-20,AL,ALA,Alabama,4903185,Report,4758560,3282193,97050,66940,1537911,1635357,108925,0,1913032,39,29.6,1870433,49,3216772,84322,124737,664023,78.1,1184384,139366,559938,1450824,1426882,37.4,2163000,2314260,281300,0,703174,747538,111368,112,702941,723829,111315,112,304365,238518,30126,72,1562192,31.9,1538197,40.3,573081,67.4,1140259,4186880,3281884,78385,113654,1912721,45.7,1450798,34.7,1562160,37.3,703165,747521,111362,112,3150550,,,,,
2021-06-20,AR,ARA,Arkansas,3017804,Report,2817700,2185888,93369,72433,1021974,1089010,74314,590,1241645,41.1,30.9,1198873,51.7,2117704,91373,121576,402951,76.9,734944,140288,537850,932266,906842,39.1,1262880,1375920,178900,0,460544,471570,72525,152,459671,447028,72131,143,197101,131861,11441,93,1004791,33.3,978973,42.2,340496,65,699846,2557248,2181920,85323,110185,1238599,48.4,931385,36.4,1003800,39.3,460540,470693,72415,152,2104651,,,,,
2021-06-20,AS,ASA,American Samoa,55689,Report,54030,45025,97021,80851,11117,33733,175,0,24917,44.7,36.3,23464,54.1,42830,98744,124565,2599,27.5,4856,51462,572594,20236,19497,44.9,15600,37830,600,0,4966,15270,183,0,4953,14544,183,0,943,1395,14,0,20419,36.7,19680,45.4,2352,24.9,4856,47557,45021,94667,113611,24914,52.4,20235,42.5,20418,42.9,4965,15270,183,0,45021,,,,,
2021-06-20,AZ,AZA,Arizona,7278717,Report,8021020,6347146,110198,87201,2733708,3398754,209078,5606,3543792,48.7,36.2,3384986,60,6082758,107879,142255,1091643,83.4,2062489,157606,612931,2637560,2538874,45,3321080,4268940,431000,0,1173085,1462666,201489,1809,1172740,1364339,201366,1795,456687,428916,37080,1066,2839049,39,2740240,48.6,923749,70.6,1932042,6206060,6346640,102265,129245,3543358,57.1,2637493,42.5,2838944,45.7,1173071,1462613,201451,1809,5917572,,,,,
2021-06-20,BP2,BP2,Bureau of Prisons,0,Report,200890,192592,0,0,79267,105240,8085,0,104830,0,0,104829,0,192591,0,0,3309,0,6311,0,0,86768,86768,0,83820,106470,10600,0,37173,49595,8042,0,37173,49595,8042,0,1498,1466,103,0,94810,0,94810,0,3067,0,6311,0,192591,0,0,104829,0,86768,0,94810,0,37173,49595,8042,0,192591,,,,,
2021-06-20,CA,CAA,California,39512223,Report,48577915,41478634,122944,104977,17040949,22934450,1497066,6169,23715617,60,44.4,22385436,73.1,39227830,128122,158660,5388652,92.3,9661706,165494,832082,17526349,16607181,54.2,19831920,26130195,2615800,0,7501185,10023345,1484401,1819,7478371,9127064,1477896,1746,2226620,1957193,151683,701,19010750,48.1,18085077,59.1,4336197,74.3,9408176,33646265,41377740,122979,144378,23650005,70.3,17491436,52,18975554,56.4,7500789,9988829,1484118,1818,40629921,,,,,
2021-06-20,CO,COA,Colorado,5758736,Report,6963445,6037353,120920,104838,2543681,3277439,213250,2983,3280296,57,46.5,3090646,68.7,5710593,126924,154770,732559,87,1404495,166723,826608,2675443,2539214,56.4,2858280,3764865,340300,0,1179236,1495277,210036,930,1175947,1362348,209045,919,329545,314719,19276,292,2885479,50.1,2748259,61.1,663832,78.8,1362367,4936061,6021448,121989,141073,3270273,66.3,2669659,54.1,2879676,58.3,1179224,1489505,210017,930,5841329,,,,,
2021-06-20,CT,CTA,Connecticut,3565287,Report,4678675,4310078,131229,120890,1675922,2464926,168753,477,2352667,66,54.1,2215505,78.1,4065105,143246,164867,596221,94.6,1149462,182384,742359,1928990,1825868,64.3,1895820,2532855,250000,0,787921,1140929,168523,140,787570,1038180,168384,118,220039,319160,17318,31,2097513,58.8,1994252,70.3,556548,88.3,1119946,3105947,4308495,138718,150636,2351452,75.7,1928638,62.1,2097088,67.5,787720,1140778,168450,140,4231435,,,,,
