Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-04-03,US,USA,United States,331996199,Report,207866645,161688422,62611,48702,74713387,82986550,3840647,147838,104213478,31.4,16.9,103517359,40.1,160800219,62294,80528,41007245,75,70473714,128844,380034,56043631,55855034,21.6,94112600,105060345,8693700,0,26153607,29855663,3815015,33861,26099888,29720849,3795957,33799,14210170,14715029,966897,12439,59858146,18,59650494,23.1,29904535,54.7,,,,
2021-04-03,AK,AKA,Alaska,731545,Report,636665,420238,87030,57445,190835,222723,6623,57,254263,34.8,22.5,249850,45.3,413954,75051,115429,66734,72.9,120045,131071,695140,164321,162449,29.5,284900,325065,26700,0,74102,90209,6426,10,74020,88419,6392,10,32539,22417,722,4,170747,23.3,168841,30.6,55682,60.8,,,,
2021-04-03,AL,ALA,Alabama,4903185,Report,2891780,1847243,58978,37674,907926,894062,45255,0,1234131,25.2,13.4,1231689,32.3,1844583,48352,75803,554113,65.2,896486,105489,340275,658897,658595,17.3,1372700,1396980,122100,0,327688,331171,46300,38,327651,330906,46286,38,196032,164510,16608,27,705197,14.4,704881,18.5,377177,44.4,,,,
2021-04-03,AR,ARA,Arkansas,3017804,Report,1908100,1305535,63228,43261,632579,638255,34413,288,855314,28.3,14.8,818875,35.3,1241660,53574,82329,345743,66,571354,109062,364223,447667,421997,18.2,910200,924300,73600,0,223933,223674,33389,60,212357,209580,29247,60,130855,95774,5083,47,481056,15.9,451244,19.5,231759,44.2,,,,
2021-04-03,AS,ASA,American Samoa,55689,Report,43810,31761,78669,57033,6737,25024,0,0,18097,32.5,24.7,17528,40.4,30782,70866,100859,2234,23.6,4067,42960,462765,13751,13344,30.7,12400,30810,600,0,2838,10913,4,0,2836,10508,4,0,715,1179,1,0,13755,24.7,13348,30.7,1895,20,,,,
2021-04-03,AZ,AZA,Arizona,7278717,Report,4538885,3653578,62358,50195,1644423,1947463,60062,1630,2276832,31.3,17.5,2259127,40.1,3630041,64380,80498,950883,72.7,1676330,128098,346842,1273878,1269871,22.5,2066400,2289885,182600,0,569773,703548,58134,557,569690,699624,58078,557,314135,347637,14370,379,1332012,18.3,1327949,23.6,676521,51.7,,,,
2021-04-03,BP2,BP2,Bureau of Prisons,0,Report,108010,111766,0,0,44725,66603,438,0,64749,0,0,64748,0,111765,0,0,2686,0,4829,0,0,46413,46413,0,44300,62010,1700,0,18077,28336,437,0,18077,28336,437,0,965,1148,5,0,46850,0,46850,0,2118,0,,,,
2021-04-03,CA,CAA,California,39512223,Report,25338590,19449615,64128,49224,9086512,9944228,417099,1776,12935569,32.7,16.2,12858916,42,19360155,63232,82758,4634254,79.4,7825014,134033,434020,6402522,6389824,20.9,11341500,12792390,1204700,0,2953079,3449134,414564,309,2951950,3437566,413623,308,1641416,1490997,55692,201,6817086,17.3,6803447,22.2,3188306,54.6,,,,
2021-04-03,CO,COA,Colorado,5758736,Report,3527450,2878136,61254,49979,1387173,1426039,64065,859,1837148,31.9,17.7,1827922,40.6,2867397,63731,78401,659308,78.3,1205895,143148,418732,1018461,1016936,22.6,1635800,1756950,134700,0,488073,530163,63154,225,487945,528766,63034,225,270052,266103,8627,103,1081615,18.8,1079970,24,544885,64.7,,,,
2021-04-03,CT,CTA,Connecticut,3565287,Report,2577515,2092230,72295,58683,916846,1119705,55533,146,1338982,37.6,20.7,1336440,47.1,2088814,73606,90826,534494,84.8,971986,154224,408971,739569,738772,26,1115600,1360515,101400,0,327048,412499,55465,22,326867,411883,55424,22,166146,259374,6858,13,795034,22.3,794196,28,432391,68.6,,,,
