Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Additional_Doses_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-10-02,US,USA,United States,331996199,Report,478362045,394690283,144087,118884,151796711,227447588,15047364,398620,214870696,64.7,51.3,200201379,77.5,367993690,142490,185225,51437496,94,99662116,182209,874574,170408704,158521501,61.4,189560100,265762995,23019600,19350,68604552,101601533,14828095,109518,68525970,89795849,14800823,107378,21852256,21590372,2169978,47787,185143698,55.8,173230020,67.1,45660393,83.5,99662116,283545812,394326195,139070,168707,214638536,75.7,170279226,60.1,185011183,65.2,68601119,101475579,14825037,109448,394326195,40,4742750,2.6,3955103,4.3,4724297,2.7,2988820,6.5,1354845,3376292,8156,3457,,,,
2021-10-02,AK,AKA,Alaska,731545,Report,1069475,798038,146194,109089,314426,448723,34398,491,420423,57.5,46.4,389102,70.5,740207,134202,193899,79080,86.3,157081,171508,1167700,339653,313747,56.9,426800,575175,67500,0,142044,197316,32067,66,141657,171805,31932,61,41140,29816,3084,28,371493,50.8,345455,62.6,74068,80.9,150169,608877,795816,130702,175647,419080,68.8,338790,55.6,370628,60.9,142040,196457,32065,66,742331,,,,,,,,,,,,,,,,,
2021-10-02,AL,ALA,Alabama,4903185,Report,6738280,4544355,137427,92682,2004454,2401483,138353,65,2586950,52.8,39.9,2451317,64.3,4310454,112991,176632,735037,86.5,1361425,160198,792891,1955491,1857240,48.7,3016300,3416580,305400,0,898151,1055870,140500,399,897730,958042,140421,398,337915,265213,34383,259,2094920,42.7,1996591,52.3,637770,75,1314193,4186880,4543938,108528,160938,2586556,61.8,1955434,46.7,2094856,50,898140,1055824,140493,399,4393166,,,,,,,,,,,,,,,,,
2021-10-02,AR,ARA,Arkansas,3017804,Report,4114670,3037532,136346,100654,1310216,1625431,98989,2896,1685915,55.9,42.6,1568959,67.7,2829952,122104,177536,448173,85.5,848135,161894,785419,1284946,1195312,51.6,1794620,2127150,192900,0,589296,694287,97119,726,588234,605772,96607,700,217031,151308,14157,412,1381428,45.8,1291313,55.7,382908,73.1,810664,2557248,3032294,118576,160902,1682104,65.8,1283577,50.2,1379941,54,589288,692928,97001,724,2943969,,,,,,,,,,,,,,,,,
2021-10-02,AS,ASA,American Samoa,55689,Report,66550,62461,119503,112160,16414,45500,546,1,34269,61.5,50.7,28512,65.7,52050,120000,153429,2872,30.4,5366,56867,705278,28211,23592,54.4,16600,49350,600,0,7243,20966,554,0,7228,16362,553,0,1082,1482,25,0,28763,51.6,24143,55.7,2589,27.4,5366,47557,62444,131303,139937,34259,72,28204,59.3,28756,60.5,7242,20960,554,0,62444,,,,,,,,,,,,,,,,,
2021-10-02,AZ,AZA,Arizona,7278717,Report,9950100,8243182,136701,113250,3346883,4592566,289812,13921,4323895,59.4,47.4,4020900,71.3,7679913,136205,176468,1165531,89.1,2363767,180629,760343,3448389,3201404,56.8,4052800,5440200,457100,0,1454104,1987962,280121,4176,1453530,1741613,279712,4127,499619,472515,45840,2229,3726363,51.2,3478982,61.7,1020203,78,2224444,6206060,8242088,132807,160329,4322944,69.7,3448243,55.6,3725983,60,1454079,1987843,279886,4175,7733175,,,,,,,,,,,,,,,,,
2021-10-02,BP2,BP2,Bureau of Prisons,0,Report,250090,229157,0,0,92297,125224,11636,0,122680,0,0,122678,0,229155,0,0,3537,0,6917,0,0,105828,105828,0,108220,129870,12000,0,44713,61064,11603,0,44713,61064,11602,0,1671,1647,168,0,117380,0,117379,0,3486,0,6917,0,229155,0,0,122678,0,105828,0,117379,0,44713,61064,11602,0,229155,,,,,,,,,,,,,,,,,
2021-10-02,CA,CAA,California,39512223,Report,58791865,50863031,148794,128727,19430722,29555956,1863077,13276,28417727,71.9,54.5,26250437,85.7,46941495,153315,192020,5838942,100,10817045,185283,1007040,21536145,19789399,64.6,22622600,33387165,2782100,0,8554977,12959999,1850286,3969,8529577,11238997,1842803,3709,2385400,2146960,185043,1254,23369231,59.1,21615086,70.6,4718657,80.8,10541953,33646265,50733278,150784,174735,28337160,84.2,21487557,63.9,23320295,69.3,8554547,12911853,1849935,3960,49782177,,,,,,,,,,,,,,,,,
2021-10-02,CO,COA,Colorado,5758736,Report,8230095,7205363,142915,125121,2838748,4092124,269457,5034,3784978,65.7,55,3506961,77.9,6682498,148526,182923,770271,91.4,1563154,185557,976968,3165911,2923918,65,3286500,4572795,370800,0,1307027,1854826,264785,1478,1303380,1616583,263591,1425,342674,337778,23947,517,3428116,59.5,3184979,70.8,704916,83.7,1518087,4936061,7185231,145566,166734,3773127,76.4,3157821,64,3420002,69.3,1307010,1846754,264761,1477,6964835,,,,,,,,,,,,,,,,,
2021-10-02,CT,CTA,Connecticut,3565287,Report,5652185,5061299,158534,141960,1869042,2985726,205569,962,2725169,76.4,63.2,2519657,88.8,4676457,164789,199172,630100,100,1246755,197821,896825,2251614,2076992,73.2,2278120,3107865,266200,0,877605,1372777,204755,337,877216,1198634,204581,260,229483,331935,20442,71,2455474,68.9,2280691,80.4,581931,92.3,1215450,3105947,5059569,162899,181979,2723835,87.7,2251222,72.5,2455002,79,877400,1372593,204675,334,4975595,,,,,,,,,,,,,,,,,
