Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-08-23,US,USA,United States,331996199,Report,428528965,363267789,129076,109419,143604049,205176686,14144305,342749,201718587,60.8,47.3,188812075,73.1,340777140,131951,165929,50000937,91.4,94113233,172064,783466,157176338,147737561,57.2,174711260,232313955,21484400,19350,64832556,92192854,13968188,95356,64383098,83089310,13858510,93751,21056319,21128861,2184616,41488,171088954,51.5,161424670,62.5,44411284,81.2,94113233,283545812,362912180,127991,151132,201491533,71.1,157049183,55.4,170957738,60.3,64828773,92068325,13965336,95304,362912180,28,,,,
2021-08-23,AK,AKA,Alaska,731545,Report,895645,717197,122432,98039,293956,393025,30016,200,389663,53.3,42.8,362341,65.7,669193,121327,162383,76805,83.9,144864,158169,977906,313105,292516,53,379160,457185,59300,0,135326,177583,28120,50,134953,157373,27992,46,40366,28886,2816,23,341079,46.6,320364,58.1,72091,78.7,138352,608877,715116,117448,147098,388379,63.8,312312,51.3,340284,55.9,135322,176794,28118,50,670809,,,,,
2021-08-23,AL,ALA,Alabama,4903185,Report,5863220,3943465,119580,80427,1770989,2043441,129031,4,2358550,48.1,33.9,2249357,59,3775608,98971,153693,708730,83.4,1258007,148029,689923,1662104,1602294,42,2654040,2927880,281300,0,772386,888988,132036,302,772091,829474,131965,301,316629,251758,33226,187,1793712,36.6,1733831,45.4,601800,70.8,1212645,4186880,3943110,94178,140038,2358194,56.3,1662071,39.7,1793673,42.8,772374,888967,132030,302,3803747,,,,,
2021-08-23,AR,ARA,Arkansas,3017804,Report,3555840,2711677,117829,89856,1206165,1411989,92201,1322,1570982,52.1,37,1470083,63.4,2549337,109997,153424,436229,83.3,794536,151663,678748,1117528,1056667,45.6,1601060,1775880,178900,0,525398,591417,90478,354,524394,531591,89982,339,208149,143181,13633,201,1207647,40,1146306,49.5,365164,69.7,758413,2557248,2706524,105837,139049,1567240,61.3,1116174,43.6,1206177,47.2,525391,590071,90362,353,2624392,,,,,
2021-08-23,AS,ASA,American Samoa,55689,Report,58530,54964,105102,98698,13520,40898,545,1,30318,54.4,44.3,26165,60.3,48010,110686,134939,2778,29.4,5204,55150,620284,24691,21919,50.5,15600,42330,600,0,6093,18597,552,0,6079,15839,551,0,1034,1463,25,0,25242,45.3,22469,51.8,2522,26.7,5204,47557,54951,115548,123073,30309,63.7,24687,51.9,25238,53.1,6092,18594,552,0,54951,,,,,
2021-08-23,AZ,AZA,Arizona,7278717,Report,9131170,7448382,125450,102331,3101112,4068642,268125,10503,4065735,55.9,43.6,3805774,67.5,6984587,123874,161944,1141382,87.2,2184042,166895,697764,3172348,2978972,52.8,3786560,4913610,431000,0,1364184,1803615,259948,3273,1363705,1610755,259567,3238,487581,453824,43860,1750,3431020,47.1,3237265,57.4,987015,75.4,2050426,6206060,7447450,120003,147133,4064904,65.5,3172229,51.1,3430669,55.3,1364163,1803519,259715,3272,6971387,,,,,
2021-08-23,BP2,BP2,Bureau of Prisons,0,Report,223500,209628,0,0,85439,113908,10281,0,115526,0,0,115525,0,209627,0,0,3460,0,6580,0,0,92924,92924,0,93560,119340,10600,0,39977,52897,10247,0,39977,52897,10247,0,1544,1534,142,0,103121,0,103121,0,3220,0,6580,0,209627,0,0,115525,0,92924,0,103121,0,39977,52897,10247,0,209627,,,,,
2021-08-23,CA,CAA,California,39512223,Report,53702165,47250789,135913,119585,18525495,26962549,1750427,12318,26844943,67.9,50.6,24913154,81.4,43847675,143211,175396,5675577,97.2,10218819,175036,919855,20010885,18544754,60.6,21504580,29581785,2615800,0,8153261,11843933,1739682,3763,8128243,10403126,1732344,3520,2329682,2074816,175688,1225,21740639,55,20267233,66.2,4581411,78.5,9953268,33646265,47122576,140053,159608,26765577,79.5,19962628,59.3,21692055,64.5,8152837,11796110,1739353,3755,46253356,,,,,
2021-08-23,CO,COA,Colorado,5758736,Report,7582565,6718131,131671,116660,2714538,3749757,249504,4332,3607558,62.6,51.9,3350294,74.5,6246843,138843,168531,754738,89.6,1459262,173224,900102,2990555,2778706,61.8,3099040,4143225,340300,0,1263479,1724543,245613,1323,1259878,1516352,244477,1278,337571,326684,22513,458,3234958,56.2,3021985,67.2,687226,81.6,1416154,4936061,6698134,135698,153616,3595780,72.8,2982522,60.4,3226904,65.4,1263465,1716525,245592,1322,6500593,,,,,
2021-08-23,CT,CTA,Connecticut,3565287,Report,5204915,4750834,145989,133252,1794380,2760596,195059,799,2587849,72.6,59.7,2402259,84.7,4411368,155448,183411,613257,97.3,1185047,188030,825857,2128341,1978994,69.7,2122900,2832015,250000,0,844609,1282983,194469,275,844231,1134079,194302,222,226146,326981,19677,60,2322336,65.1,2172834,76.6,572864,90.9,1155285,3105947,4749155,152905,167579,2586554,83.3,2127959,68.5,2321877,74.8,844404,1282806,194392,275,4669687,,,,,
