Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-09-08,US,USA,United States,331996199,Report,450584465,376955132,135720,113542,147324654,214716553,14553296,360629,208024209,62.7,49,194169462,75.2,352333497,136426,174469,50599037,92.5,96041559,175590,823789,162826739,152245973,59,181717700,247356015,21491400,19350,66378410,96274836,14350702,100704,65888831,86092184,14232197,98893,21259727,21429823,2216658,43829,177104652,53.3,166312105,64.4,44950037,82.2,96041559,283545812,376595872,132817,158911,207794794,73.3,162698771,57.4,176972488,62.4,66374500,96149567,14347774,100646,376595872,34,1512383,,,,
2021-09-08,AK,AKA,Alaska,731545,Report,984485,747554,134576,102188,302706,412533,32094,221,403628,55.2,44,374019,67.8,694956,125998,178490,77837,85,149142,162840,1074910,321639,298881,54.2,405000,520185,59300,0,137567,183826,29865,56,137188,161453,29732,52,40671,29202,2959,25,351314,48,328425,59.5,72857,79.5,142484,608877,745407,122423,161689,402300,66.1,320828,52.7,350501,57.6,137563,183019,29863,56,698844,,,,,,
2021-09-08,AL,ALA,Alabama,4903185,Report,6299020,4252635,128468,86732,1894336,2223446,134847,6,2491633,50.8,36.7,2366519,62,4048068,106113,165117,724655,85.3,1311403,154312,741203,1801640,1721837,45.1,2828480,3189240,281300,0,831153,969300,137269,343,830770,889882,137189,342,329113,258932,34130,216,1938065,39.5,1858183,48.7,622391,73.2,1265317,4186880,4252238,101561,150447,2491249,59.5,1801593,43,1938009,46.3,831141,969265,137260,343,4108739,,,,,,
2021-09-08,AR,ARA,Arkansas,3017804,Report,3804380,2868778,126065,95062,1259349,1512235,94975,2219,1631518,54.1,39.8,1521280,65.6,2680115,115639,164148,441592,84.3,813310,155247,726190,1202551,1124918,48.5,1682380,1943100,178900,0,557550,643912,93162,578,556516,567360,92655,561,212326,146614,13903,330,1295202,42.9,1217092,52.5,373173,71.2,776648,2557248,2863582,111979,148769,1627744,63.7,1201186,47,1293720,50.6,557543,642555,93045,577,2778991,,,,,,
2021-09-08,AS,ASA,American Samoa,55689,Report,58530,57749,105102,103699,14539,42663,546,1,31987,57.4,46.3,26966,62.2,49289,113635,134939,2811,29.8,5259,55733,620284,25804,22396,51.6,15600,42330,600,0,6404,19399,554,0,6390,16005,553,0,1049,1470,25,0,26357,47.3,22948,52.9,2544,27,5259,47557,57735,121402,123073,31978,67.2,25799,54.2,26352,55.4,6403,19395,554,0,57735,,,,,,
2021-09-08,AZ,AZA,Arizona,7278717,Report,9508120,7917526,130629,108776,3255956,4370313,279843,11414,4194478,57.6,45.6,3910887,69.4,7397289,131193,168629,1152135,88,2294382,175327,726569,3319841,3095765,54.9,3923660,5153460,431000,0,1410249,1904388,270802,3557,1409734,1680872,270405,3519,493931,463966,44941,1886,3588996,49.3,3364530,59.7,1004724,76.8,2159419,6206060,7916502,127561,153207,4193579,67.6,3319710,53.5,3588632,57.8,1410225,1904283,270568,3556,7429035,,,,,,
2021-09-08,BP2,BP2,Bureau of Prisons,0,Report,229110,219653,0,0,88820,119871,10962,0,118464,0,0,118462,0,219651,0,0,3496,0,6793,0,0,100812,100812,0,95660,122850,10600,0,42716,58057,10934,0,42716,58057,10933,0,1654,1618,156,0,111707,0,111706,0,3428,0,6793,0,219651,0,0,118462,0,100812,0,111706,0,42716,58057,10933,0,219651,,,,,,
2021-09-08,CA,CAA,California,39512223,Report,56187025,48694320,142202,123239,18884939,28003161,1793692,12528,27527868,69.7,52.2,25482201,83.2,45040429,147106,183512,5731542,98.2,10403651,178202,962417,20616657,19014361,62.1,22231560,31339665,2615800,0,8297694,12301595,1782249,3815,8272590,10724727,1774870,3568,2347359,2099116,179399,1231,22385353,56.7,20775755,67.9,4627105,79.3,10134894,33646265,48565387,144341,166993,27447845,81.6,20568338,61.1,22336700,66.4,8297269,12253711,1781913,3807,47667229,,,,,,
2021-09-08,CO,COA,Colorado,5758736,Report,7933315,6913741,137761,120057,2765545,3885437,258197,4562,3685306,64,53.2,3417840,76,6416451,142613,176327,760564,90.3,1489131,176770,941738,3064075,2836705,63,3219120,4373895,340300,0,1280832,1780042,253912,1385,1277207,1556370,252743,1337,339658,330350,23172,483,3316171,57.6,3087657,68.6,693663,82.3,1445297,4936061,6893686,139660,160722,3673496,74.4,3056021,61.9,3308094,67,1280817,1772004,253889,1384,6686226,,,,,,
2021-09-08,CT,CTA,Connecticut,3565287,Report,5387595,4872649,151113,136669,1827071,2844732,199957,889,2648224,74.3,61.1,2452125,86.4,4511186,158965,189848,618615,98.2,1201130,190582,854843,2177971,2017184,71.1,2189300,2948295,250000,0,857957,1319040,199210,309,857574,1158712,199041,245,227617,328999,19984,65,2376516,66.7,2215572,78.1,576665,91.5,1171199,3105947,4870944,156826,173461,2646909,85.2,2177585,70.1,2376052,76.5,857752,1318860,199132,308,4790326,,,,,,
