Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Per_100k_18Plus,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-09,AK,AKA,Alaska,731545,Report,430685,302687,58873,41376,138326,164305,0,56,184906,25.3,16,183899,33.3,301083,54587,65451,71.5,115182,125761,117341,116747,21.2,78085,211700,215085,3900,0,52386,64949,4,6,52380,64361,4,6,29408,21290,4,2,117345,16,116751,21.2,50704,55.4,,,,
2021-03-09,AL,ALA,Alabama,4903185,Report,1689050,1140984,34448,23270,590055,549401,1528,0,747268,15.2,8.5,746978,19.6,1140657,29900,419532,49.4,649028,76371,418443,418400,11,44275,861700,778050,49300,0,205713,212720,1640,10,205707,212683,1640,10,127877,114795,783,5,420083,8.6,420040,11,243460,28.6,,,,
2021-03-09,AR,ARA,Arkansas,3017804,Report,1158630,782750,38393,25938,394324,387946,382,98,501653,16.6,9.3,501433,21.6,782504,33763,276437,52.8,410031,78268,279415,279372,12.1,49992,588600,537030,33000,0,132735,146660,400,20,132733,146619,400,20,75998,59011,279,15,279815,9.3,279772,12.1,135303,25.8,,,,
2021-03-09,AS,ASA,American Samoa,55689,Report,43210,21625,77592,38832,5043,16582,0,0,13471,24.2,14.8,13261,30.5,21328,49101,2054,0,3481,0,8253,8166,18.8,99477,12400,30810,0,0,2088,6165,1,0,2088,6078,1,0,598,883,0,0,8254,14.8,8167,18.8,1481,0,,,,
2021-03-09,AZ,AZA,Arizona,7278717,Report,2638855,2245854,36254,30855,1016242,1227179,1923,510,1435152,19.7,10.3,1432773,25.4,2242306,39768,767784,58.7,1179540,90135,748413,747802,13.3,46801,1286000,1273155,79700,0,300471,447763,1804,179,300466,447157,1803,179,153433,218482,560,124,750217,10.3,749605,13.3,372599,28.5,,,,
2021-03-09,BP2,BP2,Bureau of Prisons,0,Report,73715,72539,0,0,28620,43919,0,0,44155,0,0,44153,0,72536,0,2256,0,3603,0,28141,28140,0,0,31400,42315,0,0,10043,18098,0,0,10043,18097,0,0,499,828,0,0,28141,0,28140,0,1327,0,,,,
2021-03-09,CA,CAA,California,39512223,Report,15047220,10925581,38082,27651,5304803,5618793,1956,29,7400238,18.7,8.7,7394748,24.2,10918803,35662,3865132,66.2,5675706,97218,3442971,3441758,11.2,49146,7358100,7292220,396900,0,1628682,1814279,1820,10,1628439,1813309,1820,10,847508,918490,609,7,3444791,8.7,3443578,11.2,1766614,30.3,,,,
2021-03-09,CO,COA,Colorado,5758736,Report,2119340,1650716,36802,28665,810499,831746,8075,396,1061907,18.4,10,1061408,23.6,1650073,36675,583908,69.3,910125,108038,577076,576926,12.8,47105,1058900,1004640,55800,0,278429,298559,7796,88,278421,298417,7794,88,158781,160496,1822,48,584872,10.2,584720,13,321147,38.1,,,,
2021-03-09,CT,CTA,Connecticut,3565287,Report,1525915,1245687,42799,34939,557040,677426,11205,16,897576,25.2,9.4,896669,31.6,1244427,43851,518291,82.2,690389,109543,334501,334231,11.8,53770,696000,787215,42700,0,129452,205044,11110,5,129359,204867,11099,5,34013,127519,1188,3,345611,9.7,345330,12.2,162723,25.8,,,,
2021-03-09,DC,DCA,District of Columbia,705749,Report,355785,232666,50412,32967,93975,138691,0,0,102392,14.5,7.5,102370,17.7,232636,40278,49170,56.3,94677,108397,52590,52588,9.1,61599,160200,187785,7800,0,24395,28187,223,8,24394,28186,223,8,13676,10889,12,3,52813,7.5,52811,9.1,24580,28.1,,,,
2021-03-09,DD2,DD2,Dept of Defense,0,Report,1719605,1320734,0,0,626441,693894,0,399,868701,0,0,868338,0,1320251,0,119111,0,174328,0,436245,436125,0,0,776300,900705,42600,0,191123,245122,0,0,191116,245009,0,0,15420,39098,0,0,436245,0,436125,0,54518,0,,,,
2021-03-09,DE,DEA,Delaware,973764,Report,389215,285101,39970,29278,133999,150565,504,33,174037,17.9,10.6,173976,22.6,285018,37006,110739,58.6,175410,92856,103067,103047,13.4,50535,184000,194415,10800,0,50137,52918,555,12,50133,52902,555,12,31211,30234,517,7,103622,10.6,103602,13.5,61969,32.8,,,,
2021-03-09,FL,FLA,Florida,21477737,Report,8455205,5961421,39367,27756,2957292,2982845,14278,7006,3760044,17.5,9.6,3756711,21.8,5957660,34542,2758011,61.3,4428186,98462,2060484,2060116,11.9,49022,4081800,4090905,282500,0,1004061,1053982,14279,2441,1003843,1053832,14277,2441,754903,782705,4667,2150,2074763,9.7,2074393,12,1544425,34.3,,,,
2021-03-09,FM,FMA,Federated States of Micronesia,103643,Report,47400,18133,45734,17496,18133,0,0,0,11506,11.1,6.4,11502,14.2,18129,22425,1339,0,2125,0,6670,6670,8.3,58633,46600,0,800,0,6650,20,0,0,6650,20,0,0,803,5,0,0,6670,6.4,6670,8.3,808,0,,,,
2021-03-09,GA,GAA,Georgia,10617423,Report,3706995,2406206,34914,22663,1351299,1054154,541,212,1420118,13.4,8.6,1419619,17.5,2405550,29649,881052,58.1,1504726,99194,910005,909837,11.2,45689,1919000,1681095,106900,0,505632,404268,618,105,505612,404120,618,105,343791,224953,240,63,910623,8.6,910455,11.2,569047,37.5,,,,
2021-03-09,GU,GUA,Guam,165768,Report,87860,58396,53002,35228,28652,29744,0,0,35680,21.5,13.4,35670,27.6,58379,45150,11738,0,20662,0,22200,22194,17.2,67951,38200,48360,1300,0,10052,12148,0,0,10051,12143,0,0,3581,5158,0,0,22200,13.4,22194,17.2,8739,0,,,,
2021-03-09,HI,HIA,Hawaii,1415872,Report,632120,464100,44645,32778,162762,207362,216,93760,287071,20.3,12.7,286871,25.7,463836,41562,111121,41.4,182423,67955,179740,179673,16.1,56641,277200,342420,12500,0,64299,97439,225,18002,64281,97403,225,17989,32403,38664,35,1674,179965,12.7,179898,16.1,72776,27.1,,,,
2021-03-09,IA,IAA,Iowa,3155070,Report,1162165,952377,36835,30186,512498,423600,16160,119,653454,20.7,9.4,652966,26.9,951626,39190,378762,68.5,508583,91976,297783,297518,12.3,47861,601000,527865,33300,0,155620,142156,15651,7,155616,141895,15649,7,63309,68390,1417,2,313434,9.9,313167,12.9,133118,24.1,,,,
2021-03-09,ID,IDA,Idaho,1787065,Report,617985,489220,34581,27376,256937,231565,563,155,304032,17,9.9,304022,22.7,489213,36539,175575,60.4,258799,89035,177697,177694,13.3,46157,322100,277485,18400,0,91993,85679,563,25,91993,85676,563,25,37379,45262,377,13,178260,10,178257,13.3,83031,28.6,,,,
