Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Additional_Doses_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf
2021-10-14,US,USA,United States,331996199,Report,490951045,405444558,147879,122123,153369108,236409595,15250730,415125,217953275,65.6,52.2,203009278,78.6,378082854,146396,190100,52173134,95.4,103746168,189676,897590,173368988,161105421,62.4,192336340,275043255,23552100,19350,69322377,103831532,15014485,113353,69243090,91650490,14986979,110980,21946615,21857648,2184208,49401,188281747,56.7,175991539,68.1,46037872,84.2,103746168,283545812,405078181,142862,173147,217719463,76.8,173238992,61.1,188148671,66.4,69318881,103705130,15011382,113278,405078181,40,9319172,4.9,7742129,8.3,9297690,5.3,5933853,12.9,1569628,7734802,10266,4476
2021-10-14,AK,AKA,Alaska,731545,Report,1097095,820703,149970,112188,317807,467329,35045,522,425519,58.2,47,393656,71.4,761695,138098,198907,79892,87.2,163572,178595,1197860,343622,317100,57.5,435220,593175,68700,0,143110,200207,32729,67,142720,174083,32592,62,41268,30073,3129,28,376113,51.4,349457,63.4,74498,81.3,156599,608877,818475,134424,180183,424173,69.7,342757,56.3,375246,61.6,143106,199346,32727,67,764576,,,,,,,,,,,,,
2021-10-14,AL,ALA,Alabama,4903185,Report,6900590,4669623,140737,95237,2033756,2496029,139719,119,2620146,53.4,40.9,2481801,65.1,4427828,116067,180886,741483,87.3,1403663,165168,811990,2003484,1900136,49.8,3072540,3515850,312200,0,914636,1087234,141827,423,914209,984317,141745,422,340212,268561,34497,278,2144120,43.7,2040693,53.5,643548,75.7,1355221,4186880,4669179,111519,164815,2619742,62.6,2003411,47.8,2144039,51.2,914625,1087173,141818,423,4514941,,,,,,,,,,,,,
2021-10-14,AR,ARA,Arkansas,3017804,Report,4198820,3120801,139135,103413,1323878,1694096,99853,2974,1705980,56.5,43.4,1587310,68.5,2908824,125508,181167,452451,86.4,879819,167942,801482,1309407,1217139,52.5,1825540,2174580,198700,0,596632,711363,98007,740,595562,620224,97493,712,217970,154825,14220,419,1406742,46.6,1313991,56.7,387434,74,841919,2557248,3115546,121832,164193,1702153,66.6,1308033,51.2,1405249,55,596623,710000,97888,738,3025528,,,,,,,,,,,,,
2021-10-14,AS,ASA,American Samoa,55689,Report,68550,63952,123094,114838,17184,46221,546,1,34726,62.4,52.5,28811,66.4,53087,122391,158040,2886,30.6,5412,57355,726473,29238,24324,56.1,18600,49350,600,0,7846,21390,555,0,7831,16491,554,0,1105,1491,25,0,29791,53.5,24876,57.4,2621,27.8,5412,47557,63934,134437,144143,34715,73,29231,61.5,29784,62.6,7845,21384,555,0,63934,,,,,,,,,,,,,
2021-10-14,AZ,AZA,Arizona,7278717,Report,10232820,8464145,140585,116286,3379427,4775428,294367,14923,4380163,60.2,48.2,4070735,72.2,7886690,139873,181482,1175613,89.8,2455512,187639,781947,3506078,3251579,57.7,4110420,5658000,464400,0,1468007,2031310,284571,4416,1467418,1777465,284153,4364,501414,482092,46148,2354,3788304,52,3533400,62.7,1032008,78.9,2311964,6206060,8463013,136367,164884,4379181,70.6,3505928,56.5,3787916,61,1467982,2031187,284332,4415,7941973,,,,,,,,,,,,,
2021-10-14,BP2,BP2,Bureau of Prisons,0,Report,258340,233052,0,0,94437,126804,11800,11,124991,0,0,124989,0,233050,0,0,3549,0,6953,0,0,107079,107079,0,110020,135720,12600,0,45220,61807,11767,0,45220,61807,11766,0,1682,1651,171,0,118794,0,118793,0,3504,0,6953,0,233050,0,0,124989,0,107079,0,118793,0,45220,61807,11766,0,233050,,,,,,,,,,,,,
2021-10-14,CA,CAA,California,39512223,Report,60194735,52177437,152345,132054,19614909,30660671,1887863,13994,28853313,73,55.4,26629793,87,48150892,157265,196602,5916702,99.9,11253187,192754,1031070,21878333,20082988,65.6,22867820,34481115,2845800,0,8625817,13229826,1874991,4114,8600364,11460296,1867469,3844,2393857,2183869,186797,1287,23734748,60.1,21931973,71.6,4765810,81.6,10971777,33646265,52047083,154689,178905,28772180,85.5,21829709,64.9,23685770,70.4,8625386,13181645,1874634,4105,51080478,,,,,,,,,,,,,
2021-10-14,CO,COA,Colorado,5758736,Report,8499215,7399472,147588,128491,2866964,4253118,274132,5258,3827454,66.5,55.8,3545645,78.8,6867600,152640,188904,777372,92.3,1647523,195572,1008910,3212655,2965499,65.9,3319740,4797075,382400,0,1316604,1891651,269374,1537,1312946,1648261,268177,1482,343768,345902,24274,543,3479166,60.4,3230866,71.8,714487,84.8,1600900,4936061,7379282,149497,172186,3815570,77.3,3204545,64.9,3471031,70.3,1316584,1883562,269349,1536,7155729,,,,,,,,,,,,,
2021-10-14,CT,CTA,Connecticut,3565287,Report,5816105,5195177,163131,145716,1884168,3102088,207894,1027,2762448,77.5,63.9,2554034,90,4803383,169262,204948,642324,99.9,1316992,208965,922834,2279122,2100492,74,2312800,3230805,272500,0,884209,1393567,207064,362,883816,1215428,206890,278,230121,333750,20583,76,2485202,69.7,2306412,81.3,584530,92.7,1284263,3105947,5193440,167210,187257,2761109,88.9,2278728,73.4,2484728,80,884004,1393381,206984,359,5107281,,,,,,,,,,,,,
2021-10-14,DC,DCA,District of Columbia,705749,Report,1256895,1027501,178094,145590,380106,615745,31206,444,510269,72.3,56.3,485206,84,987623,170993,217614,83389,95.5,196556,225039,1439030,397295,379494,65.7,482800,716895,57200,0,156379,240165,34991,270,156315,222448,34970,252,39674,31783,2525,45,431805,61.2,413985,71.7,74027,84.8,172205,609754,1027406,168495,206131,510151,83.7,397246,65.1,431753,70.8,156373,240125,34988,267,928985,,,,,,,,,,,,,
2021-10-14,DD2,DD2,Dept of Defense,0,Report,5491170,5934429,0,0,2095443,3568147,258211,12628,3241243,0,0,3076813,0,5633632,0,0,237525,0,436134,0,0,2266699,2137986,0,1899020,3394350,197800,0,831054,1435193,226139,30,830903,1306633,225961,30,54582,93904,7383,0,2492416,0,2363527,0,155869,0,436134,0,5934175,0,0,3241051,0,2266650,0,2492345,0,831038,1435160,226117,30,5934175,,,,,,,,,,,,,
2021-10-14,DE,DEA,Delaware,973764,Report,1595585,1248188,163857,128182,475045,720564,51231,1348,658795,67.7,53.6,617546,80.2,1166965,151516,207167,187707,99.4,377681,199931,844645,521713,486938,63.2,630700,896685,68200,0,208881,312084,50729,478,208759,277438,50687,472,68266,89015,9292,260,572172,58.8,537356,69.8,166833,88.3,360448,839807,1247954,148600,189994,658607,78.4,521668,62.1,572118,68.1,208870,312050,50720,478,1208788,,,,,,,,,,,,,
2021-10-14,FL,FLA,Florida,21477737,Report,33824395,27602930,157486,128519,10209603,16074774,1220463,98090,14589256,67.9,53,13758610,79.8,26075093,151179,196108,4379570,97.4,9095146,202234,752098,11391212,10720557,62.2,13126260,18871035,1827100,0,4452740,6899551,1202630,29298,4451074,6230811,1201109,29095,1854342,1767526,199104,17740,12584219,58.6,11912089,69.1,3838712,85.4,8761031,18696028,27593834,147592,180918,14581111,78,11390252,60.9,12582471,67.3,4452035,6899301,1201841,29294,26774194,,,,,,,,,,,,,
2021-10-14,FM,FMA,Federated States of Micronesia,103643,Report,86570,74215,83527,71606,61312,1240,11663,0,45277,43.7,27.5,44586,55.2,72997,90426,107239,3538,20.1,5811,33090,492967,28518,27987,34.7,72600,2970,11000,0,27804,669,11137,1,27799,143,11114,1,2209,7,1041,0,39611,38.2,39057,48.4,3257,18.5,5811,88509,74200,83833,97809,45263,51.1,28517,32.2,39602,44.7,27803,669,11129,1,74200,,,,,,,,,,,,,
2021-10-14,GA,GAA,Georgia,10617423,Report,15045665,11032372,141707,103908,4377672,6366874,278275,9551,5928121,55.8,44.3,5532351,68.2,10344180,127493,185439,1336980,88.1,2724703,179617,991834,4700544,4407607,54.3,6217220,8181945,646500,0,1939549,2754253,276377,3072,1938742,2462365,275950,2885,640502,500570,32456,1444,4973251,46.8,4679942,57.7,1174972,77.5,2650669,8988102,11029644,122714,167395,5925795,65.9,4700101,52.3,4972702,55.3,1939492,2753873,276270,3067,10639436,,,,,,,,,,,,,
2021-10-14,GU,GUA,Guam,165768,Report,239170,243942,144280,147159,78301,155587,10015,39,129615,78.2,65,116071,89.9,218854,169504,185239,16335,58.2,33172,118104,851533,107701,96227,74.5,74200,145470,19500,0,36433,71237,9430,0,36419,59777,9424,0,6270,8518,525,0,117100,70.6,105620,81.8,15313,54.5,32087,141562,243901,172293,168951,129586,91.5,107689,76.1,117087,82.7,36432,71226,9429,0,224328,,,,,,,,,,,,,
2021-10-14,HI,HIA,Hawaii,1415872,Report,2421860,1924619,171051,135932,621578,1158725,50311,94005,1098176,77.6,55.3,1021722,91.6,1801187,161396,217012,280238,99.9,528265,196785,902171,782410,733753,65.7,901300,1421160,99400,0,270112,494013,51027,18122,269509,445979,50863,18105,96176,125640,9900,1415,833274,58.9,784456,70.3,233131,86.8,504451,1211109,1920007,158533,199970,1094353,90.4,780924,64.5,831753,68.7,270062,492589,50991,18111,1716156,,,,,,,,,,,,,
2021-10-14,IA,IAA,Iowa,3155070,Report,4434205,3563074,140542,112932,1394064,2021552,147111,347,1854112,58.8,50.1,1737516,71.6,3342069,137634,182611,512266,92.6,1066725,192914,801912,1582230,1479648,60.9,1724460,2491845,217900,0,668941,912488,144901,241,668751,810101,144825,240,258397,220231,13453,108,1726571,54.7,1623917,66.9,492189,89,1032981,2676281,3563019,133133,165685,1854022,69.3,1582205,59.1,1726544,64.5,668934,912470,144899,241,3497860,,,,,,,,,,,,,
2021-10-14,ID,IDA,Idaho,1787065,Report,2321450,1630094,129903,91216,651477,909157,67219,2241,857680,48,38.9,855307,63.9,1628889,121662,173390,253594,87.2,523898,180238,798655,695283,693738,51.8,911000,1290150,120300,0,295262,398985,66927,545,295241,397466,66905,540,108594,116716,11179,231,761719,42.6,760152,56.8,236720,81.4,499516,1495407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-10-14,IH2,IH2,Indian Health Svc,2082813,Report,2155815,1681546,103505,80734,825870,822681,32942,53,915597,44,34.9,836684,0,1538954,0,0,157664,0,301931,0,0,727509,664083,0,1028540,1040475,86800,0,366315,361068,32807,3,366012,297950,32749,3,74123,54559,3142,0,760193,36.5,696714,0,131824,0,301931,0,1680918,0,0,915172,0,727346,0,760010,0,366240,360981,32786,3,1680918,,,,,,,,,,,,,
2021-10-14,IL,ILA,Illinois,12671821,Report,18518045,15696131,146136,123866,5621634,9498354,555722,20421,8798043,69.4,50.1,8128565,82.5,14530477,147458,187925,1976845,96.8,3751432,183603,906311,6344751,5861823,59.5,6956460,10647885,913700,0,2402560,3932850,544367,6571,2396028,3456581,541907,6466,725328,808985,74944,3041,6886348,54.3,6400982,65,1612298,78.9,3648791,10837805,15654642,144445,170865,8772050,80.9,6330183,58.4,6871751,63.4,2402516,3918326,544338,6571,15399926,,,,,,,,,,,,,
2021-10-14,IN,INA,Indiana,6732219,Report,8653970,6961917,128546,103412,2520675,4158507,258047,24688,3564678,52.9,45.4,3346812,64.8,6549881,126831,167575,946624,87.2,2030432,187009,797055,3056515,2868976,55.6,3255120,4933950,464900,0,1181913,1864820,253938,7353,1181624,1677682,253688,7278,448664,433482,29034,3615,3308024,49.1,3120272,60.4,914795,84.3,1994096,5705039,6961431,122022,151690,3564282,62.5,3056378,53.6,3307869,58,1181898,1864700,253918,7353,6875568,,,,,,,,,,,,,
2021-10-14,KS,KSA,Kansas,2913314,Report,4009265,3196497,137619,109720,1241230,1845168,108678,1421,1777446,61,48.5,1654748,74.8,2973372,134355,181164,475990,99.9,897778,188812,843191,1413936,1312505,59.3,1610880,2207985,190400,0,578386,834432,106935,469,578058,733393,106834,411,193568,194462,17179,212,1520222,52.2,1418696,64.1,405421,85.3,860989,2451697,3196351,130373,163530,1777304,72.5,1413917,57.7,1520195,62,578378,834421,106927,469,3061828,,,,,,,,,,,,,
2021-10-14,KY,KYA,Kentucky,4467673,Report,6013575,5124173,134602,114694,2097916,2821919,202962,1376,2765123,61.9,49.3,2597244,75,4819490,139099,173562,713774,95.1,1395758,185961,801207,2200943,2064560,59.6,2571100,3148875,293600,0,956439,1242150,199950,1348,956213,1106040,199828,1304,289147,307213,38227,697,2399887,53.7,2263385,65.3,635284,84.6,1357768,3806167,5123006,134598,157996,2764693,72.6,2200900,57.8,2399816,63.1,956427,1242121,199922,1346,5027204,,,,,,,,,,,,,
2021-10-14,LA,LAA,Louisiana,4648794,Report,5948190,4690800,127951,100904,1929663,2598354,160879,1904,2444548,52.6,43.2,2305223,64.7,4440142,124682,167029,645503,87.1,1358435,183319,802701,2008263,1898412,53.3,2553620,3137370,257200,0,877333,1129221,153219,792,876865,1019850,153062,784,291431,301049,21185,164,2160565,46.5,2050561,57.6,613829,82.8,1304433,3923318,4690435,119553,151611,2444264,62.3,2008173,51.2,2160452,55.1,877312,1129152,153196,792,4544479,,,,,,,,,,,,,
2021-10-14,MA,MAA,Massachusetts,6892503,Report,11359810,10051914,164814,145838,3819742,5892704,339089,379,5415132,78.6,63.8,5020770,90.6,9325709,168343,205062,1200383,99.9,2315828,198047,971479,4395808,4062562,73.3,4459680,6424230,475900,0,1749559,2644071,341314,130,1744259,2316156,340098,113,471486,504974,69010,43,4735074,68.7,4400626,79.4,1045513,89.4,2251405,6016745,10023278,166590,188803,5398284,89.7,4384282,72.9,4723540,78.5,1749551,2632553,341306,130,9880973,,,,,,,,,,,,,
2021-10-14,MD,MDA,Maryland,6045680,Report,10345710,8204525,171126,135709,2991460,4900701,300710,11654,4335259,71.7,60.3,4001743,84.9,7576342,160823,219608,933225,97.3,1882147,196180,1078360,3643877,3353616,71.2,3876140,6005070,464500,0,1396347,2240229,295105,3136,1395875,1950596,294900,3014,412870,406506,52853,839,3934817,65.1,3644385,77.4,873068,91,1832554,5162887,8203912,158902,200386,4334621,84,3643696,70.6,3934603,76.2,1396309,2240089,295071,3134,7951350,,,,,,,,,,,,,
2021-10-14,ME,MEA,Maine,1344212,Report,2228690,1873407,165799,139368,746333,1007087,118793,1194,1008948,75.1,60.7,949902,86.7,1760235,160698,203465,286990,99.9,566987,198758,781270,815654,762817,69.6,919740,1188450,120500,0,353402,461462,117212,280,353342,408721,117139,251,121966,122961,22945,119,932356,69.4,879453,80.3,267991,93.9,549228,1184936,1873283,158091,188085,1008836,85.1,815638,68.8,932320,78.7,353395,461453,117192,280,1821487,,,,,,,,,,,,,
2021-10-14,MH,MHA,Marshall Islands,58413,Report,57140,41104,97821,70368,38866,111,2125,2,23046,39.5,30.7,22857,50.2,40888,89870,125591,1315,13.3,2369,23937,577347,17959,17927,39.4,43500,2340,11300,0,17936,15,2117,1,17906,13,2108,1,1047,0,98,0,20069,34.4,20028,44,1145,11.6,2369,49884,41071,82333,114546,23021,46.1,17951,36,20058,40.2,17928,15,2114,1,41071,,,,,,,,,,,,,
2021-10-14,MI,MIA,Michigan,9986857,Report,13923260,11020234,139416,110347,4234327,6410118,374139,1650,5729101,57.4,49.1,5393578,68.8,10380528,132355,177526,1574276,89.2,3213430,182023,788674,4901198,4603724,58.7,5707700,7518360,697200,0,2003089,2895530,374801,912,2002454,2598783,374527,852,740423,677068,66753,534,5274332,52.8,4976616,63.5,1484778,84.1,3117398,8595002,11019735,128211,161993,5728669,66.7,4901096,57,5274212,61.4,2003070,2895449,374783,910,10802264,,,,,,,,,,,,,
2021-10-14,MN,MNA,Minnesota,5639632,Report,8120970,6900376,143998,122355,2505170,4094903,297960,2343,3623220,64.2,53.7,3361405,77.5,6396344,147501,187271,884814,96.1,1824925,198279,882348,3029015,2789492,64.3,3063680,4671690,385600,0,1175550,1850956,298474,752,1173446,1613574,297945,727,347975,437828,48460,186,3325732,59,3085692,71.2,834449,90.7,1743568,4778088,6880831,144008,169963,3612042,75.6,3020932,63.2,3317630,69.4,1175538,1842887,298453,752,6702058,,,,,,,,,,,,,
2021-10-14,MO,MOA,Missouri,6137428,Report,8085335,6524790,131738,106311,2313268,3999762,209702,2058,3424927,55.8,45.5,3215826,67.5,6137953,128763,169616,930670,87.6,1896414,178564,761304,2791199,2617049,54.9,3153980,4598055,333300,0,1058344,1730945,211083,463,1057975,1557274,210845,375,383536,423905,37514,156,3000835,48.9,2826469,59.3,845111,79.6,1804661,5235715,6524351,124612,154427,3424512,65.4,2791149,53.3,3000761,57.3,1058332,1730907,211059,463,6311877,,,,,,,,,,,,,
2021-10-14,MP,MPA,Northern Mariana Islands,56882,Report,86200,71165,151542,125110,9676,60686,803,0,36025,63.3,59.2,31527,71.2,62474,141012,194565,2941,30.5,6245,64796,894376,33682,29485,66.6,20200,63300,2700,0,4608,29072,806,0,4607,24876,806,0,469,2329,90,0,34486,60.6,30289,68.4,2888,30,6245,48576,71165,146502,177454,36025,74.2,33682,69.3,34486,71,4608,29072,806,0,71165,,,,,,,,,,,,,
2021-10-14,MS,MSA,Mississippi,2976149,Report,3919005,2870760,131680,96459,1168156,1627013,73809,1782,1517893,51,42.1,1423571,62.5,2702530,118659,172070,413902,85,836483,171871,805231,1252825,1178312,51.7,1639180,2102325,177500,0,529272,722382,73445,421,528985,648178,73361,403,196456,171108,16631,197,1325520,44.5,1250927,54.9,384392,79,810097,2521425,2870474,113843,155428,1517662,60.2,1252760,49.7,1325444,52.6,529261,722328,73434,421,2770128,,,,,,,,,,,,,
2021-10-14,MT,MTA,Montana,1068778,Report,1402705,1132633,131244,105975,472848,610758,48036,991,595131,55.7,45,561139,66.8,1070173,127373,166951,181407,87.9,369311,178898,679483,481091,453403,54,582860,738045,81800,0,216297,264049,46780,290,216190,236478,46735,286,80433,77979,9231,159,527416,49.3,499689,59.5,167802,81.3,345287,917598,1132430,123412,152867,594984,64.8,481049,52.4,527368,57.5,216278,264026,46774,290,1054385,,,,,,,,,,,,,
2021-10-14,NC,NCA,North Carolina,10488084,Report,14997940,11822237,143000,112721,4341319,7057007,423177,734,6481060,61.8,47.5,6068650,74.1,11069975,135208,183184,1701875,97.2,3248070,185488,856490,4985736,4656323,56.9,5869260,8420280,708400,0,1952976,3031841,415902,99,1950077,2705337,414515,97,679940,692585,47190,46,5400818,51.5,5070026,61.9,1419761,81.1,3134846,8985519,11808013,131412,166912,6472207,72,4980429,55.4,5395489,60,1952882,3026628,415880,99,11302653,,,,,,,,,,,,,
2021-10-14,ND,NDA,North Dakota,762062,Report,972570,775656,127623,101784,299156,443057,33151,292,396912,52.1,41.2,375475,64.5,733896,126123,167140,106345,88.7,218691,182478,811523,314148,296759,51,378200,552270,42100,0,133062,181014,30125,2,132864,163824,29992,2,45317,43950,3883,0,344203,45.2,326682,56.1,93150,77.7,203651,637246,774609,121556,152621,396292,62.2,313804,49.2,343856,54,133057,180675,30122,2,717950,,,,,,,,,,,,,
2021-10-14,NE,NEA,Nebraska,1934408,Report,2667870,2241341,137917,115867,821356,1335377,79756,4852,1162658,60.1,51.4,1080506,74.1,2085899,143033,182940,289188,92.6,619086,198134,853833,993410,920801,63.1,990900,1557870,119100,0,387248,604245,79584,1290,387093,531848,79510,1238,134352,134557,6491,807,1072367,55.4,999689,68.6,276207,88.4,578372,1617408,2240960,138553,164947,1162370,71.9,993336,61.4,1072275,66.3,387224,604197,79566,1288,2143178,,,,,,,,,,,,,
